,NAME,STAR,CONTENT,DATE
375, KoReAn ,4,Translated by Google Tim Burton Exhibition Good Good It was an exhibition that could be inspired and stimulated ,2 months ago
376,Vi D.,5,,2 months ago
377,aoooy tutti,5,,2 months ago
378, KoReAn ,3,,2 months ago
379,daniela stabile,5,Always beautiful,2 months ago
380, KoReAn ,5, KoReAn   KoReAn   KoReAn ,2 months ago
381, KoReAn ,5,,2 months ago
382,arnat pasena,5,,2 months ago
383, KoReAn ,5,Translated by Google You can feel the charm of a different building There was a Tim Burton exhibition Im very satisfied with it ,2 months ago
384,Vicky Lee,4,,2 months ago
385, KoReAn ,4,,2 months ago
386, KoReAn ,5, KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn ,2 months ago
387,jm Hong,5,,2 months ago
388,,3,,2 months ago
389,Rose Pink,5,,2 months ago
390,clork kim,4,,2 months ago
391, KoReAn ,5,Translated by Google I really want to go again as a person who likes art  Original  KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn ,2 months ago
392, KoReAn ,5,,2 months ago
393,felix bruce,3,Easy to get to as it has its own metro stop Interesting design with little outside exhibits Near a market area so you can have local street food after visiting,2 months ago
394,Jasung Koo,3,,2 months ago
395,Seung-j Choi,3,Translated by Google just buying stuff  Original  KoReAn   KoReAn ,2 months ago
396,Shane Intihar,5,,2 months ago
397, KoReAn ,4,Translated by Google It is a cultural space where various exhibitions are held and it is a historic site with traces of Igansumun and Dongdaemun Stadium I heard that it was criticized for not taking advantage of the meaning of ,2 months ago
398, KoReAn ,5,,2 months ago
399,SuperChidragon,5,Translated by Google It was fun Goods sold a lot of interesting things  Original  KoReAn   KoReAn   KoReAn   KoReAn   KoReAn ,2 months ago
400, KoReAn ,5,Translated by Google theres a lot to see it was good ,2 months ago
401, KoReAn ,3,Translated by Google I go when there is an exhibition but there is nothing to do inside except for the exhibition They all go around ,2 months ago
402,Aiysha Khan,5,,2 months ago
403, KoReAn  ( KoReAn ),3,Translated by Google Its a pity that the space is not being used well I would like to create a space where you can exercise various physical strength through a oneday class with new writers in various fields and make it a place ,2 months ago
404, KoReAn ,5,,2 months ago
405,Amos Kim,5,,2 months ago
406,VOLT ICE,4,,2 months ago
407, KoReAn ,3,Translated by Google There is not enough information about the exhibition and the coffee shop is also costeffective ,2 months ago
408,jelly seven,4,Translated by Google There are a lot of things to see but there are few restaurants there are no shops in the mall the exhibition and the market are still very good ,2 months ago
409,Eren Terzi,4,Translated by Google The exhibits are very nice the prices are good I recommend ,2 months ago
410, KoReAn ,5,Translated by Google go  Original  KoReAn ,2 months ago
411,RIMI KIMI,5,Translated by Google Theres nothing to do its hard to find the way theres too much space but its good because there are a lot of UD library books ,2 months ago
412,Jihye Lee,4,,3 months ago
413, KoReAn IRA,5,Translated by Google Curved finite gravitational force magic happy space Visiting with friends to see Dali ,3 months ago
414,Edrina L,5,,3 months ago
415,leo k,5,Translated by Google Accessibility Convenience Spectatorship Recreation Leisure New concept cultural space that meets everything ,3 months ago
416,Ji Won Oh,5,,3 months ago
417,Ally,4,,3 months ago
418, KoReAn ,5,Translated by Google Its fresh  Original  KoReAn ,3 months ago
419,IY Kim,5,,3 months ago
420,J H,5,,3 months ago
421, KoReAn ,5,,3 months ago
422, KoReAn ,5,,3 months ago
423,Eric Kye-Hyuk Ahn,5,Translated by Google Its cool Zaha Hadids large mass is overwhelming  Original  KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn ,3 months ago
424, KoReAn ,5,Translated by Google Its my first time there haha Its quite spacious and the staff are all friendly ,3 months ago
425, KoReAn ,4,Translated by Google its always good Recently there are a lot of empty stores and design stores are too expensive Its a pity that it feels like there are only merchandising stands left for ,3 months ago
426,Hyun Soo Kim,4,,3 months ago
427, KoReAn ,5,,3 months ago
428, KoReAn ,5,Translated by Google I had a good time with my children as a resting place in the city center  ,3 months ago
429,JY Choi,5,,3 months ago
430, KoReAn ,3,,3 months ago
431, KoReAn ,4,Translated by Google Its nice because its spacious but its been a while since Ive been there so its hard to find a place ,3 months ago
432,KIM Renick,5,,3 months ago
433, KoReAn ,5,,3 months ago
434,Jino Park,3,,3 months ago
435,JJake Oh,4,,3 months ago
436, KoReAn ,4,,3 months ago
437, KoReAn ssumseung,5,Translated by Google Ive been gone for decades Since I went to Allman the surroundings have changed a lot There is an exhibition about Tim Burton in Design Plaza ,3 months ago
438,Coolcool,5,Translated by Google Its a Tim Burton exhibition right now so its good to waste it ,3 months ago
439, KoReAn ,5,,3 months ago
440,YOUNGKI KIM,4,Translated by Google nice architecture  Original  KoReAn   KoReAn  ,3 months ago
441, KoReAn ,5,,3 months ago
442, KoReAn ,4,Translated by Google Youll have to look around more than you think  Original  KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn ,3 months ago
443,Mohamed aziz Imaache,5,,3 months ago
444,Moonyoung Jung,4,I visited here for the first time in few years There were lots of things and places to see and enjoy before But this time its not same with it was back in 2018 due to the covid19 It seems to need some times to recover the normal ,3 months ago
445, KoReAn ,5,,3 months ago
446, KoReAn ,5,Translated by Google The best place  Original  KoReAn   KoReAn ,3 months ago
447,Brandon Lopez,4,I love coming here Always great exhibits It can get very busy However its a beautiful place to wait,3 months ago
448, KoReAn ,5,,3 months ago
449, KoReAn ,5,Translated by Google I went to Dongdaemun Design Plaza from Dongdaemun History and Culture Park Station ,3 months ago
450,Rahul kumar Bharilla,5,,3 months ago
451,Daniel Guiraudet,4,Translated by Google Very nice modern architecture Apart from the architecture itself which is worth the trip I didnt really understand what there was to see At the meeting a large very zen room with a beautiful relaxing light and a ,3 months ago
452,Marc DUPUY,5,Translated by Google The DDP is a museum that will delight lovers of contemporary art and architecture aficionados as this museum is both atypical and superb at the same time Coming to Seoul and missing this place is almost sacrilege ,3 months ago
453, KoReAn ,4,,3 months ago
454,A.M. Tiara,4,,3 months ago
455,Brock Alexander,5,,3 months ago
456, KoReAn ,5,,3 months ago
457, KoReAn ,5,Translated by Google Nice to see the exhibition Goods prices are much more reasonable than Yedang ,3 months ago
458,Regina,4,Translated by Google Okay  The exhibition was like a Tim Burton exhibition  Original  KoReAn    KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn ,3 months ago
459,,5,worth to visit,3 months ago
460,lohnblu2@naver.com kim deuksoo,1,Translated by Google the architecture is good Redefine internal planning I need to expand things to see buy experience etc ,3 months ago
461,HJ K,5,,3 months ago
462,Kyung Kwon,4,Translated by Google I didnt know it was this wide Why is there a spaceship passing by see only ,3 months ago
463,Nicha M.,5,,3 months ago
464, KoReAn ,4,Translated by Google A place that was closed due to social distancing was busy preparing for a new refurbishment due to the release but anyway its really nice to have a place like this in the city ,3 months ago
465,WOW360,4,Translated by Google This is the site of Dongdaemun which has been changed to Dongdaemun Design Plaza The design of the plaza is impressive with its irregular building shapes and wide site ,3 months ago
466, KoReAn Hybrid,5,Translated by Google It used to be Dongdaemun Baseball Stadium very good ,3 months ago
467, KoReAn ,5,Translated by Google To be honest its so cool Originally this was a very famous playground in Korea where Pele also came There is also a small museum where you can see the traces ,3 months ago
468, KoReAn ,4,Translated by Google Ive been to an exhibition There are also strange outdoor works Its a good place for a weekend outing ,3 months ago
469,Hoju Semi (hojusemi),5,Great disign and amazing building,3 months ago
470, KoReAn ,4,,3 months ago
471,David Mac,5,This place is fabulous its just such a beautiful place reminds me a bit of the spaceship in lost in space the film and is very quiet full of cool stuff and actually a nice spot to chill in a very busy city,3 months ago
472, KoReAn ,5,,3 months ago
473,  (Mommy Son),5,Translated by Google I went to an art exhibition Thats fun  Original  KoReAn   KoReAn   KoReAn   KoReAn ,3 months ago
474, KoReAn ,1,,3 months ago
475, KoReAn ,5,Translated by Google Nice art exhibition I like it  Original  KoReAn   KoReAn   KoReAn ,3 months ago
476,Jose,5,,3 months ago
477, KoReAn ,5,Translated by Google Its wide and there are a lot of shopping malls But there are a lot of shops that are closed due to Corona ,3 months ago
478,snow,5,,3 months ago
479,youngmi anderson,5,,3 months ago
480, KoReAn ,3,,3 months ago
481,Ashton Kim,4,,3 months ago
482, ,5,,3 months ago
483, KoReAn ,1,Translated by Google The location of the exhibition hall is not confirmed There is no guide Parking is expensive ,3 months ago
484,paul kim,3,,3 months ago
485, KoReAn ,5,,3 months ago
486, KoReAn ,5,Translated by Google I went to the Gucci exhibition  Original  KoReAn   KoReAn   KoReAn ,3 months ago
487,SW Kim,5,,3 months ago
488,mc Kim,4,Translated by Google Gucci Garden Archetype  Original  KoReAn   KoReAn   KoReAn ,4 months ago
489,a k,5,Translated by Google It was a small but fruitful exhibition before Dali  Original  KoReAn   KoReAn   KoReAn   KoReAn ,4 months ago
490, KoReAn ,5,Translated by Google Ive been watching  Original  KoReAn ,4 months ago
491, KoReAn ,4,,4 months ago
492,Lance,5,,4 months ago
493, KoReAn ,4,,4 months ago
494,Q Cap,5,,4 months ago
495,Hyeonhee Oh,5,Translated by Google Visited to see Salvador Dali The quarantine pass was gone and social distancing was not implemented so it was difficult to see the work properly because many visitors came from the moment ,4 months ago
496, KoReAn ,5,,4 months ago
497,Chin Lip Low,4,,4 months ago
498,Huidu Lee,5,,4 months ago
499,Albert,5,Translated by Google It is a place where you can buy various exhibitions and design related props ,4 months ago
500,Lui's Travel,5,Translated by Google A place full of interesting exhibits  Original  KoReAn   KoReAn   KoReAn   KoReAn ,4 months ago
501, KoReAn ,5,,4 months ago
502,ej hong,5,Translated by Google I went to see the Gucci exhibition I wish there was more to see ,4 months ago
503, KoReAn ,4,Translated by Google Theres nothing that catches my eye but its just a place where you can comfortably ride Ttareungi in Seoul ,4 months ago
504,Shen Meng Wei,5,,4 months ago
505, KoReAn ,5,,4 months ago
506,sandeep kumar,5,Great design store Happening place for hangout,4 months ago
507, KoReAn ,5,,4 months ago
508, KoReAn ,5,,4 months ago
509,Day Lay,5,Translated by Google To see the ongoing Salvador Dali exhibition Im here with my colleagues a lot of people It was difficult to watch it as it was but I think I did it well  ,4 months ago
510, KoReAn ,5,,4 months ago
511,John KIM,4,,4 months ago
512, KoReAn ,5,,4 months ago
513, KoReAn ,5,,4 months ago
514,Olivia Choi,4,,4 months ago
515, KoReAn ,5,,4 months ago
516, KoReAn ,5,,4 months ago
517, KoReAn ,5,,4 months ago
518,Jade Park,3,,4 months ago
519, KoReAn ,5,,4 months ago
520,Hansol J,5,,4 months ago
521,sharon b,4,,4 months ago
522,Ellen Kang,5,,4 months ago
523,yoon hee Ahn,4,Translated by Google I went to Salvador Dali more than I expected There were not many paintings and there were no discounts on Culture Day I felt it was small compared to the high price ,4 months ago
524, KoReAn ,4,,4 months ago
525,leon song,5,Great place to stop by,4 months ago
526, KoReAn ,4,Translated by Google it was good  Original  KoReAn ,4 months ago
527,Jafar,5,Interesting architecture,4 months ago
528,Daru TheMoon,5,,4 months ago
529, KoReAn ,5,Translated by Google Dali Exhibition Jamnam  Original  KoReAn   KoReAn ,4 months ago
530, KoReAn ,5,Translated by Google Gucci exhibition It is not crowded because reservations are required and it is free but it was better than I thought ,4 months ago
531,lovely jeon,5,Translated by Google Gucci archive exhibition and DDP exhibition I think it will be a good time ,4 months ago
532,jj Double,3,Translated by Google maze  Original  KoReAn ,4 months ago
533,KYeong L,5,Translated by Google I like the showroom  Original  KoReAn   KoReAn ,4 months ago
534, KoReAn ,5,,4 months ago
535,Catalin Braha,5,,4 months ago
536,Chantal Terblanche,5,Lovely place with good exhibitions,4 months ago
537,nbaenninger,5,,4 months ago
538,Ellie,4,Translated by Google I went to the Gucci archive I went through Naver reservation and it was nice to know Guccis themes for each season ,4 months ago
539, KoReAn ,4,Translated by Google Watching the exhibition and sitting in the sun on a sunny day The exhibition has a waiting app so I can look around other places while ,4 months ago
540, KoReAn ,5,,4 months ago
541,Seonghak Hong,4,Translated by Google The building is nice and nice  Original  KoReAn   KoReAn   KoReAn ,4 months ago
542, KoReAn ,5,,4 months ago
543, KoReAn ,5,Translated by Google Salvador Dali Exhibition UD Lifestyle Platform 2017Pixar Dictionary 2019Disney Exhibition ,4 months ago
544,YOUNGHEE Jeremiah,3,Translated by Google Unfriendly guidance Its free No order Sorry Staff needs smooth flexibility ,4 months ago
545, KoReAn ,5,,4 months ago
546, KoReAn ,5,Translated by Google There are regular exhibitions of works by famous artists and it is always nice to have things to see and experience Besides it is a complex space ,4 months ago
547, KoReAn ,5,Translated by Google It was a friendly and interesting place because it was from a martial arts show ,4 months ago
548,Jungon Kim,4,,4 months ago
549,Cheshire CAT KoReAn ,5,,4 months ago
550, KoReAn ,5,Translated by Google It is one of the mustvisit places  Original  KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn ,4 months ago
551, KoReAn song,5,,4 months ago
552,ACE,5,,4 months ago
553,Yoon Chang So,4,,4 months ago
554, KoReAn   KoReAn   KoReAn .,5,,4 months ago
555,Xian You Lim,5,This place just makes you feel at ease The renowned designer really did his good work here The lines of the building flows naturally and with the huge space it creates a positive and empowering feeling Definitely a must visit for architecture and space lovers,4 months ago
556, KoReAn ,5,,4 months ago
557, KoReAn ,4,,4 months ago
558,JH Sang,4,Translated by Google The space is well organized and convenient to use  Original  KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn ,4 months ago
559, KoReAn ,5,Translated by Google It was fun before Dali Recommended  Original  KoReAn   KoReAn   KoReAn ,4 months ago
560,southkorea rey,5,,4 months ago
561,Hyun kyung Kim,5,Translated by Google I visited because there was a Dalijeon and it was stylish and there were many things to see around it ,4 months ago
562,YoungJae Lee,5,,4 months ago
563,s a,5,,4 months ago
564, KoReAn ,5,,4 months ago
565, KoReAn ,1,,4 months ago
566,aki saito,5,Translated by Google I enjoyed the exhibition  Original  KoReAn   KoReAn   KoReAn ,4 months ago
567,Jim Jim,4,Translated by Google Place of Exhibition  Original  KoReAn   KoReAn ,4 months ago
568,moon dawn,3,,4 months ago
569,Ham KoReAn ,5,,4 months ago
570, KoReAn ,5,Translated by Google Its a place I visit often but its a place I admire every time I go ,4 months ago
571,J P,5,Translated by Google before dali so much fun  Original  KoReAn   KoReAn   KoReAn ,4 months ago
572,GilDong Hong,4,,4 months ago
573,mk,4,Translated by Google Ive seen the exhibition Its a bit complicated structure so I think more information boards are needed I think there are a few restaurants so its good to use them ,4 months ago
574, KoReAn ,5,,4 months ago
575, KoReAn ,4,,4 months ago
576,shine sun,4,,4 months ago
577, KoReAn ,5,Translated by Google Lots of pretty sisters  Original  KoReAn   KoReAn   KoReAn ,4 months ago
578,YunJu Nam,5,,4 months ago
579,Cynthia Lee,5,,4 months ago
580, KoReAn ,3,Translated by Google It was nice to understand Dali well and to plan well so that I could get to know his work better But ,4 months ago
581,Taylor Kim,5,Translated by Google Gucci  Original  KoReAn ,4 months ago
582, KoReAn ,5,,4 months ago
583, KoReAn ,5,Translated by Google good  Original  KoReAn ,4 months ago
584,Raisa Aone,5,A nice place to walk around and enjoy the wonderful architecture of Seoul Its bustling with people but there are nooks and corners that are Instagram worthy,4 months ago
585,Soonjung Kwon (Cezanne),5,Translated by Google  Awesome DDP I went to see an exhibition Its so nice to have such a wonderful place in Dongdaemun ,4 months ago
586, KoReAn ,5,Translated by Google Its a nice place  Original  KoReAn ,4 months ago
587,Belly Dance TV  KoReAn   KoReAn  by HIPOLLITA KIM,5,Translated by Google I love spending time with my kids  Original  KoReAn   KoReAn   KoReAn   KoReAn ,4 months ago
588,Mona,4,Translated by Google It was a fun opportunity to see the source of inspiration for Guccis past collections ,4 months ago
589, KoReAn ,5,Translated by Google Visited to see the Salvador Dali exhibition There are always good exhibitions so I go there often As always its a pity that there are so many people ,4 months ago
590, KoReAn ,5,,4 months ago
591,Luke Gonzalez,5,Often has great art exhibitions available to the public Great place for an afternoon on the weekend,4 months ago
592, KoReAn ,4,,4 months ago
593, KoReAn ,3,,4 months ago
594, KoReAn ,5,Translated by Google Good to see the exhibition Its a good place to take photos with light ,4 months ago
595,blah blah,5,Translated by Google I enjoyed watching the game against Salvador Dali   Original  KoReAn   KoReAn   KoReAn   KoReAn   KoReAn  ,4 months ago
596, KoReAn ,4,Translated by Google Its spacious and clean  Original  KoReAn   KoReAn ,4 months ago
597, KoReAn ,5,Translated by Google Its also good to go with children  Original  KoReAn   KoReAn   KoReAn ,4 months ago
598,Marie Cairon-Weisz,5,Excellent,4 months ago
599,luvoo U,5,Translated by Google It was a wonderful exhibition   Original  KoReAn   KoReAn ,4 months ago
600, KoReAn Jiyun,5,,4 months ago
601,Sangwook Heo,4,Translated by Google I think it is good because there are many things to see in terms of exhibitions and designs ,4 months ago
602, KoReAn ,5,Translated by Google Dali exhibition outside the opening Fortunately it was easy to watch and one more shot at the end ,4 months ago
603, KoReAn ,5,,4 months ago
604,Sujae Lim,5,Translated by Google Visited to see the Salvador Dali exhibition The design of the building is beautiful and spacious good for taking pictures ,4 months ago
605,Seunghwa Noh,5,,4 months ago
606, KoReAn ,4,Translated by Google I went to see the Gucci Architype absolute selection exhibition I think it would be good to remodel it to be brighter and more stylish ,4 months ago
607, KoReAn ,4,,4 months ago
608, KoReAn ,5,Translated by Google run by all means  Original  KoReAn   KoReAn   KoReAn ,4 months ago
609,jongwoo kim,3,Translated by Google There is not much to see  Original  KoReAn   KoReAn   KoReAn ,4 months ago
610, KoReAn ,3,Translated by Google Waiting for after Corona  Original  KoReAn   KoReAn   KoReAn ,4 months ago
611, KoReAn ,4,Translated by Google Dali  Original  KoReAn ,4 months ago
612,JeeHyuk Park,3,,4 months ago
613, KoReAn ,4,,4 months ago
614, KoReAn ,4,Translated by Google I saw it before genius dali ,5 months ago
615, KoReAn ,5,Translated by Google I went to the Gucci exhibition I love various exhibitions ,5 months ago
616,YEIN KIM,5,,5 months ago
617, KoReAn ,4,Translated by Google Its been a while since I went to see an exhibition   Original  KoReAn   KoReAn   KoReAn   KoReAn   KoReAn  ,5 months ago
618, KoReAn ,5,,5 months ago
619,Sungrae Kim,3,Translated by Google It is a wonderful place to contain the current culture but a place that is somewhat disappointing to see that it has melted the history of the past ,5 months ago
620, KoReAn ,5,,5 months ago
621,ARA CHO,4,Translated by Google gucci exhibition  Original  KoReAn   KoReAn ,5 months ago
622, KoReAn ,5,Translated by Google The architecture is like the work of Salvador Dali Its like surrealism ,5 months ago
623, KoReAn ,4,,5 months ago
624, KoReAn ,5,,5 months ago
625, KoReAn ,5,Translated by Google Its good to have things to see and experience anytime  Original  KoReAn   KoReAn   KoReAn   KoReAn   KoReAn ,5 months ago
626, KoReAn ,5,Translated by Google I enjoyed watching the exhibition The exhibition is no joke ,5 months ago
627, KoReAn ,4,,5 months ago
628, KoReAn ,5,,5 months ago
629, KoReAn ,5,,5 months ago
630,js js,5,Translated by Google Salvador exhibition is open Its a great place to see the exhibition ,5 months ago
631,Jody Analog,3,Translated by Google There are a lot of interesting exhibitions but it is really hard to find your way inside COEX in Euljiro ,5 months ago
632,K.H Jin,4,Translated by Google After watching Dali I used the cafe next door I like that it is convenient for both the train and the bus It is also convenient to use the nearby Dongdaemun Shopping Mall ,5 months ago
633, KoReAn ,5,,5 months ago
634,PPANG,4,Translated by Google I enjoy watching the exhibition But there are too many people ,5 months ago
635,Minsun Yu,5,,5 months ago
636, O dr,4,Translated by Google Its so hard to find the way Its pretty but I wonder if it suits the city ,5 months ago
637, KoReAn ,5,,5 months ago
638, KoReAn ,5,Translated by Google I was shocked to see Dalis various works I recommend it to those who havent been ,5 months ago
639,Seung Jun Park,5,Translated by Google Very beautiful  Original  KoReAn   KoReAn ,5 months ago
640,Daehyun Kim,5,Translated by Google The night view is beautiful and it is located in the middle of walking distance to the surrounding tourist attractions in Seoul If you are tired it is a good place to go to another place by public transport ,5 months ago
641,Gunwoo Lee,5,,5 months ago
642,Nguyn Anh,5,,5 months ago
643, KoReAn ,5,Translated by Google Dali was good  Original  KoReAn    KoReAn ,5 months ago
644,Hay Hey,5,Translated by Google I went to see Dali Its nice to have a hot exhibition ,5 months ago
645, KoReAn ,5,,5 months ago
646, KoReAn ,4,,5 months ago
647,Cha KoReAn ,5,,5 months ago
648, KoReAn ,5,,5 months ago
649,Joye Chen,5,Translated by Google A very stunning modern building which combines shopping culture and art I highly recommend it to anyone who comes to Korea ,5 months ago
650, KoReAn ,5,Translated by Google I went to Dali exhibition  v  Original  KoReAn   KoReAn   v,5 months ago
651,finding true self,4,Translated by Google There are many things that have been reduced due to Corona but the Salvador Dali exhibition was really fun and good ,5 months ago
652,Dongkyu Kim,5,,5 months ago
653,Sean Culley,3,Salvador Dali exhibition Decent mix of art work but many of his most popular pieces were absent The audio guide was ONLY in Korean  no other language options Dont get fooled into spending the 3000,5 months ago
654, KoReAn ,3,Translated by Google I like to take a break  Original  KoReAn   KoReAn   KoReAn ,5 months ago
655, KoReAn  (),4,,5 months ago
656, KoReAn ,4,Translated by Google A landmark building like this is always welcome  Original  KoReAn   KoReAn   KoReAn   KoReAn   KoReAn ,5 months ago
657, KoReAn ,4,,5 months ago
658, KoReAn ,5,,5 months ago
659,Markus Altenhofer,5,,5 months ago
660, KoReAn   KoReAn ,5,Translated by Google Ive had a lot of fun  Original  KoReAn   KoReAn   KoReAn ,5 months ago
661, KoReAn ,5,,5 months ago
662,,4,,5 months ago
663,rich guy,4,Translated by Google Its worth going for a drive when youre frustrated  Original  KoReAn   KoReAn   KoReAn   KoReAn   KoReAn ,5 months ago
664,David Choi,2,,5 months ago
665, KoReAn ,4,Translated by Google Watch Salvador Dalis match Its difficult because Im a surrealist writer I didnt even think about the entrance fee ,5 months ago
666,Alex Son,5,Nice place,5 months ago
667, KoReAn ,5,,5 months ago
668, KoReAn ,5,,5 months ago
669, KoReAn TV(kerno),5,Translated by Google Ive been to the Dali exhibition  The unique concept of the exhibition was quite memorable ,5 months ago
670,.,3,,5 months ago
671,g rmko,5,,5 months ago
672, KoReAn ,5,Translated by Google Dali went because of the exhibition Ive been to Ddp a few times but I think its a really nice building Proud to be in Seoul ,5 months ago
673, KoReAn ,5,Translated by Google The DDP space itself is a very nice building Admire the exhibition of Salvador Dali on display at the learning center Good composition and good display ,5 months ago
674, KoReAn ,5,,5 months ago
675, KoReAn ,5,,5 months ago
676, KoReAn ,5,Translated by Google I went to see the Dali exhibition As it turns out you are a genius who runs Later generations of ordinary people applauded the seals when they saw the work I really liked this work ,5 months ago
677, KoReAn ,4,Translated by Google The night scenery here is like visiting an alien world  Original ,5 months ago
678,NamHyoung Kim,3,,5 months ago
679, KoReAn ? KoReAn  ( KoReAn   KoReAn   KoReAn ),3,Translated by Google Its better at night  Original  KoReAn   KoReAn   KoReAn ,5 months ago
680, KoReAn ,5,Translated by Google Dali is fun  Original  KoReAn   KoReAn ,5 months ago
681, KoReAn ,5,,5 months ago
682, KoReAn ,4,Translated by Google The road is too confusing  Original  KoReAn   KoReAn   KoReAn ,5 months ago
683, KoReAn ,5,,5 months ago
684, KoReAn ,4,Translated by Google Lots of sights  Original  KoReAn   KoReAn ,5 months ago
685,Practice Spatial,5,Translated by Google A sensory experience that transcends time and space  Original  KoReAn   KoReAn   KoReAn   KoReAn ,5 months ago
686,Tomi,4,,5 months ago
687,lee wonmoo,4,Translated by Google Nice to see the exhibition  Original  KoReAn ,5 months ago
688, KoReAn ,4,,5 months ago
689,jinwoo choi,4,Translated by Google A space that deserves at least one in a busy city center ,5 months ago
690, KoReAn ,5,,5 months ago
691,Yean Ki Jeong,5,Translated by Google After a pleasant viewing at DDP Dongdaemun Design Plaza with art and jazz lovers I have been enjoying happiness with a delicious cup of tea at the Cha Cha Tea Club ,5 months ago
692, KoReAn ,4,,5 months ago
693,FwangZ H,3,Translated by Google Its big and its good to display but everything is good but I dont know where it is I dont know the direction and its so hard to get around  KoReAn  ,5 months ago
694,riverohoo Choi,5,Translated by Google The space is interesting Feeling protected or trapped Dali now ,5 months ago
695,Steven,4,,5 months ago
696, KoReAn  (cheek),5,,5 months ago
697, KoReAn ,5,,5 months ago
698, KoReAn ,5,,5 months ago
699,macoto045,4,,5 months ago
700,MINSU LEE,4,,5 months ago
701,emmanemm,4,A lot of things are closed now due to covid so its not as cool as it used to be,5 months ago
702, KoReAn ,5,,5 months ago
703, KoReAn ,4,,5 months ago
704, KoReAn ,5,Translated by Google Its right in front of the station so its easy to access and the building is pretty ,5 months ago
705,Rodrigue Pre,4,So design and futuristic environment,5 months ago
706,jinhee kang,5,,5 months ago
707,Teresa Nuo,5,,5 months ago
708, KoReAn ,5, KoReAn   KoReAn ,6 months ago
709, KoReAn ,5,Dali Van Picasso and Rimin,6 months ago
710,federico dellepiane,5,,6 months ago
711,Hotak Oh,5,Translated by Google Dali was so much fun Recommended  Original  KoReAn   KoReAn   KoReAn   KoReAn ,6 months ago
712,Hojin Shin,5,Translated by Google Many places are closed due to the corona virus  Original  KoReAn   KoReAn   KoReAn ,6 months ago
713,Thomas Heebum Jung,5,,6 months ago
714, KoReAn ,5,,6 months ago
715, KoReAn ,4,Translated by Google Its nice that the wonderful and worthwhile exhibitions continue but Im not familiar with the structure of the DDP Dongdaemun Design Plaza so Im a bit lost every time I go If you stay until sunset you can ,6 months ago
716,Taehee Choe,4,,6 months ago
717,Seongwook Hong,3,,6 months ago
718,ji young yoon,4,,6 months ago
719, KoReAn ,4,,6 months ago
720,JOONHO Bae,5,,6 months ago
721, KoReAn ,3,,6 months ago
722,Jinseok Choi,4,,6 months ago
723, KoReAn ,3,Translated by Google It was a little disappointed If I was a weekday A few years ago I saw the Pornanase Exhibition in this place but it was the ,6 months ago
724,Hyouk Kweon,5,,6 months ago
725, KoReAn ,5,,6 months ago
726,Jiyeon Lee,3,Translated by Google When I went there were a lot of closed stores inside and I only saw Dalijeon I think the inside content was a bit stale when I went before ,6 months ago
727, KoReAn ,5,Translated by Google Dali exhibition  Original  KoReAn   KoReAn ,6 months ago
728,Farhan Mahmood,5,,6 months ago
729, KoReAn ,5,Translated by Google Salvador Dali was really good  Original  KoReAn   KoReAn   KoReAn   KoReAn ,6 months ago
730, KoReAn ,5,,6 months ago
731,Seunghak Lee,4,Translated by Google Visit Dicky Dicky The facility is quite old Well twice ,6 months ago
732, KoReAn ,5,,6 months ago
733, KoReAn ,1,Translated by Google It was nice to see the museum staff laughing chatting and running around in life Especially the sound of Kakaotalk and phone calls are very helpful to increase the concentration on the viewing It makes me worry ,6 months ago
734, KoReAn ,5,Translated by Google Salvador Dali was being played at DDP so I went there It was so big I couldnt see all of it but as an exhibition hall the transportation and location were good ,6 months ago
735, KoReAn ,5,,6 months ago
736, KoReAn ,5,Translated by Google Salvador Dali  Original  KoReAn   KoReAn ,6 months ago
737,YC Thomas Kim,5, KoReAn ,6 months ago
738,omflower su,5,Multi flex space in seoul,6 months ago
739,H J Kim,5,,6 months ago
740, KoReAn  ( KoReAn ),4,Translated by Google I went to the Ferris wheel before Dali Since it was a weekend I waited about 50 minutes to get a ticket The exhibition had a lot more works than other exhibitions and it was an ,6 months ago
741, KoReAn ,5,Translated by Google Go see the Dali exhibition One of the best exhibitions Ive ever been to ,6 months ago
742,JK Lim,5,,6 months ago
743,Happysong,4,Translated by Google Good for exhibition space  Original  KoReAn   KoReAn ,6 months ago
744, KoReAn ,5,Translated by Google Cultural life was good after going out after a long time It was a good time to learn more about Surrealism Dali ,6 months ago
745,DAEHEE KIM,3,,6 months ago
746, KoReAn ,4,,6 months ago
747, KoReAn   KoReAn ,5,,6 months ago
748, KoReAn ,5,,6 months ago
749, KoReAn  ( KoReAn ),5,,6 months ago
750, KoReAn ,4,,6 months ago
751, KoReAn ,4,,6 months ago
752,Minjai Lee,5,,6 months ago
753, KoReAn   KoReAn   KoReAn ,5,,6 months ago
754, KoReAn ,5,Translated by Google Ive been watching Dali I also liked the wellstructured composition and work It always seems like a good place because of the convenient transportation ,6 months ago
