,NAME,STAR,CONTENT,DATE
382,DAMIRO AHN,5,,2 months ago
383,SiMon,5,,2 months ago
384, KoReAn ,5,Translated by Google I havent been able to sit and watch since Kosi Guk but its nice to be able to read a book in advance and buy it ,2 months ago
385,Wonjae Yoo,5,,2 months ago
386, KoReAn 9900,4,Translated by Google I recently visited Kyobo Bookstore Its a little different from before but it seems to be getting better Not only books but also stationery are available in a wider variety than before so it was nice to see a lot ,2 months ago
387, KoReAn ,5, KoReAn   KoReAn ,2 months ago
388, KoReAn ,3,,2 months ago
389,Michael Darrah,5,Decent selection of books in English Small music section including a limited number of lps Good stop for expats,2 months ago
390, KoReAn ,4,Translated by Google Its good after a long time  Original  KoReAn   KoReAn ,2 months ago
391, KoReAn TV KoReAn ,5, KoReAn   KoReAn   KoReAn   KoReAn ,2 months ago
392,J Vncrnst,5,Best library,2 months ago
393,Jinsoo Lee,5,Translated by Google Its always a nice and comfortable place Parking is convenient too ,2 months ago
394, KoReAn ,5,,2 months ago
395, KoReAn ,5,,2 months ago
396,Jungsub KGLab,3,very crowded,2 months ago
397, KoReAn ,5, KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn  90  KoReAn  98  KoReAn   KoReAn ,2 months ago
398, KoReAn ,4,,2 months ago
399, KoReAn ! KoReAn !!,5,Translated by Google It is convenient to take a break because there is a space for people walking around the building to take a rest ,2 months ago
400,Jimmy Paek,4,,2 months ago
401,Jong doo Choi,5,Translated by Google large bookstore Gwanghwamun albums and phrases ,2 months ago
402, KoReAn ,5,Translated by Google Kyobo Bookstore is a place to quench your cultural thirst ,2 months ago
403, KoReAn ,5,Translated by Google Dream Bookstore Kyobo Bookstore  Original  KoReAn   KoReAn   KoReAn ,2 months ago
404, KoReAn ,5,Translated by Google It was nicely decorated  Original  KoReAn   KoReAn   KoReAn ,2 months ago
405,Rudy Z.,5,Translated by Google I live in the United States and I was surprised that it was a bigger wellequipped and fairly clean place than any other bookstore in the United States ,2 months ago
406, KoReAn ,3,,2 months ago
407, KoReAn ,4,Translated by Google I wish there were some rest facilities  Original  KoReAn   KoReAn   KoReAn   KoReAn ,2 months ago
408,Louis Kim,5,Translated by Google I always stop by when Im near Gwanghwamun One or two hours pass quickly while reading a book Not only books but also stationery electronic devices and bags there are quite a few things to look at ,2 months ago
409,H Tjokrosendjojo,5,Helpful staff It has what I need HUGE bookstore,2 months ago
410, KoReAn  ( KoReAn ),5,Translated by Google It is clean and there are various kinds of cultural contents ,2 months ago
411, KoReAn ,3,Translated by Google I liked it  Original  KoReAn ,2 months ago
412,han yuni,5,Translated by Google Buying books and riding the bus  Original  KoReAn   KoReAn ,2 months ago
413, KoReAn ,5,,2 months ago
414,Esther Kim,5,,2 months ago
415,Yeonggyu Yun,5,,2 months ago
416,[ACA] CLOWNGODZILLA,5,,2 months ago
417, KoReAn ,5,,2 months ago
418,nagne,5,Translated by Google Variety of books and albums available  Original  KoReAn   KoReAn   KoReAn   KoReAn ,2 months ago
419, KoReAn ,5,,2 months ago
420, KoReAn ,5,,2 months ago
421, KoReAn ,5,Translated by Google Wherever you can go  Original  KoReAn   KoReAn   KoReAn ,2 months ago
422, KoReAn ,4,Translated by Google The first place that comes to mind when you think of buying a book in Seoul ,2 months ago
423,Pig S,4,,2 months ago
424, KoReAn  (Kwon Bo Kyoung),5,,2 months ago
425,TERRY PARK,5,,2 months ago
426, KoReAn ,5,Translated by Google Kindness clean  Original  KoReAn   KoReAn ,2 months ago
427, KoReAn ,3,Translated by Google Because its always going  Original  KoReAn   KoReAn ,2 months ago
428, KoReAn ,5,,2 months ago
429,JJ K,5,,2 months ago
430, KoReAn ,5,Translated by Google so many people wow  Original  KoReAn   KoReAn   KoReAn   KoReAn ,2 months ago
431,Hee Taik Park,4,,2 months ago
432, KoReAn ,5,Translated by Google Burger King is so delicious these days Its great that the number of stores has increased compared to before Especially the french fries  ,2 months ago
433, KoReAn ,4,,2 months ago
434, KoReAn ,5,,2 months ago
435, KoReAn ,5,,2 months ago
436, KoReAn ,5,,2 months ago
437, KoReAn ,5,,2 months ago
438, KoReAn ,5,,2 months ago
439,duoqing,2,,2 months ago
440, KoReAn ,5,,2 months ago
441,Jaeho Choi,5,,2 months ago
442,Ji young On,5,,2 months ago
443,garlkey Lee,4,,2 months ago
444, KoReAn ,4,Translated by Google The best bookstore in Korea  Original  KoReAn   KoReAn   KoReAn ,2 months ago
445, KoReAn ,5,Translated by Google Lots of books and space and well maintained  Original  KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn ,2 months ago
446,bruce lee,3,,2 months ago
447,yeongmusic,5,One of the best kyobo locations in Seoul,2 months ago
448, KoReAn ,5,,2 months ago
449, KoReAn ( KoReAn ),5,Translated by Google feeling often good  Original  KoReAn   KoReAn ,2 months ago
450, ,5,Nice place but the air refresher is too much to handle,2 months ago
451, KoReAn ,5,,2 months ago
452,Janell Plowright,5,Beautiful bookstore with plenty of options for Korean and nonKorean options You could honestly get lost in here,2 months ago
453, KoReAn ,5,,2 months ago
454,myo key,5,,2 months ago
455,Pablo Pitarch,5,,2 months ago
456,Belly Dance TV  KoReAn   KoReAn  by HIPOLLITA KIM,5,,2 months ago
457, KoReAn ,5,,2 months ago
458,Sung-Geun Park,5,Translated by Google Where all the books are  Original  KoReAn   KoReAn   KoReAn   KoReAn ,2 months ago
459, KoReAn ,5,Translated by Google It is also the original Kyobo library so it is good because there are many kinds and stationery ,2 months ago
460, KoReAn ,4,Translated by Google Its a better Kyobo because it has memories but its a bit sad that the food and beverage stores are gone because theyre being renewed these days ,2 months ago
461, KoReAn ,5,Translated by Google It seems like everything I go to Kyobo Bookstore is all right ,2 months ago
462, KoReAn ,5,,2 months ago
463, KoReAn ,5,Translated by Google The bookstore is large and has many books There are many things such as stationery keyboards etc good ,2 months ago
464, KoReAn ,5,,2 months ago
465, KoReAn ,5,,2 months ago
466, KoReAn ,4,,2 months ago
467, KoReAn ,5, KoReAn ,2 months ago
468, KoReAn ,5,Translated by Google satisfied  Original  KoReAn ,2 months ago
469, KoReAn ,5,Translated by Google As if I met the old me  Original  KoReAn   KoReAn   KoReAn ,2 months ago
470, KoReAn ,5,Translated by Google I think there are a lot of good books  Original  KoReAn   KoReAn   KoReAn   KoReAn   KoReAn ,2 months ago
471,Docwoo Lee,5,Translated by Google Still good  Original  KoReAn   KoReAn ,2 months ago
472, KoReAn ,5,,2 months ago
473, KoReAn ,5,,2 months ago
474, KoReAn ,1,,2 months ago
475,Minkyun Roh,4,,2 months ago
476,Misun Kim,5,Translated by Google book reading  Original  KoReAn ,2 months ago
477,David K.,5,,2 months ago
478,H C,5,,2 months ago
479,seobcap,4,,2 months ago
480, KoReAn ,5,,2 months ago
481, KoReAn ,4,Translated by Google Far from being unkind it was a nice day ,2 months ago
482,Anniel,5,Love this place Always stopby when im around Very big bookstore,2 months ago
483,Anezka KoReAn ,5,Very big and impressive bookstore Always send a lot of time there when im near,2 months ago
484,Miso Zooc Kim,5,,2 months ago
485, KoReAn ,5,,2 months ago
486,naomi narita,4,,2 months ago
487, KoReAn ,5,Translated by Google Its comfortable to read a book  Original  KoReAn   KoReAn   KoReAn   KoReAn ,2 months ago
488,Carmen Nade,5,,2 months ago
489, KoReAn ,4,Translated by Google There are many books and you can enjoy various shopping  Original  KoReAn   KoReAn   KoReAn   KoReAn   KoReAn ,3 months ago
490, KoReAn ,5,,3 months ago
491,Harold Sung,4,Translated by Google There were many people because it was a holiday Still it showed bubble magic and it was a good memory for Childrens Day ,3 months ago
492,Jeonghye Park,5,Translated by Google Its been a while since Ive stopped by a large bookstore and Ive been looking around What I regret is that there were a lot of books wrapped in plastic Offline bookstores buy books by looking at the composition of ,3 months ago
493, KoReAn ,4,Translated by Google There are a lot of books and I think its better to see and buy it than to buy it offline ,3 months ago
494, KoReAn ,5,,3 months ago
495, KoReAn ,5,Translated by Google Parking was easy and there was a lot to see  Original  KoReAn   KoReAn   KoReAn   KoReAn   KoReAn ,3 months ago
496, KoReAn ,5,,3 months ago
497,Dongsik Choi,5,Translated by Google good  Original  KoReAn ,3 months ago
498,Young Wook Kwon,5,,3 months ago
499, KoReAn ,5,,3 months ago
500,jelly seven,5,Translated by Google Bought your favorite magazine  Original ,3 months ago
501,CAMCAM,4,,3 months ago
502, KoReAn ,5, KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn ,3 months ago
503,jung min Park,5,Translated by Google After all the book is Kyobo especially the main branch ,3 months ago
504, KoReAn ,5,,3 months ago
505, KoReAn ,4,,3 months ago
506, KoReAn ,1,,3 months ago
507, KoReAn ,5,,3 months ago
508,,5,Translated by Google There are a lot of books However it takes time to find a book if it is Japanese Its wide ,3 months ago
509, KoReAn ,4,Translated by Google There is a childrens corner right in front of the elevator from the parking lot which is convenient for families ,3 months ago
510,Yeunsik Won,4,,3 months ago
511,yeoun yun,5, KoReAn    KoReAn ,3 months ago
512, KoReAn ,5,Translated by Google Kyobo Bookstore said to be the largest in Korea has a wide variety of books and is a good place to visit However it is a pity to go to read a book because there are many people and it is noisy ,3 months ago
513, KoReAn ,4,,3 months ago
514,Chals Byon,5,Translated by Google form  Original  KoReAn ,3 months ago
515,Simon cho,5,Translated by Google The library location and facilities are good  Original  KoReAn   KoReAn   KoReAn   KoReAn   KoReAn ,3 months ago
516, KoReAn ,5,,3 months ago
517, KoReAn ,4,,3 months ago
518, KoReAn ,5,,3 months ago
519, KoReAn ,5,Translated by Google I like the variety of things  Original  KoReAn   KoReAn   KoReAn ,3 months ago
520, KoReAn ,4,Translated by Google Its really a new world  Original  KoReAn   KoReAn ,3 months ago
521,Jun Mo Gu,4,,3 months ago
522, KoReAn ,5,Translated by Google Where you can pursue intellectual desire at the center of Gwanghwamun ,3 months ago
523,SilverJ SilverJTv,5,,3 months ago
524, KoReAn  (ChoiC),5,,3 months ago
525, KoReAn ,5,,3 months ago
526,,5,,3 months ago
527, KoReAn  (Hugh Jeong),3,,3 months ago
528,Jaehyun Park,4,Translated by Google It is undoubtedly the best offline bookstore in Korea Various books are prepared and it is convenient to use because it is easily accessible by subway ,3 months ago
529, KoReAn ,5,,3 months ago
530,Seungmin Lee,5,Translated by Google Always the best bookstore   Original  KoReAn   KoReAn   KoReAn  ,3 months ago
531, KoReAn ,5,Translated by Google I love that it has a wide variety of books  Original  KoReAn   KoReAn   KoReAn   KoReAn   KoReAn ,3 months ago
532,Lewis Franklin,5,,3 months ago
533, KoReAn ,5,,3 months ago
534, KoReAn ,5,,3 months ago
535,Mike Ko,5,,3 months ago
536, KoReAn ,5,,3 months ago
537, KoReAn ssumseung,5,Translated by Google First of all its near Jonggak Station so its easy to get to Its very big there are a lot of books and the art fancy point is big ,3 months ago
538, KoReAn ,5,,3 months ago
539,rotavi511,5,,3 months ago
540, KoReAn ,5,,3 months ago
541, KoReAn ,5, KoReAn   KoReAn ,3 months ago
542, KoReAn ,5,Translated by Google It is connected from Gwanghwamun Station and it is also close to City Hall Station and Jonggak Station It is also close to Gyeongbokgung Palace ,3 months ago
543, KoReAn ,5,,3 months ago
544,yooil kim,5,,3 months ago
545,Yunjee Lee,5,,3 months ago
546,jenovia ji,5,,3 months ago
547, KoReAn ,5,Translated by Google Friendly service  Original  KoReAn   KoReAn ,3 months ago
548, KoReAn ,4,,3 months ago
549,Jone n,5,,3 months ago
550, KoReAn ,3,,3 months ago
551, KoReAn ,5,,3 months ago
552, KoReAn ,5,,3 months ago
553,Mich Lee,5,Translated by Google Large bookstore  Original  KoReAn   KoReAn ,3 months ago
554, KoReAn  hack [2],5,,3 months ago
555, KoReAn ,5,,3 months ago
556,ryan,5,,3 months ago
557,kim KoReAn ,5,,3 months ago
558, KoReAn ,4,,3 months ago
559,Kyeongchun Min,5,,3 months ago
560,Prodigy Duck,5,Translated by Google Best bookstore  Original  KoReAn   KoReAn ,3 months ago
561, KoReAn ,5,,3 months ago
562, KoReAn ,3,,3 months ago
563, KoReAn ,5,,3 months ago
564,Patricia Clara Calzadilla-Latorre Villavecchia,5,,3 months ago
565,Ji,5,Very nice atmosphere and clean facility,3 months ago
566, KoReAn ,5,,3 months ago
567,Sukwoo Choi,1,Translated by Google Staff aggressive and unfriendly I said yes because I asked if I needed a receipt I want to enter a number So what number is it Hani Need a cash receipt I asked again I said yes so I had to enter the number ,3 months ago
568, KoReAn ,5,Translated by Google good  Original  KoReAn ,3 months ago
569, KoReAn ,4,,3 months ago
570, KoReAn TV,5,,3 months ago
571, KoReAn ,4,,3 months ago
572, KoReAn ,5,,3 months ago
573,Eunkyung-Rina McGuire,5,,3 months ago
574, KoReAn ,3,,3 months ago
575,youngsun yun,5,Translated by Google wide There are many different kinds of books stationery etc ,3 months ago
576,HJ,5,Translated by Google Direct Dream Service gives you a lot of discount  Original  KoReAn   KoReAn   KoReAn   KoReAn   KoReAn ,3 months ago
577, KoReAn ,5,,3 months ago
578, KoReAn ,5,,3 months ago
579,Fergus Banahan,5,Lovely staff Make sure you give plenty of time to visit this wonderful book shop,3 months ago
580, KoReAn ,5,,3 months ago
581,Yong gyun Gwon,5,,3 months ago
582, KoReAn ,4,,3 months ago
583,Woo Taeg Song,5,Translated by Google It is also good to read a book with your child  Original  KoReAn   KoReAn   KoReAn   KoReAn   KoReAn ,3 months ago
584,Premium YouTube,5,,3 months ago
585,chau park,5,,3 months ago
586,chung KoReAn ,5,,3 months ago
587,Nakagswa Lee,4,,3 months ago
588,Jane Kang,4,Translated by Google Now the biggest hegemon of the one and only Gangbuk bookstore But on the other hand Im worried that the lack of other competitive bookstores like this shows that the offline industry has no answer I feel like Im ,3 months ago
589, KoReAn ,5,Translated by Google I like it so much its comfortable  Original  KoReAn   KoReAn   KoReAn   KoReAn ,3 months ago
590,Hasla Lee,4,Translated by Google Its good to go anytime  Original  KoReAn   KoReAn ,3 months ago
591,Kim Soyoung,5,,3 months ago
592, KoReAn ,1,,3 months ago
593,Eline Kim,5,Translated by Google It is the best healing place  Original  KoReAn   KoReAn   KoReAn ,3 months ago
594,ga dc,5,,3 months ago
595,Carlos CS Lee,5,,3 months ago
596, KoReAn ,5,,3 months ago
597,Dae-In Shin,5,Translated by Google The strongest offline bookstore in Korea needless to say Even though the offline store is in the red I understand that it has continued ,3 months ago
598, KoReAn ,5,,3 months ago
599,Anne Ahn,5,,3 months ago
600, KoReAn ,5,Translated by Google Not bad to visit  Original  KoReAn   KoReAn   KoReAn ,3 months ago
601, KoReAn ,5,,3 months ago
602,James Yeon,4,Translated by Google Some books are not well displayed than the Kyobo Bookstore Gangnam branch ,3 months ago
603, KoReAn ,5,,3 months ago
604,Yong Kim,5,,3 months ago
605, KoReAn ,4,,3 months ago
606, KoReAn ,4,,3 months ago
607, KoReAn ,5,Translated by Google good  Original  KoReAn ,3 months ago
608,Woojeong Choi,5,,3 months ago
609, KoReAn ,4,,3 months ago
610,park park,5,Translated by Google It is convenient because there are many books and school supplies ,3 months ago
611,zlazla,5,,3 months ago
612,rose jj,4,,3 months ago
613,Ethan eom,5,Translated by Google As soon as it opens in the morning there are few people and it is good ,3 months ago
614,PONG PONG,5,,3 months ago
615, KoReAn ,5,,3 months ago
616, KoReAn ,5,,3 months ago
617, KoReAn ,5,Translated by Google There are all kinds of books it was a new world I want to buy them all haha ,3 months ago
618, KoReAn ,5,Translated by Google A place with books and people  Original  KoReAn   KoReAn   KoReAn   KoReAn ,3 months ago
619, KoReAn ,5,Translated by Google Feel the mood of spring with lilac flowers  Original  KoReAn   KoReAn   KoReAn   KoReAn   KoReAn ,3 months ago
620, KoReAn [PARK Coreano],5,,3 months ago
621, KoReAn ,5,Translated by Google We have books in each field and are working hard to spread culture through events ,3 months ago
622, KoReAn ,5,Translated by Google Great place to buy books and stationery  Original  KoReAn   KoReAn   KoReAn   KoReAn ,3 months ago
623, KoReAn ,5,Translated by Google Do you need a horse  Original  KoReAn   KoReAn   KoReAn ,3 months ago
624,Gunu,3,,3 months ago
625, KoReAn ,5,,3 months ago
626,Spenser Richison,5,absolute must see for book lovers and shoppers in general check out the kyobo gamily history as well,3 months ago
627, KoReAn ,5,,3 months ago
628, KoReAn ,5,,3 months ago
629, KoReAn ,5, KoReAn ,3 months ago
630, KoReAn ,5,Translated by Google Always a good place to come  Original  KoReAn   KoReAn ,3 months ago
631,Yumiko Hyodo,5,,3 months ago
632,hyounmo Joo,5,Translated by Google MustSee Bookstores If You Love Books The atmosphere around late autumn is awesome ,3 months ago
633,J,3,,3 months ago
634, KoReAn ,5,Translated by Google Please visit again when you have free time  Original  KoReAn   KoReAn   KoReAn  ,3 months ago
635,Hyojung Lee,5,,3 months ago
636, KoReAn ,4,Translated by Google Good to go with children  Original  KoReAn   KoReAn ,3 months ago
637,Jong Kwan Kim,5,Good,3 months ago
638,Kwang Deok Cho,5,,3 months ago
639,Hyojeong Gu,5,,3 months ago
640,Donghan Kim,5,,3 months ago
641,hye jin ahn,5,Translated by Google Good Good Its a big part of Koreas history How many great Koreans have made the future through Kyobo Bookstore ,3 months ago
642, KoReAn  1 KoReAn ,5,,4 months ago
643, KoReAn ,4,,4 months ago
644,Alex GI JUN Moon,5,,4 months ago
645, KoReAn ,5,Translated by Google It is the largest offbookstore in Korea Its always my favorite place ,4 months ago
646,greentea Kim,5,Translated by Google I love it right away  Original  KoReAn   KoReAn ,4 months ago
647, KoReAn ,5,,4 months ago
648, KoReAn ,4,Translated by Google wide Kyobo library  Original  KoReAn   KoReAn ,4 months ago
649,junhyung cho,4,,4 months ago
650, KoReAn   KoReAn   KoReAn ,5,Translated by Google Gwanghwamun Kyobo Bookstore has nothing to say Its the best The first time I went I was lost because I didnt know where to go but after going to buy a major book a few times I quickly got used to it hehe Its ,4 months ago
651, KoReAn ,5, KoReAn ,4 months ago
652, KoReAn ,5,,4 months ago
653, KoReAn ,5,Translated by Google The cherry blossom tree in the front yard of Kyobo Bookstore was blooming so beautifully ,4 months ago
654, KoReAn ,5,Translated by Google good  Original  KoReAn ,4 months ago
655,Sienna Lee,5,Translated by Google This is one of my favorite bookstores There are a lot of people but its good because there are many kinds of books ,4 months ago
656, KoReAn ,5,,4 months ago
657,James Choi,4,wonderful place to read,4 months ago
658,Mickala Grard,5,,4 months ago
659,J Vinky,5,Translated by Google A place where reading a book reminds me that Im going a little further ,4 months ago
660, KoReAn ,5,,4 months ago
661, KoReAn ,5,Translated by Google Where the book is dream and future  Original  KoReAn    KoReAn   KoReAn ,4 months ago
662, KoReAn ,5,Translated by Google When I signed up as a member I got a 10 discount coupon so I bought the book ,4 months ago
663, KoReAn ,5,Translated by Google gawk  Original  KoReAn ,4 months ago
664, KoReAn ,4,,4 months ago
665, KoReAn ,3,Translated by Google There is no place for readers to sit and look at the book ,4 months ago
666,Edwards Choi,5,Translated by Google Its nice to read a book even if you dont buy it  Original  KoReAn   KoReAn   KoReAn   KoReAn   KoReAn ,4 months ago
667, KoReAn ,5,,4 months ago
668,SOYOUNG KANG,5,,4 months ago
669, KoReAn ,5,Translated by Google Its spacious there are lots of books and the staff are friendly A place where you will never know where time goes ,4 months ago
670,dudgus,5,Translated by Google Holy Land  Original  KoReAn ,4 months ago
671, KoReAn ,5,,4 months ago
672,Identity cro,5,Translated by Google A great place to kill time with the largest area of Kyobo library nationwide ,4 months ago
673, KoReAn ,5,,4 months ago
674, KoReAn ,5,Translated by Google A place that makes you feel that there are many bookstore readers after a long time ,4 months ago
675,hogyun shin,5,,4 months ago
676,Jonghwan Lee,5,Translated by Google Most frequented bookstore  Original  KoReAn   KoReAn   KoReAn   KoReAn ,4 months ago
677, KoReAn ,4,,4 months ago
678,KBS 4,4,,4 months ago
679, KoReAn ,5,,4 months ago
680,KBS3,4,,4 months ago
681,Hyosun Won,5,Translated by Google Its good because its full of things to see There are so many pretty phrases too time goes by quickly when you pick one and there are many places to go around so I use it often ,4 months ago
682,Leader Nine,5,Translated by Google Time passes quickly just by looking  Original  KoReAn   KoReAn   KoReAn   KoReAn   KoReAn ,4 months ago
683,HUNI,5,,4 months ago
684,Seungjoo Hahn,1,Translated by Google I asked the staff to find the book but it was very unfriendly Im here and Im responding like I cant find it Also the books Im looking for are all sold out so even online bookstores are not enough ,4 months ago
685, KoReAn ,5,,4 months ago
686, KoReAn ,5,Translated by Google Its spacious big and the staff are friendly and nice The book is a bit expensive Good though ,4 months ago
687, KoReAn ,5,,4 months ago
688, KoReAn ,5,,4 months ago
689,taeju kim,5,,4 months ago
690,Michael Lee,4,Translated by Google Very spacious and good  Original  KoReAn   KoReAn   KoReAn ,4 months ago
691, KoReAn ,4,,4 months ago
692,Kang KoReAn ,5,,4 months ago
693, KoReAn ,4,Translated by Google I like to find books its always the same  Original  KoReAn   KoReAn   KoReAn   KoReAn   KoReAn ,4 months ago
694,S.H Kim,5,,4 months ago
695,SEUNGYEOUR YUN,5,,4 months ago
696,Hyoung Woo Kim,5,Translated by Google Largest bookstore in Korea  Original  KoReAn   KoReAn   KoReAn ,4 months ago
697,jimmy lee,5,,4 months ago
698,dmz train,5,Translated by Google Plenty of books phytoncide scent makes you feel better  Original  KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn ,4 months ago
699, KoReAn ,5,Translated by Google Parking is convenient and you can shop for a variety of books and albums and fancy products ,4 months ago
700,JL H,5,Translated by Google you can have a good time here  Original  KoReAn   KoReAn   KoReAn   KoReAn   KoReAn ,4 months ago
701, KoReAn ,4,Translated by Google Ive been gone for a long time It seems very old  Original  KoReAn   KoReAn   KoReAn   KoReAn ,4 months ago
702, KoReAn ,5,,4 months ago
703, KoReAn ,5,Translated by Google There are a lot of books the digital corner is well organized and there are a lot of stationery If you go to Seoul you must visit once ,4 months ago
704,.  (),4, KoReAn   KoReAn ,4 months ago
705, KoReAn ,5,,4 months ago
706, KoReAn ,3,Translated by Google too many people Parking is expensive too ,4 months ago
707,Sungyong Hong,5,Translated by Google the best library  Original  KoReAn   KoReAn ,4 months ago
708, KoReAn ,5,,4 months ago
709,yong bum Park,3,Translated by Google Old Kyobo Bookstore  Original  KoReAn   KoReAn ,4 months ago
710, KoReAn ,3,,4 months ago
711, KoReAn ,5,Translated by Google there is nothing The price is a bit high but the quality seems to be selling good products  ,4 months ago
712,Yuty Rannus,5,,4 months ago
713,,5,Translated by Google You can buy Japanese books  Original ,4 months ago
714, KoReAn Tiffany,4,Translated by Google Its good because its large so you can buy books stationery flower room supplies etc ,4 months ago
715,YB Son,5,Good place for book,4 months ago
716, KoReAn ,5,,4 months ago
717, KoReAn ,1,Translated by Google good night  Original  KoReAn ,4 months ago
718,Maekgguk Hong (Dosik King),5,Translated by Google Undoubtedly the largest bookstore  Original  KoReAn   KoReAn   KoReAn   KoReAn ,4 months ago
719,Seokjae Lee,4,Translated by Google Its been a while since Ive visited with my kids Unlike in the past when the mirror ceiling gave a spacious feeling now it feels like it is filled with clumps ,4 months ago
720, KoReAn ,5,,4 months ago
721, KoReAn ,5,Translated by Google After all there is nothingnot just books  Original  KoReAn   KoReAn   KoReAn   KoReAn ,4 months ago
722, KoReAn ,5,,4 months ago
723, KoReAn ,5,Translated by Google Its the end of the year so theres a lot  Original  KoReAn   KoReAn   KoReAn ,4 months ago
724, KoReAn ,5,Translated by Google I was impressed with the kind help Dont hesitate to ask for help ,4 months ago
725,S-J KIM,5,Translated by Google If a bookstore makes you want to read a book thats a good place However there seems to be a coffee shop where you can read a book you bought ,4 months ago
726, KoReAn ,5,,4 months ago
727, KoReAn ,5,Translated by Google Always happy A place to lose  Original  KoReAn   KoReAn   KoReAn ,4 months ago
728,Joung suk Kristiina Kim,4,,4 months ago
729, KoReAn ,4,,4 months ago
730, KoReAn   KoReAn ,5,Translated by Google A bookstore that doesnt need words  Original  KoReAn   KoReAn   KoReAn ,4 months ago
731,Alexis Burkland,5,Right next to the subway station This bookstore probably has one of the biggest selection of English books in Korea,4 months ago
732,kim yeong jun,4,Translated by Google There are enough books and it is close to home Mapo  Original  KoReAn   KoReAn   KoReAn   KoReAn   KoReAn ,4 months ago
733,SeokHo Ging,4,Translated by Google A place you hear whenever you go to Jongno  Original  KoReAn   KoReAn   KoReAn   KoReAn   KoReAn ,4 months ago
734, KoReAn ,5,,4 months ago
735, KoReAn ,5,Translated by Google Good accessibility as it is connected to Gwanghwamun Station ,4 months ago
736,G triple,5,,4 months ago
737, KoReAn   KoReAn TV,5,GOOD,4 months ago
738, KoReAn ,5,,4 months ago
739,Eric Kim KoReAn ,5,,4 months ago
740, KoReAn ,5,,4 months ago
741, KoReAn ,5,Translated by Google I always feel comfortable when I go  Original  KoReAn   KoReAn   KoReAn   KoReAn ,4 months ago
742, KoReAn ,5,Translated by Google be kind  Original  KoReAn ,4 months ago
743,C.H. LEE,4,,4 months ago
744,agatha C,3,Translated by Google Childrens Corner It would be nice if an older man could speak a little more kindly ,4 months ago
745, KoReAn ,4,Translated by Google books are the worst  Original  KoReAn   KoReAn   KoReAn ,4 months ago
746, KoReAn ,5,,4 months ago
747,YJ J,5,Translated by Google You have to be careful not to get lost  Original  KoReAn   KoReAn   KoReAn   KoReAn ,4 months ago
748, KoReAn ,5,,4 months ago
749, KoReAn  (Siare),5,Translated by Google Good for light books and other shopping  Original  KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn ,4 months ago
750,S.W. SONG,4,Translated by Google nice to watch It is also okay to use Baro Dream in an online app ,4 months ago
751, KoReAn ,3,Translated by Google After all there are many places to see books home appliances and stationery ,4 months ago
752, KoReAn ,5,Translated by Google There are many types of books and they are well categorized ,4 months ago
753,effectform,4,Amazing tons of deversified book ever i have seen,4 months ago
754, KoReAn ,5,,4 months ago
755,YM K,5,Translated by Google I like the variety of books  Original  KoReAn   KoReAn   KoReAn   KoReAn ,4 months ago
756,m.s p,5,Translated by Google Hanging place  Original  KoReAn ,4 months ago
757, KoReAn ,5,,4 months ago
758, KoReAn ,5,,4 months ago
759, KoReAn ,5,Translated by Google The staff were friendly and it was nice  Original  KoReAn   KoReAn   KoReAn  ,4 months ago
760,G. Kai L.,5,Excellent,4 months ago
761,Eun Joo kim,5,,4 months ago
762, KoReAn ,5,Translated by Google I think its a good place to spend time with children as there are various kinds of books stationery painting tools etc in one place like ,4 months ago
763,Raymart Jay,5,,4 months ago
764,City Mir,5,,4 months ago
765,JEE YONG LEE,5,Book lovers Home ,4 months ago
766, KoReAn ,5,,4 months ago
767,Sejin Lim,5,,4 months ago
768,moonduck,5,Translated by Google A place where I still vividly remember when I first went to hold my mothers hand when I was in elementary school A place with memories of the first hamburg steak I ate in my life A place I used to go every year to ,4 months ago
769,Anna Nein,5,Great store to get all kinds of books Big selection of foreign language novels,4 months ago
770, KoReAn ,5,,4 months ago
771, KoReAn ,5,,4 months ago
772,Daeyoung Kim,5,Translated by Google I like the wide space There are of course many books  Original  KoReAn   KoReAn   KoReAn   KoReAn   KoReAn   KoReAn ,4 months ago
773, KoReAn ,4,,4 months ago
774,Paterson,5,Translated by Google Its always a place to be  Original  KoReAn   KoReAn   KoReAn   KoReAn ,4 months ago
775, KoReAn ,5,Translated by Google Not everyone knows  Original  KoReAn   KoReAn   KoReAn ,4 months ago
776, KoReAn ,4,Translated by Google There are many books but I dont have enough time to read them all Lets buy it if possible ,4 months ago
777,Seongyu Jang ( KoReAn ),3,Translated by Google Humanities books out of stock  Original  KoReAn   KoReAn   KoReAn ,4 months ago
778, KoReAn ,5,,4 months ago
