Score,Review
40,"There were only 3 dishes to choose from and we ordered all 3 - dimsum, chopped noodles and spicy noodles. The dimsum serving was big and can be shared by 4-5 people. The chopped noodles bowl was also big and could be shared by 2 people but we did not know that so we ended up ordering individual bowls and we could not finish them. Our son ordered both the chopped noodles and the spicy noodles and he said both were good but the spice level of the spicy noodles was really high. The only downside was the kimchi served as an appetizer as it was not really good."
50,This place is always packed. We were lucky to get a table as soon as we arrived. Try the noodle soup and the mandu. Its delicious!
50,Must eat in Myeongdong. It's easy to find and it's delicious. They only serves 3 or 4 menu I think. I order the noodles and the mandu. And I must say that the mandu is really delicious
10,"This restaurant is always fully customers. So you need to join strangers. They use a table for 4 person but customer always requested joining. Old staff is so rude. This restaurant is so crowded and noisy. (Don't go with children) Many people said, ""I'm eating in war"". I think noodle is delicious a little (frankly korea has good restaurants) I don't wanna go there again. Never. Plus, if you use pay service(except plastic real credit card) you can pay on next year. Cashier told me, ""we are so busy! Just stay!"" But if you don't pay, you can't see your food. Because this restaurant has prepaid system. Fxxk. 무슨 한글만 글자로 취급해!? 영어는 그림이냐? 무슨 한글만 글자로 취급해!? 영어는 그림이냐? 무슨 한글만 글자로 취급해!? 영어는 그림이냐?"
40,Only 4 menu so it easy to choose. Had the mando and spicy noodle. Choose pay and eat. And you can leave when your finish
50,"Michelin recommended restaurant. Enough said. Many customers yet waiting time is short. Only 4 items available on the menu. All also worth trying, especially the dumplings. Thumbs up!"
30,After eating beef bulgogi for what seemed like five days straight it was a nice change to have the noodles and dumplings both of which were good. The dumplings better than the noodles overall. The place has two floors which is nice because it is packed but the turn over seems quick enough. If in the area I would go again.
50,"3 of us went there for dinner, it was full of customers but the table turnover is so fast so we don't have to wait long even though dinner time is full of customers. Service is very fast too, if you can make your order right after you sit down, your food will takes around or less than 5 mins to arrive. No need to worry about what to order because you can order the whole menu...there are only 4 items and 1 is unavailable. By the way, please ready your money as they will collect your payment before they serve you the food."
40,"Just across the hotel, one of the Long queue eateries in Myeong Dong.  There is only 4-5 items on their menu.  And I believe everyone one of them is good.  We had the dumpling and noodle soup, even my Daughter finished her share.  Recommended time to visit, off peak hours, before 11.30am, after 3 before 5pm."
40,This place seems to be very local and populated by local people. I had the noodles and they were delicious.
40,"After tasting the Kalguksu in this restaurant, I never dared to try other as they might seem disappointing after tasting this one. Not really a fan of noodle soup dish, but I really liked this especially after walking in the cold streets of Myeongdong. Good and fast service  Highly recommended if you want a real meal after shopping around Myeongdong and wanting a sit down dinner or a break from the street foods offered around the area."
40,"Generally, the recipe was maintained. The dumplings were fine, not fantastic though. The cold noodles was great and the soy bean noodles is a must try."
20,"I like the dumplings and kimchi there, however, there were too many tourists and local people waiting in line outside to get inside of the restaurant. The tables are small and too close to neighborhood tables too, and chairs are uncomfortable to stay longer. The dumpling taste good but I prefer to go other dumpling restaurants. Think the meat type of dumpling and noodles are not my type because I prefer vegetables more."
40,Went to this restaurant after seeing the recommendation from trip advisor and it doesn't disappoint.Food is really delicious and service is fast.
50,"The Kalguksu noodles were so good that we came & ate twice. Served in a huge bowl & piping hot, just the way I loved!  The mandu was just average & pricey for me though... The kimchi is the spiciest I've ever tasted.  Surprising that there are actually 3 floors, so service was brisk & fast!"
50,"I must say that this is one of the best restaurant in Myeongdong area and a must visit for you guys who visited Myeongdong! Do note that there are 2 locations (one near Myeongdong Cathedral and the other one close to a Myeongdong Station). The dumpling is the star dish of the restaurant, me and my family really enjoyed our time there. We tried both of the dumplings and noodles, the portion is quite big (fulfilling food indeed). Please beware that queues can be a hassle during lunch or dinner time, so come early before people rushing to get a meal."
40,Need to go earlier as this is one of the tourist and local hot spot there. I like their cold noodle and gyoza.
50,This is a very simple yet very real culinary experience of korean food. If you want to taste some traditional food and pay a fair price come here
50,"We came and had the noodle and wonton soup and the dumplings. The soup was tasty, but the dumplings stole the show. I would go back again for sure."
50,"A repeated visit to enjoy the consistently good kyoja and the wonderfully pungent and garlicky potent kimchi. Never fails to impress. This time I ordered the cold buckwheat noodles. The server will offer to cut the noodles when the noodles arrive. This is great considering the chewy texture of the noodles. The noodles were cold, very refreshing, and was drenched in a cold slightly spicy sauce. It came with a small bowl of warm broth which was extremely flavourful and comforting. All in all, another enjoyable visit to this restaurant."
50,Best noodle and dumpling soup and mandu. The restaurant is busy but the line up goes pretty fast. Must try!
30,"We came for an early bowl of noodles and steamed dumplings as our hotel room wasn't ready on our arrival in Seoul, arriving pretty much after it opened and the place was relatively busy already. We were shown to a table upstairs but didn't feel particularly welcomed. We ordered our food and found chopsticks in the draw in the table. Food came served in plastic dishes which was rather odd. It tasted good enough - dumplings particularly, but the service was a let down. A good option if you are in a hurry and want some tasty, fast food."
50,"Very fast and efficient service, delicious dumplings (menu was simple - one type of dumplings and 3 types of noodles). The kimchi come for free and is very garlicky compared to the store bought kind. Would recommend."
50,"We were staying in Myeongdong area and found this place. They serve really good food - the noodles were rich, mandoo (dumplings) were amazing!! Best dumplings I've had so far I can say and they serve free unlimited kimchi and rice too. This place is usually packed and really have long waiting lines. Make sure to go early when there's no line yet! Would be back on my next visit."
50,The places specialises in 4 dishes but it's a favourite amongst locals and tourists. The Michelin bib they are awarded with is well worth the queues that will form during meal times. I have noticed that many locals come to have the soup noodles (kalguksu). it has very well textured noodles and a great broth with a great balance of meat inside. The dumplings (mandu) comes as a set of 10 well steamed and it pairs very nicely with the sauce. The kimchi that accompanies the dish has a very spicy taste to it and it complements the dishes very well. Highly recommended.
50,Well in this place the Kalguksu is really popular and you also need to wait in line for eating here. You can ask for more noodle or rice in here. It’s free. The kimchi in here is good but spicy. So please be careful when you try the kimchi :)
40,"To me, good food and service is important.  This was our first meal in Seoul, and the ladies who served try to explain why we can't sit together. And i was telling them it's fine to split us up since it's crowded.  The food was ordered and served fast. And knowing that we have kids, they give us the extra bowls.  Enjoyed my meal! Gamsahamnida  Also there is lift within the restaurant, esp when u travel with elderly, they cant climb the stairs, This restaurant is good for families!"
50,"We usually don’t like to eat at the same restaurant twice when we’re traveling because there’s so much to explore and so little time. However, our group of 6 had to come back here one last time before we left South Korea. It was that good!  The menu is limited and the service is without frills. They make up for it with delicious food.  **Get the hot noodles (and dumplings)!**  Skip the cold noodles, if you think you think you’ll be full; they weren’t memorable."
40,Very good dumplings and service is quick. Did not manage to order the noodle dishes but definitely will come back to try!
50,The kalguksu we tried here was one of our favourite meals during our time in Seoul and the dumplings were great. We came here on a recommendation and the restaurant is very popular. The restaurant has multiple floors and was pretty busy when we came in the evening. Service was quick however.
30,"Miss this when I was in Seoul last winter, so this time round, told myself that I must give it a try. Went in on a Fri noon slightly before lunch break and fortunately no q. It was a 3 storey high building. Soon, the whole place was full of people and a long q was formed. The menu was simple with only 4 dishes, the original noodles, the kimchi one, the soy bean one and dumplings. We ordered 3 bowls of original and 1 plate of dumplings. I would say I'm not sure of the hype and this dish is not my cup of tea. Anyway the portion is huge and we cannot finish it, the dumplings are nice though."
40,"Went here due to good reviews and great location near our hotel. Didnt have to wait - although have seen queues here before. Service very friendly and quick. Only serves four dishes. Beaware 2 are hot 2 are cold! Wife had their famous Kalguksu (8000) - hot noodles, meat and dumplings , very good. I had the spicey noodles and was surprised they were cold ( by design). They were very good , nice and spicy. Kimchi nice and strong. (8000). You pay when you order at the table. You wont spend long deciding what drink to have with your meal.........its provided for you .......cold water. They do nothing else. Over all very good."
50,"This is a must try in Myeongdong! The dumplings are super yummy. Thick skin with rich fillings. The soup noodle is super nice. Can't get enough of the soup. The noodle is soft yet chewy.  This is a pretty busy restaurant with quite a number of locals in the queue as well. But the table turnover is fast and food is serve very quickly. Went during lunch time and the wait is not too long, say 10-15min or less."
50,"I was lucky to have a friend living in Seoul take me here because as a tourist, I would have otherwise of missed this place! Apparently people all over Korea come to this historical restaurant because of their Kalguksu and I soon realized why. So delicious!! Even my picky eater 8 year old son loved it. The Mandu shouldn’t be missed either. Can’t wait to go back next time I’m in Seoul."
50,So I am normally vegetarian but I had to try these dumplings... they are excellent. As our the noodles. I don’t typically like these noodles in Los Angeles k-town restaurants or those kits from Korean markets.  These noodles are VERY TASTY and the dumplings are different than the ones in the noodle soup—also very tasty.  One caveat is if you are going here with a date or meeting with people... the sauces have A LOT of garlic. Eat these solo or if your partner(s) don’t care about garlic.
50,"We were street walking on Myeongdong street mall. It's like a maze full of cosmetic, clothing, quick bites and dessert.  We happened to bump into this and it's shown Michelin award 2018. The locals just stream in the door. At 1.30pm it's about 80% full.  Though they have a minimalistic menu. Their main the pork mince noodle soup is a must have. And dumpling is must have too. Once order, pay first and we got served fresh and hot is less than a minute.  Happy with our first lunch and first visit to Seoul. We are planning for 4 nights stay."
50,"Just a few items to chose from. No frills just great food! Michelin rated but very affordable. During Winter, expect Long queue."
40,"I was expecting a line because I’ve heard so much about this place but luckily there wasn’t and it was around 7pm on a Monday night.  You order (Eng menu available) and pay first. Utensils are in your table drawer, right in front of you. They also have free kimchi that this lady keeps coming around to fill up. The dumplings were good, minimum ten, I couldn’t finish them all so I just got them to go afterwards. Noodles were good, broth was thick and so tasty. This place to the main intersection."
40,The restaurant has a short menu which means that they focus on their core specialities. I had dumplings and it was for me a first time in Korea to have dumplings with a thin skin. Till today I only had these at TTF in Taipei. They are not the same though. I do like the dumplings and will visit again
50,"Decided to go for a simple dinner after 6+ hours of flight; and visiting Myeonydong Kyoja (main) turned out to be a good choice. A resturant with limited choice of items in the menu but the food is delicious and price is reasonable. My husband and myself shared a bowl of their specialty noodles and dumplings. The dumplings are juicy, the noodles is chewy and the soup is tasty. Service is fast and staff is friendly. We simply love it."
20,"Just wonder why there’s a long queue on this restaurant. We tried kyoja which is nice but the cold noodles with sweet soup smell like beans and nuts, taste quite terrible. We skipped the noodle and felt quite disappointed. Maybe Korean people love it but don’t know why."
40,"Last visit was in 2016. Same location but slightly renovated.  Menu has only 4 items: 3 types of noodles n the dumplings.  I came back for their spicy noodles.  Overall food quality is excellent. Only didn't quite get used to the kimchi as the taste was a tad strong for me.  As a foreigner it was not difficult to order as they had an English menu plus with only 4 items, it was also not difficult to just point to what you want.  Point to note is that you would have to pay for your food when ordering."
50,This is one of my favourite restaurants in Seoul since a couple of decades ago! The super spicy Kimchi and the soup noodle (Kalguksoo) paired with the dumplings are just yummmmm
50,I was so happy to visit here again. It has been a number of years and I am glad to know that everything is just as good as before. I love their spicy kimchi. So spicy and good. It goes great with their wonderful kalguksu and madu.
50,"There are two restaurants that are in walking distance of each other. We happened to walk into one that had three stories. We had a group of 7, walked in and they told us to go the 3rd floor. We were able to sit right away. The waitress came and explained what their signature dish was. Their menu was very simple we ordered their traditional soup, spicy seaweed noodle, and dumplings. Once we ordered the food they brought it to our table in literally 2 minutes. This was faster than fast food! As soon as they put the food down they asked us to pay right away. Makes sense since we were able to leave as soon as we were done.  Food was excellent traditional Korean dishes that we don't see in the states. Come here of you want to try traditional Korean food. Quick, simple and mouth watering food."
50,Delicious! One order each of kalguksu and mandu was plenty enough for two adults and teenage girl. One of our best meals in Seoul.
40,We came to this place after seeing a lot of positive reviews and were not disappointed. The service was vey fast and the food tasty and a good size. Did feel a little rushed to leave but no real issue as the food came quickly.
40,"Comforting soup, served very hot. Noodle texture is good too. Strong kim chi though. Big serving. Can serve two for medium eaters."
50,Excellent gyojas. Try it for yourselves to believe it. We went back for seconds when we were in Seoul.
50,"Went there with a friend and was hesitant about what to order but I went for the green noodles which had a soy white base with sesame. They were delicious, I’ve never tried something like it before while in Korea! Price is good and portions are big, plus the service is fast !"
50,"Came here after visiting Namsan Seoul Tower and was starrrvvvinggg. So I was thrilled that there was no line, and they are FAST.  We had 4 people, were seated immediately. 4 items on the menu, we got one of each and paid cash right away. You blink, and the foods on your table. Out the door by 15-20 minutes.  Food was good, I would go back, but I wouldn't wait."
50,There are only 4 dishes but all delicious. You will not have to wait more than a couple of minutes before being eating. Just get sure your couple eats the same. They use a lot of garlic! 😄
40,We headed there after our friend collected us at the airport and we had checked in at our guesthouse in Myeongdong. My friend explained it's very famous and popular and sometimes there is a wait to get in. Thankfully we were shown in promptly and all had noodles - think it was in a meat broth and there were a few small dumplings on the top - and also a basket of steamed dumplings. I would have liked the broth to be more steaming hot but I liked the flavours. My husband was a huge fan of the place. It's quite hidden down an alley so not sure we would have found it without a local!
30,"This place is packed. There are only 4 items on the menu. You pay cash immediately after your order. I don't know why it's so popular. It's nothing extraordinary. Food is good, but nothing to brag about. I wouldn't wait in line for this place. You won't be missing out."
30,"Not bad but overrated. If there is queue, then it is not worth the wait. If you are hungry and there is nothing much to eat in Myeongdong, then worth trying."
40,"This place has been around for many years and expanded to 2 locations within Myeongdong. There is limited menu options, actually only 4 to choose from but all are delicious. Very efficient service, you order, pay and get your food almost immediately."
50,Definitely worth many trips down to get their steamed dumpling and dumpling soup noodle. rich ingredients and strong fragrance. Just order and pay at the same time & food'll be serve very fast. i've yet to try their naengmyeon. gonna try it for next trip!
50,"There is a Michelin sign outside this restaurant, just like so many Hong Kong restaurants and the restaurant was essentially of a similar HK style. The experience: Get in a line before opening at 10:30am. Choose first floor or second floor. Wait to be seated. No English print anywhere, just Korean. Order from 5 items on the wall. Pay first. Enjoy shortly after. We ordered soup dumplings and DimSum which were both made of the same pasta dough cooked to tender perfection. There is soy sauce and vinegar at the table for making your own dumpling dipping sauce. Kimchi is given as a side. The food here was not spicy for the most part. Cost breakdown is about $9-$10/person."
50,"Always come here during my holidays in Seoul. Try it at the start of your trip, as you may want to come back again before you leave. Kalguksu noodles 8,000won and mandoo 10,000won are the most popular very delicious!!"
40,Delicious and tasty. Portion is huge. Restaurant is crowded even at 8.30pm when we visited. Food was served very quickly after we ordered. Didn’t wait Long.
50,"It is a traditional Korean wheat noodle. You should try this with a dumpling and Kim-chi. It could be somewhat spicy, but affordable."
40,"There are only four items in their menu. Dumpling noodle soup, Nengmyeon (spicy noodle dry), Dumpling, and lastly the sesame sauce noodle. We had everything and the best one is the dumpling noodle soup. Soup is slightly thick and savoury. Noodle was chewy. And they gave you extra soup in a small bowl just in case. I dont really recommend the sesame sauce noodle. Its a little bland for my taste, but some people may like it. Portions are quite big. So if you're travelling alone keep that in mind."
40,"It’s a good place for a meal and the noodle soup warms your soul. Best way to start the day but don’t come expecting anything fancy. It’s also in a very accessible location in the heart of Myeongdong, you won’t miss it."
40,Great food. My kids loved the dumplings and noodle soup. Only issue was menu had only 4 items but all were good. Plus the area outside the restaurant was packed with people walking about.
40,I love the food here. The portions are just nice and the dumplings are really good. Had a really satisfying meal here. Would love to go back again.
40,They serve only dumplings and cut noodles (dry or in soup)  Dumplings were good. Meaty and skin is thin. There are sauces on the table. The brownish coloured sauce goes well with the dumplings.  The kimchi has too much garlic and not to many people’s liking. It is supposed to be eaten with the dumplings explained the waitress.
50,"We stayed in myeongdong and wanted to try traditional noodle soup and mandu dumplings.  Service is quick and efficient. Did not have to wait long for the noodles and the soup.  Very affordable. Ingredients fresh. Highly recommended for a quick good meal. There isn't a large choice on the menu, dumplings or noodles only."
40,"Most people went there for their dumpling & traditional noodle soup. The ingredients of the dumpling are fresh & nice. The one that brings comfort is their traditional noodle soup. The broth is tasty & the noodles are smooth & “chewy”, with 2 big nice tasty dumpling. Service is fast & prompt. Affordable simple yet tasty Korean food. Restaurant always bustling with people."
50,They had about 3 (or 4) types of noodle (I think only the chopped noodle are hot and the rest are cold noodle). The chopped noodle is great and I like the soup base. The other cold noodle taste good too (I like the spicy noodle too). The main attraction here is the kyoja (dumpling) and it met my standard of “delicious”. Food is worth the money too and the portion is huge! But the downside is their service. We came as a big family and their staff asked us to go to the third floor (close) and the staff on that floor wasn’t keen to open the section and asked me down to second before we settle at the first floor. The serving staff were rather impatient too.
30,Went there to try it because of the review and it was ok. Good but not to my taste. Good noodle soup and dumpling but just not my kind of soup and dumpling. There were queque but it was fast
30,"Much as I like the dumplings here which I had tried during my first visit in 2012, I had never stepped into this eatery for a 2nd time as I was put off by the crowds and long queues that had worsened every year. My friends and I found no queues at around 9pm on a Sunday night and decided to have a late dinner here. Many people were still eating and four of us were herded like school kids to sit in a row at a long table with a partition that separated us from the diners on the other side. Not conducive for our four pax group but the din in the dining hall made it hard to have a decent conversation anyway. The waitress made us place our order the moment we were seated and asked to be paid upfront.  The chilled noodles in soymilk was sold out so we ordered two bowls each of the kalguksu noodle soup and the chilled spicy noodles or bibimguksu, plus an order of the gyoza to share. The food was served within 15 minutes and all four of us agreed that food quality and standards had fallen and not worth the price paid. The kalguksu was served with four flat wontons, some fried minced meat and an unappetizing layer of cooking oil floating above the soup. The bibimguksu was a rip off since it was only shredded cucumber and potent, pungent chilli paste tossed with cold noodles; the hard boiled egg that sits on top of bibimguksu is missing in Myungdung Kyoja's version; the noodles served here were unbearably salty and much too spicy (even for us who usually enjoy robust, spicy food) and had us reaching for iced water. It didn't help when the communal flasks of iced water at our table were almost empty and the waitress took her time to top up the flasks and send them over. The dumplings were good but we detected and discarded bits of stringy bits of tendon or innards mixed into the minced meat filling which was a shame since the eatery's reputation is built on its plump, juicy, unadulterated gyoza. We were done in a hurry and left with bad breath of chilli and garlic as the eatery no longer gives out extra strong mints to diners after their meals."
40,"Only 3 items on the menu - cold noodles, soup and steamed dumplings. Service was very fast. Food was good though the soup was a little salty for my liking. Worth going back again for seconds."
40,"My friends and I stopped by here for a late lunch as we were shopping in Myeongdong. There was no wait fortunately, and we were seated immediately. There were only 4 things on the menu so we decided pretty quickly, but we had to wait a very long time for someone to take our order. They're super busy here (all the other tables were filled) and we had a very difficult time getting their attention and having them come whenever we needed anything - so be prepared for that. We did enjoy the food, though if there was a long line to get seated I would have been just as happy eating elsewhere."
40,"Chanced upon it while shopping in Myeongdong. Service was very fast, no waiting time for a table and food arrived very quickly. Ordered 1 cold noodle, 1 hot soup noodle and 10 dumplings to share (~26K KRW). Portion was too much for 2 people to finish. Hot soup noodle had good texture, soft and tangy, comes with minced chicken and a few dumplings. Cold noodle is slightly spicy. Dumplings were nicely steamed, nicely stuffed with filling and skin wasnt too thick. Overall very satisfied."
20,"Went on a weekday during lunch time. Queue was quite long but we were seated fairly quickly. Noticed that many locals dine there as well. We ordered 3 bowls of the noodle with soup and a dumpling for the 4 of us. Alas, we had almost 2 bowls unfinished. Reasons being the portion was quite big but more because we got sick of the noodle after a few mouthfuls. The dumplings were not too bad. Overall, it’s not our cup of tea."
50,There are only 4 items on the menu (i forgot what they were) so you should prepare what you want to get before going in. The waiter/waitresses are very fast and don’t really have time for you to ponder over the menu at times. You will have to pay for the meal once ordered instead of when you leave the restaurant. Food is really yummy so I will recommend this place! Price is very reasonable as well.
40,"There are 2 branches in Myeongdong but both are equally packed. The queue is fairly fast as they served the food quickly. We ordered the dumpling and noddles which was really fantastic.  The bibim noodles didn't taste spicy at the first few mouths but quickly becomes spicy afterwards. If you are not good at eating spicy food, order the other non spicy noodles instead. Having said so, it was still refreshing and good!"
40,"Located conveniently within touristy Myeongdong area. Restaurant has 3 levels and fully occupied even at 6pm. Very noisy and simply local feel. No reservation I believe.  Menu was simple with only 4 items for ordering- mainly knife noodles (Original, Spicy and Soybean/ each at 8000KRW) and meat dumplings (10000KRW and more delicious than noodles itself). One bowl of noodles obviously enough to feed two persons.  Do give it a try if within vicinity as many Koreans themselves frequent the restaurant."
50,"There are now 2 branches in Myeongdong, both are full with locals and tourists alike. Don't go in expecting a 5 stars service, but it is efficient. On peak hours you might be asked to share a table with strangers. The mandu/gyoza is ultimate comfort food; each dumpling is big and delicious. I will be back!"
40,Man I absolutely loved eating here. When I travel I have this unspoken rule that I don’t eat somewhere twice. Not in Seoul apparently. My husband and I are here and I was so obsessed that I insisted that we go back for dumplings and noodle soup before our flight home. The dumplings are crazy delicious. The wrapper is nearly paper thin and the filling is so flavorful. The noodle soup (I want to say it’s a pork soup) was so so good. I personally wasn’t a fan of the cold noodle dish but my husband absolutely loved them. The menu is approximately four items long and you will be served within moments of ordering. Two orders of dumpling and 1 order of soup was too much food for my husband and I - but I wanted to keep eating.
50,"I was with a business colleague and we were left happy hour on a mission to find this place. Fortunately we did, although we got turned around a few times before we found it. I'm not sure if it was the alcohol, our stupidity, or both, but we roamed the streets on a bitterly cold night for the great meal we had here. The place is on the second floor of a very busy commercial area. Don't give up if you get confused looking for it, the search is worth it. I'm glad we went to happy hour first, because no alcohol is served here. What is served is great dumplings and a wonderful soup. Get both! You will have a great meal."
40,"Didn't realize the menu only had 4 items until I got there, but had to try as it is considered somewhat traditional and locally famous. Had 2 of the 4... dumplings and hot noodle soup which remind me of Korean versions of Xia Long Bao and Dan Dan noodles.  Very fast, good pork & chive dumplings. A little dry, but nonetheless enjoyable.  The hot noodle soup was awesome. Soft, large noodles with ground pork, mushrooms and additional dumplings. Delicious.  Would have tried the cold noodle soup, but the 2 dishes I ordered were already filling for 2 people.  Service was very good and fast. Very casual restaurant. And, cheap!  Definitely worth trying."
40,This place has the best dumplings and kimchi I've tried in Seoul. They also have very good noodle soup. Be sure to be here early as it gets full during lunch hour. They also refill your kimchi bowl upon request.
50,"Brought my family to try out this famous noodles and it sure didn’t disappoint! i am a vegetarian so i can’t speak for the signature noodles. However, my parents, boyfriend and sister were all very impressed. Mum even wanted to down another bowl before we left Seoul! Accordingly to my folks, Dumplings are nice as well. Price is reasonable too!"
40,"We had the Bibimguksu, a cold, mixed noodle dish, which we didn’t care for much. They are well-known for their dumplings, which were very good (compared to the rest…)"
40,"The chilli sauce is really and it really brings out the taste of the cold noodles. Dumplings are good! Overall, good food and very quick service... no fuss and no queue if you are a small group of 2 people."
30,"I have never encountered such efficiency: pay upon ordering immediately after being seated, and the food appears in less than two minutes. The dumplings were good, but we found the famous noodles to be somewhat bland. Ok for a quick lunch, but I would not make a special trip."
30,"Decent food so don't get me wrong. Great that service was quick. Food was so average, I barely even think it deserves a review. Give it a miss if you're familiar with Asian food but if you want a ""safe"" option to try Asian food, please do give it a try."
30,"Great dumplings but the noodles are abit too soft to my liking. Although dumplings were Good, have tasted similar or better ones elsewhere. It's pretty average."
50,Heard alot of gd review of Myeongdong Gyoza. We visited twice because the noodles is too good to be true. It's the best noodle i had tasted so far. You gotta try when you are in seoul.
40,"Only 4 items in the menu,very big portion for the noodles. Packed with people during lunch hours, but queue moving fast. Rushing for time, this is the place cause food serving very fast!"
50,"There are 1 main and 1 branch Myeongdong Kyoja if i remembered correctly. I went to both as i thought the one i went initially was from a competitor, ended up i discovered that both are under the same brand. LOLz  It was cold during my trip in end of April 18, hence it was supposed to be my comfort food. The noodle soup and Dumplings were fabulously good. The dumplings are exceptionally good that i actually went back for a second time. Dumplings are fully filled till its nicely bloated, yet juicy and tasty. It was then that i found out that Myeongdong Kyoja Main was awarded with Michelin star for both 2017 and 2018.  They have only 5 dishes in all if I’m not wrong. Henceforth, they should be good by focusing on these items only.  The servers can be more polite though...  Clean environment. Try to avoid meal timings (lunch and dinner time) which could expect Long queue. I went at odd hours, so not much of crowds.  Oh ya.. the Main restaurant and branch is just a few steps away...  Overall, very nice noodles and dumplings. Must try!"
40,"There are only 4 items for choose. The dumpling is the best, chopped noodles come second. Portion is quite big. You need pay immediately after making order."
40,"This is a top place for tourists but I felt it was pretty normal. Dumplings didn't have much oomph BUT if you eat it with the garlic chilly sauce provided on the table then it becomes worthwhile as it brings out the flavour of the meat. Noodles were light, could get a little soggy if left in the soup for a bit (unlike the kalguksu I had in Gwangjang Market). Place is very packed all the time, best to avoid peak lunch hours during weekdays."
50,We went here at around 230pm for lunch and we still had to line up a bit to wait for a table to open. That's how busy they are.  It's worth it though. They had big servings for foreigner standards so we ordered to share. It's quite cheap for Korea standard and they're famous for their Mandu. My family loved the taste but I loved the noodle soup more. The soup stock was divine. The triangular dumpling on top was deliciously filled with aromatic meat and the noodles were the right chewiness to it. All in all just perfect. I'd come back here if I return to Seoul.
40,"Very popular; we receive recommendation from hotel reception; it`s interesting to see ; particullary self service; not big variety of meals, but delicious; cheap"
40,"Had a lunch with their signature noodle and was impressed by the soup broth which was tasty. The noodle is smooth and soft but not chewy like the wanton mee i had in HK. The serving is considered too much for foreigners but on the contrary, some locals would even add extra noodles to their bowls. Each bowl comes with spicy kimchi which you could ask for more if you wanted. Their signature noodles costs 8000 wons."
40,"Directly opposite the Solaria hotel, we found this very popular and delicious dumpling noodle place. Has only 5 dishes, free water on table. Pay directly after ordering. For me the kimchi had way too much garlic, but thats why they provide free chewing gum. There is even mouthwash in the toilet."
50,"I try this restaurant when I first arrived in Seoul. Such a nice welcome to Seoul. We ordered all dishes from the menu expect the one which is not available from April. The mandu is delicious, the cold noddles is extremely spicy but it tastes so well (we can’t eat spicy but we finish this dish in just 5 minutes), kimchi here is best kimchi I’ve eaten. The restaurant is very crowded but we don’t need to wait long to eat the food. Definitely recommend this restaurant to my friends."
40,Would recommend to anyone visiting seoul . South korea is great for noodles and this places noodles are awesome
50,This is my favorite noodle soup in town. The soup is chicken based and the texture of noodle is just nice!! The best companion with the noodle is their special kimchi which has very strong garlic taste. The que is mostly long and a bit too busy to expect peaceful dining experience.
50,"Had some time to myself on my last night and was recommended by the hotel's Concierge to visit the famous and popular Myeondong Kyoja restaurant for some late night supper. The restaurant closes at 9.30pm and I arrived just in time for their last order at 9.15pm. Got lost in between the busy streets but finally found myself sitting in front of a hot bowl of Kalguksu (knife-cut noodles with pork dumplings). There were just 4 items on sale – Kalguksu ‘knife-cut noodle’ soup (₩8,000, SGD$9.60), Bibimguksu spicy noodle soup (₩8,000, SGD$9.60), Mandu dumplings (₩10,000, SGD$12), Kongguksu noodles in cold soybean soup (but only available during summer).  No joke, this has got to be one of my favourite dishes during this trip. The noodles were so soft yet springy, the dumplings were just the right ratio of pastry and heart ground meat, and the broth was beautiful and packed with flavour. Sooooo good && finished the whole bowl clean; I demand they open an outlet in Singapore!"
50,"We are looking for a place to have brunch. And this shop caught our attention, and we were genuinely happy with their service here. Friendly staff, food served with lightning speed and tasted amazingly good. And customer keep asking for more kimchi.... wonderful experience here."
30,"If you’re looking for a sit down place to enjoy dinner, I’d look elsewhere. Limited menu of 4 items (the dumplings and soup are pictured). Pay when you order and food comes right out. Experience seemed authentic judging by the number of locals eating but the caliber of the food was nothing to write about. No beverages other than table water."
50,"Went on my own while in Seoul for work. It was a cold rainy Monday at lunchtime and the place was packed, but being a solo diner, I was ushered right in ahead of the linewithout waiting. The only words I can say/understand in Korean are ""thank you"" so I was a bit lost for a minute or two but the serve came over with a menu and explained how it worked, which I thought was super nice as they were slammed and she could have easily been annoyed by my foriegn clumsiness. I had the dumplings, which were sooo good and the kimchee was first hot but delicious as well. Added bonus, a nice older woman sitting next to me showed me which sauces were which and where to get chopsticks (in a drawer at the front of my table!) altogether it was a fun and delicious experience. I would definitely go back."
50,"There are only 4 items on the menu to choose from, so needless to say, they specialize in these items, which are dumplings, noodle, porridge, and a spicy noodle dish. Some items may not be available due to season. When we went, the porridge was not available. As always, great kimchee and side dishes.  Secret, mix the soy sauce with vinegar and add some pepper. Best korean sauce mix for dumplings. Suggest ordering the rice side dish, which is also free refills, to each with the noodle soup."
50,"Fantastic noodle soup, we ordered their signature dish; healthy, cheap, and super tasty! Would highly recommend for a lunch visit to fuel yourself for the shopping street"
50,"This place is awesome. Every time I go to Seoul, it is my first lunch. The place is always packed. I always order the noodle soup and and the dumplings. Each dish cost 8000 KWR. If you visit Seoul, you MUST try it. It's located in Myeondong area."
50,"There is 3 floor for dining here , we were seated at the 2nd floor , went up by elevator, service was fast , we had the signature handmade noodle which was flavorful and delicious, the dumplings was tasty too . 8000 won for the big noodle which could be share by 2 person and dumplings was 10,000 won ."
50,우리는 음식을 좋아합니다. 맛있습니다. 특히 좋아하는 김치. Would like to comeback here its a really nice and good place as well.
