,STAR,CONTENT,SCORE,COMPOUND,VADER
246,4.0, If possible go before 5 pm Animal viewing hours are until 5 pm And there are many places that cannot be entered due to Corona ,Positive,0.0,Neutral
247,5.0, Free admission lots of animals and a large and clean park to take a walk ,Positive,0.7184,Positive
248,5.0, I like to go with my kids Parking is a bit difficult but the subway connection is good There are suitable rides and it is good to see animals up close ,Positive,0.8271,Positive
249,5.0, It is best for children to see various animals and ride fun rides on a large lawn and sandy playground for children ,Positive,0.8176,Positive
250,5.0, Its free but you can see a lot of animals and a lot of blue backgrounds ,Positive,0.2846,Positive
251,4.0, Its all good but the animals have stereotyped behavior so its a pity ,Positive,-0.6209,Negative
252,3.0, There were too many people and the ride time seemed short ,Negative,0.0,Neutral
253,4.0, When I arrived at 1050 on a Saturday there was a seat in the back door parking lot so I parked right away I went to ride a ride but I waited an hour for the Flume Ride and waited 2030 minutes for the rest In ,Positive,0.0,Neutral
254,5.0, Its called Childrens Grand Park but its good for adults too If you go on weekdays or in the morning it is quiet and if you walk in the forest you can smell the phytoncide scent that is not easily felt in the ,Positive,0.51,Positive
255,1.0, Uphill There is a lot of downhill so go for a walk or exercise Stroller required Because its free theres not enough things to see eat and play Not enough ,Negative,0.6908,Positive
256,5.0, Childrens satisfaction with the free pass Hot dogs are the taste of life ,Positive,0.7351,Positive
257,5.0, Spacious in Seoul with free admission and the animals are the best ,Positive,0.8176,Positive
258,4.0, No entrance fee  I like to take a walk ,Positive,0.0772,Positive
259,5.0, There are a lot of people on the weekend so its good to be outdoors ,Positive,0.4902,Positive
260,5.0, Children under the age of 7 I ran around all day with a free pass I lost weight after chasing my son A place that satisfies the satisfaction of young children and at the same time ,Positive,0.7717,Positive
261,4.0, Its conveniently located in downtown Seoul so its good for family outings as there are zoos and parks even if its not an amusement park Amusement parks are mainly for children so there are no thrilling ,Positive,0.6375,Positive
262,4.0,This park great to children and young student The big foundation is very cool,Positive,0.7713,Positive
263,4.0, Parking is good because its free of error Full of people ,Positive,0.5423,Positive
264,3.0, I like it because its free Its difficult to get into the parking lot ,Negative,0.5106,Positive
265,5.0, It was perfect for taking preschoolers for free I think Ill go there often until I grow up ,Positive,0.6369,Positive
266,3.0, Right in front of the subway in Seoul the only place where you can enjoy a zoo amusement rides and a large park together ,Negative,0.6908,Positive
267,4.0, Weekend parking is a real mess Please be prepared to wait at least 30 minutes for parking ,Positive,0.1779,Positive
268,4.0, It is good for a walk with children and free admission to many places such as zoos and botanical gardens Convenient to carry with a stroller ,Positive,0.7351,Positive
269,4.0, Infants children and adults It is a place where you can watch animals for free and relax I recommend it ,Positive,0.8271,Positive
270,2.0, No animals no sights just a park feel ,Negative,-0.5267,Negative
271,5.0, A great place to make great memories for your kids for free ,Positive,0.91,Positive
272,5.0, Its a great place for a walk and for kids I like the forest ,Positive,0.765,Positive
273,3.0, There were a lot of people so I didnt ride much The quarantine rules are not in place but the safety guarantee was good ,Negative,0.8765,Positive
274,4.0, Anyone can enter for free There is a fee to use the rides The food sold at the street vendors outside the park is not fresh and I would not recommend it ,Positive,0.0588,Positive
275,5.0, Its already the 10th There are play facilities and there are animals so I go a lot But because I went on the weekend the parking lot was full The parking fee is 1300 won and the ,Positive,0.775,Positive
276,5.0, I went in 1979 I went in 1998 and it seems like its been 24 years since I went ,Positive,0.3612,Positive
277,4.0, Childrens Grand Park in a wide space Trees flowers many and many animals many people This is the area of traces of suffering today ,Positive,-0.0258,Neutral
278,4.0, The reason I deducted one star is that the facilities are all good When you guide me for parking in the East Gate parking lot do you make the full sign visible when waiting It was unpleasant so I deducted one ,Positive,-0.0516,Negative
279,5.0,Nice place,Positive,0.4215,Positive
280,5.0,Very nice and huge park where you can always go for a walk or picnic. It's a rare place to enjoy real nature in Seoul too. Anyone would agree as it's always quite crowded all the time.,Positive,0.8849,Positive
281,5.0,Perfect place to go with kids many rides and lots of space for play but you should go in the morning. It looks creepy and looks like an abandoned town at night,Positive,0.3182,Positive
282,3.0,"Great place to let children run and play. Zoo is very depressing and deteriorating. I wouldn’t take kids to see the zoo. I saw many parents throwing stuff at the animals, and by all means, don’t let your children be unattended here I was holding my baby and two adults rushed to get a picture of a monkey, pushing me aside, and standing in front of my child. I’ll never forget it. The chimp was amazing, the adults were animals.The place is safe, but so crowded and old men and women will shove children.  The land is great, a piece of nature set in the city. Beautiful nature and weekdays are less crowded. Weekends from spring to fall are rough; religious groups and summer camps occupy most of the land, but there are quiet places if you search.  I’ve seen elderly men and women knocking squirrel nests out of trees to forage for acorns. Now there are signs informing people not to steal acorns. There’s annoying music playing all over the park, so you can’t escape Kpop even in nature.  The best thing about this place is the amphitheater. Great live performances. I highly recommend. But, sometimes there are very young girls (age 8-15) dressed like prostitutes twerking to Kpop on stage and it was SO awkward. .... especially as tons of old guys filmed it.... yeah, maybe grandparents, but I saw a lot of guys wandering by to film. Was so weird.  Convenience stores are here so you’ll have places to buy water or snacks.  There’s an ancient amusement park with rides that look like they’re from 1962, so ride at your own risk. I like the amusement park, but again, stay close to your kids and as always, prepare to be racially mocked, disrespected, or abused.  Enjoy this beautiful park. Avoid the morbid zoo.",Negative,0.9928,Positive
283,5.0,"The park is attractive to both adults and children in autumn (late Oct./ early Nov.). The autumn colours are fascinating but they vary from year to year depending on weather, etc. This year, the summer is long and dry but the ginkgo and maple trees still show off their beautiful autumn colours, although not as good as those of last year. The park has a good zoo, apart from an amusement park, etc. I like to go there (and to the Seoul Grand Park) when I visit Seoul, as both are great places for photography and leisure.",Positive,0.9661,Positive
284,4.0,"My 17 month old daughter was so extremely excited to see all the animals and did not want to leave. Korea has so many family-friendly places and this is definitely one of them. I think I may have seen some strollers to rent on our way in, not entirely sure. Overall, this was a lovely experience for both of us and we look forward to going back with my husband.",Positive,0.803,Positive
285,4.0,"We went with our 20month old toddler and really enjoyed the whole day there. It's a huge park with outdoor and indoor playground. Probably because we went on a weekday, the whole park was very quiet. Entrance to the main park is free, but certain attractions charge a fee. Key highlights 1) best thing about this place is the Seoul Children's Museum. There's an entrance fee but it's not expensive. They also allow u to exit and re-enter on the same day. There are 4 storeys catering to different children age groups and the set up on each floor is very impressive, especially the water play on level 3! I think it's fun for all kids from toddlers to teens. 2) catch the animal show called Anistory featuring many types of animals including seals, birds, cats, monkey etc. Need to pay for entry though. It's quite entertaining. Even though we didn't understand the language, we still enjoyed it very much. 3) the park is massive, great if u like outdoor walks. There's a huge water fountain show near the Seoul Children's Museum that's quite impressive too.  Overall a nice destination that offers both indoor and outdoor experiences. I didn't like the mini zoo though. Each enclosure was very small and the animals looked a bit depressed. I wouldn't recommend if your only objective is to visit the zoo.",Positive,0.9959,Positive
286,3.0,"This place is a hidden gem and not many tourists visit this park. Very nice, clean and spacious park with lots to see like gardens, playground & mini-zoo. Kids would definitely love this place. The mini-zoo is a little sad as it's under-maintained and some animals look sad in their enclosures.  Plus point: Nice, clean and spacious park. Free entry except for the amusement park section. Not crowded!  Negative: Somewhat under-maintained. Has the potential to be much better",Negative,0.9791,Positive
287,5.0,"We had a great time though it was so hot. You need to bring or buy lots of water. There are lots of places where you can find food/snack/ice water or other beverages. The kids loved the musical fountain, the water playground, the animals, the Anishow. We spent around 4 hours looking around and playing.",Positive,0.8689,Positive
288,3.0,"Information found online about the Children’s Grand Park can sometimes be sketchy and inconsistent.  I hope that the following will provide a better picture for those planning to visit the park. I have also attached a picture of the park map that I will refer to below.  The park can be accessible by 2 subway stations.  The main gate (#1 on map) is accessible easily by the Children's Grand Park Station on Line 7.  There is a rear gate (#36 on map) that is accessible by the Achasan Station on Line 5.  The park has no entrance fee, except for the amusement park section.  My suggestion is that children below 14 yrs will appreciate the park.  I brought a tween son, and 2 pre-school kids to the park.  All three enjoyed the amusement park (#38 on map), which is closer to the rear gate. The amusement park had rides catering to pre-school kids to tweens. Do note there are some rides that have a 120cm height requirement. Rides such as the Viking, Dropzone and Roller coaster are generally adapted for tweens. For those a little younger, there are bumper cars and spinning saucers that are children friendly. However, this place would not be recommended for toddlers. A cafeteria is found within the amusement park serving traditional Korean foods and burgers. Nothing to shout about but it satisfies the tummy.  Amusement park entrance fees depends on the type of ticket you purchase. Tickets are available in single ride, 5 rides, 10 rides and unlimited rides options.  For the 5 ride option, kids paid 16,000 won. Adults paid 19,000 for the same ticket.  Toddlers and pre-school kids should check out the playground (#12 on map) with wet play and dry obstacle options. Bring your toys for sand play if you wish.  The other attraction we tried was the zoo – a mini zoo at that. We saw an elephant, snakes, birds and baboons. A couple of macaws looked like they were suffering from a disease that caused balding on their body. The kids enjoyed the zoo but soon lost interest in it once they stepped out of the zoo.  Next to the zoo is a pavilion which sells snacks (#34 on map) like ice-cream, corn dogs and cold drinks – a great respite from the heat.  2 attractions that we did not visit – the children’s museum (#46 on map) and Kid’s Auto Park (#44 on map) would probably suit school going kids.  Directions:  For the museum, and auto park, use the main gate.  For the amusement park, use the rear gate.  The zoo is in the middle of the park and are equidistant from either gates.  In summary, this park is accessible by 2 subway lines. It provides a place for kids to be themselves and preserves the sanity of parents who want kids to run wild and not bother them for too much over a couple of hours. School going children will probably benefit the most out of a half day excursion to this park.",Negative,0.9966,Positive
289,3.0,"The park is quite far from where we stay at myeongdong and we paid 13,000KRW for the cab ride. The park is free and contains a zoo (where the animals look quite sad) and there is a little amusement park when you can pay for the rides. The main highlight for us is the Seoul Children's Museum located near the main entrance.",Negative,0.7584,Positive
290,5.0,"Only covered a small part of it, as we were mostly busy with the museum, but what we saw was fun. A great big playground (with no shade though), big music fountain, a junk-made sculpture walk, a beautifully designed orangery... Lots to see!",Positive,0.9397,Positive
291,5.0,"The park was pretty good, but even better was the FREE Zoo.  Lots of animals to see, had some gardens to visit, and has a large children's museum to visit.  There are also some walkways over ponds and sculptures to see as you walk around.  There was also food stops encase you needed something in a rush but I saw many people bringing in lunches.",Positive,0.9109,Positive
292,5.0,"Excellent place to bring your kids with the free zoo and exhibits. Do spare time for the children's museum as well, plenty of the little ones to explore inside.",Positive,0.8442,Positive
293,4.0,"Visited with my 14 month old while on holiday in Seoul. The Children’s Museum is fantastic and has a really nice toddler play area, the park is lovely and we had a pic nice in the grass and enjoyed the botanical garden and walking around. However it was really sad to see animals like a lion, elephant, leopard and tiger looking sad in small enclosures. Young children are equally happy seeing farm animals so I would have been perfectly happy just with the goats and ponys.",Positive,0.9827,Positive
294,5.0,"Nice children's park mainly consisted of a zoo and an amusement park. We were surprised to see the admission is free. Also, wonderful place to enjoy flower blooming and fall foliage. - How to reach: It's accessible via both of Metro Line #7 Children's Grand Park and Line #5 Achasan. - Also good place for other ages as well as children. There are nice botanical garden, ponds, outdoor sports complex, too. - The zoo has many kinds of animals. Considering the admission is free, it's really satisfying. Feeding time will be fun even though we missed it. - There's a multi-storied pavilion. Unfortunately, it seemed unable to go up. - Attractions at the amusement park aren't free. The scale isn't that big.",Positive,0.9907,Positive
295,4.0,"Visited when I did a trip around Seoul, there is many things to see in Seoul but I wanted to take our 7 year old grandson here",Positive,0.0,Neutral
296,5.0,"This is great piblic park for family, there are a lot of interesting spot like children museum (1,200 won), free kids zoo, music fountain, amusement park. You can take subway to children's grand park line 2/line 7 exit 4 or you yan take local bus No. 721 from city hall st.",Positive,0.9423,Positive
297,4.0,"This park is huge and so beautiful during Autumn! We took lots of pic and enjoy ourself almost one whole day here! We went during Sunday and not crowded at all. Maybe during Nov most tree leaves already fall. But we still manage to snap photos with leaves on some trees :)  There is a convenient store near to the play ground where you can get some microwave warm food.  Zoo is free and interesting, my kids love it. But definitely not for animal lover. All animal in zoo I felt is sad and lifeless. The elephant seem like had a depression, sad.  Playground is big and fun!  We did not visit the children museum.",Positive,0.9728,Positive
298,5.0,fun entertainment loads of activities for young ones please visit once to have a wonderful experience,Positive,0.9022,Positive
299,4.0,"Last March I went there on a rainy day but the place was still beautiful, with cherry blossoms and tulips. Went there this time in early Nov. and the place was lit with autumn colors (maples and ginkgos). It was a sunny day. There were many children, mainly young students on school tours. Seoul children are so lucky, to have a lovely and huge playground with a zoo. For adults it is also great to spend some hours walking in the beautiful and tranquil park. The internal amusement park is located at a far corner hence it does not disturb those who love quietude. If you like children, this is a place to see them bursting out with joy and laughter.",Positive,0.9963,Positive
300,5.0,"The park is huge. There are children’s museum, amusement park and also zoo. It was so nice walking with the kids and the roads are big to push the strollers. Alot of things to explore and the kids definitely enjoyed it.",Positive,0.9248,Positive
301,4.0,"It's a huge park with probably everything in it - a park, a zoo, a playground, an amusement park, etc. You can easily spend half a day there on a day with nice weather. There are also strollers for rent with very reasonable price so there's no need to carry your own stroller in the subway all the way there. The zoo and amusement park may be small but perfect for our five-year-old. The foodcourt is not so bad. But it would also be nice to bring lunch and have a picnic in the park.",Positive,0.962,Positive
302,5.0,"We went to the Seoul Children’s Museum before heading down towards the park. It’s pretty well spaced out with a timed water fountain which leads to an open playground for kids, and towards a small-ish zoo. Great outdoor fun for the kids for free!",Positive,0.9459,Positive
303,4.0,"First, do not visit on a Monday as the children museum will be closed. Easily reached via metro station, very big place that has playground, a mini zoo, amusement park. We visited the amusement park and believed due to weekday only 5 rides are opened and both my kids are shorter than 120cm, left omly 3 rides to play. You can purchase the rides in 1 ride, 5 rides or day pass. No sharing between kids. Rides that need parents accompanied need extra ticket at adult rate. But the staffs were extremely nice, especially the seniors staffs, they open up rides for my kids and even allow us to join them for free, I'm very very grateful and appreciate for such kind gesture. They have really make my day especially it was raining whole day in Seoul whereby my kids don't have the chance to play the sandy playground. We also catch an animal show despite we don't understand korean, it was very entertaining seeing the animals performing. In the park, you CN also see many elderly exercising, playing with their friends. The park is big and we did not manage to finish as it was raining on and off. But overall, so long you have kids, you should pay this park a visit, did I forget to say, entrance is free!",Positive,0.9936,Positive
304,4.0,Visited Seoul Children's Grand Park during Summer and it was a great trip. Went there at about 4pm and there was the music fountain show. Walked around the area a bit before heading towards the zoo and it was already closed. Be sure to reach earlier if you intend to visit the zoo and the various museums there since they close pretty early.,Positive,0.9136,Positive
305,5.0,"We brought the kids to Seoul Children's Museum and went around the Seoul Childrens Grand Park. The place was huge and there was a big zoo, botanical garden, amusement park and skate park. After a few hours of visiting the above places, we eventually made our way to the Children's museum. The museum is more suited for younger kids below 10, as our 11-year old found it a little boring. There were 3 levels in the museum and the kids had a lot of fun playing. The staff stamped out hands on the way in so that we could re-enter if we wanted to visit the cafe or restrooms. Overall the place is very clean and accessible, and I would recommend this to families with young children.",Positive,0.937,Positive
306,4.0,It was raining so there were not many people in the park. Early April was the cherry blossom time and the visit was quite worthwhile despite the difficulty of taking photos (with the lens getting wet every few seconds). The amusement park was not in operation in the rain for safety.,Positive,0.8414,Positive
307,5.0,"This is the BEST, MOST AWESOME, CLEANEST, WELL-MAINTAIINED, museum for kids. My toddler 23months wnjoyed the toddlers area - crawling, climbing, sliding, and pretend house play. My 12 and 7 years old enjoyed the water play area, construction area, the wheel chair experience, digital art, and so much more. We stayed 10am to 4pm, and they still can't get enough. It was really a fun fun day.",Positive,0.9792,Positive
308,5.0,"If you have kids, this is definitely a worthwhile place to go!  Can you imagine going to a park whereby one can do picnic, comes with a zoo and an amusement park? And thats not all... its FREE! (Free except the amusement park rides)  So, do include a day to this place in your itinerary! ✌️😉",Positive,0.7738,Positive
309,5.0,"Zoo, botanical garden, rainbow fountain are free of charge. Amusement rides, animal show and children museum requires entrance fees. Springtime can see a lot of Cherry blossom flowers too. A good place to have picnic here.  Easy to spend half day here with family. Suggest to spend a full day with young children.",Positive,0.891,Positive
310,5.0,"There are so many things to do at Grand park. We went in winter, so spent most of our time in the children's museum. Amazing place to spend a few hours with a 3yr old and one year old. I think it would be good for anyone up to 6-7 years. Also, super-duper able. Maybe $10 for the whole family.  Lots of other great stuff in Grand park but most if the rest would be good in warm weather",Positive,0.9337,Positive
311,4.0,"The park is huge with a bit of everything. The zoo is free and is a good size for small children to meet a few new species.  When I was there, there to be a show (not free) but since everything except the price was in Korean, I have no idea if I should go see the show or not.  If I only have a day or two I’d skip the park, but if you have time, the place is very relaxing.",Positive,0.771,Positive
312,5.0,"Huge park with play area, zoo, flower garden and science museum. It’s full day activity, all family members will enjoy. Must visit.",Positive,0.7845,Positive
313,4.0,I have visited this place several times during my years in Seoul and had to get in one more before leaving. The questionable rides with their knockoff paintings are a trip to check out.,Positive,-0.296,Negative
314,5.0,"Definitely a good place for kids to have fun, there is a theme park and a zoo in this place so it should fill up the whole day",Positive,0.836,Positive
315,5.0,Beautiful park that we were able to walk through to avoid the main road and all its noise. Really peaceful and lots of places to drink and snack. Plenty of toilet facilities as well.,Positive,0.807,Positive
316,5.0,"The children's museum was such an amazing place for kids. One could easily spend the whole day at the museum and the park. Be prepared to spend more than 3 hours here if you bring your kids to the museum because there's just so much activities for them to do. Ticket were very reasonably priced, which is a huge bonus point!",Positive,0.9215,Positive
317,1.0,"The park itself was fine but we were so disturbed by the living conditions of the animals at the zoo that we did not enjoy the overall visit. The living spaces were incredibly small. Three zebras were kept in an area smaller than most backyards. It was very hot that day and we were saddened to see that few animals had areas to cool off in even a small pool of water. Most of the animals were pacing back and forth in their tiny living spaces, no doubt due to boredom. one of the fox seemed to have an eye infection. The elephant looked so sad and lonely. Some had little shade and no grass. This zoo would should reduce the number of animals and improve the condition of the animals by increasing living space and focusing on improved care.",Negative,-0.9547,Negative
318,5.0,"This Park has it all including a zoo, a children's museum, kid's auto park, amusement park with rides, playground, outdoor concert hall, Anistory where they have plays/musicals and the Music Fountain.We accessed this Park from the Seoul Children's Grand Park Subway Station exit #1.There are plenty of drink vending machines in the park and also a couple of small restaurants and canteens that sell food as well. We ate at the Fried Chicken Restaurant that's located right next to the Anistory.We spent about 20,000 krw for a family of 4. Plus there are bathrooms with baby changing stations located all throughout the park which was very convenient. If you go I would allocate at least 4 hours for this park but you could easily spend a whole day here.",Positive,0.7506,Positive
319,5.0,"You can easily spend the day in this huge park. tons of things to view, to taste, to experience. A top notch place for kids. Strongly recommend.",Positive,0.8564,Positive
320,4.0,"Like the name, Children's Grand Park, this place is suitable for kids and family. Many attractions to be seen, most of all are free. We spent 3.5 hours was not enough.... you even can spend a whole day here...... for day to night to explore whole area.  There are zoo, theme park, monkey bars, garden, many more...  We need to come back to explore more.  One thing that need to be improved is about food. Need more stands / small stores that provide foods such as in myengdong street food.",Positive,0.9287,Positive
321,5.0,this place is near my home and i usually go there for a walk. this place is really nice. they have a zoo too their but it's not that big but enough to entertain you. it is also a good place to workout.,Positive,0.8337,Positive
322,4.0,"After visiting Everland with its terrible queues i enjoyed Grand park for its quietness and free access. there is a decent zoo which is FREE! nice place to walk around, eat, sleep on the grass at sunny day. very good fountain with music show.",Positive,0.9619,Positive
323,5.0,"An amazing children's museum for a range of ages. Went with two children aged 4 and 1.5 and both were enthralled by the mix of activities. Set aside several hours to go floor by floor through the activities including those focused on construction, space, farming, indoor maze, etc. Having visited similar museums in a half dozen countries, this is by far (and by a wide margin) the best.",Positive,0.891,Positive
324,3.0,"Its not a touristic must see destination, but a good spot to spend a day with young kids doing various activities...",Negative,0.5927,Positive
325,5.0,"This is one of Seoul's best values for the family or anyone really. It's an old huge park that has many things to do for all types of people whether young or old. One of the highlights is the amusement park which is not huge but good for children up to high school kids. The rides aren't huge but big enough for kids to enjoy and you can purchase single ride tickets too.  There's a smallish zoo that kids would love. Also, there are a couple of playgrounds for kids to romp around in. If the weather is good, I would recommend taking a day or half a day and walking around.",Positive,0.9557,Positive
326,2.0,"This large park in amongst the buildings is supposedly all about the kids. There is an amusement park with rides, a small zoo and theatre within the park. The zoo is horrendous. ...awful enclosures, the animals are lacking stimulation. I was mortified to see a vending machine selling food for the animals- people were encouraged to feed the animals. I saw some young adults throwing food at, not to, thr chimp and baboons. Awful behavior. The chimp enclosure is disgusting. ..the guinea pigs had a better home. Also the big cats and elephant have very small enclosures too. It broke my heart. Many exhibits were closed to prevent the spread of bird flu (so the signs said). Lots of old people meeting up for dating and walking group within the park. The botanical gardens within the park were awful too....totally indoors! Not really a garden, more like a green house. I was disappointed by my visit.",Negative,-0.8987,Negative
327,4.0,very open place to walk around and see Korean families. good place to take photos and get away from the city life.,Positive,0.4404,Positive
328,5.0,"Fresh air with many small lovely corners, a place to visit when cone to Seoul,very close to Public transportation",Positive,0.7269,Positive
329,5.0,"The place is big... if you have young children, walking from one end to another is a challenge.  2-3 playgrounds. One decent sized amusement park with a range of rides.  The children's museum is not expensive but is packed with 4 floors of displays and activities. It is similar to the children's museum in Ottawa. There is enough English signage on the displays.  We went in march so weather was still chilly and the foliage was bare. It would be so much better in spring/summer months!!",Positive,0.7751,Positive
330,5.0,"Fun place to visit, especially if you have kids with you. Basically an all-in-one park. They have several zoos, playground (very large and themed too!), picnic areas, pools (if I am not mistaken, it was closed for maintenance when I was visiting), lots of gorgeous plants and trees. The area was well-taken care of. I felt like I was in a TV show hahaha. Awesome for kids as well. I saw lots of kids having fun by themselves there. Easy access to the subway. Close to Sejong University, where I was staying. Admission was free! I spent a good 2 hours just sightseeing. Great for solo wanderers who wants peace from bricks and skyscrapers. Also safe for female travelers. They even have background music along their alleys. Oddly creative, I must say.",Positive,0.994,Positive
331,5.0,"My 4 year old boy loved it, did not want to leave, and says he wants to fly 8 hours to go back there. Tomorrow.  So the rating I gave here refers purely to the Museum, and not to the park.  This Museum is a very interactive museum designed for young children, probably best for those between 4-7. Spread over 4 floors, to the kids, it will be 99% play and 1% learning. There are explanations in English as well as Korean, but I doubt if the kids are going to read these. Straight to the fun.  We had originally allocated one day to cover both the Children's Grand Park and the Seoul Children's Museum, which share a compound. During winter, half a day in the Park (free admission; pay for specific rides) is sufficient. But as mentioned earlier, half a day for the Museum -- at least to my kid -- was not enough.  To note, there is a small café on the ground floor near the entrance. But to really have a meal, the little mall across the road is probably more suitable.  There is an admission charge to enter this Museum.  For parents and older kids, there isn't much (else) to do.  One last point: this Museum can be accessed from the ""Children's Grand Park"" subway station.",Positive,0.9639,Positive
332,5.0,"Among all the activities, the lighting works in the fountain with music is remarkable. After sunset, you must spent some time there to make your trip unforgettable.",Positive,0.5574,Positive
333,5.0,"Very well done. This museum merits its own TripAdvisor listing as to not confuse it with the other children's museum in Seoul. Four floors of activities and all signs in English as well as Korean. My 6 year old and nearly 4 year old loved it. A bargain at USD12 (equivalent) for the three of us. About 10-15 minute walk from Line 5, Gunja station. Easy to find and most enjoyable. Three hours flew by - and my kids didn't want to leave. Very nice section in the basement level focused on building empathy - I was impressed with the inclusion of small wheelchairs and walking stick (for the blind) to be used along a small course.",Positive,0.9791,Positive
334,1.0,"While this park is okay (nothing too special) the zoo area is totally depressing. It can be really hard to see the animals penned in such small enclosures. In Seoul, there are dozens of other parks and even a better zoo. I would really advise travelers to not go to this place. If you want amusement rides, you can find several other amusement parks in and around Seoul to visit that don't have such a sad portion to their park.",Negative,0.7946,Positive
335,5.0,"We stayed nearby the park. I walked to Children's park almost every morning until I checked out to hotel. I couldn't believe my eyes that this park is really huge and grand! To me, it was amazing! I love this park on top of all parks. The feeling was good while walking (really long up and down walk) that you could actually explore many places in it.  There was a cafe that you could get a good souvenir and helped the children from the other side of the world. There was a massive grand orchestral open air hall that I sat there and listened to classical music (scheduled and not open as yet especially in Winter depending on the time schedule).  The breeze was so cool and warm sunshine. The other side has tin man park with all unusual shapes and sizes in forming different art piece for adults and kids. Wings chair, playground and hopping scale towards the dustbins (if you still have kids heart, you know what I'm talking about~ lol). You too can play as it said adults are allow to play. Please read the sign before playing and keep it tidy.  There is a mini zoo but closed during Winter (I was disappointed for not able to visit) and botanica garden. You might want to bring your kids or friends could visit during other season of time. On the other side, there was a huge theater and performance place that only opens at 10am (Korea Time) but I usually take my early walk and I skip this.  Lots of people walking and exercising in this park. You can go to a special training animal place and find out more when they open at 10am. A water park centre is also there too. By, now you will be thinking, are you serious? YES! I wish I could have more time for it! There are pagoda, some resting place, a bridge, many many sculptures and historical monuments, also a garden of nice flowers (Winter no longer can be seen).  Don't miss the Cafe as you can see coffee seed plant at other season. Music pieces too. I love arts, science and music with coffee and you would definitely see my reviews will be based on this.  It was a good experience staying in the neighborhood with nice landlady, good shoe seller (aunty who is dedicated) and lots of food surrounded. Easy to get your amenities at the convenience shops too!  Check this park out and I truly hope you will love it! Entrance is free!",Positive,0.998,Positive
336,5.0,"Seoul Children Grand Park is a good place to see Cherry Blossom on April. Crowd but the space is big enough for you to take a rest, eat some snacks, sit in the grass and enjoy the beautiful Cherry blossom! There is also a zoo inside the park!~ Recommend visit on April^^",Positive,0.9548,Positive
337,5.0,We went during the MERS scare so it was quite empty. but my husband and teenage daughter had such an amazing time,Positive,0.5504,Positive
338,5.0,"We traveled to Seoul with 2 young kids for 5 days and mainly focused on things to keep the young ones occupied with. The Children's park & the adjoining museum were fantastic. We ended up visiting it twice. The Grand Park on a sunday, had a carnival-like atmosphere with lots of stalls selling things, food vendors as well as play zones. The park offers up-close interaction with horses and a few other animals. The wild animal enclosures were well maintained and my kids had a great time viewing their occupants. We wrapped up our visit with a quick bite at a lovely little Italian restaurant just outside the Grand Park. Great way to spend time in Seoul!",Positive,0.9836,Positive
339,4.0,"The entire park is a good place for kids to roam. There are at least two playgrounds where kids can use the facilities. We paid 500won for free play of traditional Korean games and also arcade games at the stage area (just near the entrance).  For the museum, it will be worthwhile to go in earlier so that your kids can have more time to explore all the stations. The driving centre was closed when we went there at about 3 pm on a Saturday.  There is a lack of restaurants around so it will be good to pre pack some food in case your kids are hungry. The only food place we can get is the small cafeteria at the museum.  Most of the zoo enclosures were closed or empty (probably due to winter and the bird flu season) so do not expect to see much from the zoo.",Positive,0.802,Positive
340,4.0,2nd largest park in seoul. Many activities and sights to enjoy all for free! For amusement park you gotta pay but i don't really recommend you. Others are mostly free and just clean and wonderful place to visit. Especially its real beauty on march to april due to flower season,Positive,0.9711,Positive
341,4.0,"I currently live as an expat right beside the Children's Grand Park. I walk through it everyday. This park is huge (3 km around) as it used to be an 18 hole golf course. One reason to visit the park is just to sit, relax, enjoy the sites (zoo, gardens, amusement park, exercise stations are good to see too), but also, it's a great place to see how regular Seoul families enjoy their day off. The kids are adorable, the parents are attentive and the older crowd seem busy staying in shape. If you can catch a lawn bowling tournament or a badminton game, you're in for a full sight. In July and August you may want to bring bathers or a set of dry clothes for little kids as there's a great stream/water pond to play in near the centre of the park. And don't miss the flowers. The park gardeners have done an excellent job ensuring there's always something in bloom. Spring is especially pretty in cherry blossom season. Use Subway Line 7 for easy access (parking is a pain on the weekends).",Positive,0.9933,Positive
342,4.0,"This park has lots of activities including a few playgrounds, different parks to walk through and play and a zoo which was free (!!) that had all the big African cats, tigers, bears, elephants, monkeys and more. The zoo enclosures allowed you to see the animals really close which was cool. There is also an amusement park, water play area, lots of shaded picnic areas and also a paid children's museum. Area is quite large and you can rent strollers at the park for us$3 a day which is good value. Food outlets also on sight. Worth a visit to entertain younger kids for a day. Minus 1 star as the location is a bit far from the city centre - about 30-45min taxi ride depending on traffic (costs about us$15 in orange taxi). There is a subway train station out front which may be potentially quicker. With it though given the large free play area and zoo for kids!",Positive,0.9776,Positive
343,3.0,My child is six and wanted to spend most of his time at the amusement rides. However he was deemed too short to ride most even with an adult - and even the dodgems which was a surprise. So the rides were limited. We also tried to go to a part of the park where kids can drive little cars but it was all shut up and didn't look to be used much. We didn't get to the zoo part.,Negative,0.2144,Positive
344,5.0,"We came as a family of 3 with our 3 year old daughter. We came here for the day. My review is very similar to others - there are several playgrounds, a water playground, lots of gorgeous paths to walk, an amusement park aimed at older children and adults, as well as numerous places to grab a snack or drink. It was easy to find as well. We took Line 7 to Children's Grand Park stop, then exit 1. Park is free of admission, unless your child wants to participate in the amusement area or ride an animal in the zoo. If you are looking for somewhere that your kids can just run and play out some energy after a lot of sight-seeing, this is the perfect place.",Positive,0.9786,Positive
