,Unnamed: 0.1,index,Unnamed: 0,덕수궁부정단어리뷰,index.1,단어,번역
26,26,26,489,Deoksugung 1000 for adults is one of the Five Grand Palaces of the Joseon Dynasty located next to Seoul Plaza and City Hall in the city centre Opening hours are 9am to 9pm closed Mondays  This palace served as the residence of the Royal family twice during late 16th century and then again at the turn of the 20th century providing well preserved buildings of traditional Korean and Western architecture  Here you will find a collection of traditional Korean style entrance gates lovely inner courtyards worship and residential halls pavilions and landscaping all quite similar to what you see at the much larger Gyeongbokgung and Changdeokgung Palaces You can also watch Changing of the Guards ceremonies here at Daehanmun Gate  Two unique inclusions at Deoksugung include the Western style buildings at Seogeodong Hall which was built in European style in 1910 and the adjacent building used to house the Museum of Modern and Contemporary Art MMCA  Deoksugung branch  One of the things we very much enjoyed about visiting Deoksugung during the autumn was the fantastic fall foliage display seen throughout the palace grounds There were numerous spots where we found multiple colours of tree leaves that made for lovely photographs The autumn scene here was considerably more impressive here than at other palace grounds visited during this trip to Seoul  We were however disappointed to find the MMCA Deoksugung Art Museum closed during the time of our visit There was no indicated closing on the MMCA or Deoksugung websites nor at the place entrance which was odd  Overall we quite enjoyed spending time at the Deoksugung Palace Not only was it exceptionally beautiful this time of year but we found it more management a place to visit compared to larger palace grounds around Seoul You can comfortably browse Deoksugung in 3045 minutes or longer if you want to visit more leisurely This is a very good and cheap attraction visit to consider making during trips to Seoul,26,much,덕수궁 성인용 덕수궁 1000은 도심의 서울광장과 시청 옆에 위치한 조선 5대 궁궐 중 하나로 개관시간 오전 9시~오후 9시 매주 월요일 휴관 이 궁은 16세기 후반 왕실의 거처로 두 차례 사용됐다. 그리고 다시 20세기로 접어들면서 전통 한국과 서양 건축의 잘 보존된 건물을 제공합니다. 여기에는 한국 전통 스타일의 출입문 모음집이 있습니다. 훨씬 더 큰 경복궁과 창덕궁 대한문에서 근위병 교대식을 볼 수 있습니다. 덕수궁의 두 가지 독특한 내포물은 1910년 유럽식으로 지어진 서거동 홀의 서양식 건물과 박물관이 있던 인접 건물입니다. 국립현대미술관 덕수궁점 우리가 아주 좋아하는 것 중 하나 가을에 덕수궁 탐방의 즐거움은 궁궐 곳곳에서 볼 수 있는 환상적인 단풍이었다 여러 가지 색의 단풍을 볼 수 있어 아름다운 사진을 찍을 수 있었다 이곳의 가을 풍경은 방문한 다른 궁궐 경내보다 훨씬 더 인상적이었습니다 서울로의 이번 여행 동안 우리는 우리가 방문하는 동안 MMCA 덕수궁 미술관이 문을 닫은 것을 발견하여 실망했습니다. 덕수궁은 이맘때 유난히 아름다웠을 뿐만 아니라 서울 주변의 큰 궁궐에 비해 관리할 곳이 많다는 것을 알았습니다. 덕수궁을 여유롭게 둘러보고 싶다면 3045분 이상으로 편안하게 둘러볼 수 있습니다. 서울 여행 중 고려해볼 만한 저렴하고 좋은 관광지
27,27,27,504,At the time of my visit the main hall was completely under wraps for renovation That said you may find \xe2\x80\x93 as I did \xe2\x80\x93 that this compound offers more of a cool leafy break from frantic downtown Seoul than a serious competitor to the other of Seouls palaces  It has very much of a parklike layout that seems to encourage relaxing and strolling The two main structures at the time I was there were the completely incongruous neo classical Museum of Modern Art and Royal Museum buildings \xe2\x80\x93 two structures which look like theyd be more at home in Washington DC than in Seoul  The entrance fee is very modest I believe 1000 Won so it is not a great financial investment to check it out particularly in the middle of a hot day I dont know if it is worth a special trip but if you have other sights nearby lined up then its logical to stop in,27,much,내가 방문했을 때 본관은 개조 공사를 위해 완전히 숨겨져 있었는데 내가 그랬던 것처럼 \xe2\x80\x93을 찾을 수 있다고 말했지만 이 복합 건물은 광란의 서울 도심에서 시원한 녹음이 우거진 휴식을 더 많이 제공합니다. 서울의 다른 궁전에 대한 진지한 경쟁자 공원과 같은 레이아웃이 많이 있어 휴식과 산책을 장려하는 것 같습니다. 제가 그곳에 있었던 당시 두 개의 주요 구조물은 완전히 어울리지 않는 네오클래식 현대미술관 건물과 왕립박물관 건물이었습니다 \xe2 \x80\x93 서울보다 워싱턴 DC가 더 집에 있을 것 같은 두 개의 건축물 입장료는 매우 저렴합니다 1000원이라고 생각합니다. 나는 그것이 특별한 여행의 가치가 있는지 모르겠지만 근처에 다른 명소가 줄지어 서 있으면 논리적입니다.
28,28,28,505,This is included if you get the combination Palace pass It is near City Hall It is very much like the other Palaces but very nice On reflection I would not get the combination pass as in my opinion you do not need to see them all as they are much the same,28,much,이것은 당신이 콤비네이션 팰리스 ​​패스를 얻는 경우에 포함됩니다 시청 근처에 있습니다 다른 팰리스와 매우 비슷하지만 매우 좋습니다 반사에 나는 콤비네이션 패스를 얻지 못할 것입니다 제 생각에는 당신이 그것들을 모두 볼 필요가 없다고 생각합니다 거의 똑같다
29,29,29,516,Unexpected quiet and serene palace beside a main 10 lane road The serenity was so relaxing The palace building were impressive However the best thing was the changing of the guard ceremony at 11am I did not know about it so was surprised when nearly run over by the parade Got a really good view and the ceremony had many parts Took about 25 minutes and was followed by a martial arts display There were a lot less tourists here so much more enjoyable,29,much,메인 10차선 도로 옆 예상치 못한 조용하고 고요한 궁전 고요함이 너무 여유로워 궁궐 건물이 인상적이었습니다 그러나 가장 좋았던 것은 오전 11시에 근위병 교대식이 있었다는 사실을 모르고 퍼레이드에 치일 뻔 했을 때 놀랐습니다 정말 좋은 경치를 얻었고 의식에는 많은 부분이있었습니다 약 25 분이 걸리고 무술 전시가 이어졌습니다 여기에 관광객이 훨씬 적어서 훨씬 더 즐거웠습니다
30,30,30,521,Gyeongbokgung Kyongbok may be the largest Joseon Choson dynasty palace in Seoul but Deoksugung Daekso Duksoo is perhaps the most charming The central palace itself is small and empty except for the throne in the middle of the throne room but the details on the roof are exquisite The small side buildings are also worth investigating including the bizarre hybrid turnofthecentury Russian gazebo behind the main palace building Make sure to check out the impressive Buddhist bells on the grounds of the palace The contrast with surrounding modern buildings is striking and makes for a good photo But the most impressive thing to see is actually the changing of the guard where sentinels in colorful Joseon dynasty costumes parade about in front of the entrance gate If you arrive 15 or 20 minutes before the changing of the guard go inside the palace grounds to see them marching out of the gate before beginning the ceremony After a short display of martial arts theres a moment when they allow tourists to have their pictures taken with the unsmiling guards; youll only have a few minutes so if youre interested be quick to take advantage of the opportunity Check in advance for the schedule for the changing of the guard Changdeokgung may have the Piwon Secret Garden  the single most interesting Joseon dynasty site in Seoul  but the grounds are enormous; Deoksugung is much more manageable and can easily be seen in an hour,30,much,경복궁 경복궁은 서울에서 가장 큰 조선시대 궁이지만 덕수궁 대소 덕수가 가장 매력적일 것이다. 측면 건물도 조사할 가치가 있습니다. 본관 건물 뒤편에 있는 기괴한 하이브리드 턴오프 세기 러시아 전망대 궁전 부지에 있는 인상적인 불교 종을 확인하십시오. 인상적인 것은 실제로 화려한 조선시대 의상을 입은 파수들이 정문 앞에서 행진하는 근위병 교대식입니다. 근위병 교대식 15~20분 전에 도착하면 경호원 안으로 들어가 궁궐 밖으로 행진하는 모습을 볼 수 있습니다. 의식 시작 전 게이트 짧은 무술 시연 후 투어를 허용하는 순간 웃지 않는 경비원과 함께 사진을 찍기 위해 sts; 몇 분밖에 걸리지 않으니 관심 있는 분들은 빠르게 기회를 잡으세요. 경비교대 일정을 미리 확인하세요. 창덕궁은 서울에서 가장 흥미로운 조선시대 유적지인 피원 비밀의 정원이 있을 수 있지만 그 근거는 다음과 같습니다. 막대한; 덕수궁은 훨씬 관리하기 쉽고 한 시간 안에 쉽게 볼 수 있습니다.
31,31,31,522,I find that the most interesting thing about this palace compared to the others in Seoul is that shows the JoseonDaehan royal familys late attempts to Westernize which can be seen in the architecture Its a pity that so much of the palace was destroyed by the Japanese after King Gojong died The complex also contains one of the very few historic 2story buildings from old Korea Most buildings in traditional Korean architecture only had one floor,31,much,서울에 있는 다른 궁에 비해 이 궁궐의 가장 흥미로운 점은 조선 대한 왕실의 뒤늦은 서양화 시도를 건축에서 볼 수 있다는 점입니다. 고종이 사망한 복합 단지에는 고대 한국의 몇 안 되는 역사적 2층 건물 중 하나가 포함되어 있습니다. 한국 전통 건축의 대부분의 건물은 1층만 있었습니다
32,32,32,530,This palace is very small and not very interesting It consists of the entry gate a paved courtyard with a throne hall and another building in the traditional style There is also a tiny Europeanstyle garden and 2 large imposing neoclassical buildings built when Korea became an Empire at the end of the 19th century and opened up to the West One of these appeared to be an art museum with no identifiable entry from the palace grounds; the other Europeanstyle palace building was a mystery museum that was not mentioned in any guidebooks or the official Seoul Visitors Guide The sign in the front said a reservation was needed to see parts of the building but other parts could be seen without a reservation Upon entering this mystery building to visit the nonreservation parts I was ushered outside by the nonEnglish speaking staff before I could close the door behind me  clearly I was not welcome despite what was on the English signage The whole complex can probably be seen in 30mins or less The one redeeming feature of this otherwise boring place is the Changing of the Guard Ceremony This is the best show to see in Seoul and is very entertaining with a band martial arts display traditional dancing and military procedure It lasts close to 30 mins and is wellworth seeing The crowd control barriers are placed quite close to the ceremony so you get a much better view than at Gyeongbokgung,32,much,"이 궁전은 매우 작고 흥미롭지 않습니다. 입구 게이트 왕좌 홀이있는 포장 된 안뜰과 전통적인 스타일의 또 다른 건물로 구성되어 있습니다. 작은 유럽식 정원과 한국이 제국이 될 때 지어진 2 개의 웅장한 신고전주의 풍 건물도 있습니다. 19세기 말에 서쪽으로 개방되었다. 이들 중 하나는 궁전 부지에서 식별 가능한 입구가 없는 미술관으로 보였다. 또 다른 유럽식 궁궐 건물은 가이드북이나 서울시 공식 관광안내소에도 나오지 않는 미스터리한 박물관이었는데, 입구에 들어서면 건물 일부는 예약이 필요하지만 나머지 부분은 예약 없이 볼 수 있다고 안내판이 붙어 있었다. 예약되지 않은 부분을 방문하는 미스터리 건물 나는 내 뒤의 문을 분명히 닫을 수 있기 전에 비영어권 직원에 의해 외부로 안내되었습니다. 이 지루한 장소의 특징은 근위병 교대식입니다. 이것은 서울에서 볼 수있는 최고의 쇼이며 밴드 무술 전시 전통 무용과 군사 절차로 매우 재미있습니다. 30 분 가까이 지속되며 군중 통제를 볼 가치가 있습니다. 경복궁에서보다 훨씬 더 잘 볼 수 있도록 장벽이 예식과 매우 가깝습니다."
33,33,33,534,I have always wanted to see the inside of this palace Deoksugung was featured in the popular Korean drama called \xe2\x80\x9cGoong\xe2\x80\x9d or \xe2\x80\x9cPrincess Hours\xe2\x80\x9d but its so much more than that Built in the late 14th Century this palace still stands today as a reminder of Koreas rich cultural past For less than the price of using the buses in South Korea people get to walk through the royal palace grounds and see the throne room of the king The mighty throne with two golden dragons swirled in the roof over the throne gives the feeling of power and might During my time there there were two young men who performed with long sabers in an intricate dance of the ancient kings warriors If youre a nature lover the trees bushes and flowers are absolutely breathtaking I highly recommend entering the courtyard in the center and walking down the stone path to kings throne room for that is the very path that many a foreign dignitary had taken The King had a separate room for his queen servants children guests and guards so there are many rooms to look inside of The sparse furniture used back then allows the visitors to see the traditional ways of life for the King It truly is a must see while taking a tour of Seouls historical sights,33,much,덕수궁의 내부는 항상 보고 싶었지만 한국의 인기 드라마인 \xe2\x80\x9cGoong\xe2\x80\x9d 또는 \xe2\x80\x9cPrincess Hours\xe2\x80\x9d에 출연했지만 너무 많이 그 이상 14세기 후반에 지어진 이 궁전은 한국의 풍부한 문화적 과거를 상기시켜주는 곳으로 오늘날에도 여전히 서 있습니다. 왕 왕좌 위의 지붕에서 소용돌이 치는 두 개의 황금 용이있는 강력한 왕좌는 권력과 위력의 느낌을줍니다. 내 시대에는 고대 왕 전사의 복잡한 춤에서 긴 세이버를 들고 공연하는 두 명의 젊은 남자가있었습니다. 당신이 자연을 사랑하는 사람이라면 나무 덤불과 꽃은 정말 숨이 멎을 정도로 아름답습니다. 중앙의 안뜰로 들어가 돌길을 따라 왕좌로 가는 것을 강력히 추천합니다. 그곳은 많은 외국 고위 인사들이 걸었던 바로 그 길이기 때문입니다. 왕은 별도의 방이 있었습니다. 왕비의 신하들이 어린아이 손님과 경비병을 섬기는 방이 많아 당시 사용하던 희박한 가구 내부를 들여다볼 수 있는 공간이 있어 왕의 전통적인 생활 방식을 엿볼 수 있다.
34,34,34,535,Theres not much to really say about shrines and palaces but I think the Jongmyo Shrine and Deoksugung Palace is definitely worthy of your visit Youre literally walking in world history and its something that many of us young folks have taken for granted,34,much,신사와 궁궐에 대해 할 말이 많지는 않지만 종묘와 덕수궁은 꼭 가볼 만한 곳이라고 생각합니다.
35,35,35,539,We went in November and it was raining and cold We were fortunate to arrive just in time for the changing of the guards The experience was terrific and we took advantage of the photo op We happened to take a tour earlier and had learned a lot about the significance of the architecture which made this tour more interesting for us Theres not actually so much to see the buildings are sparsely decorated and you cannot go inside them but it is worth seeing nonetheless if for no other reason than to see the changing of the guard,35,much,우리는 11월에 갔고 비가 내리고 추웠습니다. 우리는 운 좋게 경비원 교대식에 맞춰 도착했습니다. 경험은 훌륭했고 우리는 사진 촬영을 이용했습니다. 이 여행을 우리에게 더 흥미롭게 만든 건축물의 중요성 실제로 건물이 드물게 장식되어 있고 내부에 들어갈 수는 없지만 경비원 교대식을 보는 것 외에 다른 이유가 없다면 볼 가치가 있습니다.
36,36,36,542,The Palace itself is not that interesting buildings that are empty of fixtures and fittings inside not much to see but the park is nice and there is a small cafe overlooking a lake The changing of the guard is great  such colourful costumes music and deliberate ceremony we loved it Over 65s get in for free and low cost for others Worth turning up for the ceremony which takes place at the entrance to the palace so no need to go inside,36,much,궁전 자체는 그다지 볼 것이 많지 않은 내부 비품과 부속품이 비어있는 흥미로운 건물이 아니지만 공원이 좋고 호수가 내려다 보이는 작은 카페가 있습니다 경비원의 변경은 훌륭합니다 화려한 의상 음악과 신중한 의식 우리가 좋아했습니다 그것 65 세 이상은 무료이고 다른 사람들은 저렴한 비용으로 입장 할 수 있습니다. 궁전 입구에서 열리는 의식에 참석할 가치가 있으므로 내부에 들어갈 필요가 없습니다.
37,37,37,547,Deoksugung Palace and gardens is a mustsee in the middle of Seoul  just across from the City Hall  Seoul Plaza The entrance is via the impressive Sumumjang gate where a changing of the guard ceremony is regularly held Entrance is cheap  free if you are 65 or over and have a passport or driving license They sell a handy little guide book which will fit in your pocket and costs just 500 Won Over the years much restoration work has been needed reflecting Koreas troubled past and rather inconvenient neighbours But the various structures are well worth looking at and on a fine day with the trees in blossom it is a magical place to stroll round,37,much,덕수궁과 정원은 서울 한복판에서 꼭 가봐야 하는 곳 시청 맞은편 서울광장 입구는 정기적으로 근위병 교대식이 거행되는 인상적인 숨창문을 지나고 있습니다. 65세 이상이고 여권이나 운전면허증 주머니에 쏙 들어가는 작은 안내책자를 500원에 판매합니다. 지난 세월 동안 한국의 고통스러운 과거와 오히려 불편한 이웃을 반영하는 많은 복원 작업이 필요했지만 다양한 구조는 볼 가치가 있고 볼 가치가 있습니다. 꽃이 만발한 나무가 좋은 날에는 산책하기 좋은 마법의 장소입니다.
38,38,38,550,Well here is the main place in Seoul I recommend for a couple or family Here is much smaller than Gwanghwamun Gate near here Especially Seokjojeon Hall I love this place,38,much,자 여기가 서울의 메인 장소입니다 커플이나 가족에게 추천합니다 여기 근처 광화문보다 훨씬 작습니다 특히 석조전 나는 이곳을 좋아합니다
39,39,39,556,This is a very nice park to sit and walk in and the added bonus are the palace buildings This part of Seoul has limited green space left over and it allows you even in the winter to sit in a bit of peace for as little as US 1  It has a number of nicer building to look at  one always wonders how much is really old and how much has been restored  And with respect to the ceremonial guards  checkout all the glued on moustaches and beards ;,39,much,이것은 앉아서 걷기에 아주 좋은 공원이며 추가 보너스는 궁전 건물입니다. 서울의 이 부분에는 녹지 공간이 제한되어 있으며 겨울에도 US 1만큼 조금이라도 평화롭게 앉을 수 있습니다. 보기에 더 멋진 건물이 많이 있습니다. 실제로 얼마나 오래되었고 얼마나 많이 복원되었는지 항상 궁금합니다.
40,40,40,557,Most hotels concierge will tell you theres nothing much to see here But this palace is quiet has a mix of architecture styles and is quite interesting Do not miss the changing of guards ceremony and check with hotel the timings especially during winter if too cold apparently there is no ceremony In the Seokjojeon hall theres an interesting guided tour foreigners follow the Korean group with audio guide about King Gojong and his son Sunjong the last monarch of Korea Sadly the Korean tour moves very quickly from room to room and those listening to audio guides are ushered out to another room before its finished The audio guide is very informative,40,much,대부분의 호텔 컨시어지가 여기에 볼 것이별로 없다고 말할 것입니다. 그러나이 궁전은 건축 스타일이 혼합되어 있고 매우 흥미 롭습니다. 근위병 교대식을 놓치지 말고 특히 겨울에 너무 추운 경우 호텔에 시간을 확인하십시오. 의식 없음 석조전 홀에는 흥미로운 가이드 투어가 있습니다. 외국인은 고종과 그의 아들 순종에 대한 오디오 가이드와 함께 한국 그룹을 따릅니다. 슬프게도 한국 투어는 방에서 방으로 매우 빠르게 이동하고 오디오 가이드를 듣는 사람들이 안내됩니다. 완료되기 전에 다른 방으로 이동하십시오. 오디오 가이드는 매우 유익합니다.
41,41,41,578,This is the palace that you can and should see in the evening when the lights turn it into a kind of magic The best 1 admission ever And in a city where so much is rebuilt this has some original buildings,41,much,이것은 조명이 일종의 마법으로 바뀌는 저녁에 볼 수 있고 봐야하는 궁전입니다. 최고의 입장권입니다. 그리고 많은 것이 재건 된 도시에서 이것은 원래 건물을 가지고 있습니다.
42,42,42,592,A beautiful place to sit back and relax but if you are after Temples and dont have much time in seoul I would not suggest this to be the best out of the lot  Its a nice place to have a cold drink and read a book this temple is included in the 5 palaces in one ticket,42,much,편안히 앉아 휴식을 취할 수 있는 아름다운 곳이지만 사원을 방문하고 서울에서 시간이 많지 않다면 이곳을 추천하지 않습니다. 시원한 음료와 책을 읽기에 좋은 곳입니다. 하나의 티켓에 5개의 궁전이 포함되어 있습니다.
43,43,43,596,This is a very small property since much of the original Palace land has been sold off for development The buildings that still exist are nice and there is an english brochure available for 500 won Admission is only 1000 won for adults The whole thing can be seen in under an hour Inside the walls it is very peaceful you can bring a lunch and enjoy a nice meal on one of the benches,43,much,이것은 원래 궁전 토지의 대부분이 개발을 위해 매각되었기 때문에 매우 작은 재산입니다. 여전히 존재하는 건물은 훌륭하고 500원에 사용할 수 있는 영어 브로셔가 있습니다. 입장료는 성인 1000원입니다. 전체를 볼 수 있습니다. 1시간 이내 벽 내부는 매우 평화롭습니다. 점심을 가져오고 벤치 중 한 곳에서 멋진 식사를 즐길 수 있습니다.
44,44,44,597,Following our visit to Gyeongbokgung and Changdeokgung we had some time to visit Deoksugung The history of this palace is covered extensively elsewhere and all the practical information required is in the excellent KTO page httpenglishvisitkoreaorkrenuSISI_EN_3_1_1_1jspcid264316  We bought an Integrated Ticket of Palaces which covers Changdeokgung Changgyeonggung Deoksugung Gyeongbokgung and Jongmyo Shrine This was excellent value at 10000 won  After the history lessons at the first two much larger palaces we did not join a tour as the palace is small enough to wander around independently with notes from your guidebook It is situated in delightful gardens with many seats dotted around so you can bring a picnic or rest your weary feet if you have been shopping too much in the nearby area  There is also a Changing of the Guards ceremony at this palace and the National Museum of Contemporary Art is in the same compound  Although this palace is not as big as Gyeongbokgung and Changdeokgung I gave it a five star rating because of its convenient location right in the centre of a shopping area which means you can just pop in for a quick visit and get some history and culture along with some art as well,44,much,경복궁과 창덕궁을 방문한 후 덕수궁을 방문하는 시간을 가졌습니다. 이 궁의 역사는 다른 곳에서 광범위하게 다루고 있으며 필요한 모든 실용적인 정보는 우수한 KTO 페이지 httpenglishvisitkoreaorkrenuSISI_EN_3_1_1_1jspcid264316에 있습니다. 종묘 이것은 10000 원의 훌륭한 가치였습니다. 처음 두 개의 훨씬 더 큰 궁전에서 역사 수업을 마친 후 궁전은 가이드 북의 메모와 함께 독립적으로 돌아 다닐 수있을만큼 작기 때문에 투어에 참여하지 않았습니다. 많은 좌석이있는 쾌적한 정원에 위치하고 있습니다 소풍을 가져오거나 주변에서 쇼핑을 많이 했다면 지친 발을 쉴 수 있도록 여기저기 흩어져 있습니다. 이 궁전에서 근위병 교대식이 있고 국립현대미술관이 같은 건물에 있습니다. 궁궐은 경복궁이나 창덕궁만큼 크지 않다. 나는 쇼핑 지역의 중심에 바로 위치한 편리한 위치 때문에 별 5개를 주었습니다.
45,45,45,601,Situated in the center of the city right at the subway exit Not a very big one which makes it a good choice when you dont have much time but still want to do some sightseeing Entrance is only 1 but theres additional charge for entering the museum located inside Pretty crowded among netizens during lunch time Make sure to check the schedule of changing guards ceremony outside the main gate,45,much,지하철 출구 바로 옆 도시 중심부에 위치 매우 크지 않아 시간이 많지 않지만 관광을 하고 싶을 때 좋은 선택 점심시간에는 네티즌들로 북적북적~ 정문 밖에서 경비교대식 일정 꼭 확인
46,46,46,611,What a pleasant surprise tucked next to City Hall an elaborate and accessible Changing Of The Guards ceremony apparently running all the time; very inexpensive ticket price; immaculately restored and kept grounds and buildings all in a compact space Perfect for the tourist with limited time this gives a reasonable idea of the architecture and style of the glory days of Korea just as the Japanese were taking over There is a constant delicious juxtaposition of the spacious grounds surrounded by the totems of modern life shopping malls and skyscrapers Unlike the much bigger Gyeongbokgung palace where one may feel at times transported to the 17th century at the DeoksuGung you always see the context  the value Korea places on its history and its future both A further plus is the National Museum of Modern and Contemporary Art tucked in the back of the grounds like a forgotten relative Quite tame and not really very modern the museum is now showing Masterpieces of Modern Korean Painting an interesting set of tableaux clearly designed for a Koreanlanguage audience Still its worth a visit,46,much,시청 옆에 자리 잡고 있는 정교하고 접근 가능한 근위병 교대식은 분명히 항상 진행되는 것으로 보입니다. 매우 저렴한 티켓 가격; 완벽하게 복원되고 보존된 부지와 건물은 모두 컴팩트한 공간에 있습니다. 제한된 시간을 가진 관광객에게 적합합니다. 이것은 일본이 점령했던 것처럼 한국의 영광 시대의 건축과 스타일에 대한 합리적인 아이디어를 제공합니다. 현대 생활 쇼핑몰과 고층 빌딩의 토템으로 둘러싸인 넓은 부지 덕수궁에서 때때로 17 세기로 옮겨지는 것처럼 느낄 수있는 훨씬 더 큰 경복궁과 달리 항상 한국이 역사와 미래에 부여하는 가치를 볼 수 있습니다. 더 나아가 잊혀진 친척처럼 경내 뒤쪽에 자리 잡은 국립현대미술관은 현대적이지 않은 아주 순박하고 현대적이지 않은 박물관에서 현재 한국 현대 회화의 걸작을 전시하고 있습니다. 한국어 관객을 위해 명확하게 설계된 흥미로운 테이블 세트 여전히 방문할 가치가 있습니다
47,47,47,617,Not the biggest palace but right in town and can done quickly if you dont have too much time try to assist to the guards shift change quite entertaining and explained in English,47,much,가장 큰 궁전은 아니지만 도시에 있으며 시간이 너무 많지 않으면 신속하게 할 수 있습니다. 경비 교대 근무를 도와주는 것이 매우 재미있고 영어로 설명되어 있습니다.
48,48,48,620,I enjoyed this Palace lots of history I arrived by subwayline 1 to City Hall the station stop was right at the entrance to the Palace Entrance fee was only KRW3000 which was well worth it there is so much to explore Be sure to check out the Changing of the Guard Ceremony which they do several times a day not to be missed there is also a very interesting Museum and a gift shop which offers some very colorful gifts After visiting Deoksugung check out Namdaemun Market which is a short walk away you will find anything here also a great place to grab a bite to eat,48,much,나는이 궁전을 즐겼습니다 많은 역사를 지하철 1 호선으로 시청에 도착했습니다 역 정류장은 궁전 입구에 바로있었습니다 입장료는 3000 원으로 그만한 가치가있었습니다 탐험 할 것이 너무 많습니다 그들이 하루에 여러 번 행하는 근위병식을 놓치지 마세요. 또한 매우 흥미로운 박물관과 매우 다채로운 선물을 제공하는 선물 가게도 있습니다. 덕수궁을 방문한 후 가까운 도보 거리에 있는 남대문 시장을 확인하십시오. 여기에서도 무엇이든 찾을 수 있습니다 한 입 먹기 좋은 곳
49,49,49,626,Deoksugung literally means the Palace of Virtue and Longevity in Korean or Chinese It is not well known that the Chinese was very much the official language in Korea although King Sejong created the Korean scripts in the late 15th century  I will mention the modern dimension first The place is near the City Hall One building houses the national museum of art which is not worthy its great name but holds special exhibitions I was impressed by a modern Korean painter who adopted Western techniques in his paintings Also Western style was introduced into the architecture and landscape in the compound  Without knowing the history one will not find the palace particularly interesting So let me add a historical flavor This place was used as royal places twice First was during the Korean resistance to the Japanese invasion at the end of the 16th century Since all others palaces were burned this place served as royal palace for a while It became a royal palace again after King Gojong ended his yearlong refuge in the Russian embassy in 1907 Gojong ascended the throne at the young age in 1863 and was under the influence or control of his father and later his wife He declared himself an emperor but was forced by Japanese to abdicate the throne to his son the last emperor His death and Wilsons 14 Points in January 1919 triggered the March First Movement which aimed at Korean independence,49,much,덕수궁은 한글이나 중국어로 '덕수궁'이란 뜻으로 15세기 후반에 세종대왕이 한글을 만들었지만 중국이 한국의 공용어였다는 사실은 잘 알려져 있지 않습니다. 한 건물에 국립현대미술관이 있어 이름에 걸맞지 않게 특별전시를 하고 있다. 서양화 기법을 회화에 도입한 한국 근대 화가의 모습에 감명을 받았다. 복합 역사를 모르면 궁궐을 특별히 흥미롭게 볼 수 없을 것입니다. 그래서 역사적인 풍미를 더하겠습니다 이 곳은 왕궁으로 두 번 사용되었습니다 첫 번째는 16세기 말 임진왜란에 대한 한국의 저항 기간 동안이었습니다 다른 모든 궁궐 이후 소실된 이곳은 잠시 궁궐로 쓰였다 고종이 왕위에 올랐을 때 다시 궁궐이 되었다. 1907년 러시아 대사관으로 피신한 고종은 1863년 어린 나이에 왕위에 올랐고 아버지와 후에 아내의 영향을 받거나 통제를 받았다. 스스로를 천황이라고 선언했지만 일본에 의해 강제로 아들에게 왕위를 양위 1919년 1월 마지막 황제의 죽음과 윌슨의 14개조는 한국의 독립을 목표로 한 3·1운동을 촉발시켰다.
50,50,50,657,My wife and I visited Deoksugung Palace one icy cold afternoon It was in walking distance from our hotel in Myeongdong although I later learned that it was also just one station away The palace is probably the smallest or one of the smaller in Seoul but we found it romantic The grounds were very spacious and full of trees and the architecture was colourful as with other palaces Not much to see to be honest other than a few palace buildings and the changing of the guard ceremony But there is an museam inside the palace ground that provided interesting viewing and respite from the freezing cold There is also a lovely walk around the outer walls of the palace that we thoroughly enjoyed During that walk we had a fantastic lunch at the organic restaurant that is located at the theatre If you time your visit to the palace well you can follow it up with this walk late lunch at the restaurant and a theatre show So Deoksugung is okay on its own but great and conveniently fitted in as part of a walk of the area Do it,50,much,아내와 나는 추운 어느 추운 오후에 덕수궁을 방문했습니다. 명동에있는 우리 호텔에서 도보 거리에 있었지만 나중에 한 정거장 거리에 있다는 것을 나중에 알게되었습니다. 궁전은 아마도 서울에서 가장 작거나 작은 것 중 하나 일 것입니다. 그러나 우리는 그것을 찾았습니다. 낭만적인 경내는 매우 넓고 나무가 가득했고 건축물은 다른 궁궐과 마찬가지로 다채 롭습니다. 몇 개의 궁궐 건물과 근위병 교대식을 제외하고는 정직하게 볼 것이별로 없습니다. 그러나 궁궐 안에는 박물관이 있습니다. 흥미로운 구경과 추운 날씨로부터의 휴식 우리가 완전히 즐겼던 궁전 외벽 주변의 멋진 산책도 있습니다. 그 산책 동안 우리는 극장에 위치한 유기농 레스토랑에서 환상적인 점심을 먹었습니다. 궁전 잘 레스토랑과 극장 쇼에서 늦은 점심 식사로이 산책을 따라갈 수 있습니다. 그래서 덕수궁은 그 자체로 괜찮지 만 위대하고 편리하게 지역 산책 Do it
51,51,0,317,This grounds of this palace are much smaller than most of the others in the city Entrance is only 1000kr however despite the bargain price this place is relatively empty This allows you to stroll the grounds and take numerous photos without the hoards of tourists which you will find in the other palaces,51,empty,이 궁전의 부지는 도시의 다른 궁전보다 훨씬 작습니다. 입구는 1000kr에 불과하지만 저렴한 가격에도 불구하고 이곳은 상대적으로 비어 있습니다. 이로 인해 많은 관광객 없이 경내를 산책하고 수많은 사진을 찍을 수 있습니다. 다른 궁전에서
52,52,1,379,Im not sure why its listed as a separate attraction since its part of the palace one of many buildings in the palace The buildings are replicas and are empty The story we were given is that they are afraid that if they furnish the place the furniture could be used as weapons,52,empty,궁전의 많은 건물 중 하나가 궁전의 일부이기 때문에 별도의 명소로 나열된 이유가 확실하지 않습니다. 건물은 복제품이고 비어 있습니다. 무기로 사용
