,Unnamed: 0.1,index,Unnamed: 0,남산부정단어리뷰,index.1,단어,번역
206,206,206,2438,We did not go for the observatory deck as the sights are already worth it. Take 2 wat cable as hike is too much activity even for a semi fit person (in my opinion).,206,much,우리는 명소가 이미 가치가 있기 때문에 전망대에 가지 않았습니다. 하이킹은 반쯤 건강한 사람에게도 너무 많은 활동이므로 2 와트 케이블을 사용하십시오 (내 의견으로는).
207,207,207,2454,"Suggested time to go up by around 4pm. then go straight on the love lock area and witness the sunset. After the sunset you can go to the park beside the tower and theres a show you can watch... its ideal to go up the tower by around 7pm so you can see the beautiful lights of seoul. Dont forget to buy pop corn and drinks on the ground level (before riding the elevator to tower) its much enjoyable you see the view while eating and chatting with friends. once you are at the top of the tower, dont worry theres a lot of space you can sit on :) Enjoy!!!",207,much,오후 4시쯤 올라가는 것이 좋습니다. 그런 다음 사랑의 자물쇠 지역으로 직진하여 일몰을 목격하십시오. 일몰 후에는 타워 옆에 있는 공원으로 이동하여 쇼를 관람할 수 있습니다. 서울의 아름다운 불빛을 보려면 저녁 7시쯤 타워에 올라가는 것이 가장 좋습니다. 1층에서 팝콘과 음료를 사는 것을 잊지 마세요(엘리베이터를 타고 타워로 가기 전). 식사를 하고 친구들과 담소를 나누면서 경치를 보는 것이 훨씬 즐겁습니다. 타워 꼭대기에 오르면 앉을 수 있는 공간이 많이 있으니 걱정하지 마세요 :) 즐기세요!!!
208,208,208,2460,We go on the night time due to our flight arrived in the afternoon. Plan to catch the sunset but spend too much time looking for our hostel but the view on the night time also stunning. Try the cable car for fast access to the top and video recording along the trip up.,208,much,우리는 비행기가 오후에 도착했기 때문에 밤 시간에 간다. 일몰을 잡을 계획이지만 우리 호스텔을 찾는 데 너무 많은 시간을 할애하지만 밤 시간의 전망도 훌륭합니다. 케이블카를 이용하여 정상에 빠르게 오르고 올라가는 길을 따라 동영상을 촬영해 보세요.
209,209,209,2468,"Seoul tower is a must go tower for tourists because it has a magnificent views of the buildings, places, points of interests and mountains. Went to check it out in Oct, it was great because the weather was good and sunny. We walked slowly up the hill to get on an elevator lift to the tower (free). Then reached mid upper hill had to buy a return ticket (or single one way up or down - can hike up or down the hill) cable ride to the tower. Negative was the staff will filled up the cable car (packed sardines :/) with enough tourists then start the ride. Enjoyed the great views but not really while in the cable car because can't move around to take pictures. When reached the hill top, there were steps to walk up. There was a lock place, where lovers can buy locks to write their wishes and locked it around the fences which was so romantic and a vending machine to sell flowers. After had to walk up few more steps up and there was a Korean dressed up guard standing there and behind 2 more guards were marching each side of the huge big vases (those were for guards to lit those big vases when enemies entered their provinces -old time). Because it was mid autumn festival, there was a stall that let visitors to put on Korean traditional costumes (free) then took pics with the guards. At the tower, visitors able to buy just visit the tower platform, or tickets that include hello kitty museum and comic characters museum. Both museums are small but kids loved them so much. Up to the viewing plateform, the views were magnificent and spent long time to see how Seoul formed. Seoul was surrounded by mountains, palaces were along those mountains, buildings were not tall and able to see the new develop areas and old areas. Slight dissapointed - did not have places to sit and no much service facilities if compared with Lotte world tower (from namsan world tower you can see the Lotte world tower is right opposite to each other). The ladies toilets have glass all the way down in the cubicles but abit smelly and not clean. Overall it was great experience.",209,much,"서울 타워는 건물, 장소, 관심 지점 및 산의 멋진 전망을 가지고 있기 때문에 관광객에게 꼭 가야하는 타워입니다. 10월에 가보니 날씨도 좋고 화창해서 너무 좋았어요. 우리는 타워 (무료)에 엘리베이터 리프트를 타기 위해 언덕을 천천히 걸어갔습니다. 그런 다음 중간 상단 언덕에 도달하면 타워까지 케이블을 타고 돌아 오는 티켓 (또는 위 또는 아래로 편도 - 언덕 위 또는 아래로 하이킹 할 수 있음)을 사야했습니다. 부정적인 점은 직원이 충분한 관광객으로 케이블카 (정어리 포장 :/)를 채운 다음 타기를 시작한다는 것입니다. 멋진 전망을 즐겼지만 사진을 찍기 위해 움직일 수 없기 때문에 케이블카에있는 동안 실제로는 아닙니다. 산꼭대기에 다다르자 올라가는 계단이 있었다. 연인들이 소원을 적을 수 있는 자물쇠를 사서 담을 수 있는 자물쇠 장소와 꽃을 파는 자판기 등 로맨틱한 울타리 주변에 자물쇠를 걸어두는 곳이 있었다. 몇 계단 더 올라가야 했고 거기에 한국인 복장을 한 경비원이 서 있었고 뒤에 두 명의 경비원이 더 큰 큰 화병의 양쪽으로 행진하고있었습니다 (그들은 적이 그들의 지방에 들어올 때 경비원이 그 큰 화병에 불을 붙이기위한 것입니다 -old 시각). 중추절이라 한복을 입고(무료) 경비원들과 사진을 찍을 수 있는 포장마차가 있었다. 타워에서 구입할 수 있는 방문자는 타워 플랫폼을 방문하거나 헬로키티 박물관과 만화 캐릭터 박물관이 포함된 티켓을 구입할 수 있습니다. 두 박물관 모두 작지만 아이들이 너무 좋아했습니다. 전망대까지 올라가는 전망은 웅장했고 서울이 어떻게 형성되었는지 보는 데 오랜 시간이 걸렸다. 서울은 산으로 둘러싸여 있고, 그 산을 따라 궁궐이 있고, 건물이 높지 않아 신개발 지역과 구 지역을 볼 수 있었다. 약간 실망 - 롯데 월드 타워와 비교할 때 앉을 곳이없고 서비스 시설이 많지 않습니다 (남산 월드 타워에서 롯데 월드 타워가 서로 맞은 편에 있음을 알 수 있습니다). 여성용 화장실에는 칸막이에 유리가 있지만 약간 냄새가나고 깨끗하지 않습니다. 전반적으로 훌륭한 경험이었습니다."
210,210,210,2474,"Personally I went at night, the weather was quite cold (October) at first but after walking up so many stairs, I don't feel the cold anymore. Prepare water as there are less water dispenser. Also there are not much place for visitors to rest while walking up the stairs, so brace yourself! It was also crowded when we were there, and we saw a very long line for those who are taking the cable car. But it has many stunning view and quite a number of observation areas we can enjoy while we are on our way to the top. The place with the love locks are beautiful but full of trash, so clean up after yourself after eating there. Wear comfortable shoes as you will climb alot of steep and uneven stairs.",210,much,"개인적으로 밤에 갔는데(10월) 처음에는 날씨가 꽤 추웠는데 계단을 많이 오르니 더 이상 춥지 않습니다. 정수기가 적으니 물을 준비하세요. 또한 계단을 오르면서 쉴 수 있는 공간이 많지 않으니 몸조심하세요! 우리가 갔을 때도 사람이 많았고, 케이블카를 타는 사람들을 위한 줄이 엄청 길었다. 그러나 그것은 우리가 정상에 가는 동안 즐길 수 있는 많은 멋진 전망과 꽤 많은 관찰 지역을 가지고 있습니다. 사랑의 자물쇠가 있는 곳은 아름답지만 쓰레기로 가득 차 있으므로 식사 후에는 스스로 치워야 합니다. 가파르고 고르지 않은 계단을 많이 오를 수 있으므로 편안한 신발을 착용하십시오."
211,211,211,2477,"We went to the N Seoul Tower in October. The line to enter and to buy your ticket is about 90 min, very long line. when you are in the line waiting, along the way you will find some people selling stuff like food and drinks which I think is a very good idea. when you get to the ticket centre the staff there speak English.And the way up is by elevator, before you go on the elevator they show you a short clip but they keep replaying the clip so it becomes boring. when you go up in the elevator when you come out of the elevator,the view comes and there is a candy shop on your right but tits really expensive. overall the view is nice but there isn't much to do other than take pictures. I recommend you going to the N Seoul Tower if you have never been to it, or Korea itself!",211,much,"우리는 10월에 N서울타워에 갔다. 입장하고 표를 사는 줄은 약 90분으로 매우 긴 줄입니다. 당신이 줄을 서서 기다릴 때 길을 따라 음식과 음료와 같은 물건을 파는 사람들을 찾을 수 있습니다. 이것은 아주 좋은 생각입니다. 매표소에 도착하면 직원들이 영어를 구사합니다. 그리고 올라가는 길은 엘리베이터로, 엘리베이터를 타기 전에 짧은 클립을 보여주지만 계속 재생해서 지루해집니다. 엘리베이터에서 내려서 엘리베이터를 타고 올라가면 뷰가 나오고 오른쪽에 사탕가게가 있는데 가슴은 정말 비쌉니다. 전반적으로 전망은 좋지만 사진을 찍는 것 외에는 할 일이별로 없습니다. 한 번도 가본 적 없는 N서울타워나 한국 자체를 추천합니다!"
212,212,212,2480,This tower is not very prominent in Seoul's skyline because of its small size. The actual experience was much better than expected because it makes up for this in views. It seemed like I could even see N. Korea from here. Be prepared for lots and lots of steps if you decide to walk. There are meal/ticket packages that make dining much more reasonable. Be sure to see the free cultural performance outside if you can.,212,much,이 타워는 작은 크기 때문에 서울의 스카이라인에서 그다지 눈에 띄지 않습니다. 실제 경험은 보기에서 이를 보완하기 때문에 예상보다 훨씬 좋았습니다. 이곳에서 북한도 보이는 것 같았다. 걷기로 결정했다면 많은 단계를 준비하십시오. 식사를 훨씬 더 합리적으로 만들어주는 식사/티켓 패키지가 있습니다. 가능하면 야외에서 무료 문화 공연을 관람하세요.
213,213,213,2495,"We visited during the cold season, so it was freezing up there. I've been here twice, but we only did the locks once. Tip: Bring your own locks, much cheaper. :)",213,much,우리는 추운 계절에 방문하여 거기가 꽁꽁 얼었습니다. 나는 여기에 두 번 왔지만 자물쇠는 한 번만했습니다. 팁: 훨씬 저렴하게 자물쇠를 가져오세요. :)
214,214,214,2512,"Not much to do in Seoul, so you can visit a big tower that is bathed in colorful light at night. Nice view from the cable car and from the hill the tower is on.",214,much,서울에서 할 일이 많지 않기 때문에 밤에는 알록달록한 빛으로 물드는 큰 탑을 방문할 수 있습니다. 케이블카와 타워가있는 언덕에서 멋진 전망.
215,215,215,2545,"Lovely Views from the tower at nighttime or evening, go around 7/8pm when the lights are coming on. It's much more romantic. We hung around for it to get dark which was a good choice to make. Would return :)",215,much,야간이나 저녁에 타워에서 아름다운 전망을 감상하고 조명이 켜지는 오후 7시/8시쯤에 가세요. 훨씬 더 낭만적입니다. 우리는 어두워지기 위해 주위를 어슬렁거렸는데 이는 좋은 선택이었습니다. 돌아올 것입니다 :)
216,216,216,2549,"The tower is located at the hill top. We chose to go up the hill by cable car. However, the cable car station is located at a place that not convenient for visitors.  The tower itself is not tall. The entrance fee is expensive as it does not offer much different from the sightseeing spots at the hill top. The day I visited did not have many visitors and made my visit very comfortable. I do not know if they do not have many visitors every day.  There are a lot of restaurants beneath the tower.",216,much,타워는 언덕 꼭대기에 있습니다. 우리는 케이블카를 타고 언덕을 오르기로 했다. 그러나 케이블카 정류장은 방문객에게 편리하지 않은 위치에 있습니다. 타워 자체는 높지 않습니다. 입장료는 언덕 꼭대기에 있는 관광지와 별반 다르지 않아 비싸다. 내가 방문한 날은 방문객이 많지 않아 매우 편안하게 방문했습니다. 매일 손님이 많지는 않은지 모르겠네요. 타워 아래에는 많은 레스토랑이 있습니다.
217,217,217,2562,"This is one of the main landmarks in Seoul, the waiting lines were dredful, line to the cable car, to the elevator ..etc The view to the tower is amazing cuz it's in Namsan park, but to tell the truth it wasn't really that much you can do up there haha",217,much,"이것은 서울의 주요 랜드마크 중 하나입니다. 대기 줄이 어마어마했습니다. 케이블카, 엘리베이터 줄 등 당신이 거기에서 할 수있는만큼 하하"
218,218,218,2563,"The tower its self is great. We much more enjoyed the 2nd level as it was less crowded and you got a nicer view, the 2nd level also had more information unlike the top that just seems to be about getting kids to ask their parents for lollies.  We took the cable car up. They PACK the people in so if you dont rush to a side of the cart you basically cant see anything. The cart ride isnt great so if i was to do it again i would just get the bus up.  Once you get to the base of the tower its then more money to get up. I understand they need to pay for everything but it really does feel like a tourist trap.  The view was great and Id recommend going at sunset so you can start to see Seoul light up and do its thing  Worth going but dont stress if you dont have time",218,much,타워 자체는 훌륭합니다. 덜 붐비고 당신이 더 좋은 보기를 얻었기 때문에 우리는 2층을 훨씬 더 즐겼습니다. 2층에는 또한 아이들이 부모에게 사탕을 달라고 요청하게 하는 것처럼 보이는 상단과 달리 더 많은 정보가 있었습니다. 우리는 케이블카를 타고 올라갔다. 그들은 사람들을 포장하므로 카트의 측면으로 서두르지 않으면 기본적으로 아무것도 볼 수 없습니다. 카트 타기는 좋지 않으므로 다시해야한다면 버스를 탈 것입니다. 일단 타워의 바닥에 도착하면 더 많은 돈을 벌 수 있습니다. 나는 그들이 모든 비용을 지불해야 한다는 것을 이해하지만 그것은 정말로 여행자의 함정처럼 느껴집니다. 보기는 좋았고 일몰에가는 것이 좋습니다. 그러면 서울이 밝아지고 그 일을 할 수 있습니다. 갈 가치가 있지만 시간이 없다면 스트레스를받지 마십시오.
219,219,219,2566,"This was my second attempt at checking out the tower. The first day it was too much smog so I decided not to go up to the top. At the end of the week I tried again and I was so glad that I did. I used the cable cars to gain access which offered great views. At the end of the cable car ride was a performance area, food bar and more views. Then I purchased a ticket to go up to the tower it was nice with more great views, picture opportunities and a gift shop.",219,much,"이것은 타워를 확인하는 두 번째 시도였습니다. 첫날은 스모그가 너무 심해 정상까지는 가지 않기로 했다. 주말에 다시 시도했는데 성공해서 너무 기뻤습니다. 나는 멋진 전망을 제공하는 액세스를 얻기 위해 케이블카를 사용했습니다. 케이블카 타기가 끝나면 공연장, 푸드 바 및 더 많은 전망이 있습니다. 그 다음 나는 더 멋진 전망, 사진 기회 및 선물 가게와 함께 멋졌던 타워에 가기 위해 표를 샀다."
220,220,220,2590,We've been in many towers around the globe and this one probably excited us the least. Though you can have a good view of the city and maybe the sunset timing in a clear sky day would make it much better. There is a free shuttle bus which can bring you there from the nearest subway station to avoid climbing the hill walking. Ask your hotel for information. The cable car cost 8500 and the tower ticket another 10000. Almost 20 USD/pers - maybe a bit too much... Enjoy!,220,much,우리는 전 세계의 많은 타워에 있었고 이것은 아마도 우리를 가장 흥분시켰을 것입니다. 당신은 도시의 좋은 전망을 가질 수 있지만 아마도 맑은 하늘 날의 일몰 시간은 훨씬 더 좋을 것입니다. 언덕을 오르는 것을 피하기 위해 가장 가까운 지하철역에서 무료 셔틀 버스가 있습니다. 정보는 호텔에 문의하십시오. 케이블카 비용은 8500이고 타워 티켓은 또 다른 10000입니다. 거의 20 USD/per - 어쩌면 조금 너무 많은... 즐기십시오!
221,221,221,2607,"I had read that the activities around the tower were fun, so we went up to the tower even though it was raining and overcast. Maybe the activities would be fun for a small child, but I was not entertained. The toy museum and the hello kitty museum just looked kind of pathetic from the outside, so we didn't pay to go in those. The arcade was sad, mostly claw machines (we had already experienced a claw machine arcade and lost several thousand won because the claw jolts too much).",221,much,타워 주변에서 하는 액티비티가 재미있다고 해서 비가 오고 흐려도 타워에 올라갔다. 활동이 어린 아이에게는 재미있을지 모르지만 나는 즐겁지 않았습니다. 장난감 박물관과 헬로키티 박물관은 겉에서 보기에 한심해 보였기 때문에 입장료를 내지 않았습니다. 아케이드는 대부분 클로머신이여서 아쉬웠습니다.
222,222,222,2617,"The view from the top of N Seoul Tower is amazing and the cable car ride up is also stunning! From Myeongdong station, it's not a long walk to the cable car station, though it is all uphill with a decent set of stairs at the end. There is also a shuttle bus from Myeongdong station to the cable car but we just walked. N Seoul Tower should definitely be done at night, when the tower is lit up and so is all of Seoul. One of the most amazing things about the tower is definitely the bathrooms, make sure you pay them a visit before you head back down! We didn't spent long at the top, it's actually a pretty small area, there is a small gift shop and lolly shop, however the gift shop at the base of the tower has a much better range.",222,much,"N서울타워 정상에서 바라보는 경치도 일품이고 케이블카를 타고 올라가는 모습도 멋집니다! 명동역에서 케이블카 정류장까지는 그리 오래 걸리지 않지만 끝에는 괜찮은 계단이 있는 오르막길입니다. 명동역에서 케이블카로 가는 셔틀버스도 있지만 우리는 그냥 걸어갔다. N서울타워는 당연히 밤에 해야 하고, 타워에 불이 켜지면 서울 전체도 마찬가지입니다. 타워에 대한 가장 놀라운 점 중 하나는 확실히 욕실입니다. 다시 내려가기 전에 반드시 화장실을 방문하세요! 우리는 정상에서 오래 시간을 보내지 않았습니다. 실제로 꽤 작은 지역입니다. 작은 선물 가게와 사탕 가게가 있지만 타워 아래에 있는 선물 가게는 훨씬 더 좋은 범위를 가지고 있습니다."
223,223,223,2634,"Our hotel has a shuttle that dropped us off at the cable car so we decided to take that up to the tower. Also because some family members did not wear appropriate shoes... It was earlier in the morning so no line at all. The cable car ride only took about 10 minutes. You're in between trees so the view is just ok. I would have preferred to walk up and recommend it for anyone who is capable and willing.  Walking around underneath the tower, there were some areas with ok views. Unfortunately it was a little smoggy that day so you can't see very clearly for long. We got a couple ice cream cones and sat in the back with tables and panoramic glass window looking towards Gangnam. Unfortunately the would be relaxing experience was many times ruined by people dragging chairs across the concrete that creates the most horrific high pitched sound.  Given the less than ideal visibility, we didn't pay additional to go up to the top of the tower. I think if the weather was better, especially if you have a clear night, that would have been much nicer.",223,much,"우리 호텔에는 케이블카에서 우리를 내려주는 셔틀이 있으므로 우리는 그것을 타워까지 가져 가기로 결정했습니다. 그리고 몇몇 가족들이 신발을 제대로 신지 않아서.. 이른 아침이라 줄은 전혀 서지 않았다. 케이블카를 타는 데 걸리는 시간은 10분 남짓. 당신은 나무 사이에 있으므로보기는 괜찮습니다. 나는 걸어가서 능력과 의지가 있는 사람에게 그것을 추천하는 것을 선호했을 것입니다. 타워 아래를 돌아 다니며 괜찮은 전망을 가진 일부 지역이있었습니다. 불행히도 그날은 약간 스모그가 있어서 오랫동안 선명하게 볼 수 없었습니다. 우리는 몇 개의 아이스크림 콘을 가지고 테이블과 강남을 바라보는 탁 트인 유리창이 있는 뒤쪽에 앉았습니다. 불행히도 가장 끔찍한 고음 소리를 생성하는 콘크리트를 가로 질러 의자를 끄는 사람들로 인해 편안한 경험이 여러 번 망쳤습니다. 시야가 이상적이지 않다는 점을 감안할 때 우리는 타워 꼭대기까지 올라가기 위해 추가 비용을 지불하지 않았습니다. 날씨가 더 좋았더라면, 특히 밤이 맑았더라면 훨씬 더 멋졌을 것 같아요."
224,224,224,2640,I decided to walk up and even tho I was lost 1 hour b4 I found the right path I do not regret this site! I walked from my hotel and it was worth the walk. There is lots of stairs up to where the tower is. You can definitely walk. I am not that athletic but it was ok to walk up. I rested few times. There was a place to take pictures half way up....good place to rest your tired legs. Don't forget to bring water!! When I was up there the tower is....i decided NOT to go up on the tower. Bcuz the wiew was so awesome at where I was that the tower it self was not needed. Ofc for those that want to go up to the tower....its worth it I am sure....but I just sat there on til of that mountain...under the tower and watched ppl and the wiew. That was one of my best moments in Seoul...so lovely! I drank coffee at the cafe and the wiew was like a dream! I warmly recommend this experience! I walked down the mountain too....it was much easier to go down 😊,224,much,나는 걸어가기로 결정했고 1시간 동안 길을 잃었지만 b4 나는 올바른 길을 찾았습니다. 이 사이트를 후회하지 않습니다! 나는 나의 호텔에서 걸었다. 그리고 그것은 걸을 가치가 있었다. 타워가 있는 곳까지 계단이 많이 있습니다. 당신은 확실히 걸을 수 있습니다. 운동을 잘하는 편은 아니지만 걸어서 올라가도 괜찮았어요. 나는 몇 번 쉬었다. 중간에 사진찍을 수 있는 곳이 있었는데....피곤한 다리를 쉴 수 있는 좋은 곳. 물 가져오는거 잊지마세요!! 내가 거기에 있었을 때 타워는 .... 타워에 올라가지 않기로 결정했습니다. Bcuz는 타워 자체가 필요하지 않을 정도로 내가 있었던 곳에서 너무 굉장했습니다. 타워에 올라가고 싶은 사람들을 위한 Ofc....그만한 가치가 있다고 확신합니다....하지만 저는 그냥 그 산까지 거기에 앉아서...타워 아래에서 ppl과 wiew를 보았습니다. 그것은 서울에서 최고의 순간 중 하나였습니다...너무 사랑스럽습니다! 카페에서 커피를 마셨는데 꿈만 같았어요! 나는이 경험을 따뜻하게 추천합니다! 저도 산을 내려왔는데.... 내려오기가 훨씬 수월했어요 😊
225,225,225,2650,"My wife and I went to the Tower in the evening for 2 reasons - eat at the N Grill restaurant on the top floor and see the views. Luckily we had a sunny evening so we were treated to stunning views of the sunset over Seoul. You are very high up and so the views are amazing. I thought the Observatory Deck was pretty much the only attraction but I was really surprised to see that there is actually quite a bit to see and do there with a lot of shops on each floor. So I recommend you allow for about 2 hours of time there. Getting there is very easy, cable car or a bus. If by bus, take the number 2 bus from Chungmuro Station (outside the cinema) and it takes about 20 minutes to the Tower stop. From there it's a five minute walk uphill to the Tower.",225,much,"아내와 나는 두 가지 이유로 저녁에 타워에갔습니다. 최상층에있는 N Grill 레스토랑에서 식사를하고 전망을 봅니다. 운 좋게도 우리는 화창한 저녁을 보냈기 때문에 서울의 일몰의 멋진 전망을 볼 수 있었습니다. 당신은 매우 높아서 전망이 훌륭합니다. 전망대가 거의 유일한 어트랙션인 줄 알았는데, 층마다 정말 볼거리, 즐길거리가 꽤 많고 가게도 많다는 사실에 정말 놀랐습니다. 따라서 약 2시간 정도의 시간을 허용하는 것이 좋습니다. 가는 방법은 케이블카나 버스로 매우 쉽습니다. 버스의 경우 충무로역(영화관 밖)에서 2번 버스를 타고 타워 정류장까지 약 20분 소요됩니다. 거기에서 타워까지 오르막길로 5분이 소요됩니다."
226,226,226,2665,"You can see the panoramic view of Seoul from N-Seoul Tower. It will be also very crowded as its one of the main attraction of Seoul. Too much couples everywhere Hahaha (am sad) loljk  Unfortunately, didn't try the love lock haha Hmmm maybe next time :P",226,much,N-Seoul Tower에서 서울의 전경을 볼 수 있습니다. 또한 서울의 주요 명소 중 하나로서 매우 혼잡할 것입니다. 어딜가나 커플들이 너무 많네요 ㅎㅎ (슬프네요) ㅋㅋㅋㅋ 아쉽게도 러브락은 안써봤네요 ㅎㅎ 흠 다음에는
227,227,227,2667,"There's just so much to do and pictures to take. A must see in Seoul, but walking up to the tower was a nightmare have some water and good shoes, you'll need it.",227,much,사진찍고 할게 너무 많아요. 서울에서 꼭 봐야 할 곳이지만 타워까지 걷는 것은 악몽이었습니다. 물과 좋은 신발이 필요합니다. 필요할 것입니다.
228,228,228,2678,"Better go up by cable car, it's much special. Go in the evening and see the sunset, the view is nice and it's comfortable to walk around the peak. Landmark of Seoul!",228,much,케이블카를 타고 올라가는 것이 훨씬 더 특별합니다. 저녁에 가셔서 일몰도 보시고 경치도 좋고 산 정상을 산책하기 좋습니다. 서울의 랜드마크!
229,229,229,2683,"Took the cable car up. The views were nice, but the tower felt like an abandoned mall, not much else up there to do.",229,much,케이블카를 타고 올라갔다. 보기는 좋았지 만 타워는 버려진 쇼핑몰처럼 느껴졌습니다. 거기에서 할 일이별로 없었습니다.
230,230,230,2711,"We went there in the morning and even though it was sunny it was a bit hazy...nevertheless we very much enjoyed the views (360 degrees). On the way back our guide took us to the park below the tower. They have hundreds of colorful locks with names on them (professing eternal love). And of course we left one (we are told they are periodically removed). A few steps away, we dressed up on the traditional Korean costumes....overall, a very nice experience.",230,much,우리는 아침에 거기에 갔고 맑았음에도 불구하고 약간 흐릿했습니다. .. 그럼에도 불구하고 우리는 전망 (360도)을 매우 즐겼습니다. 돌아오는 길에 가이드는 우리를 타워 아래의 공원으로 데려갔습니다. 그들은 이름이 새겨진 수백 개의 다채로운 자물쇠를 가지고 있습니다(영원한 사랑을 고백함). 그리고 물론 우리는 하나를 남겼습니다(우리는 그것들이 주기적으로 제거된다고 들었습니다). 몇 걸음 떨어져서 우리는 한국의 전통 의상을 입었습니다....전반적으로 아주 좋은 경험이었습니다.
231,231,231,2717,"I have visited this kind of towers many times, I didn't expect too much. But the tower stands the top of hill, and the view is much more beautiful than the others!",231,much,"나는 이런 종류의 타워를 여러 번 방문했지만 너무 많이 기대하지 않았습니다. 그러나 타워는 언덕 꼭대기에 서 있고, 그 전망은 다른 것보다 훨씬 아름답습니다!"
232,232,232,2724,"I visited this place just right at the moment sun goes down. The beautiful view from the park with the lovelocks, a citylights of seoul, the tower itself, really memorable. But, this place need a scheduled buses to take the visitors from the bottom to the up above. So it will so much helpful without waiting for too long.",232,much,"해가 지는 바로 그 순간에 이곳을 찾았다. 러브락이 있는 공원에서 바라보는 아름다운 풍경, 서울의 도시 불빛, 타워 자체가 정말 기억에 남습니다. 그러나 이곳은 방문객을 아래에서 위로 데려다주기 위해 정기 버스가 필요합니다. 너무 오래 기다리지 않고 매우 도움이 될 것입니다."
233,233,233,2729,So much to see! It is quite a bit of walking so be prepared! There is a lot of food and sights to see there! Enjoy! Asp bring a lock to lock while you're there with your loved one!,233,much,볼 것이 너무 많습니다! 꽤 걸어야 하니 준비하세요! 먹거리와 볼거리가 정말 많아요! 즐기다! Asp는 사랑하는 사람과 함께 있는 동안 잠글 수 있는 자물쇠를 가져오세요!
234,234,234,2739,The tower provide a stunning view of Seoul.  But I personally think that it is unnecessary to enter the observation area. You have to pay like KRW 8000 for the entrance. And the view is pretty much the same with view you can get on lower level.,234,much,타워는 서울의 멋진 전망을 제공합니다. 하지만 개인적으로 전망대에 들어갈 필요는 없다고 생각합니다. 입장료는 8000원 정도 내야 합니다. 그리고 보기는 낮은 수준에서 얻을 수 있는 보기와 거의 동일합니다.
235,235,235,2743,"We enjoyed the walk up to the base of the tower. Once at the base, we enjoyed the limited views (due to pollution) and felt that we wouldn't gain much by going up the tower. The entrance fee is overpriced if the view is limited. We got great views a few days earlier from a mountain in bukhansan park. Walk up only took 20 mins.",235,much,우리는 타워 기슭까지의 산책을 즐겼습니다. 일단 기지에 도착했을 때 우리는 제한된 전망(오염으로 인해)을 즐겼고 탑을 올라가도 많은 것을 얻지 못할 것이라고 느꼈습니다. 전망이 제한된 경우 입장료가 비쌉니다. 우리는 며칠 전에 북한산 공원의 산에서 멋진 전망을 얻었습니다. 올라가는데만 20분이 걸렸다.
236,236,236,2748,"This tower beckons us to visit when we sight it from afar in and around Seoul. And visit we did. There is so much to see and do at this tower and its surrounds. We took bus No 5 from Myeongdong. Cars and taxis are no longer allowed past a certain point. So the recourse is to go by bus or cable car. I'm glad we didn't take the cable car for the queue going back down was insanely long. The bus brings you right up to the base of the tower. This tower should be nicknamed Seoul's or Namsan's Love Lock Tower. The variety of, the shapes they form and the insane number of love locks stretch along different walkways are supported by zones - Heart Lock zone, Shiny Love zone, love seats etc. And if you are lucky, you might catch the filming of a love scene like we did!",236,much,"이 타워는 서울 안팎에서 멀리서 보면 꼭 가보고 싶게끔 손짓합니다. 그리고 우리가 한 방문. 이 타워와 그 주변에는 볼 것과 할 것이 너무 많습니다. 우리는 명동에서 5번 버스를 탔다. 자동차와 택시는 더 이상 특정 지점을 지나갈 수 없습니다. 따라서 수단은 버스 또는 케이블카로 이동하는 것입니다. 다시 내려가는 줄이 엄청나게 길기 때문에 케이블카를 타지 않은 것이 기쁩니다. 버스는 당신을 타워의 바닥까지 데려다줍니다. 이 타워는 서울의 또는 남산의 사랑의 자물쇠 타워라는 별명이 있어야합니다. 하트락존, 샤이니러브존, 러브시트 등 다양한 산책로를 따라 펼쳐지는 다양한 모양과 수많은 사랑의 자물쇠는 운이 좋으면 사랑의 촬영 장면을 포착할 수도 있습니다. 우리와 같은 장면!"
237,237,237,2753,"If you have time, you can head here to see the city from the top of tower. It is crowded and other than the view, not much more to do.",237,much,시간이 되시면 이곳으로 올라가 타워 꼭대기에서 도시를 바라볼 수 있습니다. 그것은 붐비고보기 외에 할 일이별로 없습니다.
238,238,238,2757,"I walk up and took the cable car down. I recommend this route, it will allow for a nice walk in a park. Not extraordinary but worth it. The tower in itself is very much typical for these sort of attractions. The first level (5F) is very nice with a good view , some restaurants and shops and plenty of opportunities to take pictures. You will need to pay 10000 KEW to go to the top. It is recommended as there is a nice view. A little expensive for teh offereing. Worth going",238,much,걸어서 케이블카를 타고 내려갔다. 나는 이 길을 추천합니다. 공원에서 멋진 산책을 할 수 있을 것입니다. 특별하지는 않지만 가치가 있습니다. 타워 자체는 이러한 종류의 관광 명소에 매우 일반적입니다. 1층(5F)은 전망이 매우 좋고 레스토랑과 상점이 있으며 사진을 찍을 기회가 많습니다. 정상에 오르려면 10000KEW를 지불해야 합니다. 전망이 좋아서 추천합니다. teh 제공을 위해 조금 비싸다. 갈 가치
239,239,239,2760,"The place is perfect for love birds as it's full of signs of love !!  You have to walk a lot to reach to the main deck but once you reach on top the city view is very beautiful!!  One time visit place, nothing much to explore !!",239,much,"사랑의 흔적이 가득한 사랑의 새들에게 딱인 곳!! 메인 데크까지는 많이 걸어야 하지만 정상에 오르면 시티뷰가 너무 예뻐요!! 한 번 방문하는 곳, 탐험 할 것이별로 없습니다 !!"
