,level_0,index,Unnamed: 0,STAR,CONTENT,index,NAME,index,번역
306,2787,1531,1531,4.0,"myeongdong is packed with both attire and cosmetic stores. you can see several nature republics, skin food, etude. etc while walking around the area. definitely the place to go to buy cosmetics. they also have a variety of street food from gyeran ppang (bread with a whole egg in it), fried potatoes, pomegranate juice, etc. there are variety of snacks you can pick from though i do realize that they are slightly more expensive as compared to other non-tourist areas in seoul. as for food, you can never go hungry as you can pick from ddeokbukki, japanese food to myeongdong kalguksu. there is also a cultural center which teaches how to make kimchi. the only thing is that for those who do not like any place packed with people this might not be your favorite spot. it is always packed with people all day long but it is worth a visit!",2787,명동쇼핑거리,306,"명동은 옷가게와 화장품 가게가 즐비하다. 여러 네이처리퍼블릭, 스킨푸드, 에뛰드를 볼 수 있습니다. 등 주변을 산책하는 동안. 확실히 화장품을 사러 가는 곳. 그들은 또한 gyeran ppang (빵에 계란이 들어있는 빵), 튀긴 감자, 석류 주스 등 다양한 길거리 음식을 가지고 있습니다. 선택할 수있는 다양한 스낵이 있습니다. 비록 그들이 비교했을 때 약간 더 비싸다는 것을 알고 있지만 서울의 다른 비관광 지역. 음식은 일식인 떡볶이부터 명동칼국수까지 고를 수 있어 절대 배고프지 않습니다. 김치 담그는 법을 가르치는 문화 센터도 있습니다. 유일한 것은 사람들로 가득 찬 장소를 좋아하지 않는 사람들에게는 이것이 가장 좋아하는 장소가 아닐 수도 있다는 것입니다. 그것은 항상 하루 종일 사람들로 가득 차 있지만 방문할만한 가치가 있습니다!"
307,2792,1536,1536,4.0,"this place was bustling even though it was a cold, windy day. it is supposedly even more chaotic at night though we didn't experience it firsthand. we didn't know what kind of shopping to expect here, but it is more on the high-end and heavily populated by cosmetics stores. there's a lot of competition between cosmetics stores, so combing through the sales and shopping around will allow you to load up at decent prices. each cosmetics store seems to have a barker out front. they also try to spice up the deals with freebies of all sorts when you purchase something. now, they are trying to get your business, but they are nowhere near as aggressive as the chinese in either mainland china or hong kong. so, don't feel pressured. if you buy a lot of cosmetics (and other eligible goods), you may be eligible for a tax refund. myeongdong is one place that you can get the refund (also incheon airport). but, you have to fill out the forms they provide and have your passport. we didn't bother. it was too cold to walk further down the street to the building where you apply for the refunds. myeongdong is not that big of a shopping area. you can probably walk the whole district in a couple of hours. there are numerous places to eat, so no problem there. if bargain clothing and cheap things are your thing, there are better places than myeongdong for that in my opinion (dongdaemun, for one). myeongdong is a stop on the subway blue line.",2792,명동쇼핑거리,307,"이 곳은 춥고 바람이 많이 부는 날에도 분주했습니다. 우리가 그것을 직접 경험하지 않았지만 그것은 아마도 밤에 훨씬 더 혼란 스러울 것입니다. 우리는 여기에서 어떤 종류의 쇼핑을 기대하는지 몰랐지만 고급에 더 가깝고 화장품 매장이 많이 있습니다. 화장품 가게들 사이에는 경쟁이 심하기 때문에 판매와 쇼핑을 샅샅이 뒤지면 적당한 가격에 장을 볼 수 있을 것입니다. 각 화장품 ??가게 앞에는 짖는 사람이 있는 것 같습니다. 그들은 또한 당신이 무언가를 구매할 때 모든 종류의 공짜로 거래를 자극하려고 노력합니다. 지금 그들은 당신의 사업을 노리고 있지만 중국 본토나 홍콩의 중국인만큼 공격적이지는 않습니다. 따라서 압박감을 느끼지 마십시오. 화장품(및 기타 적격 상품)을 많이 구매하는 경우 세금 환급을 받을 수 있습니다. 명동은 환불을 받을 수 있는 곳 중 하나입니다(인천공항도 마찬가지). 그러나 그들이 제공하는 양식을 작성하고 여권을 가지고 있어야 합니다. 우리는 귀찮게하지 않았다. 환불을 신청하는 건물까지 길을 더 걸어가기에는 너무 추웠습니다. 명동은 그렇게 큰 쇼핑 지역이 아닙니다. 당신은 아마 두 시간 안에 전체 지역을 걸을 수 있습니다. 먹을 곳이 많기 때문에 문제가 없습니다. 싼 옷과 싸구려 물건이 당신의 것이라면 내 생각에는 명동보다 더 좋은 곳이 있습니다 (동대문, 하나). 명동은 지하철 블루 라인의 정류장입니다."
308,2799,1543,1543,5.0,this place is near our hotel and is fantastic if you want to experience korean street foods and do make up shopping. i love how they close late at night (11 pm) so we often go here after our tours to relax and look at the shops. the brands that we saw here are usually korean but there are also international bran stalls though we usually skip them. tip: you can ask for product samples on make up stores. some cashiers may not know that word though so you can search for the equivalent korean word. you can also haggle with the stalls outside the shops.,2799,명동쇼핑거리,308,이 곳은 우리 호텔 근처에 있으며 한국의 길거리 음식을 경험하고 쇼핑을 하고 싶다면 환상적입니다. 나는 그들이 밤 늦게(11시) 문을 닫는 방식을 좋아해서 우리는 종종 여행 후에 휴식을 취하고 상점을 보기 위해 여기에 갑니다. 우리가 여기서 본 브랜드는 보통 한국 브랜드이지만 우리가 일반적으로 건너 뛰는 국제 밀기울 포장 마차도 있습니다. 팁: 메이크업 매장에서 제품 샘플을 요청할 수 있습니다. 일부 계산원은 해당 단어를 모를 수 있으므로 이에 상응하는 한국어 단어를 검색할 수 있습니다. 상점 밖의 포장 마차와 흥정을 할 수도 있습니다.
309,2800,1544,1544,5.0,"best place to go shopping for cosmetics but i do find that the stores are all pretty similar, selling similar stuff. stores in this area are familiar with tourists so mostly they can speak english and they will give u tax refund form without you asking. try to visit from 4pm onwards as the street food kiosks start in the afternoon",2800,명동쇼핑거리,309,화장품을 쇼핑하기에 가장 좋은 곳이지만 매장이 모두 비슷하고 비슷한 물건을 판매한다는 것을 알았습니다. 이 지역의 상점은 관광객들에게 친숙하여 ??대부분 영어를 할 수 있으며 묻지 않고 세금 환급 양식을 제공합니다. 길거리 음식 키오스크가 오후에 시작되므로 오후 4시부터 방문하십시오.
310,2803,1547,1547,4.0,"this is a good shopping street. the koreans are big on cosmetics, from what i've read before our trip, and there are surely several cosmetics stores on this street! but there are also souvenirs, restaurants, etc. worth a walk through for sure.",2803,명동쇼핑거리,310,"이것은 좋은 쇼핑 거리입니다. 내가 여행 전에 읽었던 것에서 한국 사람들은 화장품에 큰 관심을 가지고 있으며, 확실히 이 거리에 여러 화장품 가게가 있습니다! 그러나 확실히 걸을 가치가 있는 기념품, 레스토랑 등이 있습니다."
311,2810,1554,1554,4.0,the weather was miserable the day we went to the shopping street. it was cold and rainy and it was not fun walking around in it. there are a lot of stores and at all price ranges too.,2810,명동쇼핑거리,311,우리가 상가에 갔던 날 날씨는 비참했다. 춥고 비가 와서 걷는 것이 재미 없었습니다. 많은 상점과 모든 가격대가 있습니다.
312,2819,1563,1563,3.0,"i'm not quite sure about the attraction of myeongdong. food? there are a few good restaurants but nothing that really stands out. shopping? there are a few good stores, but nothing that i can't get anywhere else in korea. when i first came to korea 5 years ago, myeongdong had a larger variety of stores and restaurants. it was a place you could go on a date, watch a movie, walk around, do some shopping or chat at a cafe. now it is an over crowded tourist trap. the big cosmetic stores really killed the joy of this place. it seems like all the stores sell the same thing, and it is the same cosmetic stores in every direction, which you can get almost anywhere in seoul. and the worst part is this shopping street is very crowded. if you do have to cross this off your list of places to visit, then the are a few things that i would recommend, myeongdong kalguksu restaurant, the catholic cathedral and ouga korean bbq restaurant.",2819,명동쇼핑거리,312,"나는 명동의 매력에 대해 잘 모르겠습니다. 음식? 몇 가지 좋은 레스토랑이 있지만 실제로 눈에 띄는 것은 없습니다. 쇼핑? 좋은 가게가 몇 군데 있지만 한국에서 구할 수 없는 것은 없습니다. 5년 전 내가 처음 한국에 왔을 때 명동에는 더 다양한 상점과 레스토랑이 있었습니다. 데이트도 하고, 영화도 보고, 산책도 하고, 쇼핑도 하고, 카페에서 담소도 나눌 수 있는 곳이었어요. 지금은 붐비는 관광객의 함정입니다. 큰 화장품 가게는 정말로 이곳의 즐거움을 죽였습니다. 모든 상점에서 같은 것을 파는 것 같고, 서울 어디에서나 구할 수 있는 모든 방향에서 같은 화장품 가게입니다. 최악의 부분은이 쇼핑 거리가 매우 혼잡하다는 것입니다. 방문할 장소 목록에서 제외해야 한다면 명동 칼국수 레스토랑, 카톨릭 성당, ??ouga 한국 바베큐 레스토랑을 추천합니다."
313,2821,1565,1565,5.0,went down to myeondong shopping street for 2 night as last minute i need to get something from there this shopping street is very accessible by subway and is always packed with both local koreans and tourists enjoyed the street food and the ambience specially like to walk in the street during cold winter period there is a mcm flagship store in the area and would be great for people who like to get mcm stuff and they also offered tax refund recommeded to visit during the night where most of the stores are opended and crowded with people  dr e. chow,2821,명동쇼핑거리,313,마지막 순간에 나는 거기에서 무언가를 얻어야하기 때문에 2 박 동안 명동 쇼핑 거리에 갔다.이 쇼핑 거리는 지하철로 매우 접근 가능하며 항상 현지 한국인과 관광객으로 가득 차 있습니다. 길거리 음식과 특히 걷는 것을 좋아하는 분위기를 즐겼습니다. 추운 겨울 기간 동안 거리에 mcm 플래그십 스토어가 있으며 mcm 물건을 사고 싶어하는 사람들에게 좋을 것입니다. 또한 대부분의 상점이 열리고 사람들로 붐비는 밤에 방문하는 것이 좋습니다. 이자형. 음식
314,2823,1567,1567,1.0,if you're from europe of the usa there is very little here to interest you. clothes will all be too small for adults and there is an over abundance of junk clothes and makeup stores. at the other end of the scale you have very expensive korean department stores such as lotte and hyundai. if you really must visit try and get in and out early before the mass hordes of younger asian tourists arrive.,2823,명동쇼핑거리,314,당신이 미국의 유럽 출신이라면 여기에 당신이 관심을 가질 만한 것이 거의 없습니다. 옷은 모두 성인에게 너무 작으며 정크 옷과 메이크업 매장이 너무 많습니다. 규모의 반대편에는 롯데와 현대와 같은 매우 비싼 한국 백화점이 있습니다. 정말로 방문해야 하는 경우 젊은 아시아 관광객의 무리가 도착하기 전에 일찍 들어가고 나가십시오.
315,2829,1573,1573,5.0,"as the title implies, myeongdong is known for shopping and eating. you'll find the same cosmetics stores on every corner, multiple times. there is a second floor cafe called poem that has good tea and patbingsu. telling you that it's on the street with a cosmetic store on the corner is totally unhelpful. if you can find poem, go in for the tea or coffee (which comes with a slice of cake with each drink) and patbingsu.",2829,명동쇼핑거리,315,이름에서 알 수 있듯 명동은 쇼핑과 먹거리로 유명합니다. 구석구석에 똑같은 화장품 가게를 여러 번 찾을 수 있습니다. 2층에는 좋은 차와 팥빙수가 있는 시라는 카페가 있습니다. 길가에 있고 모퉁이에 화장품 가게가 있다고 말하는 것은 전혀 도움이 되지 않습니다. 시를 찾을 수 있다면 차나 커피(음료마다 케이크 조각이 함께 제공됨)와 팥빙수에 가십시오.
316,2841,1585,1585,5.0,"definitely hyper! esp on saturday night. mostly make up stores though - street food here is great! steak, chicken bbq, squid, crepes, fresh juices, baby crispy crabs etc etc! this is where our hotel is located, great location for tourists intending to do some major shopping! :-)",2841,명동쇼핑거리,316,"확실히 하이퍼! 특히 토요일 밤. 대부분 매장을 구성하지만 여기의 길거리 음식은 훌륭합니다! 스테이크, 치킨 바베큐, 오징어, 크레이프, 신선한 주스, 베이비 크리스피 크랩 등! 이것은 우리 호텔이 위치한 곳이며 주요 쇼핑을 하려는 관광객들에게 훌륭한 위치입니다! :-)"
317,2852,1596,1596,4.0,"most stores give samples and freebies when you buy there (there were two that did not give us anything but we had huge discounts of like 50% so that's fine). other places may offer some samples and freebies but nothing beats cosmetics/skincare shopping at myeongdong. the shopping is awesome & there are lots of street food stalls, although it's more expensive than other places, possibly due to the large number of tourists in the area. there are money changers near the china embassy if you need more money and lotte is just opposite the street if you want to buy high end stuff. must go even if you're not buying stuff - you can just eat there too, plenty of food options!",2852,명동쇼핑거리,317,대부분의 상점은 당신이 거기에서 살 때 샘플과 사은품을 줍니다(우리에게 아무것도 주지 않는 두 곳이 있었지만 우리는 50% 정도의 엄청난 할인을 받았으므로 괜찮습니다). 다른 곳에서는 샘플과 사은품을 제공할 수 있지만 명동에서 화장품/스킨케어 쇼핑을 하는 것만큼 좋은 것은 없습니다. 쇼핑은 굉장하고 많은 거리 음식 노점이 있지만 다른 곳보다 비싸지 만 아마도이 지역의 많은 관광객으로 인해 더 비쌉니다. 더 많은 돈이 필요하면 중국 대사관 근처에 환전소가 있고 고급 물건을 사고 싶다면 롯데가 길 건너편에 있습니다. 당신이 물건을 사지 않더라도 가야만 합니다 - 당신은 또한 많은 음식 옵션을 거기에서 먹을 수 있습니다!
318,2855,1599,1599,4.0,"shopping experience for anyone at all budget level, wear comfortable walking shoes & come prepared to explore what's above ground, inside malls & underground connecting to the train stations - and the crowds. we got tired mid-afternoon & stop at one of many indoor basement's food court's cafe for a break, directly under one of the major department stores ... great on a rainy day & stay dry, going from building to building. street food vendors were getting ready for the evening & night market but many have been out all day selling items of interest to tourists & visitor, locals alike. bargain hunters beware, prices aren't necessary inexpensive here in seoul as standards of living are rather high and we're surprised how costly fresh fruits are sold on street corners & inside fancy supermarkets, wow - sticker shocks, it's ""cheaper"" at home in the usa. come here in a group with friends, pick a meeting spot & time and go explore on your own for a few hours - you will need lots of time to walk around & experience it.",2855,명동쇼핑거리,318,"모든 예산 수준의 모든 사람을 위한 쇼핑 경험, 편안한 운동화를 착용하고 지상, 쇼핑몰 내부 및 기차역으로 연결되는 지하와 군중을 탐험할 준비를 하십시오. 우리는 오후 중반에 피곤했고 주요 백화점 중 하나 바로 아래에있는 많은 실내 지하실 푸드 코트 카페 중 한 곳에서 휴식을 취했습니다. 길거리 음식 판매인은 저녁 및 야시장을 준비하고 있었지만 많은 사람들이 하루 종일 관광객과 방문객, 현지인 모두에게 흥미로운 품목을 판매하고 있었습니다. 바겐 세일 사냥꾼은 생활 수준이 다소 높기 때문에 가격이 저렴할 필요가 없습니다. 그리고 우리는 거리 모퉁이와 멋진 슈퍼마켓 내부에서 얼마나 비싼 신선한 과일이 판매되는지 놀랐습니다. 와우 - 스티커 충격, 집에서 ""저렴""합니다. 미국에서. 친구와 함께 그룹으로 여기에 와서 모임 장소와 시간을 선택하고 몇 시간 동안 스스로 탐험을 가십시오. 걸어 다니고 경험하려면 많은 시간이 필요합니다."
319,2857,1601,1601,3.0,"visited a couple of times during a 5 day trip to seoul and since i've gotten into korean beauty products, myeongdong was on my must-list. the place itself is insanely packed with both tourists and locals. most of the stores are repeats (ie multiple etude house, missha, nature republic, innisfree, tony molly) but i can't tell if they are independently run because your experience varies but the products and prices are the same. there are a few that were not as ""mass"" such as shara shara and mediheal (both of these stores' staff i found were nice and helpful!). if you go, bring lots of patience and get used to the idea of being followed/hounded by sales people (can't be quite claustrophobic to westerners used to ""personal space"") and trying to sell you packages of facial sheet masks in the dozens (i was looking for personal use not for re-sale). most of the staff are nice and really just want to help (most don't speak english though). the exception seems to have been the massive nature republic near uniqlo by the main entrance. not only did the sales lady follow me around but apparently i was too slow to decide to buy anything so she took my basket away and basically pushed me out (oh and the ""free"" gift in the basket that they push on to you as you enter because apparently it's only for buyers. i wouldn't have been so peeved if i hadn't bought many other products from the same store the day before.  if you go, go for the experience (the street food was good too) but be warned. except for a few relatively 'unique' stores that's harder to find elsewhere like shara shara, all the other stores can be found everywhere else in seoul where it's less crowded. i'd probably skip next time. like another reviewer said, lotte department store in myeongdong may be a better option (the duty free shop is even crazier though!) where you'll find the higher end beauty products that's hard to find outside korea.",2857,명동쇼핑거리,319,"서울 5일 여행 중에 두어 번 방문했는데 한국 미용 제품에 관심을 갖게 된 이래로 명동은 필수 목록에 있었습니다. 장소 자체는 관광객과 현지인 모두로 미친 듯이 가득합니다. 대부분의 매장이 리피트(예: 멀티 에뛰드하우스, 미샤, 네이처리퍼블릭, 이니스프리, 토니몰리)이지만 경험은 다르지만 제품과 가격은 동일하기 때문에 독립적으로 운영되는지 여부는 알 수 없습니다. shara shara 및 mediheal과 같은 ""대량""이 아닌 몇 가지가 있습니다(내가 찾은 두 매장의 직원 모두 친절하고 도움이 되었습니다!). 가신다면 많은 인내심을 가지고 영업사원(""개인 공간""에 익숙한 서양인에게는 밀실 공포증이 될 수 없음)이 따르거나 쫓아다닌다는 생각에 익숙해지고 안면 마스크 패키지를 판매하려고 수십 (재판매가 아닌 개인적인 용도를 찾고 있었습니다). 대부분의 직원은 친절하고 정말 돕고 싶어합니다(대부분 영어를 못하지만). 예외는 정문 옆 유니클로 근처의 거대한 자연 공화국이었던 것 같습니다. 판매원은 저를 따라다녔을 뿐만 아니라 제가 너무 느려서 아무것도 사지 못한 것 같습니다. 그래서 그녀는 제 바구니를 가져가서 기본적으로 저를 밀어냈습니다. 분명히 구매자 전용이기 때문에 들어갑니다. 전날 같은 가게에서 다른 제품을 많이 구입하지 않았다면 그렇게 소름 끼치 지 않았을 것입니다. 가신다면 경험에 가십시오 (길거리 음식도 좋았습니다) 그러나 주의. 샤라 샤라와 같이 다른 곳에서는 찾기 힘든 상대적으로 '독특한' 매장 몇 개를 제외하고 다른 모든 매장은 덜 붐비는 서울의 다른 모든 곳에서 찾을 수 있습니다. 아마 다음 번에는 건너뛸 것입니다. 다른 리뷰어가 말했듯이, 명동에 있는 롯데 백화점이 더 나은 선택이 될 수 있습니다. (면세점이 더 미쳤습니다!) 한국 밖에서는 찾기 힘든 고급 미용 제품을 찾을 수 있습니다."
320,2865,1609,1609,3.0,"after dinner at insadong and it was 10pm but all the shops and cafes were shutting. we felt it was too early to go ""home"", my korean friend has suggested myeongdong. it was still hustle and bustle with many street vendors selling stuff, the stores and all the eateries were still opened - yes! we have come to the right place to round up the evening.",2865,명동쇼핑거리,320,"인사동에서 저녁을 먹고 밤 10시가 넘었지만 모든 상점과 카페가 문을 닫았습니다. 우리는 ""집""에 가기에는 너무 이르다고 느꼈습니다. 제 한국 친구가 명동을 제안했습니다. 물건을 파는 많은 노점상과 상점과 모든 식당은 여전히 ????열렸습니다. 그렇습니다! 우리는 저녁을 반올림하기에 적합한 장소에 왔습니다."
321,2868,1612,1612,5.0,"must go for quintessential korea tourist experience. place to go for, beauty products, one of a kind socks and all the big brand stores.",2868,명동쇼핑거리,321,"전형적인 한국 관광 경험을 위해 가야합니다. 갈 곳, 미용 제품, 독특한 양말 및 모든 대형 브랜드 매장."
322,2871,1615,1615,5.0,"pros: live atmosphere at night: there are street performers and sometimes guerilla concerts.  more shops than you would expect: from old ladies selling socks to souvenir shops and department stores. i would consider this place to be the mecca of fashion.  food: lots of street vendors and many restaurants  cons: too crowded: certain days and certain times, it can be very hectic. the feeling is like time square,nyc.",2871,명동쇼핑거리,322,"장점: 밤의 라이브 분위기: 거리 공연자와 때때로 게릴라 콘서트가 있습니다. 양말을 파는 노부부부터 기념품 가게, 백화점에 이르기까지 예상보다 많은 상점이 있습니다. 나는 이곳을 패션의 메카라고 생각한다. 음식: 많은 노점상과 많은 레스토랑 단점: 너무 혼잡함: 특정 요일과 특정 시간에는 매우 바쁠 수 있습니다. 느낌은 타임 스퀘어, nyc와 같습니다."
323,2893,1637,1637,4.0,"this is the place you want to go for shopping! especially for cosmetics! there are cosmetic stores every five meters and there are people on the street trying to get you in by giving you a handful of free testers. the cosmetics in korea are very cheap compared to europe and the quality is outstanding, don't be afraid to try some crazy things like snail masks etc either, those are the good stuff for real. remember to ask for samples when you are paying, they will give you another handful of samples for free and you might turn up finding real gems. lots of food joints, clothing stores and high end stores in this are as well. don't bother shopping anywhere else, you got it all in here.  tip: at the metro stations you can rent a locker for a small price, if you are planning for a shopping spree like we did you might want to rent a locker and when it just gets too heavy to carry, bring them in the locker and continue. be aware tho that the problem of carrying those heavy bags still waits you after the haul. ;)",2893,명동쇼핑거리,323,"쇼핑하고 싶은 곳은 여기! 특히 화장품! 5미터마다 화장품 가게가 있고 거리에서 당신에게 소수의 무료 테스터를 주면서 당신을 데려오려고 하는 사람들이 있습니다. 한국의 화장품은 유럽에 비해 매우 저렴하고 품질이 뛰어납니다. 달팽이 마스크와 같은 미친 것들을 시도하는 것을 두려워하지 마십시오. 그것들은 진짜 좋은 것들입니다. 지불할 때 샘플을 요청하는 것을 잊지 마십시오. 샘플을 몇 개 더 무료로 제공하며 실제 보석을 찾을 수도 있습니다. 많은 식품 조인트, 의류 매장 및 고급 상점도 있습니다. 다른 곳에서 쇼핑하는 것을 귀찮게하지 마십시오. 여기에 모든 것이 있습니다. 팁: 지하철역에서 저렴한 가격으로 사물함을 빌릴 수 있습니다. 우리처럼 쇼핑을 즐긴다면 사물함을 임대하고 휴대하기 너무 무거워지면 사물함에 가져와서 계속하다. 그 무거운 가방을 운반하는 문제는 운반 후에도 여전히 당신을 기다리고 있다는 것을 명심하십시오. ;)"
324,2903,1647,1647,3.0,"surprisingly for such a busy well known tourist attraction, the stores around here for shopping close at around 10pm. there's so much people in each store and in every cosmetic store everything is mainly sold to cater to the many chinese tourist that come to visit the city, which only buy in bulk and nothing else. i personally do not like the foreign crowd this area attracts and find it too busy to enjoy the shopping. i would definitely recommend going to the less busy areas to meet your shopping needs as most korean cosmetic brands can be found everywhere. they do tend to hand out more samples while walking the streets but tend to find that they hesitate on whom they give it to. worth checking out but not the best for finding deals and bargains unless you love to fight the crowds!",2903,명동쇼핑거리,324,이렇게 붐비는 잘 알려진 관광 명소에 대해 놀랍게도 쇼핑을위한 상점은 약 10pm에 닫습니다. 가게마다 사람이 너무 많고 화장품 가게마다 주로 도시를 방문하는 많은 중국인 관광객을 수용하기 위해 모든 것을 판매합니다. 나는 개인적으로 이 지역이 끌리는 외국 군중을 좋아하지 않으며 쇼핑을 즐기기에는 너무 바쁘다는 것을 알게 되었습니다. 나는 대부분의 한국 화장품 브랜드를 모든 곳에서 찾을 수 있기 때문에 쇼핑 요구를 충족시키기 위해 덜 바쁜 지역으로 가는 것이 좋습니다. 그들은 거리를 걷는 동안 더 많은 샘플을 나눠주는 경향이 있지만 누구에게 줄지 망설이는 경향이 있습니다. 체크 아웃 할 가치가 있지만 군중과 싸우는 것을 좋아하지 않는 한 거래 및 거래를 찾는 데 가장 적합하지 않습니다!
325,2910,1654,1654,5.0,"if you are the type of person that likes busy hectic places then myeongdong is for you. it's usually quiet in the morning but the whole place livens up around mid afternoon and peaks at night.  you will find all sorts of clothing outlets including local and foreign, plenty of cosmetic stores and authentic korean restaurants for food lovers. if you're more of the adventurous type then why not try the street food? there's plenty to choose from.  be warned those of you not from the bigger cities might find the place intimidating at first. but stick around and you'll find plenty to do and see.",2910,명동쇼핑거리,325,"당신이 바쁜 바쁜 곳을 좋아하는 사람이라면 명동이 당신을위한 것입니다. 일반적으로 아침에는 조용하지만 오후 중반 무렵에는 전체가 활기를 띠고 밤에 최고조에 달합니다. 현지 및 해외 의류 매장, 많은 화장품 매장 및 미식가를 위한 정통 한식당을 찾을 수 있습니다. 당신이 더 모험적인 타입이라면 왜 길거리 음식을 먹어보지 않겠습니까? 선택할 수 있습니다. 대도시 출신이 아닌 사람들은 처음에 그 장소가 겁에 질릴 수 있음을 경고합니다. 하지만 주변에 머무르면 할 것과 볼 것이 많이 있습니다."
326,2912,1656,1656,5.0,"myeondong district lives up to the hype as one of the best shopping districts in seoul. it was streets upon streets of local and foreign stores. most of the salesmen know how to speak english or to deal with foreigners.  make sure to plan ahead about where to go. we only had 5 hours to go around so we had to research for the stores we wanted to go to. it helped but in general 5 hours isn't enough to explore all of myeongdong. wear comfortable shoes. stores i liked were top 10, beanpole, uniqlo, artshop, and h&m. other stores at the side sold cheaper goods. i liked buying the socks with different patterns as souvenirs for 1000 won each.",2912,명동쇼핑거리,326,"면동 지역은 서울 최고의 쇼핑 지역 중 하나로 과장된 삶을 살고 있습니다. 그것은 지역 및 외국 상점의 거리에 거리였습니다. 대부분의 판매원은 영어를 할 줄 알고 외국인을 대할 줄 압니다. 어디로 갈지 미리 계획하십시오. 한바퀴 도는데 5시간밖에 안걸려서 가고싶은 가게를 찾아 헤맸습니다. 도움이되었지만 일반적으로 5 시간은 명동을 모두 탐험하기에 충분하지 않습니다. 편안한 신발을 신으십시오. 내가 좋아하는 매장은 톱10, 빈폴, 유니클로, 아트샵, h&m이었다. 옆에 있는 다른 가게들은 더 싼 물건을 팔았다. 무늬가 다른 양말을 하나에 1000원에 기념품으로 사는 것도 좋았습니다."
327,2914,1658,1658,4.0,this place has great shops and everything opens until fairly late - i think some stores were opened until 11pm. there's also plenty of street food where you can enjoying eating while shopping!,2914,명동쇼핑거리,327,이 장소에는 훌륭한 상점이 있으며 모든 것이 상당히 늦게까지 열립니다. 일부 상점은 오후 11시까지 문을 여는 것 같습니다. 쇼핑하면서 식사도 즐길 수 있는 길거리 음식도 가득!
328,2923,1667,1667,5.0,"check in hotel to see other guests checking in & checkin out with huge luggages. after settling in the hotel, we went out & understand why those huge luggages. its mask shops, trendy shops, shoes, food, h & m, zara, forever 21, spao, topten 10. every ally & every corners, you can find face mask shops packed in 10s or 20s. at nite its even more lively, when the food stores are out. mostly fixed at won3000, you can try all kind of food from strawberry coated with syrup, freshly squeezed orange, sausages, bun with fried egg..... two nites is enough. high end shopping at lotte department store where china tourist flocked to buy branded luxury items & queue for refunds. the department store was so crowd & noisy. we wandered down to the basement to hunt for food. we found korean condiments like kimchi, fermented squids, anchovies. no worries can pack for you nicely so that you bring home. spoil for choice....free sample to taste ...",2923,명동쇼핑거리,328,"큰 수하물로 체크인 및 체크 아웃하는 다른 손님을 보려면 호텔에 체크인하십시오. 호텔에 정착한 후, 우리는 나가서 왜 그 거대한 수하물을 이해했는지 이해합니다. 마스크샵, 트렌디샵, 슈즈, 푸드, h&m, 자라, 포에버21, 스파오, 탑텐 10. 10대, 20대를 오가는 마스크 전문점을 구석구석 찾아볼 수 있습니다. 밤에는 식료품점이 문을 닫을 때 더욱 활기가 넘칩니다. 대부분 3000원으로 고정, 시럽을 뿌린 딸기, 갓 짜낸 오렌지, 소시지, 계란 후라이 빵까지 모든 종류의 음식을 맛볼 수 있습니다..... 2인분이면 충분합니다. 중국 관광객들이 브랜드 명품을 구매하고 환불을 위해 줄을 서 있던 롯데 백화점의 고급 쇼핑. 백화점은 너무 붐비고 시끄럽습니다. 우리는 음식을 찾기 위해 지하로 걸어갔다. 우리는 김치, 발효 오징어, 멸치와 같은 한국 조미료를 찾았습니다. 집에 가져갈 수 있도록 걱정 없이 멋지게 포장할 수 있습니다. 선택을 위해 망쳐 ... 맛보기 위해 무료 샘플 ..."
329,2929,1673,1673,5.0,"wow! so many stores, so much delicious street food and so many people. everyone was having fun and so were we! i only wish we had another day to explore. we tried just about every type of street food and loved it all. bonus tip: find the dog cafe, grab a refreshment and watch the skateboarding dogs!",2929,명동쇼핑거리,329,"와! 너무 많은 상점, 너무 많은 맛있는 거리 음식 및 너무 많은 사람들. 모두가 즐거웠고 우리도 마찬가지였습니다! 나는 우리가 탐험 할 다른 날이 있기를 바랍니다. 우리는 거의 모든 유형의 길거리 음식을 시도했고 그것을 모두 좋아했습니다. 보너스 팁: 애견 카페를 찾고, 다과를 먹고, 스케이트보드 개를 구경하세요!"
330,2934,1678,1678,4.0,"this place is literally a bee hive of activity. street foods, clothes, make up, shoes for which seoul is known for is in this place. however, hm, zara, uniclo have their shops here. it is hard to bargain as prices are generally fixed. best buys are korean made leather shoes, shirts, jackets and coats and make up and skin care (etude house, face shop, skin food etc.). the side streets have small cafes, bistros and restaurants. for the less adventurous, mc donald's and kfc have branches in this area, too. more shopping awaits you in the subway. stores are open from 10 am to 11 pm.",2934,명동쇼핑거리,330,"이 장소는 말 그대로 활동의 벌집입니다. 서울을 대표하는 길거리 음식, 옷, 메이크업, 신발이 이곳에 있다. 그러나 흠, zara, uniclo는 여기에 상점이 있습니다. 가격은 일반적으로 고정되어 있기 때문에 흥정하기 어렵습니다. 베스트 바이는 한국산 가죽신, 셔츠, 재킷, 코트, 메이크업, 스킨케어(에뛰드하우스, 페이스샵, 스킨푸드 등)이다. 골목길에는 작은 카페, 비스트로, 레스토랑이 있습니다. 덜 모험적인 사람들을 위해 mc donald's와 kfc도 이 지역에 지점을 가지고 있습니다. 더 많은 쇼핑이 지하철에서 당신을 기다립니다. 상점은 오전 10시부터 오후 11시까지 영업합니다."
