,CONTENT
183,A very nice place Astonishing nice It has a beautiful museum inside which you can enter for free Unexpectedly a strange experience for me The back yard has a very interesting surprise for every boy Uncountable military old and young timers Very nice images can be taken there I definitely can recommend this place to everyone
184,Very interesting place Been to Seoul so many times only was invited here this time Will suggest to be a must see for every tourist
185,This the best museum in Seoul It tells the story of Korean history from ancient times to the Korean War A must see on any visit
186,I had some doubt about a war museum but is excellent Moving exhibition about the UN involvement in the Korean War
187,Definitely worth visiting highly recommended The static displays outside are fantastic and the indoor museum is incredible It covers everything from ancient warfare through the Korean war and to current day
188,Great place to go if you are visiting Seoul or stationed in Korea The good thing isits free
189,Really well done museum that offers English at almost every exhibit They go into pretty good detail about the war and show a lot of respect for the soldiers that participated and died Please take a couple hours and this also goes deeper into korean history and wars than just the korean war I thought the exhibits were laid out real well and presented in a nice chronological fashion
190,Very detailed information on the history of ancient civilisations on the Korean peninsula and their eventual establishment of the republic of Korea A large section to focus on the Korean War and paying tribute to soldiers who lost their lives to restore world peace A worthwhile place to spend a few hours and its amazing such an enormous museum is made free of cost
191,Great museum and Memorial which provides detailed information on Korean War history dating back thousands of years Also specialized exhibits on the Korean War Also a large amount of planes artillery tanks etc outside that provide background history and information for when they were used Free admission highly recommend a visit
192,Big kinda lots to see if you like war museums
193,Retells the cruelty of war It shows the sacrifices involved and the damaged done On the other side it shows the love for the country and the unity of allies
194,Museum relating all wars Korea has suffered along history with special emphasis on the Korean war 19501953 Ample collection of tanks and planes from that era and nice exhibition covering not only Korean war and army but several other countries Anyway not the most exciting activity in Seoul from my point of view
195,A must see when you are in Seoul to learn both the tragic and courageous lives that lived during the Korean War
196,In general Im not a big fan of war memorial museums  But this particular War Memorial of Korea is really interesting  First its free Then youll learn so much about United Nations and the Korean Wars   and the countries who have helped South Korea in the war  The best part is  you get to actually touch and take pics with real airplanes tanks army equipments etc  So cool Worth visiting 
197,Good place to have a time with family
198,Beautiful impactful memorial and museum Extensive collection of military vehicles Museum is well laid out and presents the events of the ear between North and South Korea in great detail and multimedia A mustsee
199,Unfortunately I havent had a chance to visit inside but outside it is also impressive
200,If your a tourist in Seoul The War Memorial is a must very interesting and lots to see
201,Very detailed explanation of Korean history throughout the museum Sadly I didnt leave enough time here but I did learn all about the ancient history of Korea up until the Korean indepence era  If you love to read up everything in museums then Id suggest you to allocate 34 hours here
202,Brilliant Museum  wish I had realised just how much was here Depending on how much you like history you could spend the whole day here Wish I had the time to do just that
203,This is an amazing museum and memorial  A beautiful display of Korean History and the displays are very powerful  Will visit again
204,Very impressed the museum is lot larger than i expected covering in great detail the Korean War and the conflict history of the Korean peninsula But note incidents of friendly fire casualties have been excluded as well as attrocities commited by BOTH sides unless i missed it  there was a small mention of events in Seoul when it was lost  Entrance is free and they do have a paid special exhibit from time to time Do make time to see the 4D exhibit show times are usually on the hour after 12pm until 5  Also has a large collection of ex military vehicles and weapons so plenty of photo opportunites
205,Good history lesson apt for today as well Good collection of military artifacts as well
206,A nice museum for studying Korea history from ancient to modern age It may takes some time to visit 3 hrs for me but it totally worth it Btw its free
207,Probably one of the best museums ive ever been to There is a huge selection of artifacts and information to check out Starting in the prehistoric era then progressing through the Goryeo period Joseon period Korean War period and showing how their military has become what it is today I dont really have any connection to Korea but I found myself getting emotional many times Even though its a quiet sombre place dont be suprised if you see groups of high school boys running through the museum laughing and yelling to each other Why Korea WHYY I particularly enjoyed seeing how weapons have progressed over time as I love RPGaction games and I could clearly see where the inspiration for the weapons in these games come from
208,This an awesome museum for a history enthusiast  Inside features Korean history in general and the Korean War  Outside is a memorial to the fallen and display of weaponry from the Korean War
209,Grand hall that demonstrates peoples relentless efforts to protect their home and their country Considering what is going on in Afghanistan I realized how important is for every citizen to have ownership of their own country I will visit again and I plan to spend a couple of hours to grasp all valuable lessons from the past history
210,Wonderful view on a clear day We werent so lucky but pictures with the camera are worse than the naked eye in this case
211,Thanks to US ARMY for defending korea Essential course for UN joined citizen
212,War memorial of Korea is a great place to spend your afternoon Whether you want to take cool picture or learn more about the history its definitely a must visit  The scaled vehicles were definitely the highlights of my visit
213,The War Memorial of Korea is located in Yongsandong Yongsangu Seoul South Korea It opened in 1994 on the former site of the army headquarters to exhibit and memorialize the military history of Korea
214,This place was legit On the tops of museum Ive been too Its huge and could easily spend multiple hrs here They have artifacts it seems from every political involvement and 3d movies
215,War Memorial of Korea  is located in Yongsandong Yongsangu Seoul South Korea It opened in 1994 on the former site of the army headquarters to exhibit and memorialize the military history of Korea  The memorial building has six indoor exhibition rooms and an outdoor exhibition centre displaying war memorabilia and military equipment   Great 
216,I went here on Sunday and coincidentally it was rehearsing for military day in Korea Beautiful decorations all history well told available in english 
217,Funny I didnt plan on going to this place but by accident I took the wrong bus that drops me near the place so I decided to visit with not to much expectation but I was surprised  its one of best places to visit in Seoul if you want to learn about the war history in Korea cool plains and tanks from the war time and from around the world the is indoor museum but unfortunately I didnt go there
218,Great story of how the Korean War started and the milestones that came with it It also offers commemoration to those helped South Korea in the war
219,Great exhibits at times a little bit hard to find your way around but great exhibits and highly recommend
220,U should go here  whether u are Korean or travelers Because this show us all about korean history and its free this place is also good for family with the children
221,Well done exhibits as interesting to visit outdoor areas as indoor ones  Lots of fine details on dates places  so theres enough for real history buffs  We chose to move quickly through the exhibits for an overview
222,Everything is free including lockers  Great outside stuff Learn about Korean War
223,This is the best war memorial I have ever been too I was in the military for 8 years and seen many different types This by far made me feel so somber They even had a recent replica of the world cup disaster back in 2002 This place is huge I recommend giving it at least two hours to visit Its free too It has all the names of the over 170000 people who died fighting for this country I would have taken more pictures but I felt it would have been very disrespectful
224,Wish the souvenir shop was open but it was an amazing memorial
225,Must visit here to see Koreas sad history YOU CAN See turtle ship and even can ride warship
226,Has some very interesting aspects of the Korean history I liked it
227,Great layout English friendly exhibits with helpful tour guides
228,Very large and extensive museum can definitely take up half a day Many exhibitions in English and many 4D theatres to sit in at the right time Many models outside as well and the best thing is it is all free
229,Sombre but interesting trip to the National Museum laid out well and wonderfully looked after
230,Great place if you want learn about war history
231,Very nice to visit during work vacationthrowback in history of south korea
232,Excellent exhibits Free admission but there are donation boxes for upkeep
233,Im a fan of Wargame Red Dragon This place made me feel good
234,Beautiful place Lots of history behind it Excellent staff members and awesome volunteers
235,Free museum Be sure to check out their 4D display inside Lots of information about the war and free book that records the events that happened during the war
236,the war memorial of korea is a place for history seeing and feeling a national glory where someone has fought and paid with there lives there are nations and humans from every corner of life it is huge so remember that you need time and maybe even several visitations as i have planned
237,Huge building hosting a free and extremely interesting museum I went during a weekday and the museum was almost empty If you want to learn about the history of Korean wars as well as other wars this is a place to go Not fond of museums but enjoyed this place a lot And there are planes and tanks to see outside the building
238,Happy to find out that my beloved country Philippine flag is waving together with other countries participated to the war
239,You can spend an entire day in this museum The history of Korea is explained in different eras starting with the first dynasty Everything is explained in English and there is a lot to see Entrance is free of charge there is a gift shop and a free book in English your can take home
240,The outside is the best Its like a giant playground filled with old war paraphernalia
241,World class war memorial with many large sculptures planes and tanks
242,This place is really awesome and pretty comprehensive There are various and diverse type of exhibition It is so visualized as well Not so crowded even on weekends
243, very large place  minimum 6 hours to see whole exhibition  amazing collection of war aircraft  FREE ENTRY
244,Its a hidden gems I think If you wanna go to this place come earlier And its free
245,Highly interactive You will learn to appreciate korean culture more
246,Absolutely amazing experience A must go if youre in Seoul
247,Huh Im sad Needs glorious Ruski IS2 and some F6Fs F7Fs P47s and AD2 and 4s
248,You must visit it Its free and its an important piece of Korean history its not only dedicated to Korean war of 50s
249,This is really memorial place for especially Korean to recall Korean War Educational to kids Also a lot of events around the place
250,Interesting Place Clean warm comfortable Korean History is awesome
251,Very interesting museum with exhibits beginning from the very early Korean peninsula dynasties to the Korean War  If you want to see the Korean War I would suggest beginning from the second dloor and going up and if you have time go on to the 1st floor which has the earlier wars  There is a lot of information and one hour I had scheduled definately was not enough  It is free of charge
252,Here you can learn many things and facts about the Korean War in the 50s and also discover how is the ROK army nowadays Outside the museum there is a collection of airplanes For me this is the best museum in Seoul
253,The Korean War Memorial commemorates those soldiers and people who fought for their nations freedom and this is a must visit place to include in anyones itinerary It doesnt only features the Korean war rather the beginnings of Korea as well
254,They have a huge aircraft static display that is awesome Inside you will find one of the best war museums around  Worth visiting
255,Its one of must visit place in South Korea You will know about history of Korea during word war
256,Awesome place Must visit
257,It has so many kind of attraction and so may things to learn 
258,I was surprised how big this museum is  It covers the history of Korea as well as the Korean War  There are loads of items to look at both inside and outside  Plan to spend at least 2 hours
259,One of the best museums of Seoul and one of the must visit places it is incredible and you should definitely dedicate at least half a day in order to understand the history of South Korea
260,If ever in Korea again Id go backso much to see
261,War Memorial of Korea consists of many informative details about Korean War Strongly recommend to visit
262,Very informative place to visit to learn more abt Korea history  One of the best war museum I visited Theres so much to learn n see
263,Worth my time beautiful war aircrafts on display
264,great museum has there history throughout time
265,One of the most well put together museums I have ever been to So much emotion and knowledge about the war are so interesting A must visit in Seoul
266,Reflective of the turbulent historical times this great country has had to traverse Educationally tilted and well worth a visit
267,Impressive museum huge collection very informative
268,Very interesting there is a lot to see it is difficult to see everything in one visit You can spend more than one day in the museum because it has so many things to discover about Koreas history Totally recommend
269,The exhibits are well design and maintained Very informative museum
270,Amazing beautiful sad A lot of emotions here Definetly my mustdo in Seoul
271,Great place if you want to know more about the Korean war See pictures below
272,A very impressive museum with great displays and exhibitions covering wars throughout history I would have appreciated a bit more background on the precipitating factors to the Korean war though
273,Great museum to visit to learn about the history of Korea And for those on a low budget travel entree is free
274,Can see why this is rated one of the top rated attractions in Seoul  Wonderful displays showing the multitude of UN countries that contributed  Excellent staff
275,Must go if youre visiting Seoul and love history I will definitely revisit again on my travels
276,Beautiful museum with well set out and explained exhibitions Lots of readable content along with great displays English friendly
277,Must see museum Exhibition is not only about Korea and its wars but about war and peace in general Please visit
278,Huge museum with free entry You could easily spend 23hrs walking around
279,A must see place in Seoul especially those whom are Sid Meiers Civilisation series On the ground floor therere the famous Hwacha and Turtle ship also the memorial records of Admiral YiSun Shin It takes about 4 hours to watch all the exhibitions No admission fee is the another plus point of this museum
280,The place symbolised the reunification of the two Korea after they being separated by the war
281,If you visit in Seoul tule is the must place Strong recommendation
282,Great place to visit Lots of interesting facts and lots to see
283,Spectacular museum Provides an invaluable education about the Korean War and an understanding of how we find a world with a divided Korea
284,Great exhibits both outdoor and indoor Understand Korea better with the many wars it had gone through
285,A very sobering place reminding visitors of the reasons there are 2 Koreas Also has real planes and tanks kids will be really interested in the whole thing
286,A tribute to those who gabe their lives for a greater cause  a must see if visiting Seoul
287,In addition to the memorials there are outdoor military aircraft and equipment from the Korean War era  Not to be missed
288,nicely laid out museum  very insightful and well presented  loved it
289,A HUGE memorial and exhibition of materials related to the Korean War With the US as main force 21 forces dispatched combat forces and medical aid units for the freedom of the Republic of Korea FREE ADMISSION
290,Awesome place to spend free Time with your familly
291,Maintained well neat and clean the rememberance of the war the names of people and countries joined with help was written on the walls
292,For anyone remotely interested in recent Korean history this is a must visit Great presentation covering the entire Korean war
293,Really interesting to learn about Koreas War History admission is free and there are free books on the history too
294,Good to see all memories of a helping each other countries
295,Loved it so many world war artifacts  that too its absolutely free
296,Visited here when I travelled to SKorea It was totally worth the trip Such a great place to visit and I was able to learn so much history about the wars that Korea had
297,I really enjoyed it If you are interested in the history of the war I suggest to visit the place which is well organized and completely free
298,Good place to learn and see above the ward
299,Great displays audio visual and static dispays
300,Nice area all around museum many thanks planes from Korean war
301,The place takes you back in timethe forgotten warthe darks days of both north and southa must see for anyone visiting Seoul
302,Must see in Seoul A lot of interesting exhibitions and a good lesson about Korean history
303,Great place to walk around outside There are many planes and helicopters to come close to I havent visited the museum yet due to COVID restrictions but I understood it to be huge and informative
304,Closed on Mondays  but theres still tonnes of vehicles to shoot 
305,Great place to learn all about Korea and Korean War  Must visit when you visit Seoul
306,Worth visiting Korean war museum with war machines used still on display
307,We had a tour with a tour guide who was very personable and knowledgeable of course who made our tour very interesting He had a good sense of humor as well
308,This museum tells the story of the Korean War as well as other wars that Korea has been engaged in The museum has a vast amount of artifacts And the display signs are even in English
309,Wonderful place to not only learn about the Korean war but about Korean warfare history
310,Free admission Excellent detailed recordings of koreas ancient wars till today  Can skip the ancient wars of 1F and go straight to the Korean war rooms 1 2  3 if you only have 2 hours there
311,There is 3 floors of war history here including Memorial Hall which lists the countries and the names of soldiers from those countries who gave their lives in the Korean War  Plan an afternoon and if you go between April and June  you can watch a parade drill presentation
312,Great war museum dont go here just for coffee please its again a WAR museum
313,Amazing museum filled with stellar exhibits
314,Good museum to understand more about the Koreans wars
315,Some beautiful murals and sculptures learned a lot
316,Very nice museum with rich history there is some overlap with the National Korean museum like the 3 kingdoms exhibit However some exhibits were closed due to covid such as certain movie exhibits
317,A mustsee museum in Seoul Explains clearly the Koreans history from the 20th century and its relation to China and Russia as well as the divide into two North ans South Korea
318,Best experience must go if coming to Seoul Korea
319,A very nice place and its FREE
320,Interesting place to visit I like it very much
321,Well organized There are signs everywhere in English Japanese Chinese and of course Korean so youll be able to learn a lot about the war
322,Really learn a lot bout the Korean war and the history of Korea High respect to those whom give everything to the country 
323,This is a great museum with various exhibits throughout the year
324,Very well curated and engaging presentation  Text is in Korean and English and is just the right amount of reading  Highly recommend
325,The admission is free But you are also able to reserve before you go At that time it was chuseok and lrvel 4 of social distancing so we reserve just to be safe The explanation in english is well written even there are several spots that has no english explanation
326,Good place to explore old war machines Some of name plate and signs are using wrong spelling or dated information so be careful when you read Sometimes they have special exibition like rn and its worth to pay for it If u are in seoul and got interested in korean war history must see
327,Great place for kids and adults to learn that peace is the best gift from God
328,Good place to visit if you are interested in tanks
329,Awesome place to visit if U have 45 hours Used technology to a great extent to showcase the History
330,A great place to visit to understand the Korean War and to commemorate those who have sacrificed their lives during the war
331,It is a collection of testimonial and modern war instruments from around the world and especially the Korea It also tells about support of different countries to South Korea during Korean War
332,Looked great and its free 3d and 4d exhibits with a lot of Korean pride and culture
333,Inside exhibition is really nice but outside part was closed due to construction which they forgot to mention on the official website
334,Great museum and great interesting information 1010 for modern museum
335,Highly recommended especially with an english tour guide Must visit place
336,Large outdoor exhibition of war equipment tanks guns planes artillery ballistic missiles and a warship Inside a large museum about the conflicts of Korea
337,Great free history laid out smartly in a beautiful building Its easy to follow the routes and most exhibits are presented with a lot of English information Must visit if you are interested in Korean history Also every young student Ive brought loves the place so its good for a free hour or two of family entertainment
338,Awesome museum with lots of history One of the best museums Ive ever been
339,Great place to learn Korean war history Absolutely recommended it
340,I like places like this where you can learn the history  struggles of a country This was one of the best Cant miss if you are in Seoul
341,Freedom is not free
342,A lot bigger than I thought  Give it ample time
343,It was nice to see and hear about South Korea War and about the United Nation what they do Is nice place to visit with family
344,A brilliant museum Generally free but small charge if special exhibition Get a paper guide at the entrance and follow your way around following the arrows on the floor itll take you through early Korean history to the modern day It will take a few hours to do everything properly and really you need to give it the whole day Lots of different exhibits with various levels of interactions from ancient artifacts to modern 4D simulation films no extra charge Lots of photo opportunities and dont miss the outside exhibits and monuments
345,Great exhibitions there Enjoyed looking at Davincis own creations
346,Really great interactive exterior exhibits
347,I feel i know lot more now and items in memorial are no joke
348,It was OK to learn some Korean history
349,Lots to see and very well done; very educational
350,Very interesting place to learn about the war see decommissioned vehicles and pay respects
351,Such a great place to visit Loved all the planes and tanks outside Beautiful area to explore on a nice day
352,Really interesting Theres a lot of information and can learn a lot about the history of Korean War Plenty of English explanations
353,An outstanding memorial and tribute A must visit
354,Very nice place to learn about history and the wars of Republic of Korea
355,Anyone remember the Aoe2 will love the 11 model of Turtle ship 
356,A nice trip especially for Family parking available guides available in different languages including English
357,Awesome statues ancient and modern arts of Korea
358,Amazing place of sad times in such a beautiful country Prepare at least several hours to stay there and tissues
359,Only toured through the war machine exhibit in the grounds Worth a look Some vechicles are open to get inside
360,Definitely worth seeing and enter is free Museum tells story about Korean war
361,The museum is absolutely huge I felt like a day was almost not enough to see everything It is great and so educational although its also psychologically tough I wasnt prepared to get that emotional 
362,Must see place in Seoul Give you enough details of korean history war and heroes
363,The place you must go  Entrance fee is free
364,A real cornerstone on Korean history Very interesting and educational
365,This is a really great museum detailing an extensive history of Korea not just the Korean War You can easily spend several hours here while learning a lot The highlight for me is the back part of the museum which has static displays of some vehicles including tanks and aircraft The step by step recounting of the Korean War is fascinating Several people complained about the bias but its a Korean national museum that covers the most damaging period of their history The UN and US played a big role and the relationships are still strong today
366,This museum is incredible Not only its free for entry but also has lots of vending machines for visitors I have to say this is the only museum with lots of effort from government in terms of investment and its free to enter How great is that The best way to let visitors know the history of the country Kudos
367,Great museum Very informative and a really cool building
368,It is a pretty good and free museum that does show the history of Korea but honestly it is one of those that you only need to visit once  You need about a couple of hours to see everything so it is not a bad place to visit on a rainy day
369,Went here because my boyfriend needed to complete something to get an extra Korean military vacation day Im not really interested in history but the museum facility is well maintained and has some nice outdoor areas to walk around Entrance is free and if you actually are interested in history there are English friendly exhibits which can preoccupy you for 12 hours
370,Nice place to visit had various exhibitions
371,Great place to know Korea more
372,This is an excellent place to visit The outdoor statues and exhibits are amazing and extremely well preserved Indoors I recommend taking the guided tours offered in English and Korean Its a huge place Its impressive how they show the victories and suffering during their history The museum goes back to 600 AD Theres a lot of kid activities on the lower level Theres also a place to get food and souvenirs
373,An excellent place to learn the history of the South Korean people and learn about Korea Outstanding history exhibits Inside the museum in Outside Museum An excellent place to take US soldiers and their families I found the museum to be one of the best museums Ive ever tour throughout my career in the army
374,You need a least 23 hours  Full of history  Planes  tanks  
375,This museum is a must for those who want to understand the story being the North and South Korea 
376,Great museum lots of fighters tanks a battleship And its free
377,It was a very large and extremely expansive museum To be able to walk the garden and look into the vehicles and go inside and see everything they have was a very humbling experience My Uncle fought in the Korean War and to be able to look at the things he spoke of was amazing
378,This was a beautiful place in the memorial was well done
379,One of the highlight of our Korean visit The museum itself is absolutely massive There are stunning display of war since recorded history on the Korean Peninsula The Korean war section did a great job of highlighting the horrors of wars No entrance fee is a huge plus too Expect to spend around 3 hour to see everything Overall this was one of the best museum I have been to
380,This museum is free of charge and is huge as well It also offers a good explanation on Korean history for a newcomer like me which was nice I wouldnt necessarily call it a children friendly museum but then again I dont have kids I also assume that the target audience is adults and not children so it really doesnt matter  All in all this is a great museum for people interested in Korea We visited this museum before we did a day trip to the DMZ This was very helpful as we understood a lot more of the tour guides explanation
381,Lots and lots of tanks and weapons during the Korean War and More
382,Beautiful I like how they have a section just for children respect for making it educational for all ages
383,Big museum vast collection of relics and information from the wars in Korea and entirely free of charge Highly recommend to those visiting 
384,Great place to understand Korean history will definitely take at least a whole day to complete Best if you already have some prior knowledge about ancient Korea and the Korean War if not go watch a few Korean period dramas and read your kids secondary school history textbook or you may find yourself either browsing through everything not knowing what is going on or spending an entire day on half the museum The monuments outside are pretty interesting as well and there is a collection of military vehicles at the side similar to the Vietnam War museum
385,A good place for visit very recommended
386,Expected to spend about 3 hours ended up spending 4 then coming back to spend another 2 hours the next day I kept having to marvel at how well done this museum is The exhibits are well sectioned into a few categories and each include a good mix of artifacts interactive media pieces and written information Would highly reccomend at least a quick stop to this museum for some context on historical and modern Korea The outdoor exhibit is very cool for kids or anyone interested in tanks planes helicopters or boats; first time for me to see many of these in person Would reccomend getting the app for English speakers as some of the exhibits were somewhat lacking in English information  the app is also very well done and even includes some AR elements
387,This museum is very well done and well worth a visit It is yet another museum in Korea which is simply a gift to its people and all those who are passing through It really did remind me once again if the horrors of the Korean War but it was done tastefully There is a lot of history besides the Korean War and it will prove interesting to all of the family There are movies and clips of historical scenes large ships cars tanks weapons of all sorts  We recommend the 4D experience as well but recommend a jacket since it gets cold with the freezing wind and fake snow Quite exciting  Youll probably want to reserve a few hours to visit here to see everything We stayed for over two and felt like we rushed through it
388,Very interesting place with lots of ear regalia and memorabilia Easy takes 23 hours to explore all floors
389,A wonderful museum that talks about the Korean War and the countries that helped it and there is also an Egyptian Archeology Museum that talks about the greatest civilization in the world
390,Sober place to learn about the Korean War Pity that there wasnt enough time for me to finish the whole place
391,This is a place that you must visit if passing through Seoul  They do not only have the history of the Korean War but nearly every other conflict the region has been in over the past 3000 years or more  It is a great history lesson and a great memorial
392,A great place to visit if you ever find yourself in Seoul All of Korean history is covered not just the Korean War although that does account for the majority of the large exhibits which include planes tanks  helicopters in the grounds Theres no entrance fee but an optional donation instead
393,This was one of my favorite places in Seoul I could have spent a couple of days walking through and reading about all of the history of Korea The artifacts are amazing and I loved seeing all of the planes tanks artillery etc outside of the museum Great place to learn a lot about Korea and a must see for anyone
394,You will need to make sure you take a few hours in your schedule to spend here The museum has a lot of fascinating exhibits with a lot of detail that you just wont want to miss A must see for a trip to Seoul
395,Amazing museum one of my tops of all time We thought 2 hours would be a good amount of time to explore but we couldve been here for another two hours if we werent kicked out at closing time  Its very well laid out with videos you can watch throughout  available in Korean English Chinese and Japanese that go in depth into the history And its free
396,Well laid out and has lots of exhibitions detailing the various periods of Korea  The Korean war exhibition is interesting to look at but the recount of events is more biased and proUS  UN than it needs to be A simple neutral recounting of the facts would have been appreciated rather than the nonstop rhetoric about how the UN is the defender of all freedom and US being the saviour of mankind
397,Interesting focuses on korean war and present skipping most of ww2
398,Great museum The English tours of the memorial and the museum are at 10am and 2pm Other times for tours in Korean too There are no other English shows The museum also has some 4d cinema experiences in there Theyre on about every 30 minutes Detailed description of the war with plenty of memorabilia within
399,I loved how ther preserved their guns aircraft and other relics
400,A mustsee if youre in Seoul Its a great memorialmuseum Lots of military hardware displayed outside Its very cool if youre into that sort of thing You can pretty much sit inon most of the military gear Great for photos And the museum part of it is also very cool Lots of history and historical significance of the most recent wars that have shaped this peninsula I think the admission is free if I remember it correctly
401,Great indoor activity with free admission As someone thats not a history buff I still found  it interesting to learn about Korean War history and the Korean War To go through thoroughly will probably take several hours There are displays of planes tanks and boats outside of the memorial which are also fun to explore A new exhibition had just opened when we went just after Christmas
402,This is the best place to learn about the history of Korean war The place is huge and full of information This is one of the most innovative museums I have ever seen The volunteer guides here speak so passionately about the story of the Korean war and the whole place shows the importance of peace in life
403,Very interesting and free It not only shows tanks and so on outside but the inside shows a range of inner Korean wars since around 1300 or so They are presented in a very interesting way including also videos and so on in English Also interesting for children if they speak English or the parents are willing to translate Would definitely recommend it Go from the bottom floor up in chronological order
404,This place is one of the best way to understand the Korean War If you are like me and have no background on the war this war memorial not only tells you what happened they also show you the official documents and if it was written in a different language theyd translate it to English just so you could understand Plus this place not only explains everything but they also do it in a fun way Id totally recommend you going here
405,Very good place the enter is free
406,very quiet place to go to relaax
407,I would recommend starting your visit in the morning and touring the outside first for a few reasons One there is a lot to see outside so youll be there for awhile if youre like me and are interested in all of it Second if youre not visiting during the winter then it is only going to get hotter as the day goes on and it will likely decrease the enjoyableness of being outside Once youre inside you can go at your own pace and rest when needed but youll have already done the outside tour Once youre done completely youre probably going to be hungry I dont recommend eating at the museum but walk a few blocks to NamyeongDong Its the closest area and they have a lot of options that arent touristy so youd be getting a more authentic experience in terms of quality delicious food
408,Very well done memorial with beautiful sculptures and old military vehicles and weapons to look at The museum was also very well done All the information was organized detailed and immersive Couldnt see everything in one day so Ill definitely have to go back
409,Great museum free entry to buildings and grounds that should not be missed in Seoul It is about 4 bus stops from Seoul Station and is very easy to get to  the bus stops right outside  It goes through the history of Koreas battles from the age of Khans to the Korean war and UN work It recognizes the work of Korea and their allies Great artifacts very well put together building and flow  The grounds have some amazing sculptures to look at and learn about There is also a very large number of tanks missiles and aircraft outside to look at They have a replica navy vessel  outside that you can go on board which shows the scars of an attack on it by North Korea  We went with 3 kids and they really enjoyed looking outside at the vehicles but also enjoyed the computers and artifacts inside all under 5 years old They have very nice baby friendly facilities  as well  Dont miss it
410,Lots of reviews on the museum itself which is impressive The childrens museum isnt quite as impressive but worth a visit with kids Still a lot of patriotic messaging but not more than you would expect Overall smaller than the childrens museum at the National Museum We went through in about 30 minutes At the end are two play areas My twoyear old was disappointed he couldnt go on the big structure with a slide etc Outside is another playground open to everyone  Entry to the museum is in 50 minute intervals On a Saturday in November it wasnt very busy but on a busy day you might have to wait
411,A must visit if you are in Seoul War Memorial of Korea showcases the history of Korea and also pays tribute to all the people who lost their life for Freedom At the entry of war memorial one would find the flags of all the nations along with their contributions who united together and helped South Korea in achieving freedom I would recommend joining the free guided tour of war memorial 10 am  2 pm The tour guide is a retired army personnel and he explained the history very well
412,A historical gallery with various segments of war which Korea was involved A great place to be to learn and understand as well as enjoying the environment around the area especially in autumn The souvenir shop offers a lot of choices from military caps shirts flags fridge magnets and korean small souvenir A suitable place to visit for family and friends
413,A thoroughly interesting museum Its a big place and will take up several hours of your day if you plan to see it all It is incredibly informative and the attention to detail is pretty amazing Sometimes you can catch the South Korean honor guard performing outside Theyre amazing to watch
414,Amazing museum with free entry The museum is expansive and comprehensive covering the various conflicts in Korean history The content is varied enough to be interesting throughout including interactive displays 4D movies and simulations etc The outdoor grounds also display a number or military vehicles which you can climb and get close to
415,For those who love history and war this place is best for you At the starting you will see the countries and companies emblem which have helped korea Its entry is free of cost The place is build beautifully with lots of animations and miniatures The place depicts each of the war  what is used how they fought The children come here and do there homework The place cannot be seen in a full day if you started watching everything There is smart guide available which helps you to study about this things
416,War memorial of Korea was an amazing place to see the past of Korea
417,A great experience in learning about Korean history not only about modern Korea battle but also back to when Korea was first founded  The overall experience can take between 2 to 4 hours although we stayed for 5 and still didnt finish Best of all its free and foreigner friendly with videos graphics and displays all available in English  A must visit for any tourist visiting Seoul
418,Well worth a visit a rainy day
419,Great activity to go and do Take the day off and go and explore this great memorial Lots of interesting artifacts You wont be disappointed at all Very good way to learn about the history of Korea
420,This war memorial was particularly impressive and beautiful The size was amazing and the exhibitions were really well done We spent many hours here there was so much to see read and interact with
421,Beautiful museum about all wars involving Korea although the Korean War is given a great deal of space Very detailed accounts Great use of multimedia exhibits artifacts and dioramas Most descriptions are also in English Many videos have 4 language options
422,This a spectacular place to visit it is Koreas thanks to the United Nations for their forces who fought against the North Korean invasion force The area is huge with a very large magnificent building portraying the history of the Korean people the ground are huge and include an array of armaments from the war including tanks boats and aircraft from both sides of the conflict including a B52 bomber  A must see the Americans and the British feature highly in the remembrance area as the countries who gave the most to the conflict
423,Got a great opportunity to spend a couple hours prior to closing at the War Memorial This was definitely an eye opening experience The museum is truly well done and provides a great overall history of the conflicts throughout the peninsula I only wish I had a few more hours to experience everything the inside and outside of the Memorial had to offer
424,One of the best war museums  memorials in the world Huge building and huge outside area with exhibits mostly from the Korean war in 1950s Very interesting setup interactive guidance and explanations lots of maps videos and models make you feel inside of the story Outside exhibition of tanks airplanes and other machinery used adds to the whole experience Truly mustsee place for any history enthusiast visiting Seoul
425,Great Tut exhibit even through level 4 social distancing Personal speakers available in two languages
426,I wish the DMZ tours would include this museum This place is very well done with a great presentation Most of the exhibits are in both Korean and English with some in Chinese and Japanese This peninsula has a long and interesting history and this is where you learn about it
427,Do visit and learn about the conflicts that have shaped the history of this great country
428,I first visited in 2010 and then again 2016 and it seems to have changed not for the better In 2010 the museum charged admission but the displays and exhibits were really interesting interactive and well designed  In 2016 admission was free but it looks like theyre doing renovations on a significant part of the interior of the museum and the remaining open exhibits were only soso compared to what I remember from my first visit The outdoor display of equipment is interesting
429,A mustdo in Seoul The displays were very modern and informative and there were English translations for everything There is the biggest display in dedication to foreign countries services out of any museum I have ever been to The staff were very friendly too You will find it interesting whether you know nothing about the Korean War or are well informed
430,Phenomenal museum Very detailed account of the Korean War The exterior is filled with monuments tanks planes and helicopters Good for all ages One of the best free museums Ive visited Takes a good 23 hours to get through
