,Unnamed: 0,NAME,STAR,REVIEW,DATE
130,130,Ken,5.0,The Korean history over the last 3000 years was very well documented and displayed at the museum  I was very impressed with the spirits of Koreans over the millennias overcoming various adversities and human calamities Its adoption of Confucianism was critical for the development of the Korean Empire over the centuries  I was very surprised that the last dynasty of Korea lasted for more than 900 years much longer than any dynasties in China the longest of which was about 500 years  The museum is also conveniently located near metro station  A must visit for all visitors who want to get a sense of the historical importance of Korea,"Written March 2, 2019"
131,131,Serene Z,4.0,Its huge You can see many historical artefacts findings collections and learn about history olden days culture and the tradition ways of korea They have new exhibitions too,"Written March 1, 2019"
132,132,Annette F,4.0,We ended our visit on a Thursday late night at the Museum at the Pagoda restaurant My friends all opted for the prix fixe menus Korean and Italian and thoroughly enjoyed I decided on something different the octopus bibimbop  and thoroughly enjoyed It was more like a deconstructed bibimbop with the rice on the side to be added A really good variation on a traditional dish,"Written February 26, 2019"
133,133,Derick Guillarte,4.0,If you want to understand the history of Korea this is the place to be It is the largest museum in Korea which houses precious Korean cultural assets You will learn the history of Korea from ancient times to the modern era To get here just go down at Ichon Subway station exit 2 The subway is connected to the museum via underpass,"Written February 26, 2019"
134,134,Pedroofluquillo,5.0,The museum is very complete and modern the exhibits in the first floor where specially appealing to me since I love history it shows a very detailed history of korea from prehistory to the modern times The museum is small and may not have a whole lot of pieces in display but mind you that for a country that has been looted and pillaged various times through the centuries the museum collections gives a very complete image of the korean nation highly recommend if you have the time,"Written February 20, 2019"
135,135,Olle,4.0,Im gonna start of by saying that these sorts of museums are often not something I enjoy that much With that said I did not think the content of the exhibitions were that interesting There was definitely some cool things on display But also it felt for me like 50 was different pots and porcelain Which some might find interesting but quickly gets incredibly dull in my opinion But what really saves this place in my eyes is the building itself Which is enormous and I think incredible both on the inside and outside with surrounding Also the museum is for free So if interested I definitely recommend going here and if you find the pots as dull as I did atleast you will have the building to look at Additionally I did not take any tours Audio nor guided so maybe that would have enhanced the experience,"Written February 13, 2019"
136,136,Freddy W,5.0,Easily accessible by metro Admission is free unless you want to see the special exhibitions I went there on a Sunday so there were lots of families with kids there Quite a wide coverage of collection of different artefacts,"Written February 4, 2019"
137,137,KlaasB,5.0,Beautiful building with a large collection Over the last ten years I have paid multiple visits to this museum and find myself returning to it often The pictures I uploaded are from the temporary Goryeo exhibition in 2019,"Written January 18, 2019"
138,138,PlainJane,3.0,This is a place for people who knows how to appreciate historic artefacts  especially artefacts related to buddhism Otherwise I do not recommend this on your itinerary Especially because the exhibits were rather niche That said it has a nice and clean environment There were also 3 levels of exhibition halls,"Written January 16, 2019"
139,139,alinelunardy,4.0,Finally got the time to visit this one yesterday Specifically loved the paintings gallery in 2F Worth a visit,"Written January 12, 2019"
140,140,BlackNarcissa,5.0,This museum claims to be the biggest in Asia by floorspace It may not be true but it is certainly big The art displays are excellent There is a good restaurant,"Written January 10, 2019"
141,141,FarizJaafar,4.0,As a foreigner I have been following Korean history Not through the book but by watching Korean movies Goreo Joseon All make sense via easy arrangement of the exhibition halls Anticlockwisely it explains Korea history from early to modern,"Written January 7, 2019"
142,142,Martha DL,5.0,Easy to go to as there is an access from the train station Extensive collection of historical artifacts I learned a lot Download the app for an English guide which was so helpful Visit their garden around the museum,"Written January 7, 2019"
143,143,Tifster,4.0,This was a nice place to spend a rainy morning The galleries are manageable in size and the collection is impressive,"Written January 3, 2019"
144,144,Roosa,5.0,Short walk from the subway station Easy to find A lot of stuff to see and you really get a good picture of Korean history Remember to grab a map before you explore the exhibitions so you won get lost The museum itself is really pretty and the architecture is wonderful The view at the top is also cool Has lockers where you can put your stuff during the visit The museum was almost too interesting as I found myself walking around the building for the third hour,"Written January 3, 2019"
145,145,Amirah Jumat,5.0,about a 5 minutes walk from the subway station the experience along this walk was quite impressive admission to the museum is free so thats even better signages are in english and overall easy to walk around in the museum,"Written December 29, 2018"
146,146,HokieNerd,4.0,The museum was a very interesting look at the development of Korea over the years The gift shop provided very good gifts to bring home to family,"Written December 29, 2018"
147,147,Steve L,5.0,First of all its easily located at the entrance of the train station exit Probably a 5min walk once u exit the train barrier to the exit  Secondly its free of charge There is no fees and you get 3 stories of viewing Probably taking you about 2hrs to complete finish walking and looking through all the displays However not all the explanation for the displays are in English At the basement there is an activity for the kids to trace  colour king Sejong face which could keep the kids occupied for awhile The facility is very clean neat and nice Definitely an activity for all ages  Thirdly visit this location as u watch the palace guard change ceremony which is located directly 500m in front of the museum entrance Which is free of course all the ceremony explanation are done in 4 major languages so u understand what is going on,"Written December 27, 2018"
148,148,Mary B,5.0,Three story building housing many artifacts that give a full history of Korea from early time Reach easily by bus,"Written December 12, 2018"
149,149,slesa130,5.0,Wonderful museum can easily spend a lot of time here learning about Koreas history Signs are in English on the exhibitions and there is a lot to see The museum is free and also provides free luggage storage and free lockers great for tourists There is also a resting area in every few halls to take a break or wait for others in your party to catch up Would highly recommend a visit here if you are traveling to Korea,"Written December 1, 2018"
150,150,EurAznSF,5.0,It was an easy jump from Incheon and my first stop during my daylong layover The regular exhibits are free to the public plus there is a free app that acts as a docent to lead you through the museum to save artefacts of interest and search mustsee artefacts There is a restaurant on the 3rd floor to avoid the busy small caf\xc3\xa9s in front The museum is 100 wheelchair friendly however it sits on top of a small hill To me it was worth the climb,"Written November 28, 2018"
151,151,Phil Rivera,5.0,Being able to learn about the country that I truly admire is one of the greatest feeling and probably achievement This had made me appreciate more about Korea its people and culture,"Written November 28, 2018"
152,152,DonnieT7,4.0,Located in a large open area this building houses the evolution of the Korea Everything is organised and the building is a modern spacious place  Very interesting and would definitely recommend it,"Written November 25, 2018"
153,153,Judith R,5.0,Loved this place spent 1 whole day on the 1st floor with history of Korea and 1 day on the 2nd and 3rd floor It is free theres decently priced food including a vegetarian meal and its just a beautiful superclean modern building with so much wellpresented information Incredible,"Written November 23, 2018"
154,154,jeffreyopada,4.0,went to this place before we entered the palace since it is also located in the same area maximum time allotted is 1 hour please have a tour guide to explain minuet details to make the display items more interesting,"Written November 20, 2018"
155,155,195travelingsil,5.0,A beautiful building with plenty of areas to rest and recharge There is so much to see and learn about Korean history Nice displays although some were dark The donated collections were impressive The grounds are a wonderful respite from city living,"Written November 18, 2018"
156,156,Steven T,5.0,Ive been to most of the major museums in the world and this museum has the finest collection of Asian art hands down The focus is on Korean art but there are also strong exhibits with Japanese Chinese Vietnamese Cambodian East Indian Lao Thai Indonesian Mongolian and Filipino art as well Admission is free If you go on a weekday in the morning you will likely encounter bus loads of school children in the museum So if you prefer a more quiet visit you may want to go on a weekend or in the afternoon the kids seemed to be getting tired after around 2pm Guided tours are available I eavesdropped on a few different tours and they were extremely informative,"Written November 14, 2018"
157,157,mrbadsyam,4.0,Love it here They have the show in sections from the dynastys till the modern era Have audio in English also,"Written November 12, 2018"
158,158,Anand Varadarajan,5.0,A great way to learn Korean history The history reveals itself before your eyes when you cover the ground floor The art section on the first floor enhances the awe factor and very mesmerizing  The displays are wellarranged and flows very nicely in alignment with history Right from the 3 kingdom period to the Unified Silla Goryeo to Joseon dynasties The section on Joseon Dynasty will leave one with wonder and intrigue its a onestop destination to learn about the interlinked history of Korea China and Japan in the early Medieval and Medieval period Its so enlightening to know that Korea has richer and older culture compared to contemporary Japanese culture  Must visit place in Seoul,"Written November 10, 2018"
159,159,Bobdec,5.0,Very interesting Learned a lot about Korean history and its wonder people Great place to go and wonder around for a few hours Lots of historical stuff to see,"Written November 7, 2018"
160,160,sissiwusi,5.0,The museum is located near subway Ichon station It is a modernized museum with gardening surroundings The admission fee of the special exhibitions are around 6000 but the permanent exhibitions are free of charge and they are worthwhile enough to visit You can see wellorganized artifacts of Korea throughout the history There are also many precious artifacts from other areas such as China Southeast Asia and West Asia And the special exhibitions are of even better experience We visited the the Joseon Dynasty Maps exhibition which showed the history of Korean people making maps of Korea and even the whole world The exhibition is very wellorganized with many technological designs You could scan the code to see the AR effects of the map with your mobile phone Many local people found the places they were familiar with in the ancient map The visitors were really having fun,"Written November 5, 2018"
161,161,Sarah53187,5.0,We were super impressed with the National Museum of Korea There are so many good points to list  Beautiful interesting artifacts chronicling Korean history  Well laid out  Gorgeous contemporary building very spacious  Excellent English translations  Free entry  Open late some nights  We spent two hours here We saw all of the first floor Korean history then did a very quick lap of the second  third floors The grounds really are gorgeous,"Written November 4, 2018"
162,162,Janice G,5.0,Free entrance and it is an interesting museum for all ages  The other building is payable Its a good place when it rains ,"Written November 4, 2018"
163,163,Marion F,5.0,This place is amazing i went twice each time spending 3 hours looking around and i still didnt see the whole museum More than just a building with great artifacts you can also walk the ground that have a waterfall and genuine 1000yr old statues Even if museums are not your thing the view alone is worth the trip TIP they are open until 9 on Wednesday and you can see Namsan tower from the top of the museums steps,"Written November 3, 2018"
164,164,SammieYeo,4.0,And I was very impressed by the Silla artifacts There were 3 special exhibitions at that time which I was not able to explore,"Written October 29, 2018"
165,165,Morning S,4.0,It is a heritage museum where you learn about the culture of South Korea Entry is free and this is one of the best free museums I have ever visited,"Written October 28, 2018"
166,166,Joe Canuck,5.0,On the way back from the DMZ spent a few hours hours here Its free and a great place to learn all about Korea Simply put its a great visual learning opportunity and well worth the visit,"Written October 26, 2018"
167,167,bdg,4.0,If you are into Culture and Heritage it is ok The visit can be combined with a visit to the palaces in the area,"Written October 22, 2018"
168,168,Kathy S,5.0,Lovely surrounds and beautiful colleciton I spent many hours here Aside from a lot of loud and boisterous schoolkids it was nevertheless enjoyable,"Written October 20, 2018"
169,169,PavethraP,5.0,Done up and managed very well it is worth a visit for sure Take your time moving through the exhibits plan about 34 hrs,"Written October 19, 2018"
170,170,Brandon Travel Reviews,3.0,The museum is a fair bits walk uphill from the closes metro station The giant pagoda inside is incredible Lots of other cultural possessions inside from China Mongolia Rome Japan to name a few Very popular spot for schools and youll see lots of children and their teachers all over Overall it wasnt as impressive as I thought The War Museum is a better choice with more interaction,"Written October 19, 2018"
171,171,Amelia G,5.0,This is a huge complex with many interesting exhibitions Highly recommend You need a few hours to really soak it all in,"Written October 19, 2018"
172,172,Rebecca S,5.0,Great museum to spend time in It has interesting exhibits to look at and we could spend hours in there,"Written October 18, 2018"
173,173,taitaihk,4.0,This museum was on our list to visit while we were in Seoul and we were so glad we did It was easy to get to by local bus which stops right opposite the main entrance The building is stunning and beautifully designed spacious and filled with natural light and the gardens and mirror pool are equally impressive We were too early for autumn colour but the trees should be even more beautiful in a couple of weeks The museum is free so it was busy with many groups of schoolchildren visiting on the day we went But there are 3 floors with many exhibition rooms so its easy to avoid the crowds The exhibits include periods of Korean history from prehistory to the Korean empire and sections covering traditional Korean crafts There are also sections covering Asian art from China Japan Central Asia and India Its easy to spend a couple of hours here We also had a wander around the lovely gardens There is also a small food court and a shop Well worth a visit,"Written October 16, 2018"
174,174,LizabethRose,5.0,During our visit a special outdoor exhibition of traditional dance and music was preformed at the outdoor amphitheater which was an unexpected added attraction to a very interesting museum Two special exhibits plus the museums 3 floors of Korean art and artifacts kept us busy for several hours,"Written October 15, 2018"
175,175,George H,5.0,For once I found myself with a day to enjoy whilst on a business trip to Seoul Usually imy visits comprise of the traditional airport taxi hotel taxi meeting taxi cycle Braving the immaculate Seoul underground helpful locals and clear signage meant I arrived without misadventure Simply look to connect with the light blue line 4 and get of at Ichon the covered walkway is well signposted and brings you into the beautifully manicured park surrounding the impressive museum Entry to the main museum is free but you do have to pay a nominal amount for special exhibit halls The ground floor is laid out chronologically with exhibits starting from from Neolithic times all the way through to the modern day I recommend you spend some time studying the timeline mounted on the wall at the entrance particularly if like myself you have limited knowledge of Korean history The exhibits are beautifully presented and most have a good English language explanation I am not sure how long I spent wandering from era to era probably about three hours but I was so immersed it didnt really matter With hindsight I should have done some background reading as my head was struggling to piece all the information together Second floor was focussed on art and ceramics with the third floor furniture and similar First  ground floor requires the most time There are cafes on each floor but are limited to mainly cake and coffee There is a food hall but it was a little too busy so I gave it a miss Spent thirty minutes sitting in the sun before walking around the mirror lake to visit the National Hangeul Museum This is an absolute must if you want to piece together some of what you have seen in the main museum Great day out free entry too and an awful lot of new knowledge to be fascinated by,"Written October 15, 2018"
176,176,Robin B,4.0,My husband and I visited this museum on a cool raw day and enjoyed the free tour in English of the collections highlights we were the only ones at 10am Our tour guide was hard to understand but was a Korean history major so he knew a great deal about the pieces he was showing us and Korean history in general The stone pagoda golden tiarasbelts and the pottery at the end are beautiful The Museum gift shop was one of the best we found in Seoul very reasonable prices esp the postcard set of 25 for 10 The reflective glass makes it hard to take good photos of some items Compared to other Seoul attractions the museum is quiet and spacious built less than 25 years ago,"Written October 14, 2018"
177,177,Peter K,5.0,I loved going to museum when going to difference places I learnt alot of news things when visiting museums There are alot of exhibition showing in October I remembered there was exhibition on Joseon dynasty Very educational for my brother and I,"Written October 14, 2018"
178,178,Been a few places,5.0,We visited on a chilly foggy autumn morning which was the perfect kind of day for a museum visit The museum is huge but is surrounded by gardens which are worth exploring On entering you are immediately taken by the ceilings design and the architectural simplicity of the exhibition halls off from the main rectangular atrium which has exhibits along its length We spent a lovely couple of hours observing the many exhibits my favourite being the rooms containing a variety of buddhas from across Asia Definitely worth a visit especially on a grey day especially as its free  If you are heading elsewhere afterwards by bus have a look for the shelter of memories which is a bus stop on the main road outside with tile memories in Korean embedded among the bricks  quirky  I just wish I knew what they said,"Written October 6, 2018"
179,179,Hend,5.0,A place where history and art meet together Its definitely worth the visit  well arranged places to eat and relax after you view the artwork I like it,"Written October 2, 2018"
180,180,Diandra S,5.0,Note when you arrive there you will see 2 entrance one is on the left the other is on the right Make sure you go to the correct entrance the right side The National Museum of Korea is free of charge The other entrance needs to pay  The museum showcases Korean culture from Paleolithic era until recent times Each era or each kingdom artifacts are located at different area Be prepare to spend half a day here as the collection is huge If you are hungry in between gawking at the wonderful collections there are a restaurant and a convenient shop in compound,"Written September 26, 2018"
181,181,TuanTQ,3.0,The architect of the museum is so high I love this and try to go all the rooms I dont realize the story of the museum,"Written September 24, 2018"
182,182,travelcloud,5.0,I went to the Museum not knowing very much about the history of Korea This is a great place to start with all historical pieces accompanied with English notes I spent the whole day hetr and enjoyed the scene and architectural structures all around,"Written September 23, 2018"
183,183,ibrahim f,5.0,If you happen to go to korea and is short on time or want to have a relaxing time be sure not to miss this place If you need to see old tradition or you want to have a good stroll it covers all of those Be sure to put it in your agenda when you visit Korea,"Written September 18, 2018"
184,184,Anders H,4.0,Realy nice museum which will give you a lot information about Korean art and history up to app 1910 They have a great app which you should download before you start your tour,"Written September 18, 2018"
185,185,FayeLG10,5.0,the Museum is free which is great for a traveller on a budget the lay out of the museum is great and easy to follow and the exhibits are fascinating and a great insight into the history of Korea the art collections and other great exhibits I saw every exhibit in around 34 hours so it took up a good portion of my afternoon The subway station is so close as well as having a cafe and convenience store just outside the gift shop was a little pricey but that was to be expected,"Written September 16, 2018"
186,186,741lolo,5.0,Great displays and beautiful architecture The water feature outside shows the magnificent setting to its best,"Written September 8, 2018"
187,187,932sophia,5.0,The property is huge in the middle of Seoul with its garden extends over the area Interesting architecture of the museum wonderful dining experiences at the Korean restaurant and you can stroll in its amazing garden for a while,"Written September 8, 2018"
188,188,jarijison,5.0,Huge space Impressive presentation Extensive displays of pottery and related artifacts The permanent displays are free Special displays have minimal admission fees,"Written September 8, 2018"
189,189,Hofstaetter Zivkovic Aleksandar,3.0,As Corea suffered wast devastation in up to three wars during the ladt century there is not that much left to be exhibited although exhibits are carefully presented in a very modern building,"Written September 7, 2018"
190,190,Nikki J,5.0,Fantastic museum from the outside in well set out with stories photos artefacts and displays Great start to those wanting more knowledge about Koreas ancient past,"Written September 6, 2018"
191,191,Glenis L,5.0,Went to The National Musuem of Korea It is in a beautiful setting with plenty of room for everyone There was a free concert on when I arrived playing great jazz The guy playing the saxophone was great The Musuem is always worth a visit Everything is beautifully displayed Lovely food and iced Citron tea in the tea room Excellent Museum shops selling a real variety and good quality merchandise,"Written September 1, 2018"
192,192,highimpactuk,5.0,The largest museum in Korea it contains key artefacts that tell the story of the country There are also educational and cultural assets here meaning there is something for all,"Written August 27, 2018"
193,193,Tim W,5.0,I loved this visit as I was impressed by the view of the museum both inside and outside Nice and informative and a good outdoor area to take pictures of military hardware like missiles,"Written August 25, 2018"
194,194,AytanSh,4.0,Good place to get to know about Koreas history well arranged equipped and maintained take a tour and enjoy the visit,"Written August 16, 2018"
195,195,Xamot Tomax,5.0,This is a very large museum The number of artifacts they have collected is astounding You learn so much about Koreas fascinating history Id recommend a couple of hours to visit this museum They have many English written descriptions for the displays and exhibits If youre interested in learning more about Korean traditions and history then this is a must see museum,"Written August 15, 2018"
196,196,Umesh M,5.0,Loved the museum so much to see there lots of information given on this beautiful country must visit again,"Written August 14, 2018"
197,197,The Travelling Larrikin,4.0,Need at least an hour Ground floor is interesting with the history of Korea otherwise 70 of the exhibition just all potterytrain station n bus nearby Its free but special exhibition is charged at 9000,"Written August 14, 2018"
198,198,cassiopoea121212,5.0,There are plenty of reading materials that they provide in different language as well and its all for free They even have these stamp pad that you can roam around and complete as you go along the way Its amazing seeing them in person as we always see it in the korean tv shows and movies,"Written August 10, 2018"
199,199,RiAA,5.0,The architecture is stunning the staff helpful and the exhibits themselves interesting and informative I got the audioguide and I spent an entire afternoon roaming through the museum I think those with an interest in history would certainly enjoy it The museum itself is very wellmaintained This is one of the best free activities Ive ever done,"Written August 6, 2018"
200,200,Melmoth,5.0,Well organized and very instructive it helps the visitors to orient themselves in Korean culture and history,"Written August 5, 2018"
201,201,Andy C,4.0,Great activity for hot cold or rainy days This place is massive and contains a wide array of artifacts from Koreas history  This place does tend to get crowded especially during the summer heat  Getting there Metro Line 4 Ichon was station exit 2 will take you directly into the museum Inexpensive snacks at the CU onsite I had Kimbop and water for 3000W,"Written August 4, 2018"
202,202,Mandy L,5.0,The stunning modern architecture hides an amazing range of outstanding displays and historical information about the history of Korea Several levels of artefacts pottery art jewels recreated moments of history and paintings are some of the wonderful displays that will take you at least half a day to truely appreciate The garden is also beautiful Cafes and a food store fill the hunger void and a wonderful little restaurant can be found just as you come up out of the subway An absolute must when in Seoul,"Written July 27, 2018"
203,203,MaxMaya,3.0,The design of the museum is lovely However the exhibits can be much improved We were unfortunate to have visited the museum to coincide with a school visit With kids out of control the museum became a market place of voices and vandalism My heart goes to the museum staff trying to handle these kids which by right should be under the teachers supervision,"Written July 26, 2018"
204,204,17Dubhe,5.0,Wow Great experience and lots of things to see Clean Wellorganized Amazing artwork Joyful and beautiful landscape Lots of space Explored and learned Thank you for all the people who make it great place of learning and rest,"Written July 26, 2018"
205,205,chooseANewScreenName,5.0,Really enjoyed our visit The building is spectacular and the landscape  grounds fantastic  Exhibitions are good Disappointingly not so much around Korean War and modern history Perhaps thats in another museum  Theres a gorgeous area in the grounds worth walking around and finding  Dragon Pond Absolutely beautiful oasis,"Written July 22, 2018"
206,206,evania23,5.0,By this museum we can learn and understand about korean people We can take the photo inside the museum but not alllowed to using flash,"Written July 18, 2018"
207,207,marijansesvete,5.0,The museum itself is huge free of charge today works till nine oclock It has many objects shop lockers clean toilett etc,"Written July 18, 2018"
208,208,CHRIS,4.0,We only spent part of a day here You need more than a partial day as we did not see a lot of the Museum I highly recommend seeing the Budda section,"Written July 17, 2018"
209,209,CarSteHolden,4.0,Large museum with lots to see We spent a whole afternoon here Easy to get to on the underground The Buddhas were fantastic Also has a great outdoor garden area,"Written July 15, 2018"
210,210,Rachael Jael W,4.0,Theres a lot to take in in this museum and I will admit my favorite part was finding cool art prints in the gift shop Theres a lot of pottery but many other things too I especially enjoyed the large Buddha statues,"Written July 14, 2018"
211,211,RickieLost In Music,5.0,The building alone along with its vast gardens is worth a look but once inside you could spend a whole day Wonderfully displays depicting the history with plenty to keep the kids interested too,"Written July 11, 2018"
212,212,jeru B,5.0,I visited National Museum of Korea 10 years ago If you love history artifacts and arts then this is a place you must visit The museum has everything you need to know about Koreas history,"Written July 9, 2018"
213,213,ritchcal,5.0,It was our last day in Seoul and our trip was in the afternoon Since we have been shopping and food tripping for 3 days it was about time to learn some history Very impressive building informative and entrance is free Its a must see before you leave Seoul,"Written July 8, 2018"
214,214,Raultriathlon,5.0,This was a last minute plan We took the metro and the museum is right there Free entrance and free guide Our English speaking guide was a gentleman in his 80s with a great passion for his country and history The highlight of my trip was the statue of Sidhartra as a young Buddha in the moment of enlightenment This bronze statue was casted 1400 years ago the special smile of the character is unique Our guide told us \xe2\x80\x9c if there is a Korean souvenir that you want to take back home is that smile on your face\xe2\x80\x9d And with that his tour concluded There are other treasures worth visiting,"Written July 7, 2018"
215,215,Raman G,5.0,If you like history and museums A must visit A very large museum and very very clean Free entry Only special exhibits are paid Their tea shop on 2nd floor at the rear has excellent and delicious local tea Reaching the Museum is very easy You can take Line 4 Jungang Line to Ichon station Just follow the signs and there is an underground walk way air conditioned which takes you directly to the entry steps of The Museum The grounds outside are also very beautiful If it is NOT a warm day you can spend time siting in the grounds as well If you have the time you can spend the full day here It is better to see the Museum on your own rather than the free guided tours one hour Routes and directions in the Museum are clearly marked and the exhibits have a very elaborate writings and information,"Written July 5, 2018"
216,216,James Frinzi,5.0,Highly recommend I would definitely recommend a guide There is a lot of amazing content We hired a personal guide and it was entirely worth it The guide drastically amplified the experience  Even if you dont have a guide its still going to be worth while Id plan on 2 hours per floor We split it up in 2 days,"Written July 5, 2018"
217,217,newyorkdoll4,5.0,This was truly one of the best museums we have ever visited Extremely well laid out Fascinating Took the subway there Just a short walk from the stop  The museum is laid out in chronological order of the history of Korea Learnt an awful lot,"Written July 4, 2018"
218,218,Fifidog,4.0,There is not much hype on the Museum so we did not plan to visit it at all In fact it was only because it was located directly opposite the palace and we had some time before our appointment with our guide that we decided to pop in for a look  Entry is free There are lockers that require coins to rent but the coins are returned after you unlock the lockers  What we saw was mostly the history of Korea; the opinions on how it came to be how it developed and so on It was very interesting  Cater about 23 hours We rushed through it in less than 1 hour and regretted that we did not have more time to spend there,"Written July 1, 2018"
219,219,Buyer333,5.0,The place is beautiful i have been there twice and I still feel in awe with the beauty the collections are nice,"Written July 1, 2018"
220,220,pippymoon,4.0,My only problem was that the day we went it was filled with school kids Still had a good time but will go again,"Written June 26, 2018"
221,221,Ghadeer2014,4.0,We visited the National museum of Korea on a Sunday The place was crowded The museum was a 3 levels place The 1st floor was all about history and the 23 were all about culture and art The Brochure was available in Korean English and Arabic The museum was worth the visit every corner was well maintained and every item was well taken care off You will surely need to visit it for yourself There was a nice and cosy caf\xc3\xa9 on the 3rd floor I had my favorite mixed grains cold drink with rice cookie The drink was nutritious and cold  SEE photos,"Written June 26, 2018"
222,222,acukiert,5.0,This is a new museum with a great collection of korean art THe building itself is impressive and the lightniung is great A nice pagode gives way to the museum secrets,"Written June 24, 2018"
223,223,Debbie E,5.0,I enjoyed this Museum it was close to the Gyeongbokgung Palace walking distance  The admission was FREE  The Museum was clean and modern History of Seoul South Korea  all the stages the country has been Thur  I enjoyed the pictures and props and videos that they had  If you enjoy history definitely come here,"Written June 24, 2018"
224,224,casskorea,5.0,This museum is just beautiful Huge well laid out architecturally stunning We took Free English tour Since there is so much ground to cover I highly recommend the tour as it highlights some MUST SEES 90 minutes long it goes quick but provides interesting insights Even my 10 year old was enjoying it,"Written June 23, 2018"
225,225,SarahsSojourns,5.0,This museum was very well laid out with the ground floor dedicated to the history of Korea up until the early 20th century I only had a few hours so I spent the majority of them there so didnt get a chance to see the rest of the museum but I had a quick glimpse of the first floor which had a calligraphy and art section,"Written June 21, 2018"
226,226,Bonnie8828,4.0,A good place to bring high school students to visit the museum However no information about the Korean War which we are very interested to know more,"Written June 20, 2018"
227,227,KelleCrown,4.0,This museum is my favorite museum in Seoul with a vast array of artifacts ranging from ancient times to the era of the Korean War The museum is educational for learning about the history of Korea something which is mostly ignored in Western education Many of the rooms are not filled to capacity but the museum is spread out enough that there is plenty to see The top floor has exhibits on Asian history in general encompassing more than just KoreaI found these more interesting There is also a large quantity of pottery and calligraphy throughout the museum Admission is free and while an audio guide is recommended I found it cumbersome and unnecessary Many of the items have English labels and an English map is available,"Written June 18, 2018"
228,228,Yeh Lin G,4.0,The museum offers a decent download of the history of Korea till the formation of modern Korea Sadly you wouldnt get to see anything like the impact of World War Alot of stuff are touch and go but that is understandable because Seoul also hosts many other related museum such as the National Palace Museum of Korea As an arsent museum goer it is just a pity that this museum is not a one stop shop  The key exhibits are in the first floor The 2nd and 3rd floors houses some arts pieces of Korea and artifacts of the world respectively I personally think that you may give these 2 upper floors a miss it time is a constraint  I can see effort in the curation but the collection especially on general world is quite thin  I spent a total of 45 hrs in the museum Entrance is free,"Written June 18, 2018"
229,229,Hike D,5.0,I wont tell anything but suggest all to come here visit and get yourself to learn about the country Cool place one of the mustgo,"Written June 18, 2018"
230,230,theandylee,5.0,i can tell you from extensive travel experience that this museum is a work of wonder the architecture organization presentation and landscape already make it a great place to visit and adding to the fact that it showcases the best of Korea for FREE is a great way to learn and appreciate Korean historyculture,"Written June 14, 2018"
231,231,Peter_Bomberg,5.0,The architecture is great the way the rooms and lighting both natural and electric really highlight the art  There is enough on display that everyone should find something interesting i was delighted to see the cultural influences of surrounding countries as that aspect is often skipped  I would recommend a visit,"Written June 12, 2018"
232,232,Tugty,5.0,We enjoyed this peaceful amazing architecture and all of the many wonders within You can see so many different periods of Korean history here From the famous Turtle Boats of the 10th century through the Korean War and beyond A balance focus on events and culture Really a treat,"Written June 11, 2018"
233,233,Bally1966,4.0,Subway Line 4 will take you there Just follow the sign and then walk along the long corridor you will soon reach the museum  Very spacious and the environment is quite good Quite true its a bit cool in the sense that there are not too many people and the space itself is quite overwhelming  Good collection on Buddhist paintings and sculptures Must see  Some nice restaurants  Good for spending a few hours there This is my second time visiting the museum Think Ill still go back,"Written June 10, 2018"
234,234,lvitaly58,1.0,We were so looking forward to seeing Danwon and Hyewon paintings in this museum It was easy to take matro line 4 to get there Walking through air conditioned tunnel we thought it is a great design to avoid the sun light The museum campus is quite big well maintained and free admission We asked front desk where are the paintings displayed The answer is they are in the storage room not in exhibit We dont know when they will be shown,"Written June 9, 2018"
235,235,ECWorld,4.0,Massive museum that is worth a visit  mainly Korean objects but some Asian particularly Chinese as well Plenty of English explanatory notes and videos and the apps are nice supplements Layout is reasonably good and one can easily spend half a day there Admission is free but tickets needed for special exhibitions Not many visitors and somehow the museum seems to be a bit cold and not very engaging,"Written June 7, 2018"
236,236,Ldhooge,4.0,Its big museum with an extensive collection of archeological finds and art Furthermore its free There is only limited information on the more recent developments in Korea for which the History Museum of Seoul is a better choice,"Written May 30, 2018"
237,237,Chow_TW,4.0,The National Museum of Korea is connected to the Ichon Station Line 4 and a comfortable walk both to the museum and within the museum While it is a big location with multiple artefacts to keep you occupied I will first warn that most of the permanent exhibits are of art and archaeological digs making the museum cover more about what Korea was hundredsthousands of years ago more so than what South Korea is now If that is what you want to see then the Museum is a great place to be in otherwise I suggest you take the time to explore Seouls other museumsdistricts which would talk more about peoples present lives  Otherwise its free and an appropriate location for wet weather There are also special exhibitions you can pay for and the National Hangeul Museum in close vicinity so you can easily spend a few hours here,"Written May 30, 2018"
238,238,DGY86,5.0,Travelers are always looking for interesting and stuffs and this is one of them You will learn a lot of Korean culture and helps to understand their traditions The only inconvenient was the restaurant which didn\xc2\xb4t sell me a coffee and a cake they ask me to have a complete meal to get the service,"Written May 29, 2018"
239,239,Bosco T,2.0,There is not much too see compare with other museum in Seoul Dont think there is value to visit if you have not much time in Korea,"Written May 23, 2018"
