,Unnamed: 0,NAME,STAR,REVIEW,DATE
104,104,Harry B,5.0,It was very surreal for me to be walking along the same paths as many kings in the past The buildings are truly impressive and certainly worth your time A ticket to get in was 1000 won or a little less than a dollar Soooo glad I came here,"Written September 8, 2017"
105,105,willi h,3.0,Nothing special unless you have the time and walk with a guideThis was the last palace we have visited maybe we had enough,"Written September 7, 2017"
106,106,Clive W,3.0,This palace is near City Hall and costs W1000 to enter It is closed on Mondays  There are free guided tours in English twice a day at 1030  1330  The palace was the home of two kings the first in the 16th17th centuries and then again in the 19th20th centuries  The best building is the Throne room which has exquisite dragon carvings on the ceiling  Note that the complex houses the Seokjojeon Hall Anybody can visit the basement  not much to see there particularly if you cant read Korean The best parts are the first and second floors But you have to book on the site webpage in advance Or for foreigners there is a special rule to allow up to five to sign up on a waiting list first come first served This hall was built in about 1910 and is a mixture of western and Korean styles The hall is now the Daehan Empire History Museum and is definitely worth a visit The visit is guided and should take about 45 minutes  Time to visit would be up to an hour longer if you go into the hall,"Written September 6, 2017"
107,107,Per_K_1969,3.0,This is a place with a very interesting history but they have not made anything of it It is some nice buildings and very little information Thats it,"Written September 5, 2017"
108,108,vyv2,5.0,Korea is rich in its history this is just one of the many palaces to visit The recent Goblin drama was flimed outside the walls of this palace too ,"Written August 16, 2017"
109,109,Russ Lacuata,4.0,Located at the corner of Seouls busiest downtown intersection Deoksugung Palace is famous for its elegant stone wall road It is also the only palace that sits along side a series of western style buildings that add to the uniqueness of the surrounding scenery The Changing of the Guard can be seen in front of Daehanmun Gate and is very popular even for many visitors Closed every Monday Subway Line 1 and 2 City Hall Station Exit 1 2 or 3,"Written August 7, 2017"
110,110,Kim L,3.0,This is a smaller palace and area Very pretty if you want a smaller experience than Gyeongbokdung palace,"Written August 5, 2017"
111,111,L Lee,5.0,We visited this palace during a bright sunny day Encountered some outdoor traditional Korean entertainment during our visit It was a great experience On the good side of this visit is that the entrance fee is waived for foreigners and we could go back as many times as we wanted We opted to go back a second time during our stay in Seoul because we were with a local friend who couldnt enter one of the buildings without registering online,"Written July 30, 2017"
112,112,ClemsunTiger,4.0,We visited many similar palaces all over the city where there were hundreds of people rushing about This palace was different because it is smaller less visited and peaceful A great place to visit in the evening Trees were blooming as well Very cheap to enter at KRW 1000,"Written July 28, 2017"
113,113,Alberto,4.0,Stayed for a few days in the Plaza hotel which is just in front Deoksugung and was curious to know what is inside  Entrance fee is quite affordable and you get a decent guide for the different buildings however personally I enjoyed much more relaxing under the shadow of the trees just enjoying the view than learn about the history of the place,"Written July 28, 2017"
114,114,Quang Kiet Le,4.0,The palace was not too large in compared with Gyeongbukgung or Changdeokgung but it was easier to find as it was right out City Hall station and opposite the City Hall of Seoul Half of the palace was as traditional as other palaces in Korea but the other half was totally different with Westernstyle building pond fountain and garden that made me very impressed,"Written July 25, 2017"
115,115,Marc Martin,5.0,This place is an absolute must when in Seoul The walk in the park is refreshing and some of the templespalaces are dating back two centuries ago There are also some newer building that have been added in recent times,"Written July 19, 2017"
116,116,Jae L,5.0,Deoksugung Palace is a relatively modern royal palace closely associated with King Gojong under oppression by Japanese rulers The palace has classy buildings and ground as well as wooded areas Although this palace is not as popular with foreign tourists as Changdeokgung Palace and Gyeongbokgung Palace this Deoksugung Palace is well worth a visit especially because it is so conveniently located in the city center across the City Hall acting as a peaceful oasis for relaxation and reflection You can also visit National Museum of Modern and Contemporary Art in the palace compound The Changing of the Royal Guards take place in front of Daehanmun Gate which is quite colorful and popular ritual for many visitors and passersby Metro stop City Hall Stop for Lines 1  2 as well many bus stops are close to the palace gate,"Written July 17, 2017"
117,117,TheHappyWandering1,4.0,This palace is a definite to see if in the area The compound is relatively small so you would only need to spend an hour or two here Pretty gardens and nice quite spot in the heart of Seoul,"Written July 9, 2017"
118,118,ryanc3636,4.0,This is a relatively small park and I will recommend coming here during the change of guard for photo opportunity  Apart from that it is a nice and relaxing place to take a stroll in the area and view both traditional and modern architecture within a single location,"Written July 3, 2017"
119,119,Chris A,3.0,Very convenient to the CBD area and a short walk from some of the major hotels Lacks information and signage to give a feel for how the place looked in its prime and how the place was used Odd collection of buildings of various ages some in traditional style and some in western read brutalist ugly style Worth a visit but 30 minutes probably all you need,"Written July 2, 2017"
120,120,nilintentum_reliquit,4.0,Another one of the great Seoul palaces filled with grand colourful structures If you have seen the others and pushed for time you could skip this albeit on a smaller scale However the guided tour was informative and made the visit interesting Thanks for the vote if you found this review helpful,"Written June 26, 2017"
121,121,Herbert C,4.0,Two reasons to visit Deoksugung Palace  its centrally located next to City Hall right in the middle of the city and its less crowded compared to its bigger and more illustrious siblings If you only have 1 hour to spare and would like to experience a Joseon Dynasty palace this is it At only KRW 1000 entrance fees you not only get to experience this but also to witness the Changing of the Palace Guard ceremony at 11 am and explore the beautiful westernstyle architecture of Seokjojeon Hall and its lovely fountain garden,"Written June 24, 2017"
122,122,Neda S,3.0,There are many other palaces that are more with to visit I then this one This one is nice but if only you have lots of time to kill in Seoul Otherwise you can skip it It cost 1000 won,"Written June 23, 2017"
123,123,Cams R,5.0,It was the first palace we went to and it didnt disappoint We got lucky to go around 11am to witness the changing of the guards ceremony Inside the palace is windy so its relaxing to walk even if its so hot in the afternoon We went there in the 2nd week of June its summer already Not that big compared to Gyeongbokgung,"Written June 21, 2017"
124,124,Randall R,4.0,I actually tell visitors to visit Deoksugung instead of Kyeongbokgung many times If you want to see a palace this is a good starter palace to see You will not be walking in wall to wall bodies like at Kyeongbokgung You get way more bang for the won so to speak I was pleasantly surprised by Deoksugung,"Written June 14, 2017"
125,125,Thor Anders A,4.0,Not quite as impressive as the forbidden city but nevertheless a nice green spot to visit for about 1,"Written June 3, 2017"
126,126,angelina1813,4.0,Went to this palace as part of a half day tour Really quaint and pretty Beautiful structures with colorful roofs At 11 am They do a changing of the guards I likes this visit a lot But dont do a tour  read up on it and take your time The grounds are beautiful,"Written May 19, 2017"
127,127,David B,4.0,We stopped by to see the elaborate changing of the guard ceremony and have a tip View from the street side of the roped square for best pictures without commercial store or kiosks in the background You will also be able to get a better shot of the drummer and get in the square when the ropes are let down for a picture with the colorful guard folk,"Written May 18, 2017"
128,128,Malcolm,3.0,Nice temple although not the nicest in Seole I loved the arcitecture construction Around all places in the center of the city,"Written May 17, 2017"
129,129,Kasia Z,5.0,Another beautiful palace where we happen to came across a reenactment of a Korean coronation ceremony The grounds are very pretty too,"Written May 17, 2017"
130,130,GoKaiKaidotcom,5.0,Deoksugung has a different character compared to the other wellknown Korean palaces like Gyeongbukgung or Changdeokgung For me this is mostly because of the mix of Eastern buildings next to Western buildings which are greatly influenced by neoclassical architectural styles Deoksugung is also softer and feels less imposing than Gyeongbukgung possibly due to the less extensive grounds  I visited Deoksugung in the cherry blossom season and it was lovely especially in the sunset and as the lights started to come on Deoksugung is the only palace that is open until 9pm all year round allowing you the opportunity of walking in palace compound at twilight Its pretty amazing to feel that youve been transported back several hundred years only to look up and see a modern building or sign in the distance  If youre not fond of mingling with the tourist crowd but yet wanted to visit a Korean palace Deoksugung is ideal for its size location right next to City Hall and character,"Written May 15, 2017"
131,131,tamaletown,5.0,We really enjoyed the free one hour drumming performance and were lucky to catch the end of the changing of the guard which happened around 1130,"Written May 6, 2017"
132,132,Quindaelin,3.0,Im not sure why its listed as a separate attraction since its part of the palace one of many buildings in the palace The buildings are replicas and are empty The story we were given is that they are afraid that if they furnish the place the furniture could be used as weapons,"Written May 2, 2017"
133,133,CarolienBAC,4.0,Deoksugung palace is one of the five grand palaces built by the kings of the Joseon Dynasty This palace is smaller than for instance Changdeokgung Palace or Gyeongbok Palace but really worth a visit Entrance tickets are really cheap and the buildings on the palace grounds are an interesting mixture of Korean and Eastern style buildings The Deoksugung palace is also the only palace which stays open in the evening A visit in the evening is highly recommended because the buildings are beautifully lit If youre a photographer dont forget to bring your tripod,"Written April 27, 2017"
134,134,shpesft,5.0,I decided to visit this palace quite last minute and was impressed by the architecture inside it East meets West The change of guard ceremony was a lot more impressive than the one at Gyeongbokgung Palace Dont miss it,"Written April 25, 2017"
135,135,melissa h,4.0,Last palace i visit when i in south korea and this palace near from Seoul City Hall you just need cross the street to go to Seoul City Hall,"Written April 10, 2017"
136,136,655Denis,4.0,This place is spotlessly clean full of history great palace and grounds Takes a good 2 hours to do this properly Great to see the changing of the guard and they are photo friendly the cherry blossom was out Had a coffee at a nice place inside Well worth the walk,"Written April 10, 2017"
137,137,Gopp_Pati,3.0,Its not expensive for the ticket and you can walk around enjoy the old Korean style palace It took me just 20 minutes to see them all as well as going to the toilet on the other side of the palace,"Written March 11, 2017"
138,138,ILoveFoodComa,3.0,The Admission 1000 won  The Palace Originally built during the Joseon period one of the historic palace It is situation between modern buildings interesting to see the old and the new in the same place  Beautiful architecture great for photo opportunity There is also a western style garden fountain nice place to sit down relax and enjoy the view  The changing of the royal guard ceremony that takes place every day at the main gate Definitely mustsee You dont need to buy admission ticket to see this because it is right outside the palace  The Subway Station Exit 2 or 12 of City Hall Station Subway Line 1 or 2,"Written March 10, 2017"
139,139,Donnaven,4.0,This was our first Korean palace experience We enjoyed walking around the grounds We went on a Sunday afternoon and it wasnt very busy I recommend adding this to your itinerary Entrance fee is small and its a great way to spend an hour or two,"Written March 2, 2017"
140,140,Leo H,4.0,One of the palace in seoul Located in city hall They have a changing of guard ceremony every day Entrance fee is 1000 krw,"Written March 1, 2017"
141,141,Niko W,4.0,I would do Gyeongbokgung Palace and Changdeokgung Palace first If you are then still keen on yet another palace Deoksugung is a good choice Much smaller than the other palaces it is rather more intimate and there are less tourists Also it has not been rebuilt so the atmosphere is more historic than at Gyeongbokgung,"Written February 25, 2017"
142,142,Josephine S,4.0,This is one of the most interesting Palace I have visited History of it is good but the traditional and modern buildings within Deoksugung is more interesting It shows how South Korea slowly learning from the western culture Interesting place,"Written February 20, 2017"
143,143,Helenanta,4.0,I stayed in The Plaza Hotel so it is very easy for me to reach this palace The buildings are well preserved and incredibly beautiful exactly like what you see on the dramas or movies Definitely clean and tidy in every corner of the complex Too bad I only spent less than 1 hour in this place I will advice you to spend at least 2 hours in order to really enjoy your moment there It has particular times where you can see the traditional dance performance and palace guards shiftchanging ritual,"Written February 15, 2017"
144,144,Paul_n_Cris,4.0,As I have done most of the palaces this one didnt have anything special no must see factor until I went round the Historical Museum This was the tick in the box for this Palace The w1000 also includes the museum and if you want to walk round head over as soon as you arrive and get yourself on a tour It is access by tour only and they leave every 30 minutes but gets full quick as the groups are only small Shoes off and slippers on they gave me an English audio so I could follow round but obviously the passionate guide was giving the locals much more than I was hearing All renovated in the last 10 years but decorated as best as they could from old photos and with some of the original furniture The history you get is the best thing and even some photos of the old emperors and emperoresses Your 1000 doesnt also get you into the art gallery that will cost you more,"Written February 4, 2017"
145,145,Milo H,5.0,Nice collection of palaces both ancient and modern eastern and western Quite small compared to other palaces but well worth visiting as so unique making great photographic juxtapositions If visiting on the weekend go up to Jeonddong Observatory beforehand so as to get a birdseye view in advance,"Written January 28, 2017"
146,146,Carissa Pauline T,5.0,The only opened palace when we were there You can see the difference between the old and new korea when you are in this place,"Written January 24, 2017"
147,147,Jan B,5.0,This palace is downtown across from city hall They have a changing of the guard twice a daydont miss it,"Written January 19, 2017"
148,148,Paul E,5.0,While this palace doesnt have the sprawling grounds of some of the others  it is stunning The lawns are so wellmanicured and the mixture of the architecture styles is quite interesting to see Some of the more European style buildings were constructed on the palace grounds during the Japanese occupation I believe there is also a small annex of the Seoul City Art Museum inside the grounds which holds small exhibitions I got to see a gorgeous collection of antique Cartier jewelry by chance in there one day Such a fun surprise I would say this palace is a must see,"Written January 18, 2017"
149,149,Myo M,4.0,Being the smallest one among the four palaces I got to in Seoul not sure how it compares in size with Gyeonghuigung which is the only one that I didnt get to among Seouls five palaces this is not a palace like Gyeongbokgung which is kind of a world of its own with its huge grounds where youll get an immersion experience of the Joseon era days but what this palace offers just because of its significantly smaller grounds compared to Gyeongbokgung is nice contrasting views of traditional palace buildings  their modern highrise counterparts right outside the confines of the palace grounds including the interestingshaped allglass structure of Seoul City Hall which can be seen from the raised platform around the main palace building which will kind of give you an idea how far Korea has come from those days of the Joseon Dynasty And those relatively small grounds of the Palace actually merge on one side to the left of the main palace building while facing it or equivalently to your right if you go all the way to the end of the pathway from the entrance gate after coming in from the street with the grounds of a big museum with a lovely fountain in front although Im not sure if the museum is considered part of the Palace for admission purposes or if it can be entered from another side  And unlike at the other palaces the main building of this palace can be entered not just to look at from right outside so you can get a closeup view of the throne stage Also present here at the entrance gate are two or three ceremonial guards didnt see them on the way in at about 10 am though only saw them on the way out about an hour later but Im sure theres no big ceremony involving a lot of guardsmen in colorful attires with some holding beautiful flags as at Gyeongbokgung since theres simply no space here for such a ceremony  Coming by subway City Hall Station Lines 1  2 is where to get off and youre pretty much right outside the Palace once you get out of the station onto the big street Sejong Daero just a 1to2minute walk to the entrance gate And what I suggest for the ticket is getting an integrated ticket for 10000 won the equivalent of 10 US dollars which is good for like a month and which gives you admission to four of Seouls five palaces except for Gyeonghuigung which Im sure is a small one maybe even smaller than this one  Jongmyo Shrine; also do keep in mind that this palace along with Changdeokgung  Changgyeonggung are closed on Mondays whereas the main palace Gyeongbokgung  Jongmyo Shrine are closed on Tuesdays,"Written January 17, 2017"
150,150,NeoET,4.0,Recommended for families and couples who do not like shopping Great place to learn about korea culture and history while taking in the scenic views,"Written January 9, 2017"
151,151,GlobalKTW,5.0,The palace is situated near the City Hall Metro Station with some historical buildings and colourful trees The parade of royal guards is held 3 times per day at the main entrance of the palace We had an enjoyable time visiting this palace,"Written December 27, 2016"
152,152,TehFarahaini,4.0,A nice architecture and you can also experience the guard changing ceremony here However there are certain timing of when this ceremony will take place so you will need to do a bit of research went for 11am ceremony To go here take subway to City Hall Line 1 or 2 Exit 2,"Written December 22, 2016"
153,153,eebyardie,5.0,Subject Deoksugung Location Seoul South Korea Asia Title Deoksugung Palace  a snapshot into South Koreas history ID 443966790  A tour of this palace is a must The English tour guide was knowledgeable enthused and provided an overview in a manner that encouraged questions allowing you to feel the Palace and hear the different spaces For those of us who need to see hear and read the pamphlet available is well written and outlines in details the different Courts and Halls as well as the different time periods and what was taking place With this being my first time to Seoul it was a great introduction  Because it was a group of us we made reservations to be hosted by a English speaking tour guide And yes there is a small entrance fee I hesitate to quote the amount here as who knows when it may change,"Written December 15, 2016"
154,154,alison54123,4.0,A very small Palace but the Royal guard changing ceremony is good Its the only Palace that has both Korean and western buildings Same as Gyeongbokgung if u wants to watch the Guard changing ceremony the time will clash with the guided tour so can only choose one,"Written December 15, 2016"
155,155,LASeoulGuy,4.0,I happened to go on the perfect day I got there right when the changing of the guard was happening happens at 1100am 2pm and 300pm And it was free for everyone that day normal admission is 3000 The National Museum of Modern and Contemporary Art Deoksugung is free but you need to make a reservation for the Seokjojeon Hall Neoclassical Western Style Building This place is great to see the difference between modern and old but youll be done in an hour maximum Go to City Hall Station Exit 2 from Line 1 or Exit 12 from Line 2,"Written December 11, 2016"
156,156,Alan T,4.0,Came to visit Deoksugung Palace as well as to witness the changing of guards ceremony which was done thrice a day at 11am 2pm and 330pm Entrance ticket is attractively priced at 1k for adult and 500 for child  The changing of guards ceremony is very spectacular However there is only Korean and Chinese narration provided during the ceremony thus may have to read up the before the visit to fully appreciate  Overall a good way to immerse the Korean history after days of city shopping,"Written December 6, 2016"
157,157,chesterchandler,4.0,This Palace is across the street from City Hall It is not as large as the other palaces but has the Changing of the Guard Ceremony which is very interesting and if you make special reservations you can tour the European buildings from the early 1900s which is unique here Only 1000 won 1 to enterso worth it,"Written December 5, 2016"
158,158,psylocketravel,5.0,Im grateful that I visited this place during the spring season and witness the cherry blossom trees It is also nice to watch the Royal GuardChanging Ceremony in this palace,"Written December 2, 2016"
159,159,zdaati,4.0,Seoul has many of them this one is right next to the city hall fee is less then a 1 euro and you get a free 40 minute english guided tour very nice With guide is better they has as well the change of the guard which is interesting Inside is as well a museam which has a extra charge if you want to go Worthwhile to visit if you have time and the weather is nice,"Written November 30, 2016"
160,160,MouMou,5.0,Staying right next door The Plaza I have no excuse not to visit this palace In fact it is the first palace I visited in Seoul I deliberately waited to write this after visiting others To me this is the most quaint It was the last day of autumn  I joined the morning English tour which was very informative Especially on the Joeson Empire  Then I wandered into this part of the garden which took my breath away the glorious colours of autumn  I bought the Royal Museum Pass The MMCA in this palace requires a separate entrance charge,"Written November 28, 2016"
161,161,Kamal Mamat,5.0,Nice place full of autumn Colours 1000 won for a good walk in the palace Not as big as the Gyeongbukgong palace so the walk is not as tiring,"Written November 25, 2016"
162,162,travelsafer,4.0,We visited this beautiful place by night on our way back to our hotel It has a palace with a central court a bell building and a fountain It is one of those that has been destroyed during the Japanese colonization and currently only a third of the original building is left but what is left is worth seeing,"Written November 17, 2016"
163,163,80GlobalTraveler30,4.0,OK I admit it  I was a lucky one But first some background Outside the main gate at certain times youll have to look up they have a stand for individuals to dress in traditional outfits and take photos This is timed to coincide with the changing of the guard ceremonies replicating the traditional method of days gone by They select a tourist to participate Being selected made the visit inside even more magnetic Its not huge inside but it shows some history including some modern aspects If you like history sign up for the Seokjojeon Hall in advance on webpage Its newer but fancy If your time in Seoul is limited youd probably want to skip the palace tour,"Written November 4, 2016"
164,164,cshao,5.0,The palace is located right in the heart of Seoul It is a nice respite from the busy urban area Be sure and attend one of the Changing of the Guard ceremonies,"Written November 3, 2016"
165,165,Kiragi27,5.0,The living quarters of Koreas first and last but one emperor who enjoyed coffee Its a charming place to visit even if youre not interested in the history If you love taking photos its a wonderful location The trees are beautiful and so many interesting details inside and outside the buildings  Honestly Im not interested in modern history 20th century but I suggest you go with someone whos wellversed in the life of King Gojong Its a very human story worth listening to  Occasionally even on weekdays theres a ceremony of changing the guards in front of the palace Catch it if you can,"Written November 2, 2016"
166,166,K C,5.0,Got some lovely photos of this palace The buildings are beautiful and the grounds are lovely to stroll around We spotted a couple taking their wedding photos in traditional garments Its free to enter if you dress in traditional clothes too,"Written November 2, 2016"
167,167,Baczo,4.0,Its strongly recommended to buy combined ticket for all the palaces 5  10 000 W and try the guided tour Its free all guides speak fluent english and explain all that you can see Palace seems similar to other ones so Its really useful to have a guided tour which explain all the differences and show you what makes this one really different from the other 4,"Written October 31, 2016"
168,168,Sofhia Chandra M,5.0,Deoksugung palace is smaller than other palaces But it attracted me more cause I could enjoy it with less people there I was there when theres a ceremonial not the guards changinghappened It took place in front of the palace gate and they even had a parade on the street No need to buy ticket at that time I was so lucky I could enter the palace for free By the time I finished going around the parade just returned back so I could take more photos The location is close to city hall,"Written October 23, 2016"
169,169,Ken L,3.0,A visit to this palace gives the visitors a quick taste of the old times Korea of what it would have been This palace comes complete with a regular show of the changing of the guards out the front about three times a day The guards are part of the show rather than actual guards protecting the palace There are quite a few ancient buildings which have been reconstructed along with fountain  statues around the peaceful ground  Tip We spent an hour wandering the ground to pass time but a good tip would be to save some time to try on the free Traditional Korean costume dress up right outside the front for some photo opportunity We found out too late that this great tourist experience was just outsider and complimentary when our tour bus arrived for the pick up,"Written October 23, 2016"
170,170,yshargal,3.0,The palace itself is not very impressive but the change of the guard is something It takes place outside the gate Well worth to see Nearby are other attractions like Seoul City Hall and the end of the Cheonggyecheon stream Not far from the Gyeongbokgung palace,"Written October 12, 2016"
171,171,Prima F,4.0,I choose to see the changing guard ceremony in smaller palace because less people than in bigger palace like Gyeongbokgung palace and its more comfortable for me since travelling with a baby It was more than I expected The ceremony was great I can watch whole ceremony without difficulty because I am not that tall They asked foreigner to hit the gong and asked them to wear hanbok during the ceremony They were also hanbok free to wear near the ceremony area You can wear them for free But not all tourist is permitted they see how tall you are so their hanbok is not being walked on hanbok,"Written October 7, 2016"
172,172,Szcheque,5.0,This palace has a show of costumed Korean guards in front of the gate Fun Entering the gate is only a couple dollars Inside is a very interesting and characteristic collection of ancient buildings reconstructed statues an arbor and a fountain Walking on the grounds is peaceful with pathways through the trees Finally for extra admission there is an art museum at the far side with very good exhibitions which change regularly Modern traditional western and Korean art are displayed in various large scale shows throughout the year in this awesome space,"Written September 28, 2016"
173,173,eLaurent,4.0,Besides the palace you can also visit its garden fountain and modern homes The changing of the royal guards is a mustsee,"Written September 25, 2016"
174,174,nurtleturtle,4.0,Different to other palaces  many different styleage buildings and the National Museum of Modern and Contemporary art is up the back The grounds themselves are beautiful well worth an afternoon stroll and rest from the hectic pace of the city,"Written September 21, 2016"
175,175,SavorLA,4.0,Deoksugung was strikingly more modernized with foreign embassies It also has a guard changing ceremony 3 times a day Its close distance to city hall makes it easy to drop by to visit I had the combination ticket to all 4 palaces so I came by to visit this one as well There are 2 English tours per day Check the website for timing,"Written September 20, 2016"
176,176,I_laurentius,5.0,to combine history and modern art in a short excursion within the centre of Seoul  palace buildings quaint park and a branch of the MMCA,"Written September 17, 2016"
177,177,stewy2019,5.0,We didnt end up visiting inside the Palace as we arrived in time for the 2pm changing of the guard ceremony and discovered it was actually done out of the street Very colourful with pomp  ceremony The drummer was a highlight such a powerful swing At the completion of the ceremony the public were invited to take photos with any of the ceremony participants Fantastic  free Thank you Seoul,"Written September 11, 2016"
178,178,Diahann C,5.0,A wonderful place to just wander around and feel relaxed Was very well priced less than the price of the subway So its definitely the place to go where lots of local children are also exploring their culture and history  My husband and I were here mid morning just missed the free English tour but thats ok You can feel the history inside the walled residences  Also hang out for the procession its pretty spectacular,"Written September 3, 2016"
179,179,Mengyau,4.0,The Deoksugung Palace is conveniently located next to the City Hall subway station It is not a big as the other palaces like Changdeokgung or Gyeongbokgung palaces but is unique as it has 2 western styles buildings inside which was the residence of the royal family for a while There is a tour of this residence which is interesting The changing of the guards is definitely the highlight of the palace From there I walked down to Sungnyemun Gate and Namdaemun Market,"Written August 28, 2016"
180,180,RayAnh72,3.0,We understand that this is the only royal palace which can be visited at night illuminated OK we saw it by daylight Japanese invaders did a fairly thorough destruction job and we could not visit the Westernstyle building as it takes only groups of 5 people at a time on a first come first served basis \xe2\x80\x93 and we were 7 and 8 As Seoul royal palaces go this one is certainly not a must but the very colorful procession of the changing of the guard three times a day 11 am 2 pm and 330 pm is certainly worth the sight The procession crosses the premises from the Westernstyle palace and heads for Daehanmun Gate close to City Hall where they perform some martial movements rhythmed by drum beats \xe2\x80\x93 a popular photo op the more so that visitors are invited to join the guards for pics at the end of the show,"Written August 8, 2016"
181,181,Diane Foong S,4.0,I enjoyed the little palace Nice quick walk around if you are alone or in small groups They had a performance which you sit down by the steps to enjoy and free coffee workshop which also served free brewed coffee Weather was cool and it was nice to take pictures ,"Written August 7, 2016"
182,182,nicktanph,5.0,Unlike the grand Gyeongbokgung Deoksugung is sometimes an overlooked tourist destination  as evident by the lesser visitor count  but it certainly doesnt lack any charm Admission fee is just KRW 1000 1 USD Inside marvel at the amazing Korean and Westernstyle buildings Also make sure to see upclose the Changing of the Guards ceremony,"Written August 3, 2016"
183,183,Walid A,3.0,I went here to take photos nice place very quite and few people came in I took many of photos from different angles and you can take amazing photos,"Written July 19, 2016"
184,184,Angela S,4.0,do your research and dont be like lazy tourist me after walking 1015 mnt from gyeongbokgung in hot scorching sun i arrive at deoksugung only to find out its close on monday _;,"Written July 18, 2016"
185,185,sultan c,4.0,Deoksugung palace is also known as Gyeonhungung too It is a walled compound and was used as residence by Joseon periods royal family Its dates back to 1400s There is a changing of guards ceremony three times a day 1100 1400  1530 Inside is National Museum of Art too There is a elegant stonewall road on the back on place Admission to the palace is for 1000 won And outside its walls is national museum of contemporary art too  Great place to visit not only because of its history but many other places of interest nearby and also the city hall etc,"Written July 8, 2016"
186,186,Taipei_Rider,4.0,Deoksogung Palace is a good palace near the City Hall Station on Line 1 of the Seoul Subway Its not as big as Gyeongbokgung but its still a nice place to visit They also have a changing of the guard ceremony and a great park within the palace grounds An added bonus is that theres a Dunkin Donuts right next to the palace which had a different variety of donuts that I dont see in the United States Its also a good place to rest since they have free Wifi,"Written July 3, 2016"
187,187,Bob H,5.0,The Palace is a walled compound that was inhabited by members of Koreas royal family during the Joseon monarchy 13921910 until the colonial period around the turn of the 20th century It is one of 5 Grand Palaces built by kings of the Joseon Dynasty It is popular for its daily Changing of the Royal Guard ceremony and is an excellent opportunity to photograph native costumes,"Written July 1, 2016"
188,188,Andre N,4.0,I kinda like visiting those palaces and stuff whenever I am travelling I have to say that although this might not be one of the best but still it was worth a visit  They had this changing guard ceremony everyday at 11am if I was not mistaken Probably you should not miss it as it might be the highlight of the place  But to keep those traditional palace surrounded by tall buildings and in the heart of the city was amazing,"Written June 21, 2016"
189,189,Ross King,3.0,As with all the Seoul palaces this place is majestic and peaceful The only issue with this one compared to the others is that most of the information signs were only in Korean and this turned us off going to other museums,"Written June 18, 2016"
190,190,Fransisca Laurentinus,4.0,You can try on hanbok and take photos around 15 minutes for free However they have the timetable so be sure to check first,"Written June 8, 2016"
191,191,aebureau,5.0,While not as large as Gyeongbokgung Changdeokgung or Changgyeonggung Palace Deoksugung Palace is the serene and beautifullycanopied seat of Koreas brief imperial power As it was originally constructed as a residence not designated for royalty Deoksugung possesses a humble quality enhanced by the beautiful foliage landscaping the premises It is historically significant as the only imperial palace and the place where Emperor Gojong died in 1919 It is a beautiful mix of eastern and western architecture a testament to Gojongs desire to lead Korea onto the world stage in the early 20th century The thricedaily changingoftheguard ceremony transports visitors back to the Joseon dynasty and is a mustsee if visiting this palace Admission is inexpensive and guided tours are free Our English tour guide was charming polite and wellversed to answer questions,"Written June 8, 2016"
192,192,Euan T,5.0,Very close to city hall this palace is very peaceful We had a free tour which explained a lot and the changing of the guard ceremony was very colourful and interesting,"Written June 6, 2016"
193,193,Tal H,5.0,I didnt expect much from this palace its small a third of its original size and gives an impression of a lessthankorean palace sibce there are modern buildings in it BUT It has difinitely exceeded my expectation Firstly it was considerably less crowded than Gyeongbukgung even in its peak time which is 11 am when the Changing of the Guard takes place Secondly the Changing of the guard is a wonderful experience you can follow the marching band around and watch the change comfortably and then even pause a few times to let you take photos with the guards Thirdly the history of the different buildings that compile the palace is very interesting One of the buildings is a fusion between traditional korean architecture and imperial architecture and to my opinion it was spectacular  For the meek price of 1000 won I recommend going I arrived around 920am so I even managed to get a free english tour with a guide before following the marching band  Overall I spent 3 hours exploring including the guard change and half a guided tour,"Written May 26, 2016"
194,194,Roddy P,4.0,Spent a very charming hour walking around the palace looking at the buildings and soaking up the history Its surprising quiet when you think it is just across from City Hall and has some lovely gardens to walk around in Great to pop into as it is not a big palace the smallest of the 5 in Seoul and has some interesting recent history  the site of the joint Soviet  American commission in 1946 where the USA tried to get the Soviets to accept a unified democratic Korea,"Written May 18, 2016"
195,195,Guido,4.0,After a long day and on my way to an evening flea market and some dinner I passed this nice little palace Open until 2100 hours and well lit it was little gem for a very little price,"Written May 14, 2016"
196,196,TheoProf,5.0,It is smaller now than the other palaces but relatively uncrowded so you can explore easily Great free English speaking guide and if you go to the main residence you may be able as a foreigner to book a time for entry It is worth it and the free English audio is excellent Not as grand as the Gyeongbokgung palace but rather restful If you had time Id do this first as the explained features are the same and the history of the murder of the Emperors wife takes on meaning,"Written May 13, 2016"
197,197,Wandering Teacher,5.0,I love the grandiose Royal Changing of Guards here If I were you go at the entrance if they will be having the said ceremony See it up close and take a picture with the guards,"Written May 8, 2016"
198,198,ShilohinBC,5.0,What a deal People over the age of 65 gets in free Located right in the middle of the city Besides access to the spacious grounds there is a walking tour of the Edwardian style Palace Unfortunately it is conducted in Korean but one can rent the audio tour It is very comprehensive and takes over 75 minutes so be warned,"Written May 4, 2016"
199,199,SAS3812,4.0,The palace complex comprises of many buildings halls It is so close to the City Hall subway station The entrance fee is only KW1000 very minimal isnt it The place is like a mini park and it would be nice to just sit down and relax there The guards look interesting with their traditional dress Ask the information center about the time for change of guard Its unique and worth waiting for,"Written May 3, 2016"
