,Unnamed: 0.1,index,Unnamed: 0,남산부정단어리뷰,index.1,단어,번역
326,326,326,3939,"It is easy to get to N Seoul Tower (travelled by train, forgot the station name, Tourist Information is very helpful if you ask them). It is a beautiful place, very scenic, I think everyone who visits Seoul should go to. Remember to have your camera. I recommend this for anyone however, for those with leg problem, they can only stay around Seoul Tower as the staircase is very very long to get to the top to look at the love lock. We had a great time there and took lots of pictures. My family and I enjoyed it very much (despite the bitter winter).",326,much,N서울타워에 쉽게 갈 수 있습니다. 서울을 방문하는 사람이라면 누구나 한번쯤은 가봐야 할 곳이라고 생각합니다. 카메라를 가지고 있어야 합니다. 나는 이것을 누구에게나 추천하지만 다리에 문제가있는 사람들은 사랑의 자물쇠를보기 위해 꼭대기까지 올라가는 계단이 매우 길기 때문에 서울 타워 주변에만 머물 수 있습니다. 우리는 그곳에서 즐거운 시간을 보냈고 많은 사진을 찍었습니다. 우리 가족과 나는 그것을 매우 즐겼습니다(혹독한 겨울에도 불구하고).
327,327,327,3955,Visited twice. 1st time went up with bus & 2nd time went up with cable car. The view is beautiful. Love this place so much.,327,much,"두 번 방문했습니다. 첫 번째는 버스로, 두 번째는 케이블카로 올라갔습니다. 보기가 아름답습니다. 이 장소를 너무 좋아합니다."
328,328,328,3966,"The views of the city are beautiful & there is some space for kids to roam around. We have visited in the daytime& it was foggy but we could still see well, and we have also visited at night, which offers its own beautiful view of Seoul. The gift shop has fun little souvenirs. Get directions on taking the bus here. It is much easier, especially when visiting with children. The tram is fun, but too much waiting & walking, so we prefer the bus .",328,much,도시의 전망이 아름답고 아이들이 돌아 다닐 수있는 공간이 있습니다. 우리는 낮에 방문했고 안개가 꼈지만 여전히 잘 볼 수 있었고 서울의 아름다운 전망을 제공하는 밤에도 방문했습니다. 선물 가게에는 재미있는 작은 기념품이 있습니다. 여기에서 버스를 타는 방법을 알아보세요. 특히 아이들과 함께 방문할 때 훨씬 쉽습니다. 트램은 재미있지만 기다림과 걷기가 너무 많아 버스를 선호합니다.
329,329,329,3970,"I've been to Seoul multiple times, but never made it up to the tower until this last visit. It was pretty much what I expected (def. not lacking on cheesy-tourist stands/tchotchkes), but I'm giving it 4 stars still because of the absolutely gorgeous views of Seoul. They even have little map lines on the windows so you can see what neighborhoods you're looking at... Plus you ""blast off"" to space in the elevator which is pretty hilarious and awesome.  Just for the views alone, I'd recommend everyone going at least once!",329,much,"나는 서울에 여러 번 갔지만 마지막 방문 때까지 타워에 올라가 본 적이 없습니다. 그것은 내가 예상했던 것과 거의 비슷했지만(치즈 관광 가판대/tchotchkes에 부족하지 않음), 서울의 절대적으로 멋진 전망 때문에 여전히 별 4개를 주고 있습니다. 심지어 창문에 작은 지도 선이 있어서 지금 보고 있는 동네를 볼 수 있습니다. 게다가 엘리베이터를 타고 우주로 ""출발""하는 것도 꽤 재미있고 굉장합니다. 보기만 해도 모두에게 한 번쯤은 가보시길 추천합니다!"
330,330,330,3977,We took the Cable Car up to the mountain then the elevator up to the observation deck. You are asked to look up in the elevator and watch a corny spectacle on a TV above you and are told that it takes 30 seconds to the top. Nice view. Best to go on a clear day when there is not much fog. Very people with a lot of people.,330,much,우리는 케이블카를 타고 산으로 올라간 다음 엘리베이터를 타고 전망대로 올라갔습니다. 엘리베이터에서 위를 올려다보고 위의 TV에서 진부한 광경을 시청하라는 요청을 받았으며 정상까지 30초가 걸린다고 합니다. 좋은 전망. 안개가 많지 않은 맑은 날에 가는 것이 가장 좋습니다. 많은 사람들과 함께 매우 사람들.
331,331,331,3981,We came here during cherry blossom - we took cable car and the view was lovely. Nothing much to see in N seoul tower though but it still attract both local and international tourist (like us). It famous with amongst korean drama fans (like me) so yes we take a visit there.,331,much,우리는 벚꽃이 만발하는 동안 여기에 왔습니다. 우리는 케이블카를 탔고 경치는 멋졌습니다. N 서울 타워에서 볼 것이 많지는 않지만 여전히 현지 및 국제 관광객 (우리와 같은)을 끌어들입니다. 한국 드라마 팬(저 같은) 사이에서 유명해서 우리는 그곳을 방문합니다.
332,332,332,3990,"We visited N Seoul Tower at the end of a gray day, so the views were compromised; however, we had a blast! The best fun was the ride up in the cable car. It started snowing and this was quite beautiful. As it was a bit dark out, the views weren't much and the tower itself pales a bit compared to Taipei 101 or the Tokyo Tower, but it is still fun, just a bit touristy. The coup was in walking down through the park. This was a joy and perhaps the most fun of the trip. The tower I could take or leave but the fun of wandering down from it was relaxing and fun.",332,much,"우리는 흐린 날 끝에 N 서울 타워를 방문하여 전망이 손상되었습니다. 그러나 우리는 폭발을 일으켰습니다! 최고의 재미는 케이블카를 타는 것입니다. 눈이 내리기 시작했고 이것은 꽤 아름다웠다. 밖이 조금 어두워서 전망이 좋지 않았고 타워 자체가 타이페이 101이나 도쿄 타워에 비해 약간 창백했지만 여전히 재미 있고 약간 관광객입니다. 쿠데타는 공원을 걷고 있었다. 이것은 여행의 기쁨이자 아마도 가장 재미있었을 것입니다. 탑은 내가 탈 수도 있고 탈 수도 있지만, 그 위에서 아래로 헤매는 재미는 편안하고 재미있었다."
333,333,333,3995,"We truly enjoy hiking to the top of Namsan to the tower. It is a good climb and we finish it off with a churro and ice cream or a burger. As you are climbing, cut off the main trail and onto the smaller trails through the trees. It is steeper, but much faster and more fun.",333,much,우리는 남산 정상에서 타워까지 하이킹을 정말 즐깁니다. 그것은 좋은 등반이며 우리는 츄로와 아이스크림 또는 버거로 마무리합니다. 등반할 때 주요 오솔길을 차단하고 나무 사이로 작은 오솔길로 들어갑니다. 더 가파르지만 훨씬 빠르고 재미있습니다.
334,334,334,4043,"My family and I decided to take the hike up to the N Seoul Tower rather than the cable cars since it had about a 2 hour wait. The hike can get steep and considering how out of shape I am, it was exhausting! You get great views with this hike, and many photo opportunities which I really enjoyed. Once we reached the top, I was just happy that I no longer had to walk! Hah. We purchased our tickets, ant it was about a 1 hour 15 minute walk. We ate at one of the restaurants that offered burgers and beers. All very delicious! We bought the ticket package that offered a free soda and popcorn. And man, that was a lot of popcorn! Completely not necessary. Once we got to the top, it was extremely crowded. The glass were extremely dirty so it was hard to get a good look out. The wait for the elevator ride back down took about 40 minutes. I am much more of a fan of the 63 City Tower.",334,much,"우리 가족은 약 2시간 정도 기다려야 해서 케이블카보다 N서울타워까지 하이킹을 하기로 했다. 하이킹은 가파르게 될 수 있고, 내가 얼마나 몸이 좋지 않은지를 고려하면, 그것은 지쳤습니다! 이 하이킹으로 멋진 전망과 내가 정말 즐겼던 많은 사진 기회를 얻을 수 있습니다. 정상에 오르자 더 이상 걸을 필요가 없어 기뻤습니다! 하. 우리는 우리 표를 샀다, 개미는 도보로 약 1시간 15분이었다. 우리는 햄버거와 맥주를 제공하는 레스토랑 중 한 곳에서 식사를 했습니다. 모두 매우 맛있습니다! 우리는 무료 탄산음료와 팝콘을 제공하는 티켓 패키지를 샀습니다. 그리고 팝콘이 정말 많았어요! 전혀 필요하지 않습니다. 정상에 오르니 엄청나게 붐볐다. 유리가 너무 더러워서 제대로 보기 힘들었습니다. 엘리베이터를 타고 다시 내려오는 데 40분 정도 소요되었습니다. 저는 63 City Tower의 팬입니다."
335,335,335,4080,Went to the N Seoul tower area at night time. It was not too crowded so made for a nicer viewing experience. It's not overly cheap for a ride to the top but it's a rather nice view. It's worth a visit if you want a nice view of the city. Can take as much or as little time as you like.,335,much,밤 시간에 N 서울 타워 지역에 갔다. 너무 붐비지 않아 더 좋은 관람 경험을 위해 만들었습니다. 정상까지 타는 비용이 너무 싼 것은 아니지만 전망은 꽤 좋습니다. 도시의 멋진 전망을 원한다면 방문할 가치가 있습니다. 원하는 만큼 시간이 소요될 수 있습니다.
336,336,336,4088,We walked uphill to reach the tower. It was good exercise and a much needed one too! The view from the top was breathtaking!,336,much,우리는 타워에 도달하기 위해 오르막길을 걸었습니다. 좋은 운동이었고 많이 필요한 운동이었습니다! 정상에서의 전망은 아슬 아슬했습니다!
337,337,337,4100,"The view of N Seoul Tower was so perfect for couples in love, with all the paddlocks they left behind to show how much they loved each other. The time I were there a feeling of loneliness suddenly set in. Becasuse I lost my husband 16 years ago. But after seeing lots of couples enjoyed taking pictures at that romantic place, I was relieved of the loneliness and feel very happy for them.",337,much,N 서울 타워의 전망은 사랑에 빠진 커플에게 너무 완벽했습니다. 그들이 서로를 얼마나 사랑하는지 보여주기 위해 모든 자물쇠가 남겨져있었습니다. 그곳에 있을 때 갑자기 외로움이 밀려왔습니다. 16년 전에 남편을 잃었기 때문입니다. 하지만 그 낭만적인 곳에서 많은 커플들이 사진을 찍고 즐거워하는 모습을 보니 외로움도 많이 풀렸고 그 모습이 너무 행복했습니다.
338,338,338,4101,"Came here in mid November and still had a great look of Autumn leaves. If going to the tower is your thing, it is 9000 won per person without any deals. I breezed through it as there is only so long you can look at city views. On the other hand, the base of the tower gives good enough views at all 360 degrees and there's restaurants and cafes to spend time there too. I highly recommend at least taking the 30 minutes walk down after you're done. You save some money and is a very pleasant walk. Lastly, choose a clear and sunny day, otherwise there's nothing much to see.",338,much,"11월 중순에 이곳에 왔는데 아직 가을 단풍이 멋졌습니다. 타워에 가는 것이 당신의 일이라면 1인당 9,000원입니다. 당신이 도시 전망을 볼 수 있는 시간이 거기에 있기 때문에 나는 그것을 통해 바람을 피웠다. 한편 타워 기단은 360도 어느 곳에서나 충분히 조망할 수 있으며, 그곳에서 시간을 보낼 수 있는 레스토랑과 카페도 있습니다. 나는 당신이 끝난 후 적어도 30 분을 걷는 것을 강력히 추천합니다. 당신은 약간의 돈을 절약하고 매우 즐거운 산책입니다. 마지막으로, 맑고 화창한 날을 선택하십시오. 그렇지 않으면 볼 것이 별로 없습니다."
339,339,339,4110,The line up to the Observatory will take about 40minutes. Once at the the tower I was in awe seeing all the city lights. The view is awesome. But there isn't much activity so after a few photos taken we went back down. It takes more time to line up than staying on top of the tower for the view of Seoul City,339,much,전망대까지의 줄은 약 40분 정도 소요됩니다. 일단 타워에서 나는 모든 도시의 불빛을 보고 경외감에 빠졌습니다. 보기는 굉장합니다. 그러나 활동이 많지 않아 몇 장의 사진을 찍은 후 다시 내려갔습니다. 타워 꼭대기에 서서 서울 시내를 바라보는 것보다 줄을 서는 시간이 더 오래 걸린다.
340,340,340,4119,"We took the Seoul city tour bus up to the tower. You still have to go up an incline to get to the base of the tower. The place is quite crowded with many tourists. And it is a bit of wait to go up. It's extremely expensive. It is not much different from visiting the Empire State Building or the CN tower. When we were there, one of the women's toilet exploded. Quite gross, but not much you can do when someone overstuffed the thing.",340,much,우리는 타워까지 서울 시티 투어 버스를 탔다. 탑 기슭에 가려면 여전히 경사를 올라야 합니다. 많은 관광객들로 붐비는 곳입니다. 그리고 올라오려면 조금 기다려야 합니다. 그것은 매우 비싸다. 엠파이어 스테이트 빌딩이나 CN 타워를 방문하는 것과 크게 다르지 않습니다. 우리가 거기에 있었을 때 여자 ??화장실 중 하나가 폭발했습니다. 꽤 끔찍하지만 누군가가 물건을 과도하게 채울 때 할 수 있는 일은 많지 않습니다.
341,341,341,4124,Went here yesterday and finally after 3 hours managed to get to the top of the n tower. Be prepared to wait. And be prepared to wait a long time!! We waited over an hour just to get on the cable car and then had to wait again to go up the tower. The cable car takes you up the steep hill to the base of the tower and then you need to take the elevator to the top. It is possible to walk to the base of the tower but it is quite a long steep walk. That may be preferable to waiting the 70 mins we waited for the cable car though  Views from the top are magnificent though. Make sure your going on a clear day as you'd be pretty annoyed to wait so long to get up to not see much,341,much,어제 여기에 갔고 마침내 3 시간 후에 n 타워의 꼭대기에 도착했습니다. 기다릴 준비를 하십시오. 그리고 오래 기다릴 각오!! 우리는 케이블카를 타기 위해 한 시간 이상을 기다렸다가 타워를 오르기 위해 다시 기다려야했습니다. 케이블카를 타고 가파른 언덕을 올라 타워 바닥까지 올라간 다음 엘리베이터를 타고 꼭대기까지 올라야 합니다. 타워 기슭까지 걸어갈 수는 있지만 꽤 길고 가파른 길입니다. 정상에서의 전망은 훌륭하지만 케이블카를 기다리는 70 분을 기다리는 것보다 낫습니다. 많이 보지 않기 위해 너무 오래 기다리면 짜증이 날 수 있으므로 맑은 날에 가십시오.
342,342,342,4146,"The N Seoul Tower was a serious touristy spot. The night we went was incredibly crowded - they had several busses of kids there touring the tower so our wait to even get up to the elevators was and hour or so long. Once we got to the top, the view was gorgeous. Seoul was a huge city! Our way down took almost just as long as it did to go up. There was a line that snaked around to wait for the two elevators to take us back to the cable car. You pay a few extra dollars, but it's worth it to take the cable car down to the ground floor. Overall, I'm not too much into crowded places so probably won't be back again. However, I am a believer of always trying things as least once!",342,much,N 서울 타워는 심각한 관광지였습니다. 우리가 갔던 밤은 엄청나게 붐볐습니다. 거기에는 타워를 여행하는 어린이 버스가 여러 대 있어서 엘리베이터까지 기다리는 시간도 한 시간 정도였습니다. 정상에 올라서니 뷰가 정말 멋졌습니다. 서울은 거대한 도시였다! 내려가는 길은 올라가는 데 거의 시간이 걸렸습니다. 2대의 엘리베이터가 우리를 케이블카로 데려다 줄 때까지 줄을 서 있었습니다. 몇 달러를 추가로 지불해야 하지만 케이블카를 타고 1층으로 내려가는 것은 그만한 가치가 있습니다. 전반적으로 나는 붐비는 장소를 너무 좋아하지 않으므로 아마도 다시 돌아 오지 않을 것입니다. 그러나 나는 항상 한 번은 시도하는 것을 믿습니다!
343,343,343,4148,"I enjoyed all the different view with the different cities (how far away each city is). The gift shop has so much to offer. I mailed postcards from the Tower. It is expensive to eat at the Tower. The day we went to Tower was raining and overcast, which made it appear very smog. Would go again anytime!",343,much,나는 다른 도시와 함께 모든 다른 보기를 즐겼습니다(각 도시가 얼마나 멀리 떨어져 있는지). 선물 가게에는 많은 것이 있습니다. 나는 타워에서 엽서를 보냈다. 타워에서 먹는 것은 비싸다. 우리가 타워에 갔던 날은 비가 오고 흐려서 스모그가 많이 보였다. 언제든지 다시 갈 것입니다!
344,344,344,4165,"If you've seen pictures of Seoul, chances are you've seen one with the N Seoul Tower. Korea doesn't have much in the way of architectural landmarks - at least, not as many as some other tourist hotspots - but this tower has always provided a focal point in the Seoul city skyline.  The surrounding area under the tower has a handful of souvenir stores, restaurants, and cafes while the tower itself provides some good eats married with good views of the city.  A meal at the N Seoul Tower at night proves to be a great activity... just remember to cross your fingers and hope that no fog nor smog ruin the views during your visit.",344,much,"서울 사진을 본 적이 있다면 N서울타워가 있는 사진을 본 적이 있을 것입니다. 한국에는 건축물의 랜드마크가 별로 없습니다. 적어도 다른 관광 명소만큼 많지는 않습니다. 하지만 이 타워는 항상 서울 도시 스카이라인의 초점을 제공했습니다. 타워 아래의 주변 지역에는 기념품 가게, 레스토랑, 카페가 몇 군데 있으며 타워 자체에는 도시의 멋진 전망과 함께 맛있는 음식을 제공합니다. 밤에 N 서울 타워에서 식사하는 것은 훌륭한 활동임이 입증되었습니다... 방문하는 동안 안개나 스모그가 전망을 망치지 않기를 바랍니다."
345,345,345,4170,"I went in the late morning, sun was behind the tower, could not take photo.  Nothing much to see except if you are keen in the couple lock.  Night view is much nicer",345,much,나는 늦은 아침에 갔고 태양은 타워 뒤에 있었고 사진을 찍을 수 없었습니다. 커플 잠금 장치에 열중하는 경우를 제외하고는 볼 것이 별로 없습니다. 야경이 훨씬 멋집니다
346,346,346,4171,"Not sure if it was just the day we got there but once up to the top, We couldn't see much as it was very smoggy. The ride to the top was one a minute. Small elevator but the line up was very short. It's interesting looking at the million of love locks.",346,much,우리가 거기에 도착한 날인지 확실하지 않지만 한 번 정상에 올라서면 스모그가 많이 껴서 많이 볼 수 없었습니다. 정상까지의 소요 시간은 1분이었습니다. 작은 엘리베이터지만 줄은 매우 짧습니다. 수백만 개의 사랑의 자물쇠를 보는 것은 흥미 롭습니다.
347,347,347,4192,"Long queue up to Namsan Tower. Was advised that the best view is during sunset but missed it due to the long queue to the foothill of the tower.  Locals and tourists flock to this tourist spot for the love-locks which have become a lovers' haunt. Other than that, nothing much to do there.",347,much,남산타워까지 길게 늘어선 줄. 가장 좋은 전망은 일몰 동안이라는 조언을 받았지만 타워의 산기슭까지 긴 대기열로 인해 놓쳤습니다. 연인들의 소굴이 된 사랑의 자물쇠를 찾기 위해 현지인과 관광객들이 이 관광지로 모여듭니다. 그 외에는 별로 할 것이 없습니다.
348,348,348,4194,"Its a good experience though. I recommend hiking rather than riding the cable car on the way to the top. Its good theres show during 4pm onwards outside the vicinity. The observatory is so so. You can see the buildings, and thats it hehe.. Nothing much special but its worth an experience though.",348,much,그래도 좋은 경험입니다. 정상까지 가는 길은 케이블카보다는 등산을 추천합니다. 그 좋은 테레즈는 오후 4시에 인근 외부에서 계속됩니다. 전망대는 그렇네요. 당신은 건물을 볼 수 있습니다. 그리고 그것은 hehe..별로 특별한 것은 없지만 경험할만한 가치가 있습니다.
349,349,349,4195,"We bought tickets to go to the observatory, glad we used a discount coupon. It's like we bought entrance tickets to a souvenir shop to be honest. A short elevator ride and an even shorter walk around the observatory. Nothing much to see or do there.  The vicinity is nice, interesting to see all the locks and the night view of Seoul but no need to go up the observatory. I find that it's a waste of time and money (even if it was relatively cheap using coupons).",349,much,우리는 전망대에 가기 위해 티켓을 샀고 할인 쿠폰을 사용해서 기뻤습니다. 솔직히 기념품 가게 입장권을 샀던 것 같다. 엘리베이터를 타고 조금만 더 가면 전망대 주변을 둘러볼 수 있습니다. 볼 것도 할 것도 별로 없습니다. 주변은 멋지고 모든 자물쇠와 서울의 야경을 볼 수 있지만 전망대에 올라갈 필요는 없습니다. (비교적 쿠폰을 사용하여 저렴하더라도) 시간과 돈의 낭비라는 것을 알게 되었습니다.
350,350,350,4203,"We took the Namsan cable car to get here, that was quite an experience on its own. Had lunch straight away upon arrival at Best Burger in Seoul (yum!). Great facilities and friendly staff at N Seoul Tower made us feel comfortable. We took the lift up to observation deck, had our souvenir photo taken, and very much enjoyed the birds eye view from the top.",350,much,"우리는 남산 케이블카를 타고 여기까지 왔는데, 그 자체로 상당한 경험이었습니다. 서울 베스트 버거에 도착하자마자 점심을 먹었습니다 (yum!). N 서울 타워의 훌륭한 시설과 친절한 직원은 우리를 편안하게 만들었습니다. 전망대까지 리프트를 타고 올라가 기념사진도 찍고 정상에서 조감도를 즐겼습니다."
351,351,351,4216,"That is, if you've already visited other towers in the world much taller, newer viewing towers in other parts of the world. The copy cat Love Locks are a nice touch. And it does give a 360 degree view of Seoul skyline. There's a souvenir shop (not too pricy). And that's all there is to it. Go for it for a 'routine' part of the package tour.",351,much,"즉, 이미 세계의 다른 타워를 방문한 적이 있는 경우 훨씬 더 높고 세계의 다른 지역에 있는 최신 전망대입니다. 복사 고양이 Love Locks는 좋은 터치입니다. 그리고 서울의 스카이라인을 360도로 보여줍니다. 기념품 가게가 있습니다(너무 비싸지 않음). 그리고 그게 전부입니다. 패키지 여행의 '일상적인' 부분으로 이동하십시오."
352,352,352,4222,"I have been here twice and the second time I went up to the viewing deck. It was cool to see Seoul from that height. We took the local bus to get there, which is so much cheaper than the cable car, but we did get stuck in traffic which was annoying. I imagine that the view from the top at night would be spectacular, we went in the afternoon and spent some time figuring out what we could see from the top.",352,much,"나는 여기에 두 번 있었고 두 번째로 전망대에 올라갔습니다. 그 높이에서 서울을 바라보는 것이 멋졌다. 우리는 케이블카보다 훨씬 저렴한 시내 버스를 타고 거기에 도착했지만 우리는 성가신 교통 체증에 걸렸습니다. 나는 밤에 정상에서 보는 경치가 장관일 것이라고 상상하고, 우리는 오후에 가서 우리가 정상에서 무엇을 볼 수 있는지 알아내는 데 시간을 보냈습니다."
353,353,353,4225,"It seems like a mark of Seoul. When I went there in the daytime, not felt much special. There were some performances right outside the tower, seemed special.",353,much,서울의 상징인 것 같습니다. 낮에 갔을 때는 그다지 특별하게 느껴지지 않았습니다. 타워 바로 바깥에서 일부 공연이 있었는데 특별해 보였습니다.
354,354,354,4247,went here at night time. the attraction is recommended for visit. bring your own couple padlock here to save money :p. the ticket to go up is quite expensive and nothing much at the top. should consider to go up when you are in tight budget.,354,much,밤 시간에 여기에 갔다. 명소를 방문하는 것이 좋습니다. 돈을 절약하기 위해 여기에 자신의 커플 자물쇠를 가져 오십시오 :p. 올라가는 티켓은 꽤 비싸고 정상에는 많지 않습니다. 예산이 빠듯할 때 증가하는 것을 고려해야 합니다.
355,355,355,4248,"Buy a one way ticket up- the lines are long going up, and can be worse coming back down, but much easier to walk down (lots of steps) unless you don't mind spending the extra won and time waiting.",355,much,편도 티켓을 구입하십시오. 줄이 길어지고 다시 내려 오는 것이 더 나빠질 수 있지만 여분의 원과 기다리는 시간을 보내는 데 신경 쓰지 않는 한 걷는 것이 훨씬 쉽습니다 (많은 단계).
356,356,356,4249,I was pleased to send postcards from such place.  The tower itself is only ~200m and it costs 6000w to get to the top. Bit too much considering how hard it is to get there by foot or 8500w cost of round trip in a cable car. Not recommended.,356,much,그런 곳에서 엽서를 보내게 되어 기뻤습니다. 타워 자체는 ~200m에 불과하며 정상에 도달하는 데 6000w가 소요됩니다. 도보로 이동하는 것이 얼마나 어려운지 또는 케이블카에서 왕복 8500w의 비용을 고려하면 조금 너무합니다. 권장하지 않습니다.
357,357,357,4257,"Well if you are visiting Seoul, you can't miss this one...unfortunately nothing remarkable though...you do get a good view of the city but the tower is not really that tall...bit expensive but it's standard for tall towers to charge this much  Nothing great apart from a good view of the city...oh yeah and there is a men's urinal offering a unique view/positioning overlooking the city right 1 level below the observation deck",357,much,"글쎄, 당신이 서울을 방문한다면 이것을 놓칠 수 없다. 불행히도 놀라운 것은 없지만 ... 도시의 좋은 전망을 볼 수 있지만 타워는 실제로 그렇게 높지는 않습니다 ... 약간 비싸지 만 표준입니다. 이만큼 충전할 높은 타워"
358,358,358,4258,"The view is great. You can see Han river, some landmark buildings, hills. You can see various districts of Seoul, skyscrapers next to Yeouido Park, but there is not much more in it. Anyway, it's definitely worth the visit for the view.",358,much,"보기는 훌륭합니다. 한강, 일부 랜드마크 건물, 언덕을 볼 수 있습니다. 서울의 여러 지역, 여의도 공원 옆에 고층 빌딩이 보이지만 그 이상은 없습니다. 어쨌든 전망을 위해 방문할 가치가 있습니다."
359,359,359,4266,"Very nice view overseeing the whole Seoul city from here. Just like Mandalay Hill, Myanmar, I admit that a bit more greener. Admission fees 9,000 Wan. A lot of people young couples and Korean family were her, not much tourist in August and weather please us and clear sky view.  What please me here, I see many lovers, couples, souvenir, Ice cream, sweets, coffee, a good panoramic view, you are not visiting Seoul, if your vacation planner omit this one, we had a good time with students from Myanmar. I miss our guide Ms. Jeinie!",359,much,"여기에서 서울 전체를 내려다보는 아주 멋진 전망. 미얀마의 만달레이 힐과 마찬가지로 조금 더 푸르른 것을 인정합니다. 입장료 9,000원. 많은 젊은 커플과 한국 가족이 그녀였습니다. 8월의 관광객은 많지 않았고 날씨는 우리를 기쁘게 하고 맑은 하늘을 봅니다. 여기에서 나를 기쁘게하는 것은 많은 연인, 커플, 기념품, 아이스크림, 과자, 커피, 좋은 파노라마 전망, 당신은 서울에 가지 않을 것입니다. 당신의 휴가 계획자가 이것을 생략한다면 우리는 미얀마에서 온 학생들과 즐거운 시간을 보냈습니다. 우리 가이드 Ms. Jeinie가 그리워요!"
360,360,360,4305,Such a notable landmark so you really do need to do this at least once. Many nice places for photo opportunities. Seen in many dramas the site where all of the locks from couples are. We went late at night and didn't have much of a wait time. Night view was beautiful though probably day time view would have been better to see all the detail sections of Seoul. But we weren't really wanting to go so bad that we would stand in line for 2 hours as some of the reviews stated. Late night we waited about 10 minutes.,360,much,이러한 주목할만한 랜드 마크이므로 적어도 한 번은해야합니다. 사진을 찍을 수 있는 좋은 장소가 많이 있습니다. 많은 드라마에서 본 커플들의 자물쇠가 다 있는 사이트. 저희는 밤늦게 갔더니 대기시간이 별로 없었어요. 야경은 아름다웠지만 서울의 모든 세부 구간을 보려면 낮에 보는 것이 더 나았을 것입니다. 그러나 우리는 일부 리뷰에서 언급했듯이 2시간 동안 줄을 서서 너무 나빠지고 싶지 않았습니다. 늦은 밤 우리는 약 10 분을 기다렸습니다.
361,361,361,4339,"We made the mistake of hiking up the hill to this tower, it was a nice but extremely steep walk up in killer humidity. There is a lift but we came at it from the wrong direction and never found it, so plan it out properly or you will be sorry like we were! The tower itself is nothing too special, the view is nice and the windows point you in the direction of other countries so that's kind of cool. You can send postcards from the top too. Don't feel too bad if you miss this. Other cities have much better towers.",361,much,우리는 이 탑까지 언덕을 하이킹하는 실수를 저질렀습니다. 그것은 훌륭했지만 살인자 습도까지 매우 가파른 산보였습니다. 리프트가 있지만 잘못된 방향에서 와서 찾지 못했으므로 제대로 계획하지 않으면 우리처럼 죄송합니다! 타워 자체는 그다지 특별하지 않고 전망이 좋고 창문이 다른 나라의 방향을 가리키므로 일종의 시원합니다. 위에서도 엽서를 보낼 수 있습니다. 이것을 놓치더라도 너무 슬퍼하지 마십시오. 다른 도시에는 훨씬 더 나은 타워가 있습니다.
362,362,362,4342,"Our group of 4 walked from Myeongdong to the cable car station at Namsan Hill. Took us 25minutes. The queue for the cable car was relatively short, about 10 minutes as it was a Tuesday evening. Once out of the cable car, you still need to walk up many steps to get to the Seoul tower. There are interesting spots for photography. You have to pay a fee to get up to the observation deck. The night view was lovely. The lighted bridges along the Han River were specially awesome. The quip was that we couldn't take photos as the light from the shop in the tower casted too much reflection on the glass. You can send a postcard back home from there as the shop sells stamps, cards and has a post box! Overall, it was a memorable and fun visit.",362,much,"우리 4인조는 명동에서 남산힐 케이블카 정류장까지 걸어갔다. 25분이 걸렸습니다. 케이블카의 대기줄은 화요일 저녁이라 10분 내외로 비교적 짧았다. 케이블카에서 내리면 서울타워까지는 여전히 많은 계단을 올라야 합니다. 재미있는 사진 촬영 장소가 있습니다. 전망대에 올라가려면 요금을 내야 합니다. 야경이 멋졌습니다. 특히 한강변의 조명이 켜진 다리는 정말 장관이었습니다. 단점은 타워에 있는 상점의 빛이 유리에 너무 많이 반사되어 사진을 찍을 수 없다는 것이었습니다. 가게에서 우표, 카드를 판매하고 우체통이 있기 때문에 거기에서 집으로 엽서를 보낼 수 있습니다! 전반적으로 기억에 남고 재미있는 방문이었습니다."
363,363,363,4349,"I feel like it's worth it. It IS expensive, though. I forget exactly how much, but around 20-30 won per person. But it's beautiful and if you can afford it, I would go.",363,much,그만한 가치가 있는 것 같아요. 하지만 비싸다. 얼마인지는 정확히 기억나지 않지만 1인당 20~30원 정도. 그러나 그것은 아름답고 당신이 그것을 감당할 수 있다면 나는 갈 것입니다.
364,364,364,4360,"I really don't get the appeal of this place...yes, sure, the view is nice from the top, but the cable cars were terribly full and so was the location...there were just too many people to really immerse yourself in the experience. The tower itself is simply a tower which lights up in different colours, it's no architectural masterpiece. If you plan on walking up to the tower be prepared for a very steep ascent with many steps, so bring plenty of water. It's quite a hike to the top, but great exercise. I'd much rather go to one of the city's amazing art exhibitions than see this overcrowded attraction.",364,much,"나는 정말로 장소의 매력을 이해하지 못했습니다 ... 예, 물론, 정상에서보기는 좋지만 케이블카는 끔찍하게 가득차 있었고 위치도 마찬가지였습니다 ... 너무 많은 사람들이 실제로 몰입 할 수 없었습니다. 경험에서 자신. 타워 자체는 단순히 다른 색상으로 빛나는 타워일 뿐이며 건축학적 걸작은 아닙니다. 타워까지 걸어갈 계획이라면 계단이 많이 있는 매우 가파른 오르막을 준비해야 하므로 충분한 물을 가져오세요. 정상까지 가는 것은 꽤 힘들지만 훌륭한 운동입니다. 나는 이 붐비는 명소를 보는 것보다 도시의 놀라운 예술 전시회에 가는 것이 훨씬 낫습니다."
