,CONTENT,VADER
420,And I was very impressed by the Silla artifacts There were 3 special exhibitions at that time which I was not able to explore,Positive
421,It is a heritage museum where you learn about the culture of South Korea Entry is free and this is one of the best free museums I have ever visited,Positive
422,On the way back from the DMZ spent a few hours hours here Its free and a great place to learn all about Korea Simply put its a great visual learning opportunity and well worth the visit,Positive
423,If you are into Culture and Heritage it is ok The visit can be combined with a visit to the palaces in the area,Positive
424,Lovely surrounds and beautiful colleciton I spent many hours here Aside from a lot of loud and boisterous schoolkids it was nevertheless enjoyable,Positive
425,Done up and managed very well it is worth a visit for sure Take your time moving through the exhibits plan about 34 hrs,Positive
426,The museum is a fair bits walk uphill from the closes metro station The giant pagoda inside is incredible Lots of other cultural possessions inside from China Mongolia Rome Japan to name a few Very popular spot for schools and youll see lots of children and their teachers all over Overall it wasnt as impressive as I thought The War Museum is a better choice with more interaction,Positive
427,This is a huge complex with many interesting exhibitions Highly recommend You need a few hours to really soak it all in,Positive
428,Great museum to spend time in It has interesting exhibits to look at and we could spend hours in there,Positive
429,This museum was on our list to visit while we were in Seoul and we were so glad we did It was easy to get to by local bus which stops right opposite the main entrance The building is stunning and beautifully designed spacious and filled with natural light and the gardens and mirror pool are equally impressive We were too early for autumn colour but the trees should be even more beautiful in a couple of weeks The museum is free so it was busy with many groups of schoolchildren visiting on the day we went But there are 3 floors with many exhibition rooms so its easy to avoid the crowds The exhibits include periods of Korean history from prehistory to the Korean empire and sections covering traditional Korean crafts There are also sections covering Asian art from China Japan Central Asia and India Its easy to spend a couple of hours here We also had a wander around the lovely gardens There is also a small food court and a shop Well worth a visit,Positive
430,During our visit a special outdoor exhibition of traditional dance and music was preformed at the outdoor amphitheater which was an unexpected added attraction to a very interesting museum Two special exhibits plus the museums 3 floors of Korean art and artifacts kept us busy for several hours,Positive
431,For once I found myself with a day to enjoy whilst on a business trip to Seoul Usually imy visits comprise of the traditional airport taxi hotel taxi meeting taxi cycle Braving the immaculate Seoul underground helpful locals and clear signage meant I arrived without misadventure Simply look to connect with the light blue line 4 and get of at Ichon the covered walkway is well signposted and brings you into the beautifully manicured park surrounding the impressive museum Entry to the main museum is free but you do have to pay a nominal amount for special exhibit halls The ground floor is laid out chronologically with exhibits starting from from Neolithic times all the way through to the modern day I recommend you spend some time studying the timeline mounted on the wall at the entrance particularly if like myself you have limited knowledge of Korean history The exhibits are beautifully presented and most have a good English language explanation I am not sure how long I spent wandering from era to era probably about three hours but I was so immersed it didnt really matter With hindsight I should have done some background reading as my head was struggling to piece all the information together Second floor was focussed on art and ceramics with the third floor furniture and similar First  ground floor requires the most time There are cafes on each floor but are limited to mainly cake and coffee There is a food hall but it was a little too busy so I gave it a miss Spent thirty minutes sitting in the sun before walking around the mirror lake to visit the National Hangeul Museum This is an absolute must if you want to piece together some of what you have seen in the main museum Great day out free entry too and an awful lot of new knowledge to be fascinated by,Positive
432,My husband and I visited this museum on a cool raw day and enjoyed the free tour in English of the collections highlights we were the only ones at 10am Our tour guide was hard to understand but was a Korean history major so he knew a great deal about the pieces he was showing us and Korean history in general The stone pagoda golden tiarasbelts and the pottery at the end are beautiful The Museum gift shop was one of the best we found in Seoul very reasonable prices esp the postcard set of 25 for 10 The reflective glass makes it hard to take good photos of some items Compared to other Seoul attractions the museum is quiet and spacious built less than 25 years ago,Positive
433,I loved going to museum when going to difference places I learnt alot of news things when visiting museums There are alot of exhibition showing in October I remembered there was exhibition on Joseon dynasty Very educational for my brother and I,Positive
434,We visited on a chilly foggy autumn morning which was the perfect kind of day for a museum visit The museum is huge but is surrounded by gardens which are worth exploring On entering you are immediately taken by the ceilings design and the architectural simplicity of the exhibition halls off from the main rectangular atrium which has exhibits along its length We spent a lovely couple of hours observing the many exhibits my favourite being the rooms containing a variety of buddhas from across Asia Definitely worth a visit especially on a grey day especially as its free  If you are heading elsewhere afterwards by bus have a look for the shelter of memories which is a bus stop on the main road outside with tile memories in Korean embedded among the bricks  quirky  I just wish I knew what they said,Positive
435,A place where history and art meet together Its definitely worth the visit  well arranged places to eat and relax after you view the artwork I like it,Positive
436,Note when you arrive there you will see 2 entrance one is on the left the other is on the right Make sure you go to the correct entrance the right side The National Museum of Korea is free of charge The other entrance needs to pay  The museum showcases Korean culture from Paleolithic era until recent times Each era or each kingdom artifacts are located at different area Be prepare to spend half a day here as the collection is huge If you are hungry in between gawking at the wonderful collections there are a restaurant and a convenient shop in compound,Positive
437,The architect of the museum is so high I love this and try to go all the rooms I dont realize the story of the museum,Positive
438,I went to the Museum not knowing very much about the history of Korea This is a great place to start with all historical pieces accompanied with English notes I spent the whole day hetr and enjoyed the scene and architectural structures all around,Positive
439,If you happen to go to korea and is short on time or want to have a relaxing time be sure not to miss this place If you need to see old tradition or you want to have a good stroll it covers all of those Be sure to put it in your agenda when you visit Korea,Positive
440,Realy nice museum which will give you a lot information about Korean art and history up to app 1910 They have a great app which you should download before you start your tour,Positive
441,the Museum is free which is great for a traveller on a budget the lay out of the museum is great and easy to follow and the exhibits are fascinating and a great insight into the history of Korea the art collections and other great exhibits I saw every exhibit in around 34 hours so it took up a good portion of my afternoon The subway station is so close as well as having a cafe and convenience store just outside the gift shop was a little pricey but that was to be expected,Positive
442,Great displays and beautiful architecture The water feature outside shows the magnificent setting to its best,Positive
443,The property is huge in the middle of Seoul with its garden extends over the area Interesting architecture of the museum wonderful dining experiences at the Korean restaurant and you can stroll in its amazing garden for a while,Positive
444,Huge space Impressive presentation Extensive displays of pottery and related artifacts The permanent displays are free Special displays have minimal admission fees,Positive
445,As Corea suffered wast devastation in up to three wars during the ladt century there is not that much left to be exhibited although exhibits are carefully presented in a very modern building,Negative
446,Fantastic museum from the outside in well set out with stories photos artefacts and displays Great start to those wanting more knowledge about Koreas ancient past,Positive
447,Went to The National Musuem of Korea It is in a beautiful setting with plenty of room for everyone There was a free concert on when I arrived playing great jazz The guy playing the saxophone was great The Musuem is always worth a visit Everything is beautifully displayed Lovely food and iced Citron tea in the tea room Excellent Museum shops selling a real variety and good quality merchandise,Positive
448,The largest museum in Korea it contains key artefacts that tell the story of the country There are also educational and cultural assets here meaning there is something for all,Positive
449,I loved this visit as I was impressed by the view of the museum both inside and outside Nice and informative and a good outdoor area to take pictures of military hardware like missiles,Positive
450,Good place to get to know about Koreas history well arranged equipped and maintained take a tour and enjoy the visit,Positive
451,This is a very large museum The number of artifacts they have collected is astounding You learn so much about Koreas fascinating history Id recommend a couple of hours to visit this museum They have many English written descriptions for the displays and exhibits If youre interested in learning more about Korean traditions and history then this is a must see museum,Positive
452,Loved the museum so much to see there lots of information given on this beautiful country must visit again,Positive
453,Need at least an hour Ground floor is interesting with the history of Korea otherwise 70 of the exhibition just all potterytrain station n bus nearby Its free but special exhibition is charged at 9000,Positive
454,There are plenty of reading materials that they provide in different language as well and its all for free They even have these stamp pad that you can roam around and complete as you go along the way Its amazing seeing them in person as we always see it in the korean tv shows and movies,Positive
455,The architecture is stunning the staff helpful and the exhibits themselves interesting and informative I got the audioguide and I spent an entire afternoon roaming through the museum I think those with an interest in history would certainly enjoy it The museum itself is very wellmaintained This is one of the best free activities Ive ever done,Positive
456,Well organized and very instructive it helps the visitors to orient themselves in Korean culture and history,Positive
457,Great activity for hot cold or rainy days This place is massive and contains a wide array of artifacts from Koreas history  This place does tend to get crowded especially during the summer heat  Getting there Metro Line 4 Ichon was station exit 2 will take you directly into the museum Inexpensive snacks at the CU onsite I had Kimbop and water for 3000W,Positive
458,The stunning modern architecture hides an amazing range of outstanding displays and historical information about the history of Korea Several levels of artefacts pottery art jewels recreated moments of history and paintings are some of the wonderful displays that will take you at least half a day to truely appreciate The garden is also beautiful Cafes and a food store fill the hunger void and a wonderful little restaurant can be found just as you come up out of the subway An absolute must when in Seoul,Positive
459,The design of the museum is lovely However the exhibits can be much improved We were unfortunate to have visited the museum to coincide with a school visit With kids out of control the museum became a market place of voices and vandalism My heart goes to the museum staff trying to handle these kids which by right should be under the teachers supervision,Positive
460,Wow Great experience and lots of things to see Clean Wellorganized Amazing artwork Joyful and beautiful landscape Lots of space Explored and learned Thank you for all the people who make it great place of learning and rest,Positive
461,Really enjoyed our visit The building is spectacular and the landscape  grounds fantastic  Exhibitions are good Disappointingly not so much around Korean War and modern history Perhaps thats in another museum  Theres a gorgeous area in the grounds worth walking around and finding  Dragon Pond Absolutely beautiful oasis,Positive
462,By this museum we can learn and understand about korean people We can take the photo inside the museum but not alllowed to using flash,Neutral
463,The museum itself is huge free of charge today works till nine oclock It has many objects shop lockers clean toilett etc,Positive
464,We only spent part of a day here You need more than a partial day as we did not see a lot of the Museum I highly recommend seeing the Budda section,Positive
465,Large museum with lots to see We spent a whole afternoon here Easy to get to on the underground The Buddhas were fantastic Also has a great outdoor garden area,Positive
466,Theres a lot to take in in this museum and I will admit my favorite part was finding cool art prints in the gift shop Theres a lot of pottery but many other things too I especially enjoyed the large Buddha statues,Positive
467,The building alone along with its vast gardens is worth a look but once inside you could spend a whole day Wonderfully displays depicting the history with plenty to keep the kids interested too,Positive
468,I visited National Museum of Korea 10 years ago If you love history artifacts and arts then this is a place you must visit The museum has everything you need to know about Koreas history,Positive
469,It was our last day in Seoul and our trip was in the afternoon Since we have been shopping and food tripping for 3 days it was about time to learn some history Very impressive building informative and entrance is free Its a must see before you leave Seoul,Positive
470,This was a last minute plan We took the metro and the museum is right there Free entrance and free guide Our English speaking guide was a gentleman in his 80s with a great passion for his country and history The highlight of my trip was the statue of Sidhartra as a young Buddha in the moment of enlightenment This bronze statue was casted 1400 years ago the special smile of the character is unique Our guide told us \xe2\x80\x9c if there is a Korean souvenir that you want to take back home is that smile on your face\xe2\x80\x9d And with that his tour concluded There are other treasures worth visiting,Positive
471,If you like history and museums A must visit A very large museum and very very clean Free entry Only special exhibits are paid Their tea shop on 2nd floor at the rear has excellent and delicious local tea Reaching the Museum is very easy You can take Line 4 Jungang Line to Ichon station Just follow the signs and there is an underground walk way air conditioned which takes you directly to the entry steps of The Museum The grounds outside are also very beautiful If it is NOT a warm day you can spend time siting in the grounds as well If you have the time you can spend the full day here It is better to see the Museum on your own rather than the free guided tours one hour Routes and directions in the Museum are clearly marked and the exhibits have a very elaborate writings and information,Positive
472,Highly recommend I would definitely recommend a guide There is a lot of amazing content We hired a personal guide and it was entirely worth it The guide drastically amplified the experience  Even if you dont have a guide its still going to be worth while Id plan on 2 hours per floor We split it up in 2 days,Positive
473,This was truly one of the best museums we have ever visited Extremely well laid out Fascinating Took the subway there Just a short walk from the stop  The museum is laid out in chronological order of the history of Korea Learnt an awful lot,Positive
474,There is not much hype on the Museum so we did not plan to visit it at all In fact it was only because it was located directly opposite the palace and we had some time before our appointment with our guide that we decided to pop in for a look  Entry is free There are lockers that require coins to rent but the coins are returned after you unlock the lockers  What we saw was mostly the history of Korea; the opinions on how it came to be how it developed and so on It was very interesting  Cater about 23 hours We rushed through it in less than 1 hour and regretted that we did not have more time to spend there,Positive
475,The place is beautiful i have been there twice and I still feel in awe with the beauty the collections are nice,Positive
476,My only problem was that the day we went it was filled with school kids Still had a good time but will go again,Neutral
477,We visited the National museum of Korea on a Sunday The place was crowded The museum was a 3 levels place The 1st floor was all about history and the 23 were all about culture and art The Brochure was available in Korean English and Arabic The museum was worth the visit every corner was well maintained and every item was well taken care off You will surely need to visit it for yourself There was a nice and cosy caf\xc3\xa9 on the 3rd floor I had my favorite mixed grains cold drink with rice cookie The drink was nutritious and cold  SEE photos,Positive
478,This is a new museum with a great collection of korean art THe building itself is impressive and the lightniung is great A nice pagode gives way to the museum secrets,Positive
479,I enjoyed this Museum it was close to the Gyeongbokgung Palace walking distance  The admission was FREE  The Museum was clean and modern History of Seoul South Korea  all the stages the country has been Thur  I enjoyed the pictures and props and videos that they had  If you enjoy history definitely come here,Positive
480,This museum is just beautiful Huge well laid out architecturally stunning We took Free English tour Since there is so much ground to cover I highly recommend the tour as it highlights some MUST SEES 90 minutes long it goes quick but provides interesting insights Even my 10 year old was enjoying it,Positive
481,This museum was very well laid out with the ground floor dedicated to the history of Korea up until the early 20th century I only had a few hours so I spent the majority of them there so didnt get a chance to see the rest of the museum but I had a quick glimpse of the first floor which had a calligraphy and art section,Positive
482,A good place to bring high school students to visit the museum However no information about the Korean War which we are very interested to know more,Negative
483,This museum is my favorite museum in Seoul with a vast array of artifacts ranging from ancient times to the era of the Korean War The museum is educational for learning about the history of Korea something which is mostly ignored in Western education Many of the rooms are not filled to capacity but the museum is spread out enough that there is plenty to see The top floor has exhibits on Asian history in general encompassing more than just KoreaI found these more interesting There is also a large quantity of pottery and calligraphy throughout the museum Admission is free and while an audio guide is recommended I found it cumbersome and unnecessary Many of the items have English labels and an English map is available,Positive
484,The museum offers a decent download of the history of Korea till the formation of modern Korea Sadly you wouldnt get to see anything like the impact of World War Alot of stuff are touch and go but that is understandable because Seoul also hosts many other related museum such as the National Palace Museum of Korea As an arsent museum goer it is just a pity that this museum is not a one stop shop  The key exhibits are in the first floor The 2nd and 3rd floors houses some arts pieces of Korea and artifacts of the world respectively I personally think that you may give these 2 upper floors a miss it time is a constraint  I can see effort in the curation but the collection especially on general world is quite thin  I spent a total of 45 hrs in the museum Entrance is free,Positive
485,I wont tell anything but suggest all to come here visit and get yourself to learn about the country Cool place one of the mustgo,Positive
486,i can tell you from extensive travel experience that this museum is a work of wonder the architecture organization presentation and landscape already make it a great place to visit and adding to the fact that it showcases the best of Korea for FREE is a great way to learn and appreciate Korean historyculture,Positive
487,The architecture is great the way the rooms and lighting both natural and electric really highlight the art  There is enough on display that everyone should find something interesting i was delighted to see the cultural influences of surrounding countries as that aspect is often skipped  I would recommend a visit,Positive
488,We enjoyed this peaceful amazing architecture and all of the many wonders within You can see so many different periods of Korean history here From the famous Turtle Boats of the 10th century through the Korean War and beyond A balance focus on events and culture Really a treat,Positive
489,Subway Line 4 will take you there Just follow the sign and then walk along the long corridor you will soon reach the museum  Very spacious and the environment is quite good Quite true its a bit cool in the sense that there are not too many people and the space itself is quite overwhelming  Good collection on Buddhist paintings and sculptures Must see  Some nice restaurants  Good for spending a few hours there This is my second time visiting the museum Think Ill still go back,Positive
490,We were so looking forward to seeing Danwon and Hyewon paintings in this museum It was easy to take matro line 4 to get there Walking through air conditioned tunnel we thought it is a great design to avoid the sun light The museum campus is quite big well maintained and free admission We asked front desk where are the paintings displayed The answer is they are in the storage room not in exhibit We dont know when they will be shown,Positive
491,Massive museum that is worth a visit  mainly Korean objects but some Asian particularly Chinese as well Plenty of English explanatory notes and videos and the apps are nice supplements Layout is reasonably good and one can easily spend half a day there Admission is free but tickets needed for special exhibitions Not many visitors and somehow the museum seems to be a bit cold and not very engaging,Positive
492,Its big museum with an extensive collection of archeological finds and art Furthermore its free There is only limited information on the more recent developments in Korea for which the History Museum of Seoul is a better choice,Positive
493,The National Museum of Korea is connected to the Ichon Station Line 4 and a comfortable walk both to the museum and within the museum While it is a big location with multiple artefacts to keep you occupied I will first warn that most of the permanent exhibits are of art and archaeological digs making the museum cover more about what Korea was hundredsthousands of years ago more so than what South Korea is now If that is what you want to see then the Museum is a great place to be in otherwise I suggest you take the time to explore Seouls other museumsdistricts which would talk more about peoples present lives  Otherwise its free and an appropriate location for wet weather There are also special exhibitions you can pay for and the National Hangeul Museum in close vicinity so you can easily spend a few hours here,Positive
494,Travelers are always looking for interesting and stuffs and this is one of them You will learn a lot of Korean culture and helps to understand their traditions The only inconvenient was the restaurant which didn\xc2\xb4t sell me a coffee and a cake they ask me to have a complete meal to get the service,Positive
495,There is not much too see compare with other museum in Seoul Dont think there is value to visit if you have not much time in Korea,Positive
496,This massively impressive building in Seoul is home to a lot of South Koreas History The building is made up of three floors and is spilt into a number of different chambers dependent on time periods of various kingdomsempires including the Japanese colonisation period There is however a lot of information so I would recommend either spilting your visit into a number of hours with a break in the middle or possibly a couple of days There is also a museum shop with lots of different gifts and also a cafe and a large exhibitionamphitheatre area just outside the building where they play music and perform And best of all its free and easy to get to by subway or bus,Positive
497,If you got your history classes in high school EU students then most of the information obtained here is repetitive Nevertheless it does generally specify on Korea I would recommend the war museum whocj gives the same information but more specified on their own korean history,Negative
498,This is a nicely organized museum Exhibition is arranged according to chronilogical order Going through the exhibit halls and rooms taught me a lot about the history of Korea I may be wrong but the artifacts often looked like recent replicas,Positive
499,Built in this location in 2005 Its huge So easy to get to from the 4 Metro Signs in the Metro pointing to the Museum We took the free docent tour Took about 120 Lots of information on the tour There is a huge breath to the museum We particularly liked the celadon pottery on the 3rd floor as well as the smaller Buddha statues Several restaurants and a food court,Positive
500,This museum is a cultural asset of Korea It shows the sequence of ancient Korea to modern Korea It is a grand building Entrance is free but special exhibitions were paid for Senior citizens get special discount Wheel chairs are available Different exhibits are displayed on different floors Sculptors on one paintings and calligraphy on anotherThe first floor had historical exhibits The routes were marked and therefore very easy to follow The escalators were small and very cute The souvenir shops had lovely attractive things and we were able to buy things to take home for friends and family The property had lovely gardens with colourful flowers and on going down a few stairs there was a big water body around which people were taking walks and some chilling on benches I wish I could have spent more time here,Positive
501,Went on a solo trip to this place as the wife had another appointment and it was totally worth it  The outdoor areas were beautiful and well designed The building architecture too was impressive  Going in you do not need to pay for an entry ticket however I believe that the special exibhitions are paid events  The first floor narrates the entire history of Korea starting from the stone age period to the korea empire Second and third floors belong to art and sculptures  I learnt so much from the artifacts and exibhits on display I now have a working knowledge of Korean history The first floor exibhits are structured in a chronological order so if you follow the recommended route you will not miss a part of Korean history  Only managed to complete the first level though due to time but would love a return visit for the other floors if possible,Positive
502,I saw very cool pictures of this futuristic place so definitely wanted to go and check it out The building looks really cool and there was a market right outside it and also down below very cool vibe and lots of fancy art installations around the museum We didnt go inside as we are not so interested in museums but it is definitely worth while just strolling around the place Totally recommend it,Positive
503,Three friends and I visited the National Museum of Korea after spending about a week studying the Korean War and we all walked away really glad we spent most of our day here After covering Korean history from 19491953 roughly we felt like we had a much better understanding of Korean history as a whole and loved the range and depth that the exhibits here offered I know the artwork was also worth seeing but I confess that we were museumed out by the point we hit the art we spent about 3 hours going through the history exhibits on the first floor alone that we more or less strolled through stopping only at the works that really caught our eye One could easily spend a few hours or a day here and it would be well worth it,Positive
504,If you dont read Korean and are not familiar with Korean history this is going to be complicated I walked through it but it wasnt engaging for me,Negative
505,Unfortunately we were rushed round this stunning museum by our tour guide It gives a fascinating history of Korea and has many uniquely fascinating exhibits,Positive
506,You will need one whole day maybe to enjoy this amazing museum Also visit the museum shop There are some nice quality things with reasonable prices,Positive
507,On returning to Seoul from a few days in the country we headed here for 23 hours before returning the hire car The place is vast so we didnt do it full justice but it is stuffed worth Korean treasures from across the ages Professionally presented well laid out there is a follow through route marked on the floor And it is free This is a world class museum,Positive
508,Mostly artifacts A nice big space but not too interesting Would have liked to see more art Dont expect to spend much time here unless you have a keen interest in Korean artifacts,Positive
509,A worldclass museum that has free admission and something for everyone The grounds themselves of this massive building are impressive enough and offer photo ops aplenty Once inside I recommend renting an audio guide device at the front desk so that you can get more information on demand about any exhibits or items you find particularly interesting Its only 1000 Won  There are usually concerts of some kind happening every Saturday afternoon which I was lucky enough to catch from the upstairs balcony of the cafe on the second floor just above the stage in the entry atrium  The building itself is a bit of an architectural marvel inside and out as icing on the cake,Positive
510,Wow How can we capture our full response to this beautifully designed museum Offering a vibrant span of Korean history plus mesmerizing art and artifacts we easily could have spent another couple of hours reading the wellwritten signs and descriptions about the diversity of Korea and beyond Pretty amazing to see art displayed through antiquity and modernity with technology offering enlightening new ways to enjoy their stories and masterpieces  The collections were exquisite and the cultural Renaissance happening in Korea is inspiring How amazing to get to be a witness to the transformation The visit to the National Museum of Korea informed the rest of our trip around the peninsula,Positive
511,This is my 3rd time here and I still enjoy it However I note that the exhibits hasnt changed much over the years We didnt understand the English guide much but because he was so sincere it would have been terrible to fault him,Negative
512,we went to the museum for a visit we pre registered for an hour and a half tour they have yours in several languages it was excellent without this you just wonder around and its too big it gets you to the right points so my suggestion usto do this your and if you want to stay you canstay longer,Positive
513,The museum was very nice and I enjoyed their collection of potter and the restaurant inside had a good variety of choices but I loved this museum for its extensive grounds We wandered all over the park area and enjoyed the playground walking trails pagodas and lake I almost didnt want to go inside We were there in the spring and the cherry trees were in full bloom but it would be beautiful in any season,Positive
514,We visited during a national holiday so there was not charge This is a really great museum to visit if you are interested in war history It has a floor dedicated to all the historical wars that Korea has been a part of and then a floor for the Korean  American war This is fascinating and certainly carries the Korean perspective on the war Wish we had more time there,Positive
515,Museum has quite a collection of the emperors history with beautiful drawings of emperors parades and how they lived There is a small gift shop on the premises which one can buy some Korean items at reasonable prices The antique cars were beautiful,Positive
516,A great place to learn about the Korean history The English guide was very knowledgeable and I had a great time The museum restaurant on the ground floor was lovely with great service,Positive
517,I was truly touched by the heart and soul of the Korean people The past hundred years of Korea has been a blind side of history to me I was given a free book on the History of the Korean War \xe2\x80\x9cKorean War 1129\xe2\x80\x9d Amazing how many countries came to the aid of Korea what War actually does to a nation what an oppressive regime can do and what Freedom does for the soul and a country,Negative
518,I enjoyed this museum The building is huge and modern in a nice surrounding area There are two main exhibition halls One with a permanent exhibition about the history of Korea through different artefacts and another one with temporary exhibitions The main gallery is free admission If you enjoy history and looking at different artefacts you can spend a few hours there I went on my own on a Sunday morning and I spent around three hours There are spaces for you to sit down and rest your legs There are also some cafeterias and museum shoppings Throughout the building I sincerely recommend,Positive
519,That was our last day in South Korea and our last day of the long vacation So we were a bit exhausted and the museum building is so big Its amazing the architecture and the collection,Positive
520,Since I love history National Museum of Korea is the best place to visit they had 3 floors and each floor describe different history I could spend hours inside The history also interest me,Positive
521,I do love a good museum but this one is particularly impressive It is incredibly large very modern and super organized All of the signs are in English too so there are no issues with understanding everything,Positive
522,The building is imposing and the exhibits very well laid out It is not cluttered and there are themed rooms with very good exhibits Well worth a visit while you are in Seoul,Positive
523,A fascinating walk throughout Korean history from ancient times to contemporary events across ample well curated rooms Everything is explained in both Korean and English Plenty of rest areas and coffee shops to make it through the long hours it takes to admire the amazing variety of art objects and information on display,Positive
524,I spent nearly a whole day at this museum It is such a beautiful space I felt calm and meditative within it LOVED the special exhibition of the tiger in east Asian Art It is the 9th largest museum in the world and I cant wait to go back and explore it all the more  OHand the majority of the museum is FREE Youll have to pay between 3 and 6 for special exhibitions,Positive
525,Extraordinarily beautiful architectural building with views to Namsan Hill The park within the Museum is really beautiful though our visit was in the dead of winter i could image how beautiful it would be in other seasons  some of the trees have their botanic names Highly recommmended for a visit if not just for the park grounds Comprehensive presentation of Korean history and artifacts and some in the park also,Positive
526,Extraordinarily beautiful architectural building Comprehensive presentation of Korean history and artifacts Plan at least a half a day to fully appreciate,Positive
527,For those who want to understand more on Korean culture everything is excellent in the National Museum of Korea including the exhibition souvenir shop cafe and the attractive musical performance I will definitely spend more time visiting the museum when I have a chance to get there again,Positive
528,Well organized exhibitions and very spacious and beautifully designed museum  Beautiful grounds surrounding the entire space,Positive
529,I attended the museum for a free English your which was informative and enjoyable The museum is world class and seems very new Taught me alot about Korea and enjoyable visit,Positive
530,The building and setting are spacious Exhibits are informative but include reproductions A pleasant way to spend a couple of hours on a rainycold day especially if you like ceramic pots there are tons of them,Positive
531,National Museum was one of the big museum that we ever visited and need more than 2 hours to look every exhibition inside it Just like any other national museums it had the exhibitions about past time But they displayed all the artifacts in good arrangement Besides that they also had Korean culture exhibition  To reach this museum just take mrt to Ichon Station and follow the directions Its free of charge If you come with kids we suggest you to also visit Children museum,Positive
532,I was hoping for more history and less pots The museum itself is massive and beautiful I found it hard to get into despite the great job they have done with the artifacts in the museum I did like the furniture exhibit The rest I wasnt much impressed by besides the massive pagoda Maybe I was just too tired to appreciate the museum but it was worth going at night to see the view of the N Seoul Tower,Positive
533,This beautiful museum is definitely worth your time The long history of Korean civilization is beautiful presented and the exhibits have English explanations so no need for a tour The main museum is free and there is a charge for special exhibits Its set in beautiful grounds and near a subway stop,Positive
534,Free admission at a first class museum All the donated collections on the second floor made the visit extra special The donated collections often contain hundreds of items from a particular collectors area of interest We were amazed at the generosity of the Korean donors and interested by the unique items that Japanese collectors had actually returned to Korea Sometimes in museums when items are arranged by time period and isolated smaller items seem to lose their beauty We were impressed that Korean collectors saved so many items from their respective areas of collecting even though the nation has endured such hardships since its independence Love the building and grounds Didnt have time to get to the special exhibitions but this place is worthy of a second day visit We were happy to see art in Korean everyday items like furniture money and even sewing items,Positive
535,I was expecting that they would have more Korean things on exhibition or was I in the wrong museum Ground floor was all about the Korea which is very informative But the 2nd to 3rd floor is disappointing I dont get the connection of the items on exhibit Its like since the pieces were donated by famous people I get it so they throw all those bits and pieces together But the interior and exterior architecture made up for the disappointment The museum is child elderly and Instagram friendly,Negative
536,An insightful look into the development of Korea over the ages Admission is free for the main hall Worth a visit,Positive
537,This museum is free It has around 6 exhibition halls and 50 rooms Like in every museum that you have been this museum has permanent and special exhihibitions There is also a separate museum for children It has EnglishJapanese and Chinese tours you need to check how many a day Subway line 4 will take ypu there Is really beautiful and has 4 floors that you will enjoy a lot be sure to have time that day is so many little details in some of the exhibitions,Positive
538,Go I mean it All the museums in South Korea were amazing and I went to at least 15 of them This museum is very well done with English explanations and a free English audio guide you must leave an ID to borrow the guides so bring your drivers license While there were no children in my group I saw lots of groups of children and they had plenty of activities and ways to keep them interested This museum really helped me to understand the history of Korea and its culture We spent at least 3 hours in the museum it just depends on your pace I would highly recommend going to the National Museum of Korea,Positive
539,The museum building is world class and was the most interesting part about our visit The museum is very well organized with a helpful layout that makes it easy to walk from room to room Lots of different types of Buddhas and history of the country Japan rule Buddhism ancient tools pottery weaponry etc As a foreigner in South Korea I could not fully appreciate the expansive rooms of rock weapons excavated pottery and the ceramic vase exhibition There are fire extinguishers everywhere; from one spot I could physically see eleven fire extinguishers At the restaurant we had a westernstyle salad and an octopus rice dish; both were very good and reasonably priced,Positive
540,Permanent exhibitions is Free Admission is required for special exhibitions But The special exhibition impressed me I RECOMMEND it Please refer to itI downloaded a 10 discount coupon from Baynaru  Good for you,Positive
541,The museum is huge You can easily spend 45 hours there It is a new building very contemporary looking with a lot of daylight coming in escalators everywhere marble floors  simply great There is a plenty of restrooms multiple coffee shops few large museum shops a storage place to lock your bag or coat I wanted to get on the English guided tour which is free the first one after the museum opening time I ended up being the only one on the tour It was only me and a tour guide  call it a private tour  The tour took around 1 hour covering a few main artifacts on the first and second floors I enjoyed it I also enjoyed perfectly brewed cappuccino in the coffee shop  5 stars highly recommended,Positive
542,I went on a quiet weekday and arrived in time to go on one of the free English guided tour of the museum It was a great way to get a brief history of Korea and a sense of what the museum had to offer Theres a mix of ancientold artifacts and art organized by the specific periods in Koreas history,Positive
543,Its free Very informative of their rich culture Just in front of the museum is another place for you to visit,Positive
544,There are a lots of heritage and treasure in the museum easy to go by subway it is worth to seeing museum and in the museum shop there are so many unique souvenirs,Positive
545,I thought there would be a Korean emphasis but instead there were many things from other countries so that I did not feel I got a good flavor of Korea,Negative
546,Because this is a national museum it is completely free Free lockers are also nice to stow your coat bags etc Korea is so low on crime I even leave my purse in the locker without worry Very interesting displays and art Not a lot in English as with most museums in Seoul But this museum is one of my favorite Seoul museums,Positive
547,The museum is huge Im not sure you can see everything in one day This is great if you are interested in Korean history I personally wouldnt bring kids here as it can get a bit boring There is a lot of pottery and the colors are bland so if you are tired from your travels dont go there it will put you to sleep but overall art and history lovers will like it,Positive
