,CONTENT,VADER
308,"In autumn, Seoul Forest becomes magical as the various trees change into yellow, orange and red. The weather is cool so it is more pleasant to walk around.The forest is easy to reach by the Seoul subway. At the Seoul Forest station, use the lift near Exit 3 to reach the ground level. Turn right and then left into Under Stand Avenue. I spent some hours in the forest, exploring the various parts. From the entrance, I kept to the right of the forest as the trees on that side were particularly colorful.The weather was cold, so the bird corner at the far right was empty. Then I turned back to the rear of the forest where the Ginkgo Road, under the afternoon sun, was absolutely absorbing. From there I passed under two bridges on my right to reach the Deer Corner (with spotted deer). Later I returned to the entrance, passing by the lake. I spent over 4 hours there, totally absorbed by its beauty in autumn. The forest is huge hence it is important to plan your walking route beforehand.",Positive
309,"We enjoy walking in city parks and this one has sculptures, a deer consul, insect and butterfly gardens (although the latter sections are bare bones in October.) If you have children, there are some good play structures, slides and lots of free space to run around in.",Positive
310,"This park is well managed and a great place to enjoy autumn of South Korea. If you want a silence from the busy city of Seoul, this place is where you should be. Check out pork BBQ shops nearby as well.",Positive
311,"I really wanted to see a deer as I've never encountered one before. I went to the park and the weather was perfect. There were also children on a trip the day I visited. We fed the deer via a vending machine that sold food for the deer and I honestly enjoyed this experience.  For a tourist though I can understand that this isn't something everyone would enjoy. My mother didn't even bother coming with me as she found it 'boring' but I really enjoy long walks and just sitting down, people watching.",Positive
312,"This is a park and not really a forest as the name suggested. There are many areas to sit around and have picnic, This is a park where locals will go and have their week end family picnic or gathering. Nothing much for the tourists.",Neutral
313,"Beautiful park to go to, if you have time visit this place for sure. you forget that you are in a city when you walk there",Positive
314,"I went in early October. The trees beginning to change colour from green to orange. Very relaxing, beautiful and calming.",Positive
315,"I always enjoy getting out into fresh air and be amongst trees. Worth the train travel to reach this lovely spot. Walking paths good. Relax and rejuvenate with the peaceful surroundings. A few deer in an enclosure sure to delight. You can walk all the way to the main Han River with great views of city. Basic cafe on site, but you can bring your own food and enjoy anywhere in the park area. We loved our visit.",Positive
316,"If you look for the place for picnic and bicycle around eastern area of Seoul, this is the proper place to go. You can rent a bicycle or can bring yours. It’s good for walk and have rest throughout the day.",Positive
317,"Lovely park with fun slides and play areas for kids, interesting areas like the deer corral and insect rooms, and lots of lovely greenery. Some of the signage had us looping around trying to get to certain areas and I ended up having to use GPS map to get to some parts.",Positive
318,"This is a very large park in Seoul. People who live in Seoul come and rest here. Many family visitors. It's not bad for tourists. But, there's nothing fantastic.  - The entrance from the east seems to be main gate with a parking lot. 10~15 min walk from Seoul Forest Metro Station(Bundang Line). - Huge park. Bicycle rental is recommended to take a look quickly. Ttareungi(Seoul Bike) is much cheaper than bike rental shops. - Tourists may have enough fun when there's an event like a concert. - Snack bar on the west is not cheap. They have good snacks like squids, potatoes, sausages, etc., though. - There are rabbit farms, carp ponds, deer farms, butterfly farms, greenhouse, etc.",Positive
319,"This park was lovely, with beautiful greenery, landscaping as well as architecture. Managed to take some nice shots. Wasn’t too crowded on a Tuesday morning. Worth a visit.",Positive
320,"Went Seoul for an incentive trip and got a half day free on the last day. So I decided to go Seoul Forest to see butterflies. I went there by taxi and walked around in the large park, finally got into the butterfly garden. I’ve already able to see a lot of butterflies outside the butterfly garden. It’s a good experience to learn ecological in other countries",Positive
321,"It is a very modest place where mostly elders go to exercise. There are also deers that you can feed by buying their food from a vending machine. There is also a piano for the public that anyone can use. However, you will not find much activities to do especially during the weekends.",Neutral
322,"There's just nothing much to do here and a whole lot of bugs. There is, however, a public piano, if you can play",Positive
323,lovely place especially when its hot. lots of places to cool down rest and enjoy the sound of trees. Allow atleast 4 hours to find all there is ...and there is loads for children and adults to enjoy,Positive
324,"This park is vast, quiet and has a few interesting gardens such as butterfly, insect and deer garden. My kid has a good time there.",Positive
325,"Espeasialy in aoutumn very lovely views with the color full of the treas , if there is wind you can see the leaves fill down like a rain oh i love it.",Positive
326,"We went to Seoul Forest on a Sunday morning. It was accessible by subway, and there were many families with young children in the park playground and strolling around. The place was clean and well maintained, and there were bikes and four wheelers available for rent. We rented a few although they were quite pricey, and we had an hour of fun biking around the huge park. The weather was cloudy and cool, perfect for playing on the lawn. We brought along a frisbee and inflatable ball, and had a great time playing together. There were also cafes and restaurants nearby and we had lunch there. We walked to the Deer enclosure to view the deers, but the feed for the animals were already sold out by the time we reach (around 3pm). Nonetheless, we had a great day at Seoul Forest and it is a great place for a family outing.",Positive
327,"I enjoyed walking around Seoul Forest. It was my first time visiting and I was surprised to see how big it was yet so easily accessible. Lots of paths to walk on and spaces to rest in the shade. There are plenty of benches, picnic tables and common sitting areas. Many people were also enjoying their picnic on the grass. A nice place for a family day or just for anyone who wishes to be in the nature in the midst of the city. With all the different trees, I think it will be lovely there in the fall.",Positive
328,"It was raining during my visit so there were no many visitors. The place is not difficult to find but it is advisable to research for it on internet before you go. From the Seoul Forest metro station, there is a lift that takes you to the ground level. From the lift exit turn right and then left into the "" Under Stand Avenue"", a short street with shops built from metal containers. If you are hungry there is a noodle shop with reasonable prices. Once in the forest, you can find the cherry blossom road on the left. The cherry blossom trees are large and they flower in early April.",Neutral
329,"The place is serene. If you want to relax, exercise and take great photos, this park is one of the many places to be in Seoul. I would love to go biking someday around this beautiful place. Went there before spring comes to full bloom, but it was still gorgeous.",Positive
330,"A must see place if you have time in Seoul. The place is good for picnics and families to enjoy the spring weather and greenery. Further in, you can see deers and rabbits etc in the park. The cherry blossom trees lined the entire stretch inside which was beautiful. Great place for photos.",Positive
331,"Ok to walk through and some sanctuary from the hustle and bustle of the city There are deer to look at as well. They are in an enclosure, but they come up to the fence. You can buy deer food for 1000 won from a vending machine. However when we went (close to sunset) the vending machine was closed for the day.",Positive
332,Came here for spring and it was a great sight as the park is lined with alot of flowers. Park is quite big and didn't manage to explore around. Best to go in the morning before it gets too crowded.  Defn recommended for those that likes to go for a stroll or a walk. Located near to subway station - Seoul Forest- .,Positive
333,"I took a walk through Seoul Forest in February. Despite most of the plants being brown and dormant for the winter, I enjoyed the quiet and the design of the park. I can only imagine how much more wonderful it would be in the warmer months. With all of the activity in a busy city like Seoul, this park offers a moment to walk, talk, think, and rest before heading of to the next activity. In winter, go at least to take a walk. In the warmer months, plan to stay awhile longer and sit or play.",Positive
334,We went there for a quick walk on the last day of our trip. Seoul forest is located pretty much in city center and is easily accessible. It was very nice to walk around the park in a peaceful quite atmosphere.,Positive
335,Wow ! In a busy city it’s a wonderful getaway. We really enjoyed the peaceful atmosphere of the forest in a city. I highly recommend it.,Positive
336,"Very nice big park. Lots of space for a picnic now the weather turns warmer as well. If you like deer, make sure to go see them. The ""understand avenue"" is also worth a visit if looking for a nice beer or handmade goods.",Positive
337,"It is very clean, with beautiful artworks installed here and there. However being a Russian I could not call it a forest... For forest is something massive, at least when you cannot see the end of the forest upon entering. Seoul forest is sort of park to me, a tiny island of nature - I would say.",Positive
338,"Seoul Forest is underrated but it’s my favourite place in South Korea especially because we went there on the middle of Autumn. It was beautiful and just provides you all the romantic —or otherwise dramatic— ambiance. With all the trees wearing different colours. Besides the deer park, my favourite place is the small stadium with a piano at the center. Make sure you practice your piano pieces before going here. It will be a memory you’ll definitely keep.",Positive
339,"I took the train here - very easy and cheap. Train station is only a 5 min walk to park. This park is very large, I probably spent 2 hours walking around it taking pictures. There are pretty birds; trees; art sculptures everywhere; deer corral; insect exhibit and tropical garden centre and more. Give yourself time, perhaps pack a lunch (though lots of good cafes around) and enjoy the space. I was happy I went (tskuem station on line 2 is what you want for the park)",Positive
340,"Actually, we expected more from that place but it's still really cute. You can have a walk there with your partner/family/friends/dog, etc. It's convenient and it gives some calm even though it's in Seoul",Positive
341,"Beautiful park, great place for the kids to run around and exercise. They have very unusual playground equipment, wonderful stuff I've seen no where else. The insect garden was cool and we all loved feeding the deer. Easy to get to by the metro.",Positive
342,My friend took me to Seoul Forest and we spent half a day there. It was a huge park and there were deers.,Positive
343,"you cannot go wrong with a trip here! if youre in s. korea, and within an hour or so drive... youll not be disappointed in any way! i would have driven 2-3 hours to see this beaute'",Positive
344,Seoul Forest is a beautiful spot in the middle of the city. I visited in November and the weather was perfect. The cool temperatures coupled with the autumn leaves made it one of my favourite spots in Seoul. Be sure to bring a camera to take lots of pictures. There is also a shipping container shopping center near by.,Positive
345,I would definitely go back there.. One of my favorite place in korea.. too cold but that's fine i enjoyed the romantic ambiance of the place❤️,Positive
346,"I have been to Seoul Forest several times and it's been relaxing and refreshing every time. It can get pretty busy on the weekends, but still not too bad when compared to other parks in Seoul.  pro tip: cherry blossoms are amazing here, best in Seoul (imo)! However, you have to walk across tukseom and gosanja intersection to get to them.",Positive
347,"Seoul forest which is 5min walk via Seoul metro (seoul forest station, Bundang line) is located close to the city. On approaching the park, there was a communal city veggie farm. It is free entry into the park and bicycles can be rented near the entrance.  This large park which can be seen from Namsan Tower, housed Seoul's first water purification plant. The purification plant which is still active can be visited in the park. In addition to the purification plant, there were other attractions such as the Cultural Art park, butterflies and insect garden (there was a rabbit pen close to the butterfly garden), deer feeding at the Ecology forest or just strolling through the park.  There are several convenience stores in the park selling snacks, coffee, ice cream, etc. Toilet and washroom facilities also available.",Positive
348,"Great place for a change of scenery! The forest isn't that big, but it is full of at least an hours worth of things to look at! I was there in June and the weather in Seoul was hot and very humid but, the trees in the forest provided a lot of shade.",Positive
349,"In front of my house It's very lucky to have this kind of park near my house with Metro station, easy to access to Gangnam and City center. bicycle rental available",Positive
350,I always visited there when i’m in Seoul. There is such a calm place in a big city. It is a good place to take a rest. I can enjoyed my autumn with colorful leaves. I will go back again and again.,Positive
351,There is a food truck area upon the station exit. You get to visit here during autumn season for the ginko leaves.,Neutral
352,"One of the nicer places to visit in Spring or Autumn for its cherry blossom or fall folliage in Seoul. Visited there in Autumn and wasn’t disappointed at all. It’s like forest bathing, you get to soak in nature and spend some relaxing time in the forest. Great for families, couples and even solo travelers to visit!",Positive
353,"Trees flower etc.  You can feed the deer and enjoy leisure walking.  Not crowded, you can enjoy the view.",Positive
354,Some amazing colours here. Pinks and reds. Had a wondeful walk around. Can feed the deers or just sit and think. Fresh air and clean nature.  Highly recommend this. It's wonderful.  Seoul forest metro station. See if you can find the black cat that lives here.  Decent snack bar too. Had the fried potatoes,Positive
355,"This was on my list of places to see to complete my 'I've seen most of Seoul' list. While it was a pleasant afternoon I would have said the park was a bit of an anti-climax. If you live in Seoul it would probably provide a great opportunity to get back to nature, but as an Australian it was like many of our 'parks'.",Positive
356,"Not comparable to Bukhansan, but nice for a day trip, if you have time to spare. I loved the atmosphere change and the good time. Worth it.",Positive
357,"We went there with 2 other families, together there are 6 children and 6 adults. My younger daughter enjoyed the cycling. However, I find that the bicycle was not very stable. One of the other kids had fallen off the bicycle when riding.  But in the forest there is a big playground which the kids enjoyed very much. They also enjoyed seeing the deer.  We saw a lot of locals having picnic which I can understand why subsequently as there is not much eating places.",Positive
358,Big forest. Good weather makes this the perfect place to relax. The location isn't best but is a healthy environment for families and also couples,Positive
359,"A lovely bike ride around the park. Seoul Forest is hugeee! If u skateboard, there's also a skatepark with ramps and halfpipes.",Positive
360,"This is a great park for visitors of all ages to enjoy the outdoors for free. The Seoul Forest park has 5 distinct sections and is too large to see all of it in one day. There are nice, wide paths for walkers and bicyclists. We found the park to be extremely clean and well-landscaped. Bring your camera and a picnic lunch! There is also an impressive schedule of concerts and performances to see at various venues throughout the park if you like to plan in advance. We like to go simply for nature walks and find something new to do at each visit. One of our favorite discoveries was a large observation area where visitors can see different types of deer up close.",Positive
361,the forest is clean but not so much to see except feel the good breeze of the air and so good to travel on spring season,Positive
362,"Disappointed by the 'forest' that was really an urban park. The eco wetlands were disappointing- just a little patch of water with a wooden boardwalk through it. It's a large area with different themes- there's a sports area, picnic areas, eco areas.... Wasn't what I was expecting!",Negative
363,"Nice place to take a stroll, feed some deer, look at the Han River, and go on a picnic among the grass, trees, and water.",Positive
364,"Nice park suitable for whole family have picnic at here. The park is very big, also have some animal you can see. Go there at the sunset almost can see the good view. And can spend one whole day in there. If you have time, this is the good choice to go to enjoy this relax place.",Positive
365,This is a large area of paths and trees in the middle of Seoul. Having visited in February there wasn't as much happening as there would be at other times of the year and the trees and fauna was dormant. However I would love to see it in the spring. The area was very peaceful although we could hear the traffic in the background. We saw the deer through the fence but the corral wasn't open when we went.,Positive
366,It's a very nice & big garden in the middle city of Seoul. You can enjoy morning walk or evening walk. A lot of nice things to look around. You will see a stunning view during the autumn .... colorful leaves. Enjoy your day with some nice books here.,Positive
367,"Very big park / forest in Seoul. You can feed deers, talk around. It's just like a forest, but you do get urban and traffic noise. A must go. One of the few green attractions in Seoul.",Positive
368,"This was very nice to find in the huge city of Seoul. A nice peaceful place, not just another mega shopping mall. We enjoyed our visit in October 2016. We walked through the forest and enjoyed the fall trees, though they were just starting to turn. We really enjoyed feeding the deer. The butterfly house only had one species of butterfly so that was a bit disappointing. The forest is easy to get to using the subway. Weather was warm enough to just wear a t-shirt with a sweater over top. Ideal for all ages. There are play areas on site for those with children.",Positive
369,"Located in the outskirt of town, this forest is a great place to wind down and stroll amongst nature. It provides great landscape for photographs too. The park features a butterfly garden, deer enclosure (you can feed them too if you purchase the feed at the vending machine for 1000 Won). There are birds flying around. There are water features which works on a season with rainfall. The forest also connects to Hangang Park and river view.  Follow the map to enjoy a great stroll. Bundang (yellow) train line. Seoul Forest. Entrance of forest is at the back of the carpark.",Positive
370,"Seoul has a forest? Yes and it's wonderful. Enjoyed our walk, fed the deer, went to the museum. It was great!",Positive
371,"The Seoul Forest amidst the hustle and bustle of the city is a surprise. The well-planned eco forest is a must do for adults and kids. The play area is innovative, the deer park also serves as a good attraction. But the best part of the forest is the walk among the foliage and the bridge which takes you from forest to harbour front. I loved the planning, the thinking and the cleanliness of the place.",Positive
372,"It was autumn when we visited this place. Never expect that it was so beautiful and peaceful. It's even more beautiful than Nami Island. There were only few people or tourists in this park and that's what I love about it. If you want to feel the autumn vibes in Seoul, this is a must visit place with so many autumn trees in different colors.",Positive
373,"It felt a bit weird to be in a lush garden with high rise office buildings in the background, but this place is well worth a visit to chill out and take a break from the city. Aside from various gardens and forests, there is also an insect display and butterfly garden. There is also a convenience store on site. The forest is easily accessed via Seoul Forest subway station. There are tours that will take you here but it isn’t necessary to be on a tour. Entry to most areas is free and there are plenty of signs to help find your way around.",Positive
374,"The day was cold, cloudy and miserable so our time here could have been much better. This is basically a nature zoo with a selection of exhibits to view, rides and activities for kids/teens and picnic areas mixed in with walks, gardens and small shops. A better day would have made us stay longer, but 2 hours was enough for me. The autumn colours were beautiful and the area well kept, clean and easy to navigate. Sunny weather would definitely provide a more positive adventure.",Positive
375,Promenaders would like trot around the park. They also can visit small park of deers. Han river side walking trail is very nice to enjoy scenic river view.,Positive
376,"Step away from the city for some peace and quiet. Rent a bike or tricycle. Check out the deer and ecopark. Walk, sit, play, relax. Enjoy.",Positive
377,"It is a chance to see the natural side of Seoul but there can be mosquitoes so take your cream/spray with you. You can feed deers and have a picnic. Also there is really beautiful disabled-friendly children's park, insect museum etc.",Positive
378,Had a blast with my wife and two daughters. Spend two 2.5 hours there. A wonderful relaxing environment!,Positive
379,"So serene and beautiful. Lots of things for children. Check out the splash pad, the deer park, bike rentals and the playgrounds! There's a million things to do here. Great date activity and great day with the kiddos.",Positive
380,So beautiful and peaceful. Great for anyone. Nice. Great walk. I think it is an amazing experience!!!!!!!! Just great!,Positive
381,Great place to go with kids. There are deer to observe and a nice playground. Very easy to reach and quiet.,Positive
382,"Seoul park is the perfect getaway from the busy city of Seoul. The park has everything one needs for a perfect getaway. Great for picnic, meditation, naps, biking, strolling, and even deer watching.",Positive
383,"Seoul forest is such a wonderful place. Lots to see and do. I couldn't quite believe the walk-in butterfly house was free entry as it is well maintained and a wonderful experience. Butterflies are free to fly around you so not for those afraid of bugs (some butterflies are quite big and there are a few dragonflies too). There is also a deer feeding area where you can buy deer food from the vending machine which costs 1000 won. Seoul forest is quite a large area so if you want to explore it all, get those walking shoes on! Definitely worth a visit and is a cheap day out.",Positive
384,Went with the kids for the afternoon. Was able to rent a bicycle with only a driver's licence. There are enough activities to keep kids occupied for a few hours including feeding deers a park for children and a water playground.,Neutral
385,A good walk Get out and walk~ the only thing that ruined it for me was the noisy kids otherwise it was a beautiful Forest it's like you left the city of Seoul ~,Positive
386,"We visited the 'forest' as Seoul was our third stop on a trip around cities in the Far East and wanted a break from the business of the built-up city areas. The forest is more of a park than a forest but still was well worth visiting. We spent most of an afternoon here, walking the park and discovering hidden areas (small animal area, deer retreat, children's park, statue park, etc). The cafe overlooking the lake with fountains was peaceful and we happily sat with a drink and ice cream here for over an hour. We found somewhere to rent bikes by the hour (all sizes, and tandems!) for a reasonable price, and although we didn't use the facilities there were tennis and badminton courts. Overall was a great way to get out of the city and also away from touristy areas for an afternoon - would definitely recommend to someone looking for the same, particularly in summer.",Positive
387,"Seoul Forest is an amazing place to visit on a sunny day. Plenty of paths to walk, flowers in bloom and seats to sit on under the trees. The Butterfly Garden and Insect House are great, even for those without children. The Deer Corral is also good, with a vending machine out the front where you can buy food to feed them for only 1000 won.",Positive
388,"This is the second time I came. I rented the two-seater pedal cart from two different shop. The one with the heart-shape plate is cheaper with hourly rental of 12,000 KRW but requires passport deposit in 2013, The other shop's rental for one hour is 16,000 KRW with no ID deposit but they gave my child a water guy toy after I returned the cart. We always pedal to the deer park to feed the deers who will basically licked the feed off your palm. Just be careful as there's a gentle slope on the final stretch near the deer park as it's quite crowded. Remember the brake when going down the slope. There's an eco playground, sand playground, lots of nice modern statues in the park. Both parents and children will enjoy the park.",Positive
389,"Away from most traffic noise, Seoul Forest is a fantastic way to spend a couple of hours to stroll around and be with nature. I was there in April and the paths were lined with rows and rows of cherry blossom trees. The crowd was manageable when I visited on a Saturday. A lot of people were riding bikes and feeding the deer. There is a small corner for bunnies and a butterfly enclosure too. I think it will be great to visit during the autumn as well.",Positive
390,"If you want to avoid the crowd in Yeouido Island, Seoul Forest is the best place to go. You can peacefully walk around and take pictures without getting photobombed. I think the best place to visit Seoul Forest is during spring time.",Positive
391,"This is probably one of my favourite areas in Seoul. I hope it’s not going to be inundated with people the next time I visit. The place is huge and it takes a long time to really cover all of it. Unfortunately, by the time we arrived almost all of the cherry blossoms were gone :( But we still managed to take photos of really nice flowers and just the general scenery which is beautiful. It was pretty chilly when we were there but it was a comfortable walk around the park. A lovely place to gather with friends and have picnics. Will be back here again next time!",Positive
392,"I went when it was still a bit too early for the cherry blossom season. But this is a really spacious park! You can rent a bike from bikeseoul.com, with 1,000won for an hour of cycling (I think), and I recommend you sort it out before reaching Seoul Forest Station. Directly in front of the exit is a row of green and white bikes which you can rent. You do not need to be a citizen of Korea to use the system, and all of them have baskets and gears.  I thoroughly enjoyed stretching my legs, feeding the deer, and watching the bunnies. I did not have time to explore the entirety of the park, so I recommend at least 3 hours if you are the adventurous sort.",Positive
393,"Seoul Forest is a lovely getaway from the hustle of Seoul. Note that there is some construction activity near the subway so you might need to walk for a bit before you head to the entrance. Same goes when you are exiting too.  There's an information centre from where we picked a map. Headed towards the deer park but got distracted by the lovely sakura and the insect house enroute. There's a deer food machine just a wee bit away from the deer park. The deer looked much bigger than expected and be wary of the aggressive ones which are all too happy to grab the paper cup from your hands whilst you are feeding them.  There are different parks within Seoul Forest so we then headed towards the open area where people were sitting on picnic mats and enjoying themselves. There's eateries at a mall near the skating park at Gate 3 so if you haven't bought anything to eat with you, you can head there. There's also a eating joint (but unfortunately all in Korean) near the waterside area.  We spent a lovely half day here. Highly recommended.",Positive
394,"It's a nice park with playground, a place to see and feed the deer.  we bought Gimbak before going to Seoul forest, and have our lunch there.  didnt see eateries around. good to bring food or snack if bring small children (esp after they finish playing at playground).  playground to deer is about 20 mins slow walk.",Positive
395,"We recently went to Seoul Forest when we were in Seoul for a vacation last Dec. And we did not regret the decision at all.  The journey there is pretty straightforward.. There is a station ""Seoul Forest"" on the Bandung line.. from the station, just follow the signs to the park..  NOTE : when we were there last Dec, there was a major construction going on in the front of the park..  The park is very big and it is free to enter.. the only cost needed is the deer feed for the lovely deers... i think it is about W100 per cup of feed...  Make sure you have enough time for the nice scenery, playground and to visit the deers.. the deers are at the far end of the park from the Train Station.. so factor in the timing needed to walk there...  There is also a playground in the park where my son had great fun..  All in, this is a very nice place to relax and see some lovely deers..  NOTE 2: there was a van @ the entrance selling Churros made fresh and fried on the spot... if you see the van, buy some and enjoy.. very nice and cheap....",Positive
396,"I would recommend to visit Seoul Forest if you want to take a break from busy city life. It is quieter compared to Hangang park, and more suitable for a picnic under the trees. It is best to visit during Spring and Autumn. You can take a bus and subway from Apgujeong area, easy to get to as well.",Positive
397,"Fantastic family spot for days with pretty weather. There is a small skate park, many cycling lanes (bring your own or rent a bike or buggy), in the summer, little kids can play in the water feature and there is a chaging room. There are some animals down on the far end and a couple of different playgrounds. No entrance fee makes it even more an amazing deal. Bring the kids and a small sun tent and relax for the whole day. Bring a picnic or have something delivered right to your picnic spot!",Positive
398,"This place is amazing. It doesn't feel like you are in the middle of a thumping big city. A green space with artwork, grassy banks, trees and flowers, paths to walk and ride on, a deer park, bridges, fountains and a lake. This is a lovely destination for a picnic on a sunny day and easily accessible by public transport.",Positive
399,"It is easy to get caught up in the excitement of Seoul, but Seoul Forest offers a wonderful break in the action and a chance to breath, relax and soak up some natural beauty. This is an extensive park that includes lovely walks, natural surroundings, educational exhibits such as a butterfly garden (particularly fun during a winter visit) and deer park where you can feed the deer. Restrooms and snack bars abound. Easy to get to on the metro, too. For our family, Seoul Forest was a bit of a hidden gem that we found only because the palaces were closed for New Years and we wanted something to do...but you can seek it out as a destination. I know we will the next time we visit Seoul.",Positive
400,"We went on a Monday so it was very quiet, not many people around. I enjoyed feeding the deer the food I purchased for 1000won from the vending machine",Positive
401,"It's a great park! Many surprises within! Away from the hustle & bustle of the city. Initially, I thought 1.5-2 hours should well be enough, but I spent around 3h inside! The park is full of autumn colors! The disappointing part is the Hangang River, as it's filled with the traffic noise. It's free admission, and you can get a free map from the Information counter near the entrance. It's a good free attraction!",Positive
402,Seoul Forest is a great place to relax. You can have a picnic and enjoy nature while still being in Seoul.,Positive
403,"Seoul Forest is easy to get to by metro. There are a total of 5 parks & 16 exits/entrance. You can get the guide map at the exit/entrance. We were at Seoul Forest around 12.30 pm at the end Oct and therefore could only cover mainly Park 1 & Deer Corral of Park 2. We had our lunch at one of the cafeterias in it.  During this autumn season, we took many photos of the awesome autumn colors especially at Forest Path (Park 1). We saw families and students enjoying time together at the family yard, Sculpture Park and Mirror Lake too (Park 1). We are nature lovers, so naturally we enjoyed our leisure walk appreciating the fresh air, clean and peaceful environment in Seoul Forest. We will visit again on our next trip to Seoul.",Positive
404,So happy when my friend said he bring to Seoul Forest. After only 30min driving and still being in town : he said we arrived ! Huh ! Yes yes Seoul forest is simply a big park in town. So do not think being in the middle of a forest...just in the middle of the city. However....I have to admit this is a beautiful park. Long path to walk or jog. Places to seat or pic-nic. Perfect place for fresh temperature in summer.,Positive
405,My friend suggested we went to a no-so-touristy spot in Seoul and early in the morning we started our trip to Seoul Forest by metro and we were there for a few hours walking around and taking photos. There is a deer park in Seoul Forest.,Positive
406,"Butterfly garden was wonderful. Overall, the forest/park is great for a walk, bicycle ride or a lazy lunch/brunch. Great atmosphere.",Positive
407,This is a pretty good sized park which is great for families to take their children to. During the summer kids can get wet in the fountains as they shoot up and come down at various moments. Take them to the large playground with two long slides that they would love. You can find a lot of bike paths for couples and parents to ride along or you can play catch on of the two big areas of grass (one path is even lined with apple trees!).There are plenty of places to relax and many people even bring their tents. If you get bored you can see some unique modern art on the grass or check out the fish and waterfowl in the lake as well. The only downside is that it's a very popular place and it gets very crowded on weekends.,Positive
408,"It's a lovely park either to walk or to cycle. It's less crowded on week days. If cycling, you can get there via the cycling path along the Han River and through an underpass (it's indicated although a bit hidden). There are several attractions: the deer enclosure is probably the most popular among visitors. But there's also an insectarium and a butterfly conservatory, as well as a convenience store, tennis courts, playgrounds and lots of green areas for picnicking. The forest is public and admission is free.",Positive
409,This is a lovely park to walk around in. The playgrounds are fun. There is a little stream to walk in to cool off. The only thing is we went on a Monday and a lot of the attractions were closed like feeding the deer and the butterflies.,Positive
410,Visited the park few times but the best time to visit (based on my expirience) is during the famous cherry blossom....it was sooo nice there. But the park is really nice to visit all year long :),Positive
411,We cycled here via Hangang. The place is so pretty with cherry blossom petals falling from their trees. Sadly the ecological forest is only open in summer and winter so we didn't get to see the deers. Great place for strolling and cycling. There is also an inline skating rink.,Positive
412,It was awesome! Great place to cool off in the fountains and walk in the shaded areas... The butterflies were magnificent!!! In love with the forest!!,Positive
413,I would say this is an average park. It is nice for a stroll. There are bunnies & deer in a caged area to feed. Feed is available from a vending machine for a fee. A nice size pond is on site for beautiful views. There are a few different playgrounds if you have children. There is also a butterfly garden on site. Over all I would say this is a nice place for a picnic and to just get out of the house/hotel. a great place to let the kids run and play.  Visited April 2014,Positive
414,"I've been to the Seoul forest plenty of times. During the different seasons too. Because I come from a tropical climate, the seasonal changes are intriguing to me. The forest is easy to get to, (Seoul forest station) and it is HUGEEEE. There are multiple walking paths you can choose from and there are signs along the way. I usually just walk to the deer enclosure. And then I turn back it's a short route. But plenty of nice views for the eyes.  There isn't much food around. Heck I don't recall seeing any. So be sure to get some snacks and water from the convenient store at the train station before heading into the forest.  Also the forest is actually a FOREST. It's near the road so you can hear cars passing by. And there are concrete walking paths and a lot of bathrooms.",Positive
415,"We found it to be rather average. It was nice, but nothing out of the ordinary. If you are nearby, it's a nice park to go relax and walk around. However, we found nothing special to warrant the travel time to get to it if you're a bit further away.",Positive
416,"It's pretty small, but there's lots of little things to do, like a splash zone and outside exercise machines. This would be a great place for a family with young kids because there's an awesome park (see attached photo for one part of it). It's also just a nice place to go if you want a relaxing place for a picnic. There's low-to-the-ground wooden tables that are great to sit on and stop for a bite. Overall, a very well-designed, small park if you want to relax for a few hours during your vacation.",Positive
417,"Yes it's has nature and would be a good visit during spring and autumn. But let's face it: highly overrated. Good for a simple sit out but nothing that special or not even lots of nature around, unlike even central park in new York.",Positive
418,It was not like a forest. Just a park. But you can rent bicycles and ride along the river banks of Hangang River.,Negative
419,"We dscovered Seoul Forest about 6 years ago when our children were quite young and it has remained a firm summer favourite. There is plenty to keep kids busy for a few hours from climbing frames and slides, feeding of the deer, followed by a cool off in the play fountains (don't forget your bathers). Now that our kids are getting bigger, we take bikes and cycle from the park to the river. There are toilets and fast food. The car park can get full quickly so be prepared to queue.",Positive
420,"We went here in November so the surroundings are orange-gi. A perfect place to rest and avoid the city noise. It's kinda big and you need hours..... We had a lot of pictures here.  I love nature, so I really enjoyed a lot. I want to visit the forest again in Spring and see the beauty of ""green"" Seoul Forest. There is a little flower garden which the flowers are in full bloom of yellow and purple.  A perfect place to relax and have a walk with your friends, family or with your someone special. One of the places that I would really love to visit again.",Positive
421,"This place is my favorite place to relax in Seoul. With a big patch of green you can lie down on the grass and chill out kids play on bikes and families have fun. It's also large enough that it's not often overcrowded. The other attractions aren't all that like the butterfly garden. Don't come for that. Bring a ball or badminton rackets, your favorite book and chill out here.",Positive
422,"I visited the forest, which is really more of a park, with my girlfriend on an overcast, autumn/fall afternoon. We had a walk around in the cool weather and loved it. The colours were amazing. The forest also has an insect house, filled with butterflies, other exotic insects, some peculiar-looking fish, as well as a few large tortoises. Overall, despite the oft-termed 'miserable' weather, we really enjoyed it for the purpose it served: a peaceful, quiet experience. They forest also has deer which you are allowed to feed with park-sanctioned food from a dispenser.",Positive
423,"the place I like best is the playground where the very long slide is installed. Many kids line up to go down the slide and it's really fun and exciting. After you have fun at this playground with your kids, you go to the wide lawn for eating your lunchbox. And then you look around the forest. If you want to participate in activity performed in the park, you can book it via seoul forest website in advance. It's going to be fun and a good memory for your kids.",Positive
